Id,Temperature (K),Pressure (kPa),N Components,Component 1,Mole Fraction 1,Component 2,Mole Fraction 2,Reference ExcessMolarVolume Value (cm ** 3 / mol),Reference ExcessMolarVolume Uncertainty (cm ** 3 / mol),Estimated ExcessMolarVolume Value (cm ** 3 / mol),Estimated ExcessMolarVolume Uncertainty (cm ** 3 / mol)
e4adee8350764db4ad9b041fcacfb5e8,298.15,102.0,2,CO,0.2,CCCCO,0.8,0.033647877970025775,0.0,0.035479338874411424,0.04624501460144149
298112bdfc3f4214868ba73960923da0,298.15,102.0,2,CO,0.5,CCCCO,0.5,0.0680911137682827,0.0,0.09673198781008446,0.035424949780275654
a1a15a42803d448d9d7a5b96f2ac778c,298.15,102.0,2,CO,0.75,CCCCO,0.25,0.06264542756271396,0.0,0.07544481955471112,0.03493286879169026
2238bdfdea2a48c199669b8b3d1b3b9f,298.15,100.0,2,CCOC(=O)CCC(=O)OCC,0.7999,CC(C)CCO,0.2001,0.1785597381594073,0.0,0.3023804829203746,0.059392120478575505
9ecbe991304f4b4f90f47b8c5b2b10b2,298.15,100.0,2,CCOC(=O)CCC(=O)OCC,0.5,CC(C)CCO,0.5,0.3347393945661565,0.0,0.46110789113612133,0.042611068446286336
5045fd82d9d643069403806ce089370b,298.15,100.0,2,CCOC(=O)CCC(=O)OCC,0.2,CC(C)CCO,0.8,0.2476818243495132,0.0,0.3660789825168621,0.041865801287661514
e717c47977b34fc582f7303010e88a5a,298.15,101.0,2,COCCO,0.2405,CCCCCCO,0.7595,0.2813159057293859,0.0,0.3277376137767441,0.047049253673473804
7317a59908cd483b8019a678f34a71e6,298.15,101.0,2,COCCO,0.5134,CCCCCCO,0.4866,0.36470534749341255,0.0,0.2981644558934045,0.035736799086137694
a851b037b5c145a781910a34120eb2ad,298.15,101.0,2,COCCO,0.805,CCCCCCO,0.195,0.226087503478464,0.0,0.18015732233046644,0.029157118234176948
bfa3036d91ac4189a36cdddbfa97f6b6,298.15,100.0,2,COC(C)=O,0.5065,CCCCC(=O)OC,0.4935,0.1701076196921747,0.0,0.1622430926033419,0.04062582107215428
df9b34ee91754b76b08eaa716e71d33f,298.15,100.0,2,COC(C)=O,0.2617,CCCCC(=O)OC,0.7383,0.1097178498217204,0.0,0.2006468300436679,0.046597034088574074
54e7e073a8d24388990cbd809510afba,298.15,100.0,2,COC(C)=O,0.7489,CCCCC(=O)OC,0.2511,0.1605713741787227,0.0,0.07080686649924492,0.04058930268193186
642191d07b8e4501870428a30ab5227b,298.15,101.0,2,OCCCCO,0.7337,OCCO,0.2663,0.029240868440378875,0.0,-0.28737004640732294,0.043219391173894305
2f42c870cb774d2494d11257a17fb20d,298.15,101.0,2,OCCCCO,0.2279,OCCO,0.7721,0.0394577304050685,0.0,0.021009955710415407,0.028271338310825414
56a131b212fd46b48802b4cfa0ba725f,298.15,101.0,2,OCCCCO,0.5081,OCCO,0.4919,0.06503789762055234,0.0,0.041243855278238074,0.03340831532067567
20a8a5cc5e9e4270b23679d17e9aa0bf,298.15,101.0,2,CCCO,0.5053,CCCCCO,0.4947,-0.0015688820064028164,0.0,-0.01562151268814265,0.03865026980633705
c492a73f6db04709bf2b057ad3c8704e,298.15,101.0,2,CCCO,0.2143,CCCCCO,0.7857,-0.002414346664423306,0.0,-0.10386711996851133,0.04064911536193739
