Id,Temperature (K),Pressure (kPa),N Components,Component 1,Mole Fraction 1,Component 2,Mole Fraction 2,Reference Density Value (g / ml),Reference Density Uncertainty (g / ml),Estimated Density Value (g / ml),Estimated Density Uncertainty (g / ml),Delta^2,Weight,Denom,Term,d Term / d [#1:1]-[#6X4] epsilon,d Term / d [#1:1]-[#6X4] rmin_half,d Term / d [#6:1] epsilon,d Term / d [#6:1] rmin_half,d Term / d [#6X4:1] epsilon,d Term / d [#6X4:1] rmin_half,d Term / d [#8:1] epsilon,d Term / d [#8:1] rmin_half,d Term / d [#8X2H0+0:1] epsilon,d Term / d [#8X2H0+0:1] rmin_half,d Term / d [#8X2H1+0:1] epsilon,d Term / d [#8X2H1+0:1] rmin_half,Environment 1,Environment 2
d3f4632f13024f369f5a3659bf4bf209,298.15,101.0,2,CCOC(C)=O,0.5001,CCO,0.4999,0.8520400000000001,0.0,0.8465134055498716,0.00029936937946720794,3.054324621619098e-05,0.023809523809523808,0.04821932532357388,0.00031276895833564494,0.1009479432450959,-0.05389711505847705,0.03510089997622242,9.011088357723022e-05,0.16829464845207942,0.008983665457656359,0.014051142623081993,-0.007857768965850805,0.016762485292097812,7.005989628582445e-05,0.00648519793564474,-0.018267251959211524,ester,alcohol
c411fef1a75a461da323ed6d85732898,298.15,101.3,2,CCOC(C)=O,0.7929,CCO,0.2071,0.8785100000000002,0.0,0.8729951151602063,0.00030445133684708,3.0413954796188576e-05,0.023809523809523808,0.04821932532357388,0.0003114449883008406,0.1468486725678475,-0.05165767945005645,0.056250401887085064,0.004207429357571626,0.1645984819540492,0.00834759262909151,0.014963400511289407,-0.020529783723255642,0.021821403145907782,-0.003022211729734577,0.0011072724921811802,-0.01090375536816739,ester,alcohol
2d405379dd184c1482d2f2886a9442c0,298.15,101.3,2,CCOC(C)=O,0.2836,CCO,0.7164,0.8272700000000002,0.0,0.8229006199061569,0.0003343161626827716,1.9091482404473603e-05,0.023809523809523808,0.04821932532357388,0.00019550060338920875,0.10392528702454257,-0.04189981966270465,0.022326609255576196,0.00245222035814696,0.15325366365268148,0.01374157673766786,0.010470476573544591,0.001733961549848785,0.00873505818686009,-0.000523977016595878,0.009995836845079589,-0.022399502480169618,ester,alcohol
37d4555b84be409b90fe461483c80afc,298.15,100.0,2,COC=O,0.4946,CO,0.5054,0.8956100000000002,0.0,0.9095581899699291,0.0003480807731689372,0.00019455200343722402,0.023809523809523808,0.04821932532357388,0.0019922514793112227,,,-0.10733117273251547,0.03253891663153171,-0.25174562416960894,0.010492269438042365,-0.06778873292142894,0.024276236951435798,-0.06903531271640367,0.007416644163763216,-0.018913532051785507,0.08674563486435824,ester,alcohol
cf6aeb50271b4d5b8eaed85e02347194,298.15,100.0,2,COC=O,0.0833,CO,0.9167,0.8088000000000002,0.0,0.8165396383008293,0.00038948194831763975,5.990200102766126e-05,0.023809523809523808,0.04821932532357388,0.0006134084874616459,,,-0.01790388875081324,-0.00018842628909448536,-0.16052850432876217,0.013948218660076896,-0.009234941077257107,0.0005926755887161137,-0.008688783892111907,-0.001182384752492447,-0.04990832296275362,0.049079744141799615,ester,alcohol
5f66e57aaecc4cb6b949d4f6b1063214,298.15,100.0,2,COC=O,0.7271,CO,0.2729,0.9321000000000004,0.0,0.9487305172210804,0.0004904546489178887,0.0002765741030406384,0.023809523809523808,0.04821932532357388,0.0028321742063153765,,,-0.1959257541316437,0.03506272586184884,-0.3459435138837002,-0.03214591968120281,-0.1774172636176441,-0.08744625680407565,-0.10415840559666822,0.02883920911080201,-0.02680656599875743,0.025710499743994364,ester,alcohol
7c03380049384f30a298945bb04129ab,298.15,101.0,2,CCOC(=O)CC(=O)OCC,0.6999,CC(C)CO,0.3001,0.9950010000000002,0.0,0.991056511969171,0.0002633469641055319,1.555898582535523e-05,0.023809523809523808,0.04821932532357388,0.00015932713094444288,-0.006624686384699125,-0.04505984726315876,0.03579354836866972,0.0005208649992609021,0.12666032105602526,0.007029071064571601,0.012700071753460246,-0.013781365243436731,0.01622868561606699,-0.003055460523479933,0.002266009290411899,-0.002607389567898563,ester,alcohol
4ebb87dcc7fb4f1d917d610ec750534f,298.15,101.0,2,CCOC(=O)CC(=O)OCC,0.3,CC(C)CO,0.7,0.8987460000000002,0.0,0.8963816540495035,0.0002640250725905491,5.590131773629745e-06,0.023809523809523808,0.04821932532357388,5.7244068931688383e-05,0.03186007605369671,-0.02216564232013535,0.008576795230831376,-0.00042525347460840363,0.07029445768091835,0.0059800184891106835,0.0013933530150391882,-0.007543549330037816,0.004870528632520078,0.000344871817663937,0.001244033380170223,-0.008596765822956948,ester,alcohol
eb5d4aebf7284884a4cecd15514d03d5,298.15,101.0,2,CCOC(=O)CC(=O)OCC,0.5001,CC(C)CO,0.4999,0.9511160000000002,0.0,0.9493862947690991,0.0003171104863343207,2.9918801858066343e-06,0.023809523809523808,0.04821932532357388,3.0637452304717577e-05,0.006346146285417444,-0.018954011739026715,0.01284761024741079,0.000984352550393967,0.054270454450302916,0.0037797662721129046,0.0035719948613413877,-0.004776794477181144,0.006220487087717974,0.0005501814593422389,0.002016839048727695,-0.0014777364174281447,ester,alcohol
98d2cc7c7cb140ce8b4c508da55b85c9,298.15,101.0,2,CCOC(=O)CC(=O)OCC,0.7001,CC(C)O,0.2999,0.9994170000000002,0.0,0.9975825558271461,0.00022688602679242498,3.3651854233186057e-06,0.023809523809523808,0.04821932532357388,3.446017270095255e-05,-0.02016333825091276,-0.017179143644047132,0.014165058169673315,0.00029811853794689227,0.04105687229434735,0.0003595187234022804,0.0040967038358525705,-0.0067135534578090655,0.005849262624739099,-0.0015253470346840209,0.0005861923052110278,-0.001673161407928052,ester,alcohol
