,Iteration,Objective Function
0,0,0.45639047559552387
1,1,0.20833665000645638
2,2,0.19875903882197463
3,3,0.20992209986538446
4,4,0.19116319802513793
5,5,0.2010893664709568
6,6,0.19599179550009188
7,7,0.19000951171119837
8,8,0.2035297722327181
9,9,0.19902049533339322
10,10,0.19543584416832238
11,11,0.199668414036528
