Id,Temperature (K),Pressure (kPa),N Components,Component 1,Mole Fraction 1,Component 2,Mole Fraction 2,Reference Density Value (g / ml),Reference Density Uncertainty (g / ml),Estimated Density Value (g / ml),Estimated Density Uncertainty (g / ml)
fb5bc2412cb74a7bbdf65656731bee86,298.15,101.0,2,CCCCO,0.7447,CCOC(C)=O,0.2553,0.8276000000000002,0.0,0.8276013261020498,0.00023970604787295512
f9c24cd3e0224ebaaa6459a7f99ff86a,298.15,101.0,2,CCCCO,0.4963,CCOC(C)=O,0.5037,0.8494000000000002,0.0,0.8508209348994538,0.0002421278771806871
bb9301096e2b44a28c41cc5b6dd3b2c2,298.15,101.0,2,CCCCO,0.2525,CCOC(C)=O,0.7475,0.8715000000000002,0.0,0.8739049543821098,0.00026221582869027986
c4095dd1b04e482a8359dd8ec1dffecb,298.15,101.3,2,CCCCCO,0.7708,CCOCC,0.2292,0.7975000000000002,0.0,0.7911224905871989,0.00023134948054181714
3471375531c54791819369a3a9be6c28,298.15,101.3,2,CCCCCO,0.2648,CCOCC,0.7352,0.7479000000000001,0.0,0.7447058829930265,0.00026470984349785974
adb0e24fae38419cad868c5ec8045c82,298.15,101.3,2,CCCCCO,0.4567,CCOCC,0.5433,0.7704000000000002,0.0,0.7639567096428443,0.0002593564227262083
0095303573e44aaf8293b2797b3eba89,298.15,100.0,2,COC(C)=O,0.2606,CCCC(=O)OC,0.7394,0.8985700000000003,0.0,0.8966039397956024,0.0002266200785677596
5ca266df22b844f7a726c598d140d701,298.15,100.0,2,COC(C)=O,0.4544,CCCC(=O)OC,0.5456,0.9041900000000004,0.0,0.9025711195354338,0.00022097639378291159
befb5b61ceab4476a6c1062cc3eae8b1,298.15,100.0,2,COC(C)=O,0.7464,CCCC(=O)OC,0.2536,0.9147400000000002,0.0,0.91397315427469,0.00028929826861862214
a64808b7fd284b5b9069a45371ba407c,298.15,101.0,2,C1CCCCC1,0.7608,CCCCCC,0.2392,0.7411800000000002,0.0,0.7226118403448722,0.00022327492514134285
8be3d465703a45be811e7f459f3979ae,298.15,101.0,2,C1CCCCC1,0.4793,CCCCCC,0.5207,0.7105500000000001,0.0,0.6877715469693867,0.00022088590695229832
613ff257756940dbbbcb154b3bc487c8,298.15,101.0,2,CCCCCC,0.2457,C1CCCCC1,0.7543,0.7392000000000002,0.0,0.721076792577004,0.00023124896187722173
6c7a580c5f094fd1989770f2a90eee2b,298.0,101.3,2,CC(=O)OCCC(C)C,0.7499,C=CC(=O)OCC,0.2501,0.8765820000000002,0.0,0.8830407298979124,0.00020469181944264645
ec42632dbcec40f28f46454083aa69ab,298.0,101.3,2,CC(=O)OCCC(C)C,0.2501,C=CC(=O)OCC,0.7499,0.9004420000000002,0.0,0.9059627829608672,0.00023758128814061852
da7c00e97a744b92b526b213ffc2c229,298.0,101.3,2,CC(=O)OCCC(C)C,0.501,C=CC(=O)OCC,0.499,0.8874060000000001,0.0,0.8938683483252581,0.00021755460239807105
96f07164279c4dc8ac459ccae22c5fd9,298.15,101.0,2,CCO,0.701,CCCO,0.299,0.7902100000000002,0.0,0.7928352181136228,0.00031735227367452826
f45d193b6be94ac19790084a2763f9b0,298.15,101.0,2,CCO,0.5,CCCO,0.5,0.7932200000000003,0.0,0.7942383808278984,0.00028658109381916397
a6802da0e1964af7b63e223192a917ce,298.15,101.0,2,CCO,0.2,CCCO,0.8,0.7968200000000002,0.0,0.7957686251189118,0.0002983892534762236
787352ae213a40678475f6d9f49dbd66,293.15,101.0,2,CCCCCCO,0.7138,CCCCC(=O)OC,0.2862,0.8385600000000002,0.0,0.8381249635373009,0.00018762537623349
138afd775caf4eb390fea907d6c864dd,293.15,101.0,2,CCCCCCO,0.2154,CCCCC(=O)OC,0.7846,0.8739600000000003,0.0,0.8715139625928785,0.0002199104058315313
a64e4810b63746b4a06c3e7069f48bca,293.15,101.0,2,CCCCCCO,0.4913,CCCCC(=O)OC,0.5087,0.8542200000000002,0.0,0.8531471160300251,0.00018247524569379203
8913aba7350c4ab5b4a560258c08f011,291.15,101.0,2,CCCOC(C)=O,0.7697,CCCCC,0.2303,0.8292000000000003,0.0,0.8269666305843861,0.0002309688582285857
a06e195b977a4bfabcc321cca174aea2,291.15,101.0,2,CCCOC(C)=O,0.2734,CCCCC,0.7266,0.6982000000000003,0.0,0.6840012533995287,0.0002614752547954655
8cae58c2745d41dea19dd3f57c174ccc,298.15,101.0,2,CCCOC(C)=O,0.4881,CCCCC,0.5119,0.7477000000000003,0.0,0.7390317110683661,0.0002294735432366262
945ccaf14fc747d3b1a2d01d5ca41795,298.15,101.0,2,CCOC(C)=O,0.251,CCCCCO,0.7490000000000001,0.8283000000000001,0.0,0.8278962425436989,0.00023233100705529565
74d4007038204c48a14b982ce4e3a506,298.15,101.0,2,CCOC(C)=O,0.7490000000000001,CCCCCO,0.251,0.8694000000000002,0.0,0.8723619018255788,0.0002485021625888566
77185d8bdc8f4e9980c3bbefd8be0d15,298.15,101.0,2,CCOC(C)=O,0.5,CCCCCO,0.5,0.8478100000000002,0.0,0.8491890868976858,0.00021413388100451216
4d680d1176ce45b988df26736c6d8042,318.15,101.0,2,CCCCOC=O,0.752,CCCCCCC,0.248,0.8026400000000001,0.0,0.8103956308048317,0.0002309946126556389
a40334e8d4db4f5792517854bd911400,308.15,101.0,2,CCCCOC=O,0.2514,CCCCCCC,0.7486,0.7106500000000001,0.0,0.7025705982311735,0.00023540779249821197
df5b42fe96a14bc88ea9bf23d7e54fb1,298.15,101.0,2,CCCCOC=O,0.5012,CCCCCCC,0.4988,0.7672300000000002,0.0,0.7663588255656804,0.00021752472668715283
988a51cf9482498d8b67ac858712ae1d,293.15,101.0,2,CCO,0.7946,CCCCOC(C)=O,0.2054,0.8056300000000002,0.0,0.8258102236191963,0.00028940312358791793
869c12a28ee84bde8c394ddfade55cfb,313.15,101.0,2,CCO,0.4912,CCCCOC(C)=O,0.5088,0.8177000000000002,0.0,0.8337458395146284,0.0002454658706625934
25a77d4360b649cabf445d6bfef346db,303.15,101.0,2,CCCCO,0.7257,CCC(C)=O,0.2743,0.7999000000000002,0.0,0.7858026821218775,0.00025112185373482685
759201150d4d464a9d36dc5063a1c95b,298.15,101.0,2,CCC(C)=O,0.5002,CCCCO,0.4998,0.8027400000000002,0.0,0.7806075963258583,0.0002388302661097628
6127f47373fb42b7a7b9a08f58cec09e,298.15,101.3,2,CC(=O)O,0.4937,COC(C)=O,0.5063,0.9784000000000002,0.0,0.9927500434270203,0.0002508246502577399
1876a726a75b4a3389051930211a67a2,298.15,101.3,2,CC(=O)O,0.7943,COC(C)=O,0.2057,1.0150500000000002,0.0,1.0415904176121697,0.000260335075808528
3b622f4f2df74685951a213ecac92c1e,298.15,101.3,2,CC(=O)O,0.3007,COC(C)=O,0.6993,0.9575800000000004,0.0,0.9649135200919466,0.0002793013759870311
e308b07bb5564c7d8f0ff026d8376f68,298.15,101.0,2,C1CCCCC1,0.2003,CCCCO,0.7997,0.7967200000000002,0.0,0.7907942182471553,0.00023960352821895188
722c6645b0c64a308873adebf354e289,298.15,101.0,2,C1CCCCC1,0.7086,CCCCO,0.2914,0.7791900000000003,0.0,0.7654084816207518,0.00029621174259911084
a4a629a73021422ba64a9dfaeb1708e3,293.15,100.0,2,CCCCO,0.4997,C1CCCCC1,0.5003,0.7897000000000002,0.0,0.779049012159916,0.00024735786972880885
4735842c86c44063870b68eea969ae94,318.15,101.0,2,CCCOC(C)=O,0.2642,CCCCCC,0.7358,0.6866000000000002,0.0,0.6741596281579738,0.0002691660442477054
82683cf00a884cdaa5c42f2967a9c895,318.15,101.0,2,CCCOC(C)=O,0.7426,CCCCCC,0.2574,0.7937000000000002,0.0,0.7929646450068285,0.00023389973336689724
5cae2720cf28477499c29fbd1a176615,291.15,101.0,2,CCCOC(C)=O,0.5117,CCCCCC,0.4883,0.7672000000000002,0.0,0.7616341632287227,0.000248562613425961
00c847aabdaa49f39e19fb2b82e25f5d,293.15,100.0,2,CCCCCC(C)C,0.4997,CCCCO,0.5003,0.7335792999344483,0.0,0.73460512020274,0.00019833705292459917
afc131bd3f8e4a6680c1ebe9acbb1591,293.15,100.0,2,CCCCCC(C)C,0.3,CCCCO,0.7,0.7584114729135699,0.0,0.7586281130831354,0.00022964265319615567
5470d8c2bac848709e7abdf4bc2cea85,293.15,100.0,2,CCCCCC(C)C,0.7996,CCCCO,0.2004,0.7057028649228951,0.0,0.7088774058695028,0.00020078879727147288
229d751e3be94137b375d7e77af0768c,313.15,101.0,2,C1COCCO1,0.2962,C1CCCC1,0.7038,0.7981300000000002,0.0,0.7956557742764107,0.0002780189511313637
12b408966b074958ae7fc1effc4ebb60,313.15,101.0,2,C1COCCO1,0.4983,C1CCCC1,0.5017,0.8541200000000002,0.0,0.8648903822451444,0.00028884902691293335
dbc1dd8d32e14336b43b5461e11d6e51,298.15,101.0,2,C1COCCO1,0.7034,C1CCCC1,0.2966,0.9314500000000002,0.0,0.9547506185430469,0.00025873202389783213
45a886f67b364181a86f05fd305849f7,298.15,101.0,2,CCCOC(C)=O,0.7446,CCCCCCC,0.2554,0.8169000000000002,0.0,0.8158846186479033,0.00021354303996922786
cd67b458f2a94ad9b75d4b037d509864,318.15,101.3,2,CCCOC(C)=O,0.2463,CCCCCCC,0.7537,0.6986336093854499,0.0,0.6880465494977711,0.00022116646885315998
c56b49447c1d4f97822d67e0bab99b47,298.15,101.0,2,CCCOC(C)=O,0.5062,CCCCCCC,0.4938,0.7653000000000001,0.0,0.760509153813709,0.00022212134457945035
e5bc6c3622384d2792e889c5883afad2,298.15,101.0,2,COCCO,0.4955,C1CCCCC1,0.5045,0.8436100000000002,0.0,0.8414161758463433,0.00024793503464784765
f9182a4a25b34594acf19a4a068b59b3,298.15,101.0,2,COCCO,0.4955,C1CCCCC1,0.5045,0.8436100000000002,0.0,0.8414161758463433,0.00024793503464784765
f0f5a9f860054598b153ca91ab5b370e,298.15,101.0,2,COCCO,0.2513,C1CCCCC1,0.7487,0.8049800000000003,0.0,0.793545781513927,0.00026403019932362006
7ae0efcee2d240c6bf9d65e75d430e92,298.15,101.0,2,COCCO,0.2513,C1CCCCC1,0.7487,0.8049800000000003,0.0,0.793545781513927,0.00026403019932362006
981c70f7951c46e2aa7ef0a2c1eabe58,298.15,101.0,2,COCCO,0.7493,C1CCCCC1,0.2507,0.8927200000000003,0.0,0.9025060050479317,0.0002743145028721423
12386196686c44058edaa839d630b688,298.15,101.0,2,COCCO,0.7493,C1CCCCC1,0.2507,0.8927200000000003,0.0,0.9025060050479317,0.0002743145028721423
62e8b4deba49463aaa07dc64a02d6848,298.2,101.0,2,CCCCO,0.2042,CCCCCCO,0.7958,0.8144200000000001,0.0,0.8129868437638811,0.00024528935677709245
4e4c531bafcc4be58822eeb964ce9d08,298.2,101.0,2,CCCCO,0.4994,CCCCCCO,0.5006,0.8118000000000002,0.0,0.8105205575674976,0.00021593418467261857
ba4ad37fcb174c23b30c69a8a686fdeb,298.2,101.0,2,CCCCO,0.7005,CCCCCCO,0.2995,0.8097200000000002,0.0,0.8079269717617241,0.00033393394135022186
5edac9b6f487406ebaad2afd15ac3b80,318.15,101.0,2,CCCOC=O,0.5019,CCCCCCC,0.4981,0.7412500000000002,0.0,0.7402401636596001,0.00025794459817637423
743fa0ddad7f4b55ba1f5c4266166269,298.15,101.0,2,CCCOC=O,0.7497,CCCCCCC,0.2503,0.8209900000000002,0.0,0.8272086045112471,0.00022872579522622183
55cc8997f6604537907be3b7552f1c23,298.15,101.0,2,CCCOC=O,0.2535,CCCCCCC,0.7465,0.7158400000000003,0.0,0.7076762714078068,0.00020348110932242417
5fa189777f9e4cb3ab9f392074104136,298.2,101.0,2,CCCCOC(C)=O,0.5001,CC(C)CCO,0.4999,0.8444600000000002,0.0,0.8477837143406128,0.0002672737869215871
4aae295dff874bf9a861b099d0663954,298.2,101.0,2,CCCCOC(C)=O,0.7,CC(C)CCO,0.3,0.8575600000000001,0.0,0.8592634330167515,0.0001872412446131235
f7ac8b95b68b45fcba97ede2a77b14be,298.2,101.0,2,CCCCOC(C)=O,0.2999,CC(C)CCO,0.7001,0.8306800000000002,0.0,0.8354780899024798,0.0002817895371992221
911352d5dab64576b7a6da51aa69d76d,298.15,100.8,2,CCO,0.25,CCC(C)=O,0.75,0.7974000000000002,0.0,0.7647640606833992,0.0002640494776213756
b753d6cbf8fc4b088f29360facff51df,298.15,100.8,2,CCO,0.75,CCC(C)=O,0.25,0.7909000000000002,0.0,0.7792140186416053,0.00030918959854764566
5789a9197ed7473eb37814ca09efb2c8,298.15,100.8,2,CCO,0.5,CCC(C)=O,0.5,0.7946000000000002,0.0,0.7696479862331667,0.0002979357836078363
077ccf522e29444fae11ce463a6e985c,298.15,101.0,2,CCCCOC(C)=O,0.5412,O=C1CCCCC1,0.4588,0.9037000000000004,0.0,0.8902367731971144,0.0002060406675724247
183e43f4136a44faa36a58f5e622b7a3,298.15,101.0,2,CCCCOC(C)=O,0.7589,O=C1CCCCC1,0.2411,0.8900000000000002,0.0,0.883572003446551,0.00022247071624676798
661fd1b0e0544823af50954019f53c17,298.15,101.0,2,CCCCOC(C)=O,0.2509,O=C1CCCCC1,0.7491,0.9236000000000002,0.0,0.901874578070204,0.00021384491223484822
c13d46dde78544f5b7d53bdc5df55789,318.15,101.3,2,CCCCOC=O,0.746,CCCCCC,0.254,0.7997000000000002,0.0,0.8067405989711777,0.000264339692137706
1f8303a1d7e84aaeb18d4d36a688d43a,291.15,101.3,2,CCCCOC=O,0.5021,CCCCCC,0.4979,0.7683000000000001,0.0,0.7666845954292242,0.00021375133070015046
2e51141bdd044f3a8a528d15b3aa6632,291.15,101.3,2,CCCCOC=O,0.249,CCCCCC,0.7509999999999999,0.7114000000000001,0.0,0.7021396444900376,0.00020977447880632602
9c7b58fbd9854daea169c595076f5207,313.15,101.0,2,COCCOC,0.22207,CCCCCO,0.77793,0.8093100000000001,0.0,0.8102669665138799,0.00023250988997269758
069bee3177de4f058382394db0d7e5c9,293.15,101.0,2,COCCOC,0.7087899999999999,CCCCCO,0.29120999999999997,0.8507300000000002,0.0,0.8630762400110992,0.00022570061556862576
d2eb9d8b98334609bd04ea62d877a2a2,293.15,101.0,2,COCCOC,0.49705,CCCCCO,0.50295,0.8395500000000001,0.0,0.8474007046822541,0.00020171817338135044
b86d7606b7814b7aa18d5b9d29acafc7,298.15,101.0,2,C1CCCCC1,0.7791,CCCCC,0.2209,0.7391400000000001,0.0,0.7199107451158634,0.0002495009512000282
aff80ec8df9344ed9c6b99ecac0d25dd,298.15,101.0,2,C1CCCCC1,0.2145,CCCCC,0.7855,0.6530900000000002,0.0,0.6312511596936602,0.00023432772465648076
866f5e0711b34d039be44d772c200836,298.15,101.0,2,C1CCCCC1,0.4595,CCCCC,0.5405,0.6904300000000001,0.0,0.6697293155968811,0.00024751521512323635
5a4bf73d2ccf412eb3f59753fdebf03e,298.15,101.3,2,CCCCCC,0.247,CCC(C)(C)OC,0.753,0.7376939892837809,0.0,0.7324398387357959,0.00021068379608193255
5fd3a3b253f84e97b984f0d251f7c5b9,298.15,101.3,2,CCCCCC,0.745,CCC(C)(C)OC,0.255,0.6824905547232561,0.0,0.6695761051141007,0.0002360762256788587
866adb782e2c459cbbb2d0c7ede753e2,298.15,101.3,2,CCCCCC,0.4970000000000001,CCC(C)(C)OC,0.503,0.7097867686126319,0.0,0.700604383667677,0.00022009932833088643
3aa72cc0b954439696771d574b72a196,298.15,101.3,2,CC(=O)O,0.2944,CCOC(C)=O,0.7056,0.9255000000000002,0.0,0.9361479730803144,0.00025103072871283596
0cd46ff783ad4c41bf042a5261461052,298.15,101.3,2,CC(=O)O,0.7989,CCOC(C)=O,0.2011,0.9996600000000002,0.0,1.0275345077194482,0.00035339537944801793
5b815740df30468597dac2c1dd23ee6b,298.15,101.3,2,CC(=O)O,0.5007,CCOC(C)=O,0.4993,0.9514000000000002,0.0,0.9682471427691135,0.0002501187783962576
5186996b548b4f1f9c12889dabcbe96c,298.15,101.0,2,CC1CCCCC1,0.2502,CCCCCC,0.7498,0.6832000000000003,0.0,0.6691951532987884,0.0002107124009017829
ece3e1846f3a42208f1b0d6d8f57c31f,298.15,101.0,2,CC1CCCCC1,0.5026,CCCCCC,0.4974,0.7107000000000002,0.0,0.7005555858382937,0.000271384609663883
636f48084df84aaa8f81140590d6acac,298.15,101.0,2,CC1CCCCC1,0.7527,CCCCCC,0.2473,0.7380000000000002,0.0,0.7315223518380871,0.0001997753677784284
cbf3239485234b50bddeba7b24711e12,298.15,101.0,2,C1CCOC1,0.5024,C=CC(=O)OC(C)(C)C,0.4976,0.8816900000000003,0.0,0.8957434691715599,0.00034590331144071957
2fe53ca8a949496a8c1843f587f18326,298.15,101.0,2,C1CCOC1,0.7268,C=CC(=O)OC(C)(C)C,0.2732,0.8820800000000002,0.0,0.8916597586744441,0.00022512778334141497
00f35d4e15f64fd3bb486ea5153a4914,298.15,101.0,2,C1CCOC1,0.2773,C=CC(=O)OC(C)(C)C,0.7227,0.8809200000000001,0.0,0.8988325316230138,0.00029751448263054677
dc2869cc1f8b4b4397e304bcb4877685,298.15,101.0,2,CCCO,0.7892,CCCCCO,0.2108,0.8028000000000002,0.0,0.8002153369425569,0.00027655375444486137
a318a2cc4cca4e0484c5d43160dc3f62,298.15,101.0,2,CCCO,0.5053,CCCCCO,0.4947,0.8062000000000002,0.0,0.8045512859170441,0.0002626731828293909
a0f4a4f801fb477a9245cef3e3913d78,298.15,101.0,2,CCCO,0.2143,CCCCCO,0.7857,0.8091000000000003,0.0,0.8078015406892232,0.0002594069333905354
75eaf6b92f0646ea8f2572890b9d879b,298.15,101.0,2,C1CCOCC1,0.2235,CCCCCC(C)=O,0.7765,0.8221200000000002,0.0,0.8042380827487068,0.0001844511271670466
c318897f7297441c8a15d976a2ddf1d5,298.15,101.0,2,C1CCOCC1,0.7101,CCCCCC(C)=O,0.2899,0.8534200000000002,0.0,0.8487017633084506,0.0002509068757871227
7ca297fe446b4e4a8182785e51a74951,298.15,101.0,2,C1CCOCC1,0.5166,CCCCCC(C)=O,0.4834,0.8396100000000002,0.0,0.8289328838743991,0.0002240189809527789
036350586f81408ba1cbf3d73fb70467,298.15,100.0,2,COC(C)=O,0.7489,CCCCC(=O)OC,0.2511,0.9105300000000002,0.0,0.9096828732443332,0.00023375895339813828
d70cc33b08f14c209e437b12c10032e8,298.15,100.0,2,COC(C)=O,0.5065,CCCCC(=O)OC,0.4935,0.8996200000000002,0.0,0.898423805784085,0.00025452608589275074
dca922e9b92646708d8b99e64469cb71,298.15,100.0,2,COC(C)=O,0.2617,CCCCC(=O)OC,0.7383,0.8914700000000002,0.0,0.8895133733913931,0.0002034080569874356
bf3b77e62bbe4e6fbe72f482f048f173,298.15,101.0,2,CC1CCCCC1,0.763,CCCCCCC,0.237,0.7476000000000002,0.0,0.7366887438974392,0.0002234750909909551
c6d549ae4d5642f6899ced40b2bae1ef,298.15,101.0,2,CC1CCCCC1,0.5029,CCCCCCC,0.4971,0.7197000000000002,0.0,0.7103832305521793,0.00022774273925296057
48e01a815d4e4bb7ae8964fa1d7ee4cd,298.15,101.0,2,CC1CCCCC1,0.2392,CCCCCCC,0.7608,0.7033000000000001,0.0,0.686977870362076,0.00018720297474521445
52ef0c068b8f4ba5b4fcc52c95ef9e5e,298.15,100.0,2,CCC(C)=O,0.2011,OCCCO,0.7989,0.9964480000000002,0.0,1.0048566536572774,0.0004521772645091314
ca591afbbbf142adb60f6efe47d35239,298.15,100.0,2,CCC(C)=O,0.7996,OCCCO,0.2004,0.8462200000000002,0.0,0.8166053662563865,0.00025001785140930173
5c6f01c708ff420a862fd80b80bd80dc,298.15,100.0,2,CCC(C)=O,0.5001,OCCCO,0.4999,0.9209360000000002,0.0,0.9087536439511709,0.00029479247396099257
f1a2e8f8bb214db9b025cb1487e1d496,298.15,101.0,2,CCCCC,0.2471,CCCCOC=O,0.7529,0.8221800000000001,0.0,0.8267334286268584,0.00023788409942659036
0a43cfeb829744c2b89e6c31ff171696,291.15,101.0,2,CCCCC,0.7972,CCCCOC=O,0.2028,0.6804100000000002,0.0,0.6665705697729045,0.0002467423070954422
ed82464893fe490595a3c9402df5dd3b,291.15,101.0,2,CCCCC,0.4971,CCCCOC=O,0.5029,0.7614300000000002,0.0,0.7586752635456095,0.0002527117293881746
26ad0ed786a84a2386b06be89e1ed730,291.15,101.3,2,CCCOC=O,0.7473,CCCCCC,0.2527,0.8270000000000002,0.0,0.8313040526072738,0.0002467009285120418
d006baad7e554c2e8d6cfa1ff4fe2f80,291.15,101.3,2,CCCOC=O,0.5017,CCCCCC,0.4983,0.7618000000000001,0.0,0.759242087789658,0.00023626879284467352
678c5dd0521a436e8625070c56cca9b5,291.15,101.3,2,CCCOC=O,0.248,CCCCCC,0.752,0.7058000000000001,0.0,0.696006387640351,0.00023907657638458054
5e3c8ef600ab4dc7ab03e8a9dc11b981,298.15,101.0,2,C1COCCO1,0.5006,C1CCCCC1,0.4994,0.8769800000000002,0.0,0.8885066609793659,0.0002684538841388978
5d6b3d1877cf49b790109d91416450bc,313.15,101.0,2,C1COCCO1,0.2926,C1CCCCC1,0.7074,0.8139900000000002,0.0,0.8125815652408376,0.00026133595270279823
3730b459443c45b68d8f0a2c1c8dfb54,313.15,101.0,2,C1COCCO1,0.7966,C1CCCCC1,0.2034,0.9432900000000002,0.0,0.9727961166853515,0.0002494591503987277
c8d2d8588c944ee1ac073881f2306218,298.15,101.0,2,C1CCOC1,0.2302,C=CC(=O)OCC,0.7698,0.9117900000000002,0.0,0.9142003160693423,0.00024182598908851984
1cd755553aa048ee99e6e4060c0860f3,298.15,101.0,2,C1CCOC1,0.7283,C=CC(=O)OCC,0.2717,0.8955200000000002,0.0,0.8971907411731501,0.00023299956645713536
880d7ce70af04e45a9eb7cdc4072260d,298.15,101.0,2,C1CCOC1,0.5286,C=CC(=O)OCC,0.4714,0.9033200000000002,0.0,0.9048173234421458,0.000258430316344321
71bdcf6b8bc44c4b998636f2a6a7852e,298.15,101.3,2,C1COCCO1,0.2057,CCCCCC,0.7943,0.7064000000000001,0.0,0.6982518749661065,0.0002451420926175999
f102298010dc429097ed7072c3e8287d,298.15,101.3,2,C1COCCO1,0.7991,CCCCCC,0.2009,0.9240000000000004,0.0,0.9477433820547292,0.00022446751369456858
7fa6d56fd2684e66868707d295cc74cc,298.15,101.3,2,C1COCCO1,0.501,CCCCCC,0.499,0.7996000000000002,0.0,0.8060320495856932,0.0002561328204855814
2ed19366503e4ec08db4d902c77444b1,298.15,101.0,2,C1CCCC1,0.5051,CCCO,0.4949,0.7639600000000002,0.0,0.7505169255978323,0.0002917550042128952
0a9f015f9d974519b4844ecc61c5d749,298.15,101.0,2,C1CCCC1,0.7688,CCCO,0.2312,0.7464510000000002,0.0,0.7312640553543228,0.00029168495543146735
e083686cb42a42aca92b50fe55b26ec1,298.15,101.0,2,C1CCCC1,0.2341,CCCO,0.7659,0.7813700000000002,0.0,0.7739338560391751,0.0002591519297893263
6558a154a3444970abe269aee9432e66,293.15,101.0,2,CC(=O)OCCC(C)C,0.2419,CCCCO,0.7581,0.8305100000000002,0.0,0.83143166811225,0.00024259630662126408
ee029cc49df945a398192ba562f0a582,293.15,101.0,2,CC(=O)OCCC(C)C,0.7185,CCCCO,0.2815,0.8598000000000001,0.0,0.8643819000246716,0.00022024170487563492
08049ed9479b47f8909109e54fac79ff,293.15,101.0,2,CC(=O)OCCC(C)C,0.4814,CCCCO,0.5186,0.8466800000000001,0.0,0.8494777238150174,0.00022504646422699014
d3ae2a45ed6e48729fee892318b36fe3,298.15,101.3,2,COCCO,0.7488,CCOC(C)(C)C,0.2512,0.8891500000000002,0.0,0.8986822997808493,0.0001702580542861199
c4d1ab9cefb34c81b589d76e301efddf,298.15,101.3,2,COCCO,0.2489,CCOC(C)(C)C,0.7511,0.7757500000000002,0.0,0.7882330285329376,0.00023221370657449753
