Id,Temperature (K),Pressure (kPa),N Components,Component 1,Mole Fraction 1,Component 2,Mole Fraction 2,Reference EnthalpyOfMixing Value (kJ / mol),Reference EnthalpyOfMixing Uncertainty (kJ / mol),Estimated EnthalpyOfMixing Value (kJ / mol),Estimated EnthalpyOfMixing Uncertainty (kJ / mol)
aabdc2d2b76f41ea90d1973817674483,313.15,101.0,2,CCCO,0.2497,CCCCCCC,0.7503,0.855,0.0,1.0362463512153397,0.05045326242689326
e25d65a9d159414b8acf6d3ab0538aa9,298.15,101.0,2,CCCO,0.7501,CCCCCCC,0.2499,0.391,0.0,0.6120495327893636,0.04200481285215191
ebc9e336e1e54253a598165867a2d9f2,298.15,101.0,2,CCCO,0.5003,CCCCCCC,0.4997,0.614,0.0,0.839517088095306,0.047048617421066155
e3f2a6a1b7b041e6a0ddc1927ae6b893,298.15,101.3,2,CC(=O)CC(C)C,0.8004,CCCO,0.1996,0.9423,0.0,0.42487194325703825,0.04313396185078477
be37c11bc0e64e7da891340b52210ff7,298.15,101.3,2,CC(=O)CC(C)C,0.4948,CCCO,0.5052,1.297,0.0,0.6728016022290433,0.04101131570629287
9336bdf788964712a9043f31ed851dd4,298.15,101.3,2,CC(=O)CC(C)C,0.2384,CCCO,0.7616,0.9203,0.0,0.4515611371478627,0.040357134857217127
3350449791eb4b16b424dde4335d5359,298.15,101.0,2,CCOC(C)(C)C,0.2509,CCCCCCC,0.7491,0.1879,0.0,0.44715226980514444,0.048161688954298267
2f9e31269f7b4aa490d2c856696a60a0,298.15,101.0,2,CCOC(C)(C)C,0.5014,CCCCCCC,0.4986,0.2751,0.0,0.5308671050356395,0.043942162453549365
9560a10355f24167847f5e54c3a80098,298.15,101.0,2,CCOC(C)(C)C,0.7512,CCCCCCC,0.2488,0.2095,0.0,0.4124829484986918,0.04660120575108035
a0a7c443cad846aa822ac62208d685d1,318.15,101.0,2,CCCOC=O,0.742,CCCCCCC,0.258,1.095,0.0,1.2917119708207139,0.03814732043817001
378b89752b8341a1b70f54743dcab598,318.15,101.0,2,CCCOC=O,0.252,CCCCCCC,0.748,1.156,0.0,1.4404353857271843,0.05531849488701208
79b24c3d8eb0424e8aa5e38830542dcf,318.15,101.0,2,CCCOC=O,0.493,CCCCCCC,0.507,1.469,0.0,1.7204493820550937,0.04473321337163688
81a27e5111c14bcc8e0c55ba91ea779c,318.15,101.3,2,CC(C)(C)O,0.5148,CCCCOC=O,0.4852,1.9204,0.0,1.3622613986037244,0.04668711040013883
f7c0f62c79bd47b49a6443cf2a3f6ab3,299.15,101.3,2,CC(C)(C)O,0.2217,CCCCOC=O,0.7783,1.3466,0.0,1.0650086706019621,0.05432939733668957
