Id,Temperature (K),Pressure (kPa),N Components,Component 1,Mole Fraction 1,Reference EnthalpyOfVaporization Value (kJ / mol),Reference EnthalpyOfVaporization Uncertainty (kJ / mol),Estimated EnthalpyOfVaporization Value (kJ / mol),Estimated EnthalpyOfVaporization Uncertainty (kJ / mol)
5de7210f48ea4d19be2842fc37982dc5,298.15,101.325,1,CCCCO,1.0,52.42,0.0,53.160441324992505,0.26892849254996026
09f294796c93430a85ff810dcbcd048f,298.15,101.325,1,CCCO,1.0,47.5,0.0,47.266362549583505,0.23544696792245323
07e3edf4d4d14d76bb9c8df57dfca568,298.15,101.325,1,C1CCOCC1,1.0,34.94,0.0,40.85470962429607,0.191658912037954
cc60bc98c0a741118aa7c02888e56746,298.16,101.325,1,O=C1CCCC1,1.0,42.63,0.0,45.57616658906377,0.25073498328759236
a06a99f886784088ba7caed942c5fa6f,298.15,101.325,1,CC(C)(C)O,1.0,46.75,0.0,51.053618920333896,0.22955637519553707
a88074bee77848ac8905af045630488d,298.15,101.325,1,CC(C)CO,1.0,50.89,0.0,52.135203022784225,0.25790055301466513
cf3ad1b9915e4f17ab540235d55f6011,298.15,101.325,1,COC(C)(C)C,1.0,32.42,0.0,34.30359667429869,0.19889318028177344
88cec6c9ea9e45b9a165593f7f35b321,293.25,101.325,1,COC=O,1.0,28.7187400224,0.0,38.656642530770704,0.17581556539728707
a2d4c9f179a443b1a7e29dfbc32c656f,298.15,101.325,1,CC(=O)O,1.0,51.6,0.0,67.07493813189386,0.11762967056084583
0a5fb66f38ae4317ac7e1569893b5f4e,298.15,101.325,1,CO,1.0,37.83,0.0,35.154842544757706,0.12678004745333235
aac032810be04c17a234fa2eca70f46c,298.15,101.325,1,CC(C)OC(C)C,1.0,32.12,0.0,37.44597938239419,0.3035027858920117
f5943cdf0562498e9772f6f7c297df93,298.15,101.325,1,CC(C)O,1.0,45.48,0.0,47.48964991540405,0.15522439682331504
771f878b50e648fa9c9871eb622b3991,298.15,101.325,1,CCO,1.0,42.46,0.0,41.65127236657308,0.13549438453862653
cf756b8f9e014625927ca0ca0c66fc5f,298.15,101.325,1,CCCCCCC,1.0,36.58,0.0,38.16398003857712,0.33661760204327973
ec0cdf538d6441a88d7543b950e8bcc3,298.15,101.325,1,CCCCCC,1.0,31.55,0.0,32.8279389122801,0.30484887724926485
55a515d11b8d46a690e6ce3e35bfb285,298.15,101.325,1,CC(C)CC(C)(C)C,1.0,35.13,0.0,40.076438065701176,0.3564542929911843
70566af0dd304cbfafae63566d5e5ac1,298.15,101.325,1,CCOC(C)=O,1.0,35.62,0.0,44.8110468771796,0.2555074608450622
674c8b83f0be43ceb3e12abd123887a7,313.15,101.325,1,CCCCOC(C)=O,1.0,42.96,0.0,52.6785379339554,0.3301164709129108
664ed486364b4e89b9dfcb2a45870616,298.15,101.325,1,C1COCCO1,1.0,38.64,0.0,50.75333524304005,0.26937006259326496
8ee7c82e60b5479288b3482b428d8b84,298.15,101.325,1,CC1CCCCC1,1.0,35.38,0.0,39.62525604343174,0.3054182254947022
d511f5e790d24de79dd7814e9a9f94fa,298.16,101.325,1,O=C1CCCCC1,1.0,44.89,0.0,50.76501068756469,0.30357563130135484
413e16d0dd5d41979421011544e9394a,298.15,101.325,1,C1CCCCC1,1.0,33.02,0.0,35.514594985420096,0.20706511965539606
dd9241fb705144fb94c88bbbd69d3a18,298.15,101.325,1,CCCOC(C)=O,1.0,39.83,0.0,48.80095252228082,0.28165838509661106
76b745b785a14cb58c26239496c8114c,298.15,101.325,1,CCCC(C)=O,1.0,38.43,0.0,41.94843429304438,0.290867855320703
