Id,Temperature (K),Pressure (kPa),N Components,Component 1,Mole Fraction 1,Component 2,Mole Fraction 2,Reference EnthalpyOfMixing Value (kJ / mol),Reference EnthalpyOfMixing Uncertainty (kJ / mol),Estimated EnthalpyOfMixing Value (kJ / mol),Estimated EnthalpyOfMixing Uncertainty (kJ / mol),Environment 1,Environment 2
81a27e5111c14bcc8e0c55ba91ea779c,318.15,101.3,2,CC(C)(C)O,0.5148,CCCCOC=O,0.4852,1.9204,0.0,1.023066103024867,0.0464267654723291,alcohol,ester
f7c0f62c79bd47b49a6443cf2a3f6ab3,299.15,101.3,2,CC(C)(C)O,0.2217,CCCCOC=O,0.7783,1.3466,0.0,0.80773933141257,0.053308287989630776,alcohol,ester
73903e734da44ad8adca242105180322,318.15,101.3,2,CC(C)(C)O,0.7303,CCCCOC=O,0.2697,1.501,0.0,0.8750909006568897,0.05135901594803167,alcohol,ester
ce9f78c4f90f428cbe7b1bf4bbb91742,299.15,101.0,2,CC(C)(C)O,0.2561,CCCOC=O,0.7439,1.5442,0.0,0.947527849290168,0.03930638379972937,alcohol,ester
4b32474055094c6bb307355587ee137b,299.15,101.0,2,CC(C)(C)O,0.7493,CCCOC=O,0.2507,1.5596,0.0,1.064826422830496,0.06250805137140597,alcohol,ester
d33f6f8b611c409bb1ca91452659ae0b,299.15,101.0,2,CC(C)(C)O,0.4937,CCCOC=O,0.5063,2.0159,0.0,1.27161039323029,0.04328414301881904,alcohol,ester
e60c60180aa4496bb7c3c231170c33d2,313.15,101.0,2,CCCO,0.4995,CC(=O)O,0.5005,0.393,0.0,0.1496025724247474,0.03326845721190899,alcohol,ester
b518df723a1446968e66f3956749dca9,313.15,101.0,2,CCCO,0.7991,CC(=O)O,0.2009,0.237,0.0,0.11914815977069892,0.04886208992050773,alcohol,ester
00e7527005ff4d4684f6a590a3140fb9,313.15,101.0,2,CCCO,0.2951,CC(=O)O,0.7049,0.389,0.0,0.06974073139357984,0.03213240440796727,alcohol,ester
9166aa5357684d5791b647d213a6aab0,318.15,101.325,2,CC(C)(C)O,0.7408,CCCOC(C)=O,0.2592,1.2791,0.0,0.513901598170527,0.056374574986611616,alcohol,ester
f5cc0f62791543ca978e2412f44f41e7,318.15,101.325,2,CC(C)(C)O,0.5043,CCCOC(C)=O,0.4957,1.8156,0.0,0.6787722154498184,0.05799908747575388,alcohol,ester
d55de5f907c3438baad24f543b17cb5d,318.15,101.325,2,CC(C)(C)O,0.2244,CCCOC(C)=O,0.7756,1.3037,0.0,0.44643151184824426,0.04759720088247472,alcohol,ester
82f54f8b8758465fa2047f013412d185,299.15,101.325,2,CC(C)(C)O,0.7507,CCCOC(=O)CC,0.2493,1.25,0.0,1.0847617059441532,0.04521365603074397,alcohol,ester
47fdb210792f46418deced9e54daef3c,318.15,101.325,2,CC(C)(C)O,0.4963,CCCOC(=O)CC,0.5037,1.7235,0.0,0.9483808629523054,0.04857384851968464,alcohol,ester
ae13e53792f64a29a3d1ecdc65ebae6a,299.15,101.325,2,CC(C)(C)O,0.2795,CCCOC(=O)CC,0.7205,1.4369999999999998,0.0,1.042050813402163,0.05343667206877523,alcohol,ester
6528a3242eaf48e68e852b98bb0ebfd4,298.15,101.0,2,CCCCCCO,0.506,CCCCCC(=O)O,0.494,0.624,0.0,0.39793422451580795,0.050847676821345514,alcohol,ester
6c6446fbff7742be9be67f4f409b76ef,298.15,101.0,2,CCCCCCO,0.256,CCCCCC(=O)O,0.7440000000000001,0.58,0.0,0.33110560478137874,0.050802784626782074,alcohol,ester
99ef7d6cd10448dbab48399fcb8905f7,298.15,101.0,2,CCCCCCO,0.738,CCCCCC(=O)O,0.262,0.4,0.0,0.27762014169670834,0.050492788440931635,alcohol,ester
31619a3e883747338e9f42141b5cad3e,298.15,101.0,2,CC(=O)O,0.7458,OCCO,0.2542,0.0279,0.0,0.03145678532536067,0.03184671816655037,ester,alcohol
1aa9ae886c954b839a85ccac6a7e353a,298.15,101.0,2,CC(=O)O,0.2458,OCCO,0.7542,-0.0249,0.0,-0.01743558577693083,0.04588870183036051,ester,alcohol
bf0fce8625ff4edbb81c65a8b24c156e,298.15,101.0,2,CC(=O)O,0.4944,OCCO,0.5056,-0.0633,0.0,-0.09485304271575501,0.037885859913180754,ester,alcohol
2e9b3f728d7b4081b9d755ee6d8e0623,313.15,101.0,2,CCCO,0.2005,CCCOC(C)=O,0.7995,1.042,0.0,0.3843364248726715,0.04492400736894567,alcohol,ester
b8767bb5b4604eb6b7e385f41e8fc8f3,313.15,101.0,2,CCCO,0.7006,CCCOC(C)=O,0.2994,1.208,0.0,0.4882844162422728,0.03989065088832898,alcohol,ester
e87da9f486cd446884619792bc0d809c,313.15,101.0,2,CCCO,0.5,CCCOC(C)=O,0.5,1.4680000000000002,0.0,0.5994723805710507,0.037116060358376585,alcohol,ester
0d961526389142fbb2708bd461c73734,298.15,100.0,2,CCCCC(=O)OC,0.264,CO,0.736,0.736,0.0,0.004376059478715888,0.033243243157692705,ester,alcohol
a6441769b7ec4a0998feedba3d1020e1,298.15,100.0,2,CCCCC(=O)OC,0.7931,CO,0.2069,0.812,0.0,-0.07352595804320572,0.04518623779815836,ester,alcohol
ea6e3a38a0c74e92a115332feafbdeb2,298.15,100.0,2,CCCCC(=O)OC,0.5081,CO,0.4919,1.091,0.0,0.014157098800602341,0.02962415349695764,ester,alcohol
