Id,Temperature (K),Pressure (kPa),N Components,Component 1,Mole Fraction 1,Component 2,Mole Fraction 2,Reference ExcessMolarVolume Value (cm ** 3 / mol),Reference ExcessMolarVolume Uncertainty (cm ** 3 / mol),Estimated ExcessMolarVolume Value (cm ** 3 / mol),Estimated ExcessMolarVolume Uncertainty (cm ** 3 / mol),Delta^2,Weight,Denom,Term,d Term / d [#1:1]-[#6X4] epsilon,d Term / d [#1:1]-[#6X4] rmin_half,d Term / d [#6:1] epsilon,d Term / d [#6:1] rmin_half,d Term / d [#6X4:1] epsilon,d Term / d [#6X4:1] rmin_half,d Term / d [#8:1] epsilon,d Term / d [#8:1] rmin_half,d Term / d [#8X2H0+0:1] epsilon,d Term / d [#8X2H0+0:1] rmin_half,d Term / d [#8X2H1+0:1] epsilon,d Term / d [#8X2H1+0:1] rmin_half
f4c8e2bf89ee42359a7d893a71860c17,298.15,101.0,2,CCOC(C)=O,0.5001,CCO,0.4999,0.14754361769544033,0.0,0.21859630407653263,0.0274739479434199,0.005048484241969859,0.03333333333333333,0.392061173213643,0.0010947931715155983,-0.6010203305236793,-0.12110815282437432,0.08687969858282733,0.04841523688442978,-0.19544982854082846,-0.12723003911189038,-0.011760564389310503,0.008703403037133553,0.025138430717585505,-0.022408785302135397,0.0821295855495723,0.1730102038417903
6299627dbf614f87b5e6c08a35fced77,298.15,101.3,2,CCOC(C)=O,0.7929,CCO,0.2071,0.1290521345820288,0.0,0.14400582617363225,0.03420424883125332,0.00022361289221679178,0.03333333333333333,0.392061173213643,4.849175628332262e-05,0.09434989114954263,-0.04261654477906991,0.04024837406422549,0.007261690022803032,0.13358643389651273,0.0029266813103421647,0.012353095579361633,0.00031001477131709787,0.025408049392866512,-0.003078458311061858,0.01274668181973711,0.013060794740996529
d3b9e184b5734c22b917c243533420e3,298.15,101.3,2,CCOC(C)=O,0.2836,CCO,0.7164,0.1532840380393452,0.0,0.21532896230936205,0.029255220387668025,0.003849572627672125,0.03333333333333333,0.392061173213643,0.0008348022146909503,4.326854760599443,-2.0773553267806277,0.053978374344008984,0.05931370682450119,0.22574766406444916,-0.0008753347066112703,0.0010981802996189766,-0.023923533135161667,0.03486059546602667,-0.038076240736023434,-0.005719458372958068,-1.036544223651606
0d43137e19fe4d629b4a99580b58e58b,298.15,100.0,2,COC=O,0.4946,CO,0.5054,-0.07981547524274646,0.0,-0.21076645271471078,0.025678399830712084,0.017148158500862907,0.03333333333333333,0.392061173213643,0.0037186779102407574,,,-0.1432870670199142,-0.06066453751034417,0.500691349826618,0.16081940298521816,0.06269844243344137,0.121697841249289,-0.0014510491114118893,0.04249347596333853,0.03038387590535193,-0.16082792369235052
5bf74d7c4d374c42af5a72a080e351cd,298.15,100.0,2,COC=O,0.0833,CO,0.9167,-0.016017622078813076,0.0,-0.06786076867241916,0.031352486770829115,0.0026877118487261304,0.03333333333333333,0.392061173213643,0.0005828459470121687,,,-0.1684096954420432,-0.010385806512820148,-0.1995376835720866,0.22586029356006668,-0.0056436102088774295,0.06310061539119195,-0.007264706916083643,0.015382538423129382,0.17202187099683783,1.4072358932761058
b0d78020705b4b42a329b9f75c42b7ca,298.15,100.0,2,COC=O,0.7271,CO,0.2729,-0.0779704053850363,0.0,-0.1490404630987549,0.024283890574628573,0.005050953103431293,0.03333333333333333,0.392061173213643,0.0010953285584832206,,,-0.0020574156470629713,-0.03263441903412364,0.21237751186614415,0.1230573320837546,-0.7434117131763723,-0.009652551254780485,0.051664297676744214,0.06043215205261124,-0.26576530094670603,0.42969271253736696
248f4303204744bba35f5325cf680ceb,298.15,101.0,2,CCOC(=O)CC(=O)OCC,0.6999,CC(C)CO,0.3001,0.3391505413382205,0.0,0.25065441239299946,0.05237738730609626,0.007831564838289186,0.03333333333333333,0.392061173213643,0.0016983203861393474,2.7599573444799517,-0.07864769786231646,0.2719902138133951,0.091571507082039,1.3729922824826333,0.3880058464127108,0.14798346943995477,0.11734340270521862,-0.1408872513805615,-0.27415230005884816,0.01348000855142265,-0.0866265685764638
f9589fe620514e9caabc2ca0174b20ed,298.15,101.0,2,CCOC(=O)CC(=O)OCC,0.3,CC(C)CO,0.7,0.3889953391056479,0.0,0.20861982730225087,0.04095545666997982,0.03253532525833741,0.03333333333333333,0.392061173213643,0.007055474518420698,-1.1806187603873055,2.198918016684126,0.015829552583979424,0.012519320334919287,-5.948853848747223,-2.6787982045641634,-0.09219414005539245,1.0527140198577,-1.5438435203030922,0.27624463228871005,-0.3684534185546794,2.6596379602297295
5fc422634cd34ed7b62a6a55fd08ab24,298.15,101.0,2,CCOC(=O)CC(=O)OCC,0.5001,CC(C)CO,0.4999,0.4223704434297204,0.0,0.2712682631888907,0.0445456056892728,0.022831868873532193,0.03333333333333333,0.392061173213643,0.004951223562882582,1.2653157687361092,8.937705340088923,-0.031396185804250194,-0.028268628286188036,-11.270488634637196,0.9936115150261058,-1.4142952337351427,0.09546732127390413,-0.0881381932409652,-0.0546228262726501,-0.24677733210080313,1.5908445058392897
4b67b5b0f7ae450dabbeb794b3743567,298.15,101.0,2,CCOC(=O)CC(=O)OCC,0.7001,CC(C)O,0.2999,0.3168067282716436,0.0,0.21351181747930478,0.043022444798328605,0.01066983859559723,0.03333333333333333,0.392061173213643,0.002313816558745073,-1.0052205303127209,4.303513815858205,0.33565028761472315,-0.3656457476031578,-10.146740719822454,0.2103417949521358,0.20998966898573757,0.14602427428150652,-1.8885940166806152,-0.12912753744510558,-0.007765777740112317,-0.09650677085017373
