Id,Temperature (K),Pressure (kPa),N Components,Component 1,Mole Fraction 1,Reference EnthalpyOfVaporization Value (kJ / mol),Reference EnthalpyOfVaporization Uncertainty (kJ / mol),Estimated EnthalpyOfVaporization Value (kJ / mol),Estimated EnthalpyOfVaporization Uncertainty (kJ / mol)
43ae7c6e6ff34b15856945fce7fb5940,298.15,101.325,1,CCCCC(=O)OC,1.0,44.32,0.0,46.20068055640719,0.29710205802982387
2bf8cf258b7846f89916bb1143a21b5f,304.0,101.325,1,CCOC=O,1.0,31.63314346416,0.0,37.526756588000694,0.1575896539379092
80001a2c4e4544c48b952c5c70ceee52,304.0,101.325,1,CCOC=O,1.0,31.63314346416,0.0,37.526756588000694,0.1575896539379092
d7564e9838ed4e2fb76492af17e027fd,298.15,101.325,1,CCCC(=O)O,1.0,58.0,0.0,69.17087193606696,0.2317017256083339
734a166010a649a7bb694a7df5b3f643,298.15,101.325,1,CCCC(=O)O,1.0,58.0,0.0,69.17087193606696,0.2317017256083339
c98888ba55f441ae8d3c85e9bc780d6d,298.15,101.325,1,CCCC(=O)OC,1.0,40.1,0.0,42.650980868731196,0.25963269170803244
d3b45d99f44c45a1a5aeb1bf87d83289,298.15,101.325,1,CCCC(=O)OC,1.0,40.1,0.0,42.650980868731196,0.25963269170803244
c328a1d922b54947a3bfd1427455d177,298.15,101.325,1,CCCC(=O)OCC,1.0,42.86,0.0,44.31213803908532,0.22692198865188157
e2cc0037d3f4432fa41342761045c8de,298.15,101.325,1,CCCC(=O)OCC,1.0,42.86,0.0,44.31213803908532,0.22692198865188157
62efdf2a619542ffbbb0766115ae22e3,298.15,101.325,1,CCCCOC=O,1.0,41.25,0.0,44.9295707923167,0.2818357854016953
19ec8ea612984a3c843d9697fdd29522,298.15,101.325,1,CCCCOC=O,1.0,41.25,0.0,44.9295707923167,0.2818357854016953
c5dbc728bf0148f9923604ed96bf9862,298.15,101.325,1,CCC(=O)O,1.0,55.0,0.0,64.86685939141917,0.1897656621598849
a2e13e29d103491c9abe069e915589fa,298.15,101.325,1,CCC(=O)O,1.0,55.0,0.0,64.86685939141917,0.1897656621598849
e530cddf45474656ba9a9e9406eee22d,298.15,101.325,1,CCCCCO,1.0,44.36,0.0,51.63922638357017,0.31131259784524246
0a43c03b0b60445a9028a0e2023a86fd,298.15,101.325,1,CCCCCO,1.0,44.36,0.0,51.63922638357017,0.31131259784524246
a8417bfcb1984d85bca70d0bbe5da68b,298.15,101.325,1,COC(C)=O,1.0,32.3,0.0,37.20494333789427,0.20255187004340752
4f9cb1a33c3d4f0b86dbad696c519962,298.15,101.325,1,COC(C)=O,1.0,32.3,0.0,37.20494333789427,0.20255187004340752
21af112ec31a4514915f2588e670ee56,298.15,101.325,1,CC(C)C(=O)O,1.0,53.0,0.0,65.54454259503565,0.24016719738010417
a99cc970591b4745a2dcfc4676f24543,298.15,101.325,1,CC(C)C(=O)O,1.0,53.0,0.0,65.54454259503565,0.24016719738010417
5163a91c79aa4ba2b24574140c652f30,298.15,101.325,1,OCC(O)CO,1.0,91.7,0.0,87.74457642646,0.2789913800257802
340ce350024e4602a6d70f3583d7b86f,298.15,101.325,1,OCC(O)CO,1.0,91.7,0.0,87.74457642646,0.2789913800257802
