Id,Temperature (K),Pressure (kPa),N Components,Component 1,Mole Fraction 1,Reference EnthalpyOfVaporization Value (kJ / mol),Reference EnthalpyOfVaporization Uncertainty (kJ / mol),Estimated EnthalpyOfVaporization Value (kJ / mol),Estimated EnthalpyOfVaporization Uncertainty (kJ / mol)
fa3ae1e1079c47d7975a163e1930b7fa,298.15,101.325,1,CCOC(=O)CC,1.0,39.25,0.0,40.399168389464776,0.28118004937871893
84aafb4133ca46e08e7fa171b2d28d27,298.15,101.325,1,CCOC(=O)CC,1.0,39.25,0.0,40.399168389464776,0.28118004937871893
9275c76cc3ac4d4c9445bddbc3178d46,298.15,101.325,1,CCCO,1.0,47.5,0.0,43.63043406093563,0.22385419461641615
20d6b2283a0e4c1ab398e23bc0cbae75,298.15,101.325,1,CCCO,1.0,47.5,0.0,43.63043406093563,0.22385419461641615
1d2109b6f96541ba85e4aaece6e0757d,298.15,101.325,1,CC(=O)OCCOC(C)=O,1.0,61.44,0.0,74.58130625879319,0.31544484976087095
0d9bcb246cd04b68aa0f9ebc8858c0ad,298.15,101.325,1,CC(=O)OCCOC(C)=O,1.0,61.44,0.0,74.58130625879319,0.31544484976087095
2f0bcb0abef2405ea9c32a35be4e8c3f,298.15,101.325,1,CCC(=O)OC,1.0,35.85,0.0,39.383136157544584,0.23631766880015234
4095b1a330b546389338bc9a4e882e45,298.15,101.325,1,CCC(=O)OC,1.0,35.85,0.0,39.383136157544584,0.23631766880015234
c4f89e700bf74dfdadecae18a62c1b3d,298.15,101.325,1,O=CO,1.0,46.3,0.0,64.0690936862927,0.1250437727077502
2546b4ed0b1d49ed943f8bee8b147dd8,298.15,101.325,1,O=CO,1.0,46.3,0.0,64.0690936862927,0.1250437727077502
cc047b778bdc4eefb439fec18c62a642,298.15,101.325,1,CCCOC=O,1.0,37.49,0.0,40.29301259907986,0.1723939491462038
3728e7de23e641fb894bf36e752244eb,298.15,101.325,1,CCCOC=O,1.0,37.49,0.0,40.29301259907986,0.1723939491462038
6341cb3cf09744de8973ceeda3fb7559,298.15,101.325,1,CCCCCCO,1.0,61.85,0.0,55.26938821559927,0.30275368853565165
8997ca8bac8b404cbd5405a6628dd9b5,298.15,101.325,1,CCCCCCO,1.0,61.85,0.0,55.26938821559927,0.30275368853565165
f681182c79c84bbb9cd11f5249cddcd5,298.15,101.325,1,OCCCO,1.0,70.5,0.0,75.97517497768652,0.23317783601953088
d0cd031bb1a14f61a3a5d84110951760,298.15,101.325,1,OCCCO,1.0,70.5,0.0,75.97517497768652,0.23317783601953088
3612dec0406742458ab0399762ec2c35,298.15,101.325,1,CCCCC(=O)OC,1.0,44.32,0.0,46.20068055640719,0.29710205802982387
