Id,Temperature (K),Pressure (kPa),N Components,Component 1,Mole Fraction 1,Component 2,Mole Fraction 2,Reference ExcessMolarVolume Value (cm ** 3 / mol),Reference ExcessMolarVolume Uncertainty (cm ** 3 / mol),Estimated ExcessMolarVolume Value (cm ** 3 / mol),Estimated ExcessMolarVolume Uncertainty (cm ** 3 / mol)
e4adee8350764db4ad9b041fcacfb5e8,298.15,102.0,2,CO,0.2,CCCCO,0.8,0.033647877970025775,0.0,-0.031858355620131375,0.05650628623455993
298112bdfc3f4214868ba73960923da0,298.15,102.0,2,CO,0.5,CCCCO,0.5,0.0680911137682827,0.0,0.07757410905018179,0.04125209032530117
a1a15a42803d448d9d7a5b96f2ac778c,298.15,102.0,2,CO,0.75,CCCCO,0.25,0.06264542756271396,0.0,0.051563087585414745,0.035012669582708066
2238bdfdea2a48c199669b8b3d1b3b9f,298.15,100.0,2,CCOC(=O)CCC(=O)OCC,0.7999,CC(C)CCO,0.2001,0.1785597381594073,0.0,0.18920429040926354,0.052196820524151824
9ecbe991304f4b4f90f47b8c5b2b10b2,298.15,100.0,2,CCOC(=O)CCC(=O)OCC,0.5,CC(C)CCO,0.5,0.3347393945661565,0.0,0.09438589673100072,0.04815854745214767
5045fd82d9d643069403806ce089370b,298.15,100.0,2,CCOC(=O)CCC(=O)OCC,0.2,CC(C)CCO,0.8,0.2476818243495132,0.0,0.07583624835709588,0.05738553620377728
e717c47977b34fc582f7303010e88a5a,298.15,101.0,2,COCCO,0.2405,CCCCCCO,0.7595,0.2813159057293859,0.0,0.12838627403437705,0.04669958884712813
7317a59908cd483b8019a678f34a71e6,298.15,101.0,2,COCCO,0.5134,CCCCCCO,0.4866,0.36470534749341255,0.0,0.10696856103590822,0.038396869544028205
a851b037b5c145a781910a34120eb2ad,298.15,101.0,2,COCCO,0.805,CCCCCCO,0.195,0.226087503478464,0.0,0.08929228307025207,0.030956815264216148
bfa3036d91ac4189a36cdddbfa97f6b6,298.15,100.0,2,COC(C)=O,0.5065,CCCCC(=O)OC,0.4935,0.1701076196921747,0.0,-0.006545935428711613,0.039380243282448234
df9b34ee91754b76b08eaa716e71d33f,298.15,100.0,2,COC(C)=O,0.2617,CCCCC(=O)OC,0.7383,0.1097178498217204,0.0,-0.00040292560770223315,0.04047858657937546
54e7e073a8d24388990cbd809510afba,298.15,100.0,2,COC(C)=O,0.7489,CCCCC(=O)OC,0.2511,0.1605713741787227,0.0,0.06597750029738732,0.03638180954225865
642191d07b8e4501870428a30ab5227b,298.15,101.0,2,OCCCCO,0.7337,OCCO,0.2663,0.029240868440378875,0.0,-0.054351946913952044,0.03940445256948646
2f42c870cb774d2494d11257a17fb20d,298.15,101.0,2,OCCCCO,0.2279,OCCO,0.7721,0.0394577304050685,0.0,-0.02843926638649934,0.024240929435693184
56a131b212fd46b48802b4cfa0ba725f,298.15,101.0,2,OCCCCO,0.5081,OCCO,0.4919,0.06503789762055234,0.0,0.047737083419676384,0.031243643599682465
20a8a5cc5e9e4270b23679d17e9aa0bf,298.15,101.0,2,CCCO,0.5053,CCCCCO,0.4947,-0.0015688820064028164,0.0,-0.1260620697242593,0.05354646257139518
c492a73f6db04709bf2b057ad3c8704e,298.15,101.0,2,CCCO,0.2143,CCCCCO,0.7857,-0.002414346664423306,0.0,-0.08386610442961473,0.056991352716385064
4b0c9b394f1b4cd3a5c985671687c273,298.15,101.0,2,CCCO,0.7892,CCCCCO,0.2108,-0.01023884403155506,0.0,-0.004078885944747361,0.0425088584165573
d844eb19130d4e34a3a38c2932080465,298.15,101.0,2,OCCCCO,0.4578,OCCCO,0.5422,-0.06148443185868757,0.0,-0.0958682039809632,0.03528331849406554
959461d055a2420aa38ce48bfef19d67,303.15,101.0,2,OCCCCO,0.7669,OCCCO,0.2331,-0.029954990314802643,0.0,0.011084893063397508,0.04610891927286225
e2037cf12749433da21d263e6b13cfaf,298.15,101.0,2,OCCCCO,0.2657,OCCCO,0.7343,-0.05414579209351445,0.0,-0.03130026689027061,0.037519463098421066
3c892d80b8b34e3aa452a89e7e100b8e,293.15,101.0,2,CCCCCCO,0.7138,CCCCC(=O)OC,0.2862,0.17326165294784346,0.0,0.2087921299041823,0.053432907184644905
811997d52a82414085d1a06bf7f81a9e,293.15,101.0,2,CCCCCCO,0.4913,CCCCC(=O)OC,0.5087,0.21420718138024597,0.0,0.3332202522492063,0.04502100809260083
5e2ec3e0cc1243b88d0a69e85df7f99e,293.15,101.0,2,CCCCCCO,0.2154,CCCCC(=O)OC,0.7846,0.1515473811217305,0.0,0.21639122352824178,0.05214656354650395
f2dbf1563fef4238ae2d4febe9d782f7,298.15,101.0,2,CCCC(=O)O,0.2928,CCCCC(=O)O,0.7072,0.012563897505444288,0.0,0.026687793488365356,0.04909886160008641
cbc39d4f3ad743e38cdb0fff6d05c788,298.15,101.0,2,CCCC(=O)O,0.4922,CCCCC(=O)O,0.5078,0.014834481105992838,0.0,-0.04719245233929113,0.037747966686788544
38dc5fb2f0a340f3894ca2fa9b2efbda,298.15,101.0,2,CCCC(=O)O,0.7973,CCCCC(=O)O,0.2027,0.006985103681877547,0.0,0.0225892800739735,0.036946778890703774
a287c68eb9494f6f8b65c0a290d9b0fe,298.15,101.0,2,CCCC(=O)O,0.2996,CCC(=O)O,0.7004,0.0255487265721186,0.0,0.012904565698184873,0.03167486337516902
9fe4989b0e0b4f0883846581b1625a07,298.15,101.0,2,CCCC(=O)O,0.7993,CCC(=O)O,0.2007,0.020398689816113702,0.0,0.04551087785371711,0.030498452981394954
5843ee1b41274000bf33b28ce5d25961,298.15,101.0,2,CCCC(=O)O,0.4999,CCC(=O)O,0.5001,0.03084990474086169,0.0,0.004285738803672384,0.03255473924386765
34ee844074e4437ca89a6d5036c87784,298.15,101.0,2,COC(C)=O,0.7489,OCCO,0.2511,-1.0815876719123274,0.0,-0.2261389302838466,0.031187562618937317
2fd83fedadd84d359edf5166b9b14fa8,298.15,101.0,2,COC(C)=O,0.4856,OCCO,0.5144,-0.9349613959754032,0.0,-0.31623317510551296,0.023561512615677068
d1b94b067d244c8f93860aec6ca29d0d,298.15,101.0,2,COC(C)=O,0.2505,OCCO,0.7495,-0.6008062300789803,0.0,-0.25159010899056605,0.02347582318603357
722037399f2c47138561fa5742b04a81,298.15,101.0,2,CCCO,0.8,OCCCO,0.2,-0.3074159872129183,0.0,-0.9145975744162421,0.03928436901053374
a021902aa7b448f68d4308731949f8a9,298.15,101.0,2,CCCO,0.5,OCCCO,0.5,-0.4667863646559241,0.0,-1.1874116847373524,0.039944200585507975
c1d895a683c649798cc8aca9f5e71402,298.15,101.0,2,CCCO,0.3,OCCCO,0.7,-0.3785091634431837,0.0,-1.0242328673569705,0.035341579544556086
9d40b989907548f99cfcdf995b78b7be,298.15,100.0,2,COC(C)=O,0.4544,CCCC(=O)OC,0.5456,0.10391545955037174,0.0,0.012742605562068339,0.03841150498023267
8eb6b1cd368842e49ef7cbf8f6d3f6fd,298.15,100.0,2,COC(C)=O,0.7464,CCCC(=O)OC,0.2536,0.09894594011771927,0.0,0.013640607202455586,0.043015386023967914
2fb3e633443f404f934c9772a8deb6bd,298.15,100.0,2,COC(C)=O,0.3042,CCCC(=O)OC,0.6958,0.08341429185595928,0.0,0.04450527075645365,0.03988019643009784
5287e6ed25eb4667ada23ae2958d740f,298.15,101.0,2,CO,0.7182,CCO,0.2818,0.002121756585626855,0.0,0.0411438438028327,0.032367437421329893
