Id,Temperature (K),Pressure (kPa),N Components,Component 1,Mole Fraction 1,Component 2,Mole Fraction 2,Reference Density Value (g / ml),Reference Density Uncertainty (g / ml),Estimated Density Value (g / ml),Estimated Density Uncertainty (g / ml),Delta^2,Weight,Denom,Term,d Term / d [#1:1]-[#6X4] epsilon,d Term / d [#1:1]-[#6X4] rmin_half,d Term / d [#6X4:1] epsilon,d Term / d [#6X4:1] rmin_half,d Term / d [#8X2H1+0:1] epsilon,d Term / d [#8X2H1+0:1] rmin_half,d Term / d [#8X2H0+0:1] epsilon,d Term / d [#8X2H0+0:1] rmin_half,d Term / d [#6:1] epsilon,d Term / d [#6:1] rmin_half,d Term / d [#8:1] epsilon,d Term / d [#8:1] rmin_half
7d929387e81645f1ba97815962dfdf2e,293.15,100.0,2,CCO,0.75,CCCCCCC,0.25,0.7379000000000001,0.0,0.7347625057496068,0.0002787762634076336,9.84387017125124e-06,0.010101010101010102,0.04821932532357388,4.276499480714605e-05,0.05017895495737795,-0.01389530279115521,0.04838290108205196,0.0014358179267336662,0.0017343370659002246,-0.004955358766856902,,,,,,
54bac2d85e5e42f1908e94ed8133efca,293.15,100.0,2,CCO,0.5,CCCCCCC,0.5,0.7112000000000002,0.0,0.7019680138756667,0.00024019543325749475,8.522956779988653e-05,0.010101010101010102,0.04821932532357388,0.0003702651458185738,0.2486955622001536,-0.036829199830223654,0.16074364192945073,0.016335328359503527,-0.0015981045531352036,-0.01628558003176027,,,,,,
d5833f0d3ac54b95866e168e9b8e44d4,293.15,100.0,2,CCO,0.25,CCCCCCC,0.75,0.6945000000000001,0.0,0.6826263193906921,0.00021337062608416005,0.00014098429121185788,0.010101010101010102,0.04821932532357388,0.0006124819178510059,0.29048105801074453,-0.07006503354303678,0.24340569599005835,0.02460370324205566,0.004454541994131532,0.0004650144391085494,,,,,,
4b8a6f0c634145f3ab2ac48937ba961d,298.15,100.0,2,C1CCOCC1,0.5009,O=C1CCCCC1,0.4991,0.9160300000000002,0.0,0.8999406803984168,0.00021415822837648793,0.0002588662052418971,0.010101010101010102,0.04821932532357388,0.0011245995457402694,0.09537336049425064,-0.07964647289937493,0.25890149555119985,0.008550711827264922,,,0.01356096549257413,-0.001055332868265778,0.027832325104706724,0.002779888537312301,0.008549456400423112,-0.012077928020469872
6dc4e84fb31943ddbef5babe9c3865d5,298.15,100.0,2,C1CCOCC1,0.2471,O=C1CCCCC1,0.7529,0.9305900000000004,0.0,0.9052932456012258,0.00032006931100267557,0.0006399257831119193,0.010101010101010102,0.04821932532357388,0.002780047107047694,0.35032077494929414,-0.12174152146956552,0.4361515038774621,0.03789120145683228,,,0.010529001359330438,0.0010616700688865172,0.07025786257801916,0.010586972948883515,0.021928123874836423,-0.027049215636602907
8925c257d25c4c7c9027c06da28ab9ca,298.15,100.0,2,C1CCOCC1,0.7389,O=C1CCCCC1,0.2611,0.9000800000000002,0.0,0.8939453025860857,0.00027608031983647745,3.7634512360289015e-05,0.010101010101010102,0.04821932532357388,0.00016349664285065024,0.03366074426981213,-0.024764930355001335,0.09191843913169302,0.0022863743185658177,,,0.006869283662295953,-0.0009595527261029115,0.004617391292271789,0.0002720730316524237,0.002032948554850657,-0.001474515713216684
ee44f9ab0a754f8da3f9391c6165bbfb,298.15,100.8,2,CCO,0.25,CC(C)CC(C)(C)C,0.75,0.6962000000000003,0.0,0.7102849551111813,0.00020234732682498043,0.00019838596048398432,0.010101010101010102,0.04821932532357388,0.0008618535618933182,-0.26099113146068964,0.08220249658449492,-0.2460005061109169,-0.017084966187455326,-0.001655729358434697,0.006572144061600429,,,,,,
9c650fee48cc467687e61e4b46ce14d9,298.15,100.8,2,CCO,0.75,CC(C)CC(C)(C)C,0.25,0.7354000000000002,0.0,0.7446652549871869,0.00024361339001969465,8.584494997758944e-05,0.010101010101010102,0.04821932532357388,0.0003729385674683974,-0.128922097302495,0.039636908911216406,-0.13069008838700458,-0.00466915695044659,-0.005183563429266134,0.010784578116788436,,,,,,
8df7db918e354e9582c0fad1606ad317,298.15,100.8,2,CCO,0.5,CC(C)CC(C)(C)C,0.5,0.7106000000000002,0.0,0.7229083559242623,0.0002366116196623569,0.00015149562555831668,0.010101010101010102,0.04821932532357388,0.0006581465955562533,-0.25376376121059885,0.06353181853176185,-0.20690804697144163,-0.010958599327416182,-0.007430077556338667,0.001307508796195454,,,,,,
40d1cd2ebbf14a0abeb91ea79ed8193f,298.15,101.0,2,CCCCO,0.2497,CCCCCCC,0.7503,0.7000160000000001,0.0,0.6882824389414464,0.00020718560585223787,0.00013767645511480832,0.010101010101010102,0.04821932532357388,0.0005981115948934415,0.2344939524129105,-0.07032433699430632,0.21920203732504276,0.015077702717185832,-0.0021424820109209246,-0.00990124928253595,,,,,,
7e2b7f447c7b4735be6e70bda11b7a6e,298.15,101.0,2,CCCCO,0.7502,CCCCCCC,0.2498,0.7612980000000001,0.0,0.7542081257784792,0.00024239601809894194,5.0266316476987496e-05,0.010101010101010102,0.04821932532357388,0.00021837333545811005,0.13658869560439243,-0.025828664747024072,0.10279172604158376,0.007045451032447344,0.0016419779110382702,-0.007037680011987611,,,,,,
9b7cc3aebcbe4072950daaa430ad03ac,298.15,101.0,2,CCCCO,0.4999,CCCCCCC,0.5001,0.7268920000000002,0.0,0.7175422945842425,0.00021753280167961523,8.741699136144975e-05,0.010101010101010102,0.04821932532357388,0.0003797680299102877,0.19227696175774123,-0.0431573292380583,0.1547340765645091,0.012136591697648354,0.003307330999366605,-0.003945385487774393,,,,,,
f17f41c5d44a48d283a58de5ca9553ff,298.15,100.8,2,CC(C)OC(C)C,0.25,CC(C)CC(C)(C)C,0.75,0.6937500000000002,0.0,0.7092985291844052,0.00021414155144126585,0.00024175675979829306,0.010101010101010102,0.04821932532357388,0.001050270513274386,-0.4033010867684,0.07462984991618897,-0.2668972946762947,-0.023081022934107645,,,-0.004784850440546455,-0.0008317772201644245,,,,
d636a845f12947a08dd384a44b1ba54b,298.15,100.8,2,CC(C)OC(C)C,0.5,CC(C)CC(C)(C)C,0.5,0.7007600000000002,0.0,0.7154462361760338,0.00020365049211303984,0.00021568553301823788,0.010101010101010102,0.04821932532357388,0.0009370085686866641,-0.4135742037633255,0.07277345185914351,-0.2794579395392552,-0.030060602919648467,,,-0.01061975036585804,-0.0034102569701429967,,,,
ef9b17646beb45ff83c4c450473b767d,298.15,100.8,2,CC(C)OC(C)C,0.75,CC(C)CC(C)(C)C,0.25,0.7090800000000002,0.0,0.7233900566145476,0.000205199201347272,0.0002047777203115526,0.010101010101010102,0.04821932532357388,0.0008896214591816,-0.34290369673290466,0.07613823065725212,-0.2700603024225213,-0.022503642588923112,,,-0.013112426423877444,-0.0006146420173076752,,,,
e55d238554c245e6bf509d5f5658af7e,298.15,101.3,2,C1COCCO1,0.7778,O=C1CCCC1,0.2222,1.0081000000000002,0.0,1.0317165557266754,0.00031498268435554185,0.0005577417043911554,0.010101010101010102,0.04821932532357388,0.002423012562851058,-0.001303303512660062,0.03833075484239627,-0.32221234400781473,0.032192117971237506,,,-0.059088219066894966,0.02783177393298961,-0.021269980314796155,-0.0011194929430937616,-0.00925137960838564,0.004981492295947882
84c39470a147421f8225354da57407b5,298.15,101.3,2,C1COCCO1,0.2436,O=C1CCCC1,0.7564,0.9633500000000004,0.0,0.9422633537235834,0.0002204661376585501,0.0004446466511867304,0.010101010101010102,0.04821932532357388,0.0019316906255579353,0.03739576635969779,-0.09559856692259944,0.2900006784247252,0.0003943044441898059,,,0.016013696478786452,-0.003812498720586684,0.06101550953216439,0.007020201600450441,0.021806067811708865,-0.018195139642527346
fb3051f72cbb432b98f474e2960697ef,298.15,101.3,2,C1COCCO1,0.5063,O=C1CCCC1,0.4937,0.9849200000000002,0.0,0.9852686429050832,0.00030106139920842455,1.2155187526468805e-07,0.010101010101010102,0.04821932532357388,5.280611410006555e-07,0.00044919284655681077,0.001270526682352973,-0.004956008005007327,0.0003442528150163979,,,-0.0005883536788618016,0.00026544188801653427,-0.0006862007898654193,-2.9222005346127735e-05,-0.0002047322001112455,0.0003423346015981288
7e6cb51c834448c8887a05bbfc2b649b,303.15,101.3,2,CC(C)(C)O,0.4973,CCCCOC(C)=O,0.5027,0.8266077003431636,0.0,0.8391769646799966,0.00025591508940787667,0.00015798640596918268,0.010101010101010102,0.04821932532357388,0.0006863446706767144,-0.14371343377323498,0.05842235567184004,-0.17109023634928347,-0.009757750931282928,0.000783322584686732,0.015039197793526618,-0.010287801495762708,-0.00040904461610573594,-0.019421429332561812,-0.000975242861719256,-0.003760769905675176,0.011179760893772412
4b9e480efdd949168af7266ef60f9164,303.15,101.3,2,CC(C)(C)O,0.7538,CCCCOC(C)=O,0.2462,0.8010966665339349,0.0,0.8235177784649296,0.0002722147867884157,0.0005027062602221937,0.010101010101010102,0.04821932532357388,0.0021839205753349873,-0.4359935194176661,0.09419006331202175,-0.3090701808877606,-0.018163794874350575,-0.01167409088131513,0.013863834161322641,-0.009109154415001425,-0.0007024170675641425,-0.020912004251689018,-0.0021453312586682946,-0.005275735695515036,0.008153983836262256
