Id,Temperature (K),Pressure (kPa),N Components,Component 1,Mole Fraction 1,Reference EnthalpyOfVaporization Value (kJ / mol),Reference EnthalpyOfVaporization Uncertainty (kJ / mol),Estimated EnthalpyOfVaporization Value (kJ / mol),Estimated EnthalpyOfVaporization Uncertainty (kJ / mol)
fa3ae1e1079c47d7975a163e1930b7fa,298.15,101.325,1,CCOC(=O)CC,1.0,39.25,0.0,47.61656562107012,0.2917885327738436
84aafb4133ca46e08e7fa171b2d28d27,298.15,101.325,1,CCOC(=O)CC,1.0,39.25,0.0,47.61656562107012,0.2917885327738436
9275c76cc3ac4d4c9445bddbc3178d46,298.15,101.325,1,CCCO,1.0,47.5,0.0,44.972067096332616,0.2301474777990109
20d6b2283a0e4c1ab398e23bc0cbae75,298.15,101.325,1,CCCO,1.0,47.5,0.0,44.972067096332616,0.2301474777990109
1d2109b6f96541ba85e4aaece6e0757d,298.15,101.325,1,CC(=O)OCCOC(C)=O,1.0,61.44,0.0,79.5445412475714,0.21120770903985686
0d9bcb246cd04b68aa0f9ebc8858c0ad,298.15,101.325,1,CC(=O)OCCOC(C)=O,1.0,61.44,0.0,79.5445412475714,0.21120770903985686
2f0bcb0abef2405ea9c32a35be4e8c3f,298.15,101.325,1,CCC(=O)OC,1.0,35.85,0.0,43.412309050510025,0.164901426648218
4095b1a330b546389338bc9a4e882e45,298.15,101.325,1,CCC(=O)OC,1.0,35.85,0.0,43.412309050510025,0.164901426648218
c4f89e700bf74dfdadecae18a62c1b3d,298.15,101.325,1,O=CO,1.0,46.3,0.0,65.47687125793317,0.08457329897547346
2546b4ed0b1d49ed943f8bee8b147dd8,298.15,101.325,1,O=CO,1.0,46.3,0.0,65.47687125793317,0.08457329897547346
cc047b778bdc4eefb439fec18c62a642,298.15,101.325,1,CCCOC=O,1.0,37.49,0.0,47.48375886339969,0.2636624160420711
3728e7de23e641fb894bf36e752244eb,298.15,101.325,1,CCCOC=O,1.0,37.49,0.0,47.48375886339969,0.2636624160420711
6341cb3cf09744de8973ceeda3fb7559,298.15,101.325,1,CCCCCCO,1.0,61.85,0.0,62.86328344487625,0.3029401394440505
