Id,Temperature (K),Pressure (kPa),N Components,Component 1,Mole Fraction 1,Component 2,Mole Fraction 2,Reference EnthalpyOfMixing Value (kJ / mol),Reference EnthalpyOfMixing Uncertainty (kJ / mol),Estimated EnthalpyOfMixing Value (kJ / mol),Estimated EnthalpyOfMixing Uncertainty (kJ / mol)
707ecba052994562b70d10f47ad49401,298.15,100.0,2,COC(C)=O,0.2661,CCCCC(=O)OC,0.7339,0.17800000000000002,0.0,0.05334880358701355,0.042364195494808875
1c4efb9bdcd7442b98400c5ca70c14f9,298.15,100.0,2,COC(C)=O,0.7653,CCCCC(=O)OC,0.2347,0.17300000000000001,0.0,0.11814633433310373,0.03739748315370549
4d91fb70425e4571b62d92680d595e54,298.15,101.3,2,CCC(C)(C)O,0.7306,CCO,0.2694,-0.7709,0.0,-0.45726028208161296,0.0771546121063646
b8347b368f17494095f6c1d3616b2a68,298.15,101.3,2,CCC(C)(C)O,0.4607,CCO,0.5393,-0.95,0.0,-0.43773960123398936,0.05446065558017713
a5c3f36a2d1547978286ac2074cf03d6,298.15,101.3,2,CCC(C)(C)O,0.2807,CCO,0.7193,-0.7056,0.0,-0.3144445109817422,0.04037259023816681
2eb460a5f6b646f49fe6c8e1cc06ba9d,300.0,101.0,2,OC1CCCCC1,0.2454,CC(C)O,0.7546,0.1491,0.0,0.2166515080000977,0.03944477606583345
a304e1259a9b4f51bc3013afd41f2dd8,300.0,101.0,2,OC1CCCCC1,0.7173,CC(C)O,0.2827,0.1694,0.0,0.0754278966195443,0.06628615642162626
fa647da6889a4f24875a145dea6c6787,300.0,101.0,2,OC1CCCCC1,0.5462,CC(C)O,0.4538,0.1949,0.0,0.16552853971416592,0.05419548890024147
2dcb0847fc6840e48ffbf9b527b1d873,298.15,101.3,2,OCCO,0.7581,CCO,0.2419,0.26366999999999996,0.0,0.2244075603257052,0.036184244206387876
5412b086acde486bb04ad7f4bb6b3cc7,298.15,101.3,2,OCCO,0.2587,CCO,0.7413,0.35141,0.0,0.34572540884383773,0.03791566901097008
dbeff73f1653478b8148d38f778a1b95,298.15,101.3,2,OCCO,0.5112,CCO,0.4888,0.39557,0.0,0.4973564263980492,0.03791054624431106
4ae0a3cc12db4edc9f70939651917635,298.15,101.3,2,CCC(C)(C)O,0.7319,CO,0.2681,-1.0696,0.0,-0.5889717495974924,0.06126989184298326
54ea65c149d2468998c6f3266622da25,298.15,101.3,2,CCC(C)(C)O,0.2731,CO,0.7269,-0.8036,0.0,-0.24335231527656376,0.035620058834564254
354e22079eb942f48bf5c78ec4312877,298.15,101.3,2,CCC(C)(C)O,0.4608,CO,0.5392,-1.2,0.0,-0.4772093938620676,0.04221113753539095
189e1ac29a5b452d94d88c259701e8e0,298.15,100.0,2,COC(C)=O,0.5178,CCCC(=O)OC,0.4822,0.151,0.0,0.1298917766374288,0.03625096440412225
02192ccefea242b39363d0548779c5e9,298.15,100.0,2,COC(C)=O,0.774,CCCC(=O)OC,0.226,0.102,0.0,0.0005194282577590664,0.037641024960230446
68d4fb49ffdd49779cf6320765cb060e,298.15,100.0,2,COC(C)=O,0.3042,CCCC(=O)OC,0.6958,0.122,0.0,0.022313730524906816,0.04101789284197736
f818f65207a14a91a7bfe191a9843323,298.15,101.3,2,CCC(C)(C)O,0.7292,CCCO,0.2708,-0.6715,0.0,-0.8791755932855843,0.07574346526721441
0ef31c38889d4d9588027e03271ea0b5,298.15,101.3,2,CCC(C)(C)O,0.4599,CCCO,0.5401,-0.8588,0.0,-0.5914918809445564,0.05551318019602019
4611c492c6db48c2afd79b4a580ec135,298.15,101.3,2,CCC(C)(C)O,0.2802,CCCO,0.7198,-0.6561,0.0,-0.43964672594845444,0.041311483802995784
199d6cdc2f8a4649adb20d14e4e578b5,298.15,101.3,2,OCCO,0.2555,CC(C)O,0.7445,0.5350600000000001,0.0,0.4452533970516619,0.04022972314999088
58bb45ff483942f1bb54ec791159752e,298.15,101.3,2,OCCO,0.7617,CC(C)O,0.2383,0.39786,0.0,0.4375471896274554,0.03706613783645789
b0cf33d59509406491db0b57e98bec20,298.15,101.3,2,OCCO,0.4776,CC(C)O,0.5224,0.60107,0.0,0.5516146746466726,0.03280345718852735
4944369e55ba4a7fab5ccc69a2c7db15,300.0,101.0,2,OC1CCCCC1,0.3025,CCCCO,0.6975,0.0895,0.0,0.13849554757307203,0.053054885985429505
8ba6f9436c1b4438b1a1217c888d3aff,300.0,101.0,2,OC1CCCCC1,0.7842,CCCCO,0.2158,0.0922,0.0,0.017521789147195932,0.059224843851759225
4260d31730c546d3ad302d36950b8b49,300.0,101.0,2,OC1CCCCC1,0.4484,CCCCO,0.5516,0.1133,0.0,0.20426884604285078,0.04991661333268933
1fc6460599044489806401eb1a95ef1a,300.0,101.0,2,OC1CCCCC1,0.7266,CO,0.2734,0.1332,0.0,0.24862167865340723,0.0546754747215479
cc11ec8d5ae64c9698e13dff1bc65f58,300.0,101.0,2,OC1CCCCC1,0.4871,CO,0.5129,0.2149,0.0,0.4531853415113929,0.044841622614936405
951b1ea673d94ac58550d7a84976eef9,300.0,101.0,2,OC1CCCCC1,0.2234,CO,0.7766,0.196,0.0,0.4026630120675314,0.03357216708166306
fede111dda8f4828a5c73bad40dcac63,298.15,101.3,2,OCCO,0.7574,CCCO,0.2426,0.42618,0.0,0.45962449671466743,0.0344228151219805
149d5a9d4caf41bb8473a50407d743e9,298.15,101.3,2,OCCO,0.5229,CCCO,0.4771,0.60422,0.0,0.6372160590578382,0.03540652863795292
0ccfa0246e184d4890764efbf01561f3,298.15,101.3,2,OCCO,0.2511,CCCO,0.7489,0.5280600000000001,0.0,0.5057143376054967,0.034458335144617776
4661852202a84579bccbfeda737a22a4,298.15,100.0,2,CCOC(=O)CC(C)=O,0.7007,CCCO,0.2993,1.6319,0.0,0.7288853894658303,0.04618254138632435
661c15e26ccd4e58a199a6dbe2ac1e31,298.15,100.0,2,CCOC(=O)CC(C)=O,0.4997,CCCO,0.5003,1.881,0.0,1.1086302579614085,0.04011971864678421
e07841a1ca734fc599e07569cc8dcc1c,298.15,100.0,2,CCOC(=O)CC(C)=O,0.1998,CCCO,0.8002,1.3555,0.0,0.7631844936617505,0.03773190678591692
357afedcf3584df781437ac4abc5d671,300.0,101.0,2,OC1CCCCC1,0.7119,CCO,0.2881,0.1454,0.0,0.24968472982366663,0.05492761930970169
36ef02aeafba45f4ba84609b07122457,300.0,101.0,2,OC1CCCCC1,0.2501,CCO,0.7499,0.1468,0.0,0.33732419577465,0.03842699047264056
e4409534cfe74d9b9f540cb8cebefa4c,300.0,101.0,2,OC1CCCCC1,0.5436,CCO,0.4564,0.1772,0.0,0.3046034695770139,0.04915179781627482
d3606a24a2f4414e92e9294b340919b1,298.15,100.0,2,CC(=O)O,0.5,CCOC(C)=O,0.5,0.0,0.0,-1.347077478017951,0.03526639336520155
2d09e8d8901a4bb69cefe88c4fc389aa,298.15,101.3,2,CCOC(=O)CC(C)=O,0.1996,CCCCCO,0.8004,1.3840000000000001,0.0,0.9918857640685368,0.05194526939715583
7ddd9dd0918a406aae23ff513f9e9fd6,298.15,101.3,2,CCOC(=O)CC(C)=O,0.7995,CCCCCO,0.2005,1.431,0.0,0.8318653128656877,0.045544040552979136
5766a4e1fb844232ba3e753c61348cad,298.15,101.3,2,CCOC(=O)CC(C)=O,0.5003,CCCCCO,0.4997,1.945,0.0,1.4258595842603086,0.05621174711197161
7694c14079e9469a97e273188a64c59f,298.15,101.3,2,OCCO,0.7527,CCCCO,0.2473,0.55438,0.0,0.6432079612933563,0.04468598970181379
4d2775ae17094aeb8dcfb85a80c6c8d2,298.15,101.3,2,OCCO,0.225,CCCCO,0.775,0.6030800000000001,0.0,0.5990342411569145,0.044773110520722526
8b44508ead144870981b75104e338e0a,298.15,101.3,2,OCCO,0.5224,CCCCO,0.4776,0.73252,0.0,0.7147618575367147,0.05399209941027614
0a5fe805f4b2486480e9f1cbe96cf861,298.15,101.3,2,CCOC(=O)CC(=O)OCC,0.2496,CCOC(C)=O,0.7504,-0.006,0.0,-0.008111702582183966,0.043903377967508386
e56dcc0f66384ce589d4588581416bda,298.15,101.3,2,CCOC(=O)CC(=O)OCC,0.5003,CCOC(C)=O,0.4997,-0.005,0.0,-0.11608635901242792,0.05553035807851142
c8d761a86a244f40b80dd4ac77c1ace6,298.15,101.3,2,CCOC(=O)CC(=O)OCC,0.7514,CCOC(C)=O,0.2486,-0.003,0.0,-0.02440273165899498,0.05025758525830652
2ea302dc525b437096caedb8542e8e48,298.15,101.0,2,CCOC(C)=O,0.7988,CCCCOC(C)=O,0.2012,0.0524,0.0,-0.047804389973499894,0.04512518237954759
b07e106aa6834fbc84bbbaca562fc87d,298.15,101.0,2,CCOC(C)=O,0.4982,CCCCOC(C)=O,0.5018,0.076,0.0,-0.006061226298152755,0.039709890963947274
c5b1555baacf45d3b91c68d4a8db3d14,298.15,101.0,2,CCOC(C)=O,0.2993,CCCCOC(C)=O,0.7007,0.0594,0.0,0.0037659313610838296,0.04380369356363392
86ef0eb5b4d24984b078de194674ba24,300.0,101.0,2,OC1CCCCC1,0.7223,CCCO,0.2777,0.0859,0.0,0.13557582379844746,0.05966041554041735
d3fef85e58de4377a6e9db527c25a61d,300.0,101.0,2,OC1CCCCC1,0.2326,CCCO,0.7674,0.0631,0.0,0.11921840103223502,0.03913537027691567
189d0c62f85b4f5e89cfa4b55c9be412,300.0,101.0,2,OC1CCCCC1,0.4614,CCCO,0.5386,0.0946,0.0,0.13321901349300802,0.04364415935662695
f2af9e16348e44d98eaef0d621156f31,298.15,101.3,2,CCC(C)(C)O,0.7278,CCCCCO,0.2722,-0.5306,0.0,-0.3673425510285402,0.06725843430441894
3a8c0127a6134a6a85ed6ba55cbb247c,298.15,101.3,2,CCC(C)(C)O,0.4566,CCCCCO,0.5434,-0.6845,0.0,-0.44036255834215154,0.051815780411635926
882ec8869f6947269edb104d9e79873b,298.15,101.3,2,CCC(C)(C)O,0.27,CCCCCO,0.73,-0.5687,0.0,-0.29569241728400186,0.058089715323933415
19f87a210c854534ac8035319b9a9bff,298.2,101.3,2,COC(=O)CC(C)=O,0.5008,CCCO,0.4992,2.053,0.0,1.2631074986625634,0.039630957638224745
dab8fa4643a545dbb99af5a0ddef313f,298.2,101.3,2,COC(=O)CC(C)=O,0.2993,CCCO,0.7007,1.7990000000000002,0.0,1.188889130280188,0.033789593515908496
d3dbe0bf49944866a8fbe91b2a2f8dce,298.2,101.3,2,COC(=O)CC(C)=O,0.7,CCCO,0.3,1.788,0.0,0.9492228007927395,0.03970720242521537
