Id,Temperature (K),Pressure (kPa),N Components,Component 1,Mole Fraction 1,Reference Density Value (g / ml),Reference Density Uncertainty (g / ml),Estimated Density Value (g / ml),Estimated Density Uncertainty (g / ml)
5536a9e17ba142b4855917c4903d5890,298.2,101.325,1,COC(=O)CC(C)=O,1.0,1.0711790000000003,0.0,1.0723120757927045,0.00021168444485720935
b5e3158aa87645e682a40ad76913eae5,298.2,101.325,1,COC(=O)CC(C)=O,1.0,1.0711790000000003,0.0,1.0723120757927045,0.00021168444485720935
0bce03156be24aada13b3518d3682b56,298.15,101.325,1,OC1CCCCC1,1.0,0.9450770000000004,0.0,0.9455347676362295,0.00040316372482377777
7d2ea617866248ebaed5774afec92665,298.15,101.325,1,OC1CCCCC1,1.0,0.9450770000000004,0.0,0.9455347676362295,0.00040316372482377777
d84d7243c4f94ade8d356b1922ddfdc7,298.15,101.325,1,CCOC=O,1.0,0.91417,0.0,0.9697578015786453,0.0002753298096390612
c1ae11730c844210a94810d42de0b0ac,298.15,101.325,1,CCOC=O,1.0,0.91417,0.0,0.9697578015786453,0.0002753298096390612
27702ec4229e423ba91387f9eed3639d,298.15,101.325,1,CCCC(=O)O,1.0,0.9531700000000002,0.0,0.9808003900279879,0.0002533484045449533
892e3dc152d541ad985e11fcf4cf292e,298.15,101.325,1,CCCC(=O)O,1.0,0.9531700000000002,0.0,0.9808003900279879,0.0002533484045449533
2ee685b2577a496881db8ba6ad8fb514,298.15,101.325,1,CCCC(=O)OC,1.0,0.8924200000000002,0.0,0.9038909645418227,0.000206770550791906
f86462eefe024103bdedc517a9e1c01d,298.15,101.325,1,CCCC(=O)OC,1.0,0.8924200000000002,0.0,0.9038909645418227,0.000206770550791906
425935329a914b8d8d6a74cb29554bb4,298.15,101.325,1,CC(C)CCO,1.0,0.8044600000000002,0.0,0.81657175321908,0.0002686933122437084
fe481c7daff54e8d8dee65fa8ccb7b49,298.15,101.325,1,CC(C)CCO,1.0,0.8044600000000002,0.0,0.81657175321908,0.0002686933122437084
4b77c74379d0470b8709a99e1e40b65b,298.15,101.325,1,O=C1CCCO1,1.0,1.1242790000000005,0.0,1.1220108612640973,0.0002334173298345199
53a8da90285f47a7bfb4f63a5b072d73,298.15,101.325,1,O=C1CCCO1,1.0,1.1242790000000005,0.0,1.1220108612640973,0.0002334173298345199
ac19d30dade444bf81d23824b5e9aa54,298.15,101.325,1,CCCC(=O)OCC,1.0,0.8735400000000002,0.0,0.8847413969625311,0.0002106544368157134
eae80f09cbcf4e12a2479bb88b20afbe,298.15,101.325,1,CCCC(=O)OCC,1.0,0.8735400000000002,0.0,0.8847413969625311,0.0002106544368157134
4e62840b92074731b38d60501a233a47,298.15,101.325,1,CCOC(=O)C(=O)OCC,1.0,1.0729000000000004,0.0,1.1055305738092926,0.0002811278080100429
5a0588a69bff4cc6bdba436805c9998e,298.15,101.325,1,CCOC(=O)C(=O)OCC,1.0,1.0729000000000004,0.0,1.1055305738092926,0.0002811278080100429
003e1b5702184d63aa883ca317b07a11,298.15,101.325,1,CCCCCC(=O)OCC,1.0,0.8662900000000001,0.0,0.8755824130252005,0.0002569073657745121
9eee0e25a9e24b1e913f71caf39f5132,298.15,101.325,1,CCCCCC(=O)OCC,1.0,0.8662900000000001,0.0,0.8755824130252005,0.0002569073657745121
e8598267ed2d4a16a3fe9142487c2d4b,298.15,101.325,1,CCOC(=O)CC(C)=O,1.0,1.0234500000000002,0.0,1.0256353851349853,0.00020361494861810233
8f48faf04add4f069bec2fd507bfa56b,298.15,101.325,1,CCOC(=O)CC(C)=O,1.0,1.0234500000000002,0.0,1.0256353851349853,0.00020361494861810233
8cd3a0812fcd4709bf8ae062c1bf845d,298.15,101.325,1,OCCCCO,1.0,1.0130400000000002,0.0,1.0204403154217656,0.00020822249821863905
47494fe603174074848cba3cc3b41803,298.15,101.325,1,OCCCCO,1.0,1.0130400000000002,0.0,1.0204403154217656,0.00020822249821863905
a67626f42acd4cc1a8a07c70d74c191a,298.15,101.325,1,COC(=O)[C@H](C)CO,1.0,1.0675000000000003,0.0,1.0769149130499038,0.00034174077687367476
87242b9ac23646aeb129efd67f596d9b,298.15,101.325,1,COC(=O)[C@H](C)CO,1.0,1.0675000000000003,0.0,1.0769149130499038,0.00034174077687367476
c72a8e7359214c0090832da56ff64dd8,298.15,101.325,1,COC(=O)[C@H](C)CO,1.0,1.0675000000000003,0.0,1.0769149130499038,0.00034174077687367476
769ae1f9fd8e4a31ada07103c8203171,298.15,101.325,1,CCCCOC=O,1.0,0.8884700000000002,0.0,0.9231155314754015,0.00020971060876434522
66e15e3387fc47c09f37e763952fbe48,298.15,101.325,1,CCCCOC=O,1.0,0.8884700000000002,0.0,0.9231155314754015,0.00020971060876434522
c70d9e06fd5f4980b9c5dc822221a031,298.15,101.325,1,CCC(=O)O,1.0,0.9878470000000004,0.0,1.0171989979223668,0.00024327579427611929
deb2ae4adfb946a5abf814eff5f86598,298.15,101.325,1,CCC(=O)O,1.0,0.9878470000000004,0.0,1.0171989979223668,0.00024327579427611929
79a1232a20394a8fba4d75cbae0b1b04,298.15,101.325,1,CCCCCO,1.0,0.8110400000000002,0.0,0.8101231449686143,0.0002360023821912153
a4458ccf96964739858ec7caefe00e2e,298.15,101.325,1,CCCCCO,1.0,0.8110400000000002,0.0,0.8101231449686143,0.0002360023821912153
3a290d6bf01c4860ab987a7b93f884b5,298.15,101.325,1,COC(C)=O,1.0,0.9273,0.0,0.9460046482719108,0.0003343503296395412
9a9cf70274ec4620a11cf3365d6d4348,298.15,101.325,1,COC(C)=O,1.0,0.9273,0.0,0.9460046482719108,0.0003343503296395412
c066c973c2e74902b8db7fc73993e863,298.15,101.325,1,CC(C)C(=O)O,1.0,0.9431900000000004,0.0,0.9816511733203894,0.00034317237802849174
6a4326c5283142c58c66e80217b8c78c,298.15,101.325,1,CC(C)C(=O)O,1.0,0.9431900000000004,0.0,0.9816511733203894,0.00034317237802849174
40e095a40afa456188182751ae9fc5cd,298.15,101.325,1,OCC(O)CO,1.0,1.2585200000000003,0.0,1.260601735647709,0.00044206545869549966
33d6c424f7c84facb55cc500f972940a,298.15,101.325,1,OCC(O)CO,1.0,1.2585200000000003,0.0,1.260601735647709,0.00044206545869549966
