,Iteration,Objective Function
0,0,0.9307070295360395
1,1,0.20510068538544615
2,2,0.1409483819252401
3,3,0.14323817781472997
4,4,0.13415554442884195
5,5,0.13024867032887516
6,6,0.12232349802324531
7,7,0.12037744178331126
8,8,0.11853640299359781
9,9,0.12143896761027972
10,10,0.11786578341067017
11,11,0.11887130687927884
