Id,Temperature (K),Pressure (kPa),N Components,Component 1,Mole Fraction 1,Reference EnthalpyOfVaporization Value (kJ / mol),Reference EnthalpyOfVaporization Uncertainty (kJ / mol),Estimated EnthalpyOfVaporization Value (kJ / mol),Estimated EnthalpyOfVaporization Uncertainty (kJ / mol),Environment 1
88cec6c9ea9e45b9a165593f7f35b321,293.25,101.325,1,COC=O,1.0,28.7187400224,0.0,38.77815360124842,0.11633689384713782,ester
a2d4c9f179a443b1a7e29dfbc32c656f,298.15,101.325,1,CC(=O)O,1.0,51.6,0.0,68.5154780363316,0.12247056270777067,ester
70566af0dd304cbfafae63566d5e5ac1,298.15,101.325,1,CCOC(C)=O,1.0,35.62,0.0,45.024344855215574,0.17769586760068456,ester
674c8b83f0be43ceb3e12abd123887a7,313.15,101.325,1,CCCCOC(C)=O,1.0,42.96,0.0,53.541067768342046,0.22228004545016983,ester
dd9241fb705144fb94c88bbbd69d3a18,298.15,101.325,1,CCCOC(C)=O,1.0,39.83,0.0,49.415921307059115,0.27462886713673346,ester
