Id,Temperature (K),Pressure (kPa),N Components,Component 1,Mole Fraction 1,Component 2,Mole Fraction 2,Reference EnthalpyOfMixing Value (kJ / mol),Reference EnthalpyOfMixing Uncertainty (kJ / mol),Estimated EnthalpyOfMixing Value (kJ / mol),Estimated EnthalpyOfMixing Uncertainty (kJ / mol),Delta^2,Weight,Denom,Term,d Term / d [#1:1]-[#6X4] epsilon,d Term / d [#1:1]-[#6X4] rmin_half,d Term / d [#6X4:1] epsilon,d Term / d [#6X4:1] rmin_half,d Term / d [#8X2H0+0:1] epsilon,d Term / d [#8X2H0+0:1] rmin_half,d Term / d [#6:1] epsilon,d Term / d [#6:1] rmin_half,d Term / d [#8:1] epsilon,d Term / d [#8:1] rmin_half,d Term / d [#8X2H1+0:1] epsilon,d Term / d [#8X2H1+0:1] rmin_half,Environment 1,Environment 2
a9139ccef6ab4fba9e92cde7f3961d4a,298.15,101.0,2,C1CCOCC1,0.25,CCCC(C)=O,0.75,0.06014,0.0,0.1743475427768999,0.03424084411958242,0.01304336282713742,0.010638297872340425,1.5943650773897426,5.458661644850519e-05,0.0911307077131306,0.00571385302160979,0.02085803874692195,0.009211041852453264,0.001135583171526325,0.0009236021146101721,0.004799993232786526,0.000628144963313248,0.0022925133134498684,-0.0007565563982289048,,,ether,ketone
ebb3e52f13034233b4b9f43a80b26ddb,298.15,101.0,2,C1CCOCC1,0.5,CCCC(C)=O,0.5,0.09128,0.0,0.17896490185715663,0.03957392759845713,0.007688642013699191,0.010638297872340425,1.5943650773897426,3.217705113120508e-05,-0.020774639869624408,0.0031062840876848376,-0.014431139396617452,-0.00035187486318392165,-0.0009033522047783186,-0.00035444046087386883,-0.0010684978061391323,7.217571612243667e-05,0.0005208251235971015,0.0028806182938333064,,,ether,ketone
ad196977cbd5496ebf70bca6a2cf7a33,298.15,101.3,2,C1COCCO1,0.75,O=C1CCCCC1,0.25,0.23662,0.0,0.24058711410842193,0.045126556758902266,1.573799434924034e-05,0.010638297872340425,1.5943650773897426,6.586367891440957e-08,0.0006200534986525872,-1.0555157054783666e-05,-0.00013293667890387886,0.00015099255051032436,-4.1305096534101864e-05,0.00014526024009432138,-8.888303301507513e-06,-1.1367046810818562e-05,-1.717018383389508e-05,-3.673761236346681e-05,,,ether,ketone
add34f3513c64f77ab99a2b68c164c91,298.15,101.3,2,C1COCCO1,0.5,O=C1CCCCC1,0.5,0.28584,0.0,0.3305048310890868,0.03983631476732618,0.0019949471362166555,0.010638297872340425,1.5943650773897426,8.348875639120878e-06,-0.010331609426855319,-0.002207868427117696,-0.003115833726892438,0.00019975232057680944,-0.0013509726959523756,0.0007492968755929149,-0.0008479440771663276,-0.0007299451871089879,-0.0003590927371089127,-0.0009285126415495837,,,ether,ketone
55052cfea1804c019d6885a114283e3e,298.15,101.3,2,C1COCCO1,0.25,O=C1CCCCC1,0.75,0.20076,0.0,0.18033112315121969,0.04204684996528793,0.0004173390093026321,0.010638297872340425,1.5943650773897426,1.7465683299405394e-06,-0.004908813380641825,-0.0006235635706459299,0.00043037075581581316,-0.0008490369798859525,0.00013375472167688303,-0.00030525070428457404,8.320653794819966e-05,-9.921984582604659e-05,9.66448780509003e-05,-0.00016433635626493596,,,ether,ketone
7d8611700a194e71bb83c6fe5121e809,298.15,101.3,2,C1COCCO1,0.5,CCCC(C)=O,0.5,0.26523,0.0,0.5488244469912189,0.04209934851202674,0.08042581036425525,0.010638297872340425,1.5943650773897426,0.0003365828982216016,-0.005229330111582435,-0.013999508575016043,-0.02248075632493984,-0.001192818207412999,-0.01525077732125627,-0.0003755549330889661,0.011271932264273579,0.0033400407357695792,0.0015206339746582991,-0.003543352686372652,,,ether,ketone
912f53e4f6c04c83ab34ad7dab989cce,298.15,101.3,2,C1COCCO1,0.25,CCCC(C)=O,0.75,0.1704,0.0,0.3634203360006154,0.03922618082430632,0.03725685010979047,0.010638297872340425,1.5943650773897426,0.0001559203262207278,0.06054309403663789,0.003928147614271896,-0.01605671646960095,-0.000440692140456082,-0.005036824224725895,0.0026020582938693715,0.0015440094327146567,0.00046289882872054016,0.0009935744173601377,0.001862674962847021,,,ether,ketone
4f56e741c2ff4199bdf47fc6016542d9,298.15,101.3,2,C1COCCO1,0.75,CCCC(C)=O,0.25,0.23761,0.0,0.5376702924032628,0.039540540657209355,0.09003617907713159,0.010638297872340425,1.5943650773897426,0.00037680239666007493,0.08670889487824054,0.0034453549377069675,-0.06240120842377358,0.001955285979246321,-0.015952024046172058,0.013033178136755849,0.00471147936284031,0.0016676964812340463,0.0031226288472673168,0.0021428454184641075,,,ether,ketone
e34061f5ef05417fac1ff1f2bf9abba8,308.15,100.0,2,C1COCCO1,0.7716,O=C1CCCCCC1,0.2284,0.0694,0.0,0.23290020025599745,0.04165192673215089,0.02673231548375126,0.010638297872340425,1.5943650773897426,0.00011187503341208656,-0.010390694381447683,-0.003917938687139147,-0.011780713155875514,-0.005521320047925226,-0.0018963959451573516,-0.00030100355581140004,-0.000583579531393441,-0.0006735605310372587,-9.332637164497064e-05,-0.00041708113426084764,,,ether,ketone
33e5fd3152f04f65b6663a7da5b1b9c5,308.15,100.0,2,C1COCCO1,0.5232,O=C1CCCCCC1,0.4768,0.1061,0.0,0.37856481453310664,0.041000508515721415,0.07423707515856022,0.010638297872340425,1.5943650773897426,0.0003106829735279651,0.24123030178379629,0.033322576432115975,-0.057548614530743794,-0.00344741787455449,-0.006555137588790287,0.005393389430436608,0.0006436300719339623,0.002411194733037691,-0.0050709807297653,-0.004325783677661397,,,ether,ketone
48c1f47033db41c396d180c2495d84c6,308.15,100.0,2,C1COCCO1,0.1769,O=C1CCCCCC1,0.8231,0.0643,0.0,0.1445792678215838,0.05014088751228144,0.0064447608419695825,0.010638297872340425,1.5943650773897426,2.697139478869705e-05,0.021323717909814383,0.006410342465519693,-0.021874853426763933,-0.006811283789843651,-0.002631286967944997,-0.0017158094638088498,-0.003390484100193352,-0.0012593054213241456,-0.0007111086041750791,0.0003625741031335033,,,ether,ketone
