Id,Temperature (K),Pressure (kPa),N Components,Component 1,Mole Fraction 1,Component 2,Mole Fraction 2,Reference EnthalpyOfMixing Value (kJ / mol),Reference EnthalpyOfMixing Uncertainty (kJ / mol),Estimated EnthalpyOfMixing Value (kJ / mol),Estimated EnthalpyOfMixing Uncertainty (kJ / mol)
2281e8c072074f89ab14cf0b4d974b39,300.0,101.0,2,OC1CCCCC1,0.4484,CCCCO,0.5516,0.1133,0.0,0.16630956174370937,0.047825565631723195
6c7b20929b414bbc9e5a029cb06ded54,298.15,101.0,2,C1CCOCC1,0.5,CCCCCC(C)=O,0.5,0.05773,0.0,0.36621199827544615,0.04662027001251372
2e87256adba34284a227775fbc551952,298.15,101.0,2,C1CCOCC1,0.25,CCCCCC(C)=O,0.75,0.03429,0.0,0.2742166079122512,0.05043475098852452
f8a9799922fc47929d3c732dffa2bd99,298.15,101.0,2,C1CCOCC1,0.75,CCCCCC(C)=O,0.25,0.05587,0.0,0.349070230315462,0.04616549897701417
e60c60180aa4496bb7c3c231170c33d2,313.15,101.0,2,CCCO,0.4995,CC(=O)O,0.5005,0.393,0.0,0.1496025724247474,0.03326845721190899
b518df723a1446968e66f3956749dca9,313.15,101.0,2,CCCO,0.7991,CC(=O)O,0.2009,0.237,0.0,0.11914815977069892,0.04886208992050773
00e7527005ff4d4684f6a590a3140fb9,313.15,101.0,2,CCCO,0.2951,CC(=O)O,0.7049,0.389,0.0,0.06974073139357984,0.03213240440796727
f33ae733109145e4a46aecab97ce0aa0,298.15,101.3,2,CCC(C)(C)O,0.7306,CCO,0.2694,-0.7709,0.0,-0.34340286978455836,0.04984768741725843
8f808b9e21474d06a1d6839536f7d934,298.15,101.3,2,CCC(C)(C)O,0.2807,CCO,0.7193,-0.7056,0.0,-0.3087222339479432,0.03666043607224972
9cf1b493616c46abb72f73b315fdac96,298.15,101.3,2,CCC(C)(C)O,0.4607,CCO,0.5393,-0.95,0.0,-0.3433113758150803,0.04300476428865503
6e6e474d0ad74866b749d78b33d74b2d,298.15,101.0,2,CCCCCCC,0.4996,CCCOC(C)=O,0.5004,1.144,0.0,1.400669493898377,0.042627613703511875
1a4164be878d480c9ff227bfc017d81b,318.15,101.3,2,CCCOC(C)=O,0.7526,CCCCCCC,0.2474,0.8282,0.0,1.0346851497576282,0.04580658116333763
9f69c80ff33247019563c7137158ff45,298.15,101.0,2,CCCCCCC,0.2505,CCCOC(C)=O,0.7495,0.8456,0.0,1.0163758726951428,0.0343305793781063
5c17705da03645ecb045d3d0a5a5f15d,303.15,101.0,2,CC(C)OC(C)C,0.2516,CCO,0.7484,0.201984,0.0,0.3669208235939525,0.038847010576739775
22516581e21a48288e9be33d0b31998d,303.15,101.0,2,CC(C)OC(C)C,0.4894,CCO,0.5106,0.400777,0.0,0.6014171294489274,0.03535429909296545
1e3ae85201ec4fb6b2880c3880de9019,303.15,101.0,2,CC(C)OC(C)C,0.7871,CCO,0.2129,0.4411390000000001,0.0,0.5751789719698213,0.039142441672948974
0f14f9894ae348679137429a0c7d3157,313.15,101.0,2,CCCCCO,0.2491,CCCCCCC,0.7509,0.7825,0.0,1.1734677013294998,0.05136916219762105
f44a9fa11d8948319b56120e21fa4753,313.15,101.0,2,CCCCCO,0.7483,CCCCCCC,0.2517,0.4441,0.0,0.6192062239455396,0.058077067810266926
80239928cd5842e28be4d6598c95b967,313.15,101.0,2,CCCCCO,0.4984,CCCCCCC,0.5016,0.7403,0.0,1.0607981661755588,0.057223223408302805
2ad706702e0b4ffcb3e54699014025ff,291.15,101.0,2,CCCOC(C)=O,0.4984,CCCCCC,0.5016,1.109,0.0,1.3415787840037225,0.040458047000753034
0907ec85329046798b11b049abeabb27,291.15,101.0,2,CCCOC(C)=O,0.2307,CCCCCC,0.7693,0.7509999999999999,0.0,0.9794290205081637,0.04738551290642961
f1635d3f7aa14f809836f68562f5cb75,291.15,101.0,2,CCCOC(C)=O,0.7361,CCCCCC,0.2639,0.8170000000000001,0.0,1.0040194678811503,0.042607874169216554
39fc7a62747a4cdbb40096b17f3d5cf7,291.15,101.0,2,CCCCOC=O,0.256,CCCCCCC,0.7440000000000001,0.888,0.0,1.2705438115054477,0.045901241952781696
760cd25f58aa415ab5d8f79a4348e170,318.15,101.0,2,CCCCOC=O,0.488,CCCCCCC,0.512,1.242,0.0,1.4909578695158672,0.045723933276300636
d59e1636542347ecace887dd36dfeee6,318.15,101.0,2,CCCCOC=O,0.747,CCCCCCC,0.253,0.856,0.0,1.106928927760535,0.04665122348553979
e2f4e39b4bd9427a936dfeb1a21041ca,298.15,101.325,2,C1CCOC1,0.25,CCCCCC,0.75,0.57375,0.0,1.0287575800031874,0.037131157330909985
ad9f13240c534068b141386309b92198,298.15,101.325,2,C1CCOC1,0.75,CCCCCC,0.25,0.58102,0.0,0.9605088636729846,0.03921762380150112
4b2c28ae1b974e9c9e7fa5f640b28126,298.15,101.325,2,C1CCOC1,0.5005,CCCCCC,0.4995,0.7507199999999999,0.0,1.2819338727597653,0.03649915140363594
7eb74829580d4d45a03620ab55b1b128,298.15,99.0,2,CCCCCC,0.7515,C1CCCCC1,0.2485,0.14,0.0,0.14163408653426757,0.048797713367321145
6bf8ecff13d54817b54656490b16ed4d,298.15,101.0,2,CCCCCC,0.5168,C1CCCCC1,0.4832,0.2144,0.0,0.3497094532499858,0.04009944875963469
fbf92f7a99004540aa4e3a5b35ec322b,298.15,99.0,2,CCCCCC,0.2298,C1CCCCC1,0.7702,0.182,0.0,0.21916889438294618,0.044566512704023356
27a8499310ed48a2a50cf5186adb4cb2,298.15,101.0,2,CCCCCC,0.5003,COC(C)(C)C,0.4997,0.3741,0.0,0.5616016145184375,0.039836042534222064
8172d17d271d4a08b9372c876d63c576,298.15,101.0,2,CCCCCC,0.25,COC(C)(C)C,0.75,0.28085,0.0,0.3897377672007778,0.036816326162895464
d6ad69adf16345dcbf7bbcd4ea07cb9a,298.15,101.0,2,CCCCCC,0.7509,COC(C)(C)C,0.2491,0.27546,0.0,0.37841164446760445,0.044334374145979204
cf99c0a2d7214b7ca1b84435b2bed5c9,298.15,101.325,2,CCO,0.2426,CCCCCC,0.7574,0.5503,0.0,1.0643433932207955,0.04255300747112189
1fa8c801cfcd4a12ad417f6e5e7068e9,298.15,101.325,2,CCO,0.7125,CCCCCC,0.2875,0.4453,0.0,0.8084637296678601,0.03667370293238006
eb0be2704b69413fa69f493006e9931b,298.15,101.325,2,CCO,0.49,CCCCCC,0.51,0.5637,0.0,1.0453906444238399,0.03507876720978858
a16d41b0e2df4b57b59c7d2dd6a5600f,298.15,100.0,2,COC(C)=O,0.774,CCCC(=O)OC,0.226,0.102,0.0,0.054559468792656496,0.028408326599596717
27c071be1c414b3c8807d55f2b63ee62,298.15,100.0,2,COC(C)=O,0.5178,CCCC(=O)OC,0.4822,0.151,0.0,0.05764315180979551,0.03905060361649301
00ac6b821d59446196c999d50faa90bd,298.15,100.0,2,COC(C)=O,0.2331,CCCC(=O)OC,0.7669,0.1,0.0,0.07435206359124891,0.04316669643575636
8a748e87950f431fad183c8dd7d2e940,318.15,101.32,2,CCCCOC=O,0.2415,CCCCCC,0.7585,0.9076,0.0,1.3191441358967637,0.05086834215434112
4874707a05dd4e828c630180b455ed9b,318.15,101.32,2,CCCCOC=O,0.5104,CCCCCC,0.4896,1.1515,0.0,1.328521331527611,0.04598401811632173
7c7c00b3241c46889fb054360a6d0ac6,291.15,101.32,2,CCCCOC=O,0.7406,CCCCCC,0.2594,0.738,0.0,0.9597222214412255,0.04093373156703513
e1d56ded301b4f92a6d9680915944072,298.15,101.3,2,CCC(C)(C)O,0.4599,CCCO,0.5401,-0.8588,0.0,-0.4637240500254307,0.05453110561398512
4c853de37e2542d89e4f808d06e80d80,298.15,101.3,2,CCC(C)(C)O,0.2802,CCCO,0.7198,-0.6561,0.0,-0.3841677101295726,0.04265581377985128
b921b07b3e154b0a9d3babc913592de6,298.15,101.3,2,CCC(C)(C)O,0.7292,CCCO,0.2708,-0.6715,0.0,-0.4962050622895333,0.0588851168059927
615176146b524b5590f26999dcdf944b,298.15,101.3,2,OCCO,0.2587,CCO,0.7413,0.35141,0.0,0.43548726095210943,0.033262826558024566
9c416cd630de4f0285a2f74b76a4f428,298.15,101.3,2,OCCO,0.7581,CCO,0.2419,0.26367,0.0,0.350861972643596,0.044491322193073286
e01b6e3dfbb84b53b56e344eaf17eac0,298.15,101.3,2,OCCO,0.5112,CCO,0.4888,0.39557,0.0,0.5528839929179661,0.035019625411384175
6cd71b18711a43a88e227bd63c14da28,291.15,101.0,2,CCCCC,0.7679,CCCCOC=O,0.2321,0.779,0.0,1.0645919308187928,0.041504367798802774
fb8ca67a9beb4d69926f3afed755e407,298.15,101.0,2,CCCCC,0.24600000000000002,CCCCOC=O,0.754,0.632,0.0,0.9238447397810745,0.04081741576737255
6ec1f2ddc5e545b2b29c0773b1f8077f,298.15,101.0,2,CCCCC,0.4905,CCCCOC=O,0.5095,0.959,0.0,1.3490192007702149,0.04292091779196876
e93df977261649eca52a98df6d556b9f,313.15,101.0,2,CC(=O)O,0.5003,CCCOC(C)=O,0.4997,0.0139,0.0,-1.0699876380921154,0.03934669755026257
7f4816619b364b3abb0ab05aae5ce765,313.15,101.0,2,CC(=O)O,0.7004,CCCOC(C)=O,0.2996,-0.016,0.0,-0.9005510734829443,0.03465150649882064
c539367291c24e7ca1651aa99f7fecc3,313.15,101.0,2,CC(=O)O,0.2008,CCCOC(C)=O,0.7992,0.0406,0.0,-0.6026207588435106,0.044122274682444035
750501eece474cbd9313979290a2fd3b,298.15,101.3,2,CC(=O)CC(C)C,0.2495,CO,0.7505,0.5279,0.0,-0.20546661546794098,0.031152176470899254
ce0f91ae2cac4c2da979bd68aa8be4b6,298.15,101.3,2,CC(=O)CC(C)C,0.5037,CO,0.4963,0.875,0.0,-0.222302589961771,0.03495135866669805
71a24033885244bc8115bef4a92c61e7,298.15,101.3,2,CC(=O)CC(C)C,0.7070000000000001,CO,0.293,0.8161,0.0,-0.0948044874387648,0.04159217678651206
66262a98d11749e9879992e4a599de59,298.15,101.0,2,CCCCCO,0.7514,CCCCCC,0.2486,0.2356,0.0,0.4959482942500699,0.04666025838634782
aa11ce9db3e845de99406bf6393eae28,298.15,101.0,2,CCCCCO,0.2524,CCCCCC,0.7476,0.5269,0.0,0.8149850695272534,0.046388737862837946
f0da26afd8f34a51bd03d2551e8f1f0e,298.15,101.0,2,CCCCCO,0.5035,CCCCCC,0.4965,0.4776,0.0,0.7963411104008316,0.04826157858304519
760b1405a83f427996d184d767b20639,298.15,101.3,2,OCCO,0.2511,CCCO,0.7489,0.5280600000000001,0.0,0.5938239967037653,0.04034578055419406
6e6bca2a982249508cd39a43b90ac4a7,298.15,101.3,2,OCCO,0.7574,CCCO,0.2426,0.42618,0.0,0.4763078081534644,0.04134383166121269
53a0e81b49d3418e87a21f1c614a79a1,298.15,101.3,2,OCCO,0.5229,CCCO,0.4771,0.60422,0.0,0.7221484748233991,0.03807662874871295
80de377b54f840979c3b3187b42e89b6,303.15,101.0,2,CC(C)OC(C)C,0.772,CCCCO,0.228,0.3792,0.0,0.490322585780266,0.041252646294948105
9639e888d4014cd7bff1d63a1edfdccd,303.15,101.0,2,CC(C)OC(C)C,0.27,CCCCO,0.73,0.1907,0.0,0.41916880968924985,0.04092522799020746
5000c59cb4f248b9bd94c7dfa3861e15,303.15,101.0,2,CC(C)OC(C)C,0.5,CCCCO,0.5,0.3266,0.0,0.5857652466920129,0.0407406506457666
9166aa5357684d5791b647d213a6aab0,318.15,101.325,2,CC(C)(C)O,0.7408,CCCOC(C)=O,0.2592,1.2791,0.0,0.513901598170527,0.056374574986611616
f5cc0f62791543ca978e2412f44f41e7,318.15,101.325,2,CC(C)(C)O,0.5043,CCCOC(C)=O,0.4957,1.8156,0.0,0.6787722154498184,0.05799908747575388
d55de5f907c3438baad24f543b17cb5d,318.15,101.325,2,CC(C)(C)O,0.2244,CCCOC(C)=O,0.7756,1.3037,0.0,0.44643151184824426,0.04759720088247472
a68e3453646b428a8950109b47ec9013,298.15,101.3,2,CCCC(C)C,0.4826,COC(C)(C)C,0.5174,0.30321,0.0,0.5273315212357659,0.03854533882256609
5df3f99990ce4d19b3e48d1aaeed6e91,298.15,101.3,2,CCCC(C)C,0.2372,COC(C)(C)C,0.7628,0.22667,0.0,0.3631939347550599,0.03975264601060739
b42adde37fb24479af17488a2cdc0a03,298.15,101.3,2,CCCC(C)C,0.7367,COC(C)(C)C,0.2633,0.21886,0.0,0.4341041672499415,0.03803163992508263
476864083565432698df768e9d7ab818,298.15,101.0,2,C1CCOC1,0.75,CCC(C)(C)C,0.25,0.525,0.0,0.9328026320163616,0.039702197652529914
d186a69631d443efaeb511c78a53a952,298.15,101.0,2,C1CCOC1,0.5001,CCC(C)(C)C,0.4999,0.685,0.0,1.233610146980368,0.038638233696217404
df99d1044f964d40b5e31a7c4cd9a4d5,298.15,101.0,2,C1CCOC1,0.2505,CCC(C)(C)C,0.7495,0.5077,0.0,0.8825478453143774,0.046043166156029415
82f54f8b8758465fa2047f013412d185,299.15,101.325,2,CC(C)(C)O,0.7507,CCCOC(=O)CC,0.2493,1.25,0.0,1.0847617059441532,0.04521365603074397
47fdb210792f46418deced9e54daef3c,318.15,101.325,2,CC(C)(C)O,0.4963,CCCOC(=O)CC,0.5037,1.7235,0.0,0.9483808629523054,0.04857384851968464
ae13e53792f64a29a3d1ecdc65ebae6a,299.15,101.325,2,CC(C)(C)O,0.2795,CCCOC(=O)CC,0.7205,1.4369999999999998,0.0,1.042050813402163,0.05343667206877523
6ac91d8fcf334df3968ea08c5371e20c,298.15,101.0,2,CCOC(C)=O,0.7368,CCCCCC,0.2632,1.065,0.0,1.2945804934517469,0.03916453958092864
a2495e77a58c43cda54d33d670bc48f7,298.15,101.0,2,CCOC(C)=O,0.495,CCCCCC,0.505,1.364,0.0,1.7110098579548492,0.04220104670170268
03705d6c91084484a53d694dafbc5dff,298.15,101.0,2,CCOC(C)=O,0.2621,CCCCCC,0.7379,1.094,0.0,1.4173622213961892,0.041997942021621014
56b966d2e72a4c53839408615eae6d49,298.15,101.0,2,C1CCCC1,0.728,CCCCCO,0.272,0.4827,0.0,0.6492878072332786,0.039338148263999784
26993dac294d457face4e0005c7f54ef,298.15,101.0,2,C1CCCC1,0.223,CCCCCO,0.777,0.1885,0.0,0.3501867218648229,0.047240610162463295
0ed388c6d724492ba678ea25bca95259,298.15,101.0,2,C1CCCC1,0.535,CCCCCO,0.465,0.4381,0.0,0.5479335689709046,0.043036468667969494
6528a3242eaf48e68e852b98bb0ebfd4,298.15,101.0,2,CCCCCCO,0.506,CCCCCC(=O)O,0.494,0.624,0.0,0.39793422451580795,0.050847676821345514
6c6446fbff7742be9be67f4f409b76ef,298.15,101.0,2,CCCCCCO,0.256,CCCCCC(=O)O,0.7440000000000001,0.58,0.0,0.33110560478137874,0.050802784626782074
99ef7d6cd10448dbab48399fcb8905f7,298.15,101.0,2,CCCCCCO,0.738,CCCCCC(=O)O,0.262,0.4,0.0,0.27762014169670834,0.050492788440931635
d2c08712ff464f99b613c717a05c6c8d,308.15,101.0,2,CCOCCO,0.4996,CCCCCC,0.5004,1.1864,0.0,1.510606060777107,0.05277330288152575
3e53be75136d4e05b696797c2bd9f811,308.15,101.0,2,CCOCCO,0.4996,CCCCCC,0.5004,1.1864,0.0,1.510606060777107,0.05277330288152575
03d2ba0b168c417ca5210f2e2b30b211,298.15,101.0,2,CCOCCO,0.7591,CCCCCC,0.2409,0.7976,0.0,1.0780803086084063,0.05635754127687807
20b94aaa55164f778f26bffc0e3db288,298.15,101.0,2,CCOCCO,0.7591,CCCCCC,0.2409,0.7976,0.0,1.0780803086084063,0.05635754127687807
3f575559b569438ab504a221b2c1d786,308.15,101.0,2,CCOCCO,0.2309,CCCCCC,0.7691,1.0344,0.0,1.2663416073202427,0.04411090944588859
c2004c177d0641258446defd48dcff7f,308.15,101.0,2,CCOCCO,0.2309,CCCCCC,0.7691,1.0344,0.0,1.2663416073202427,0.04411090944588859
31619a3e883747338e9f42141b5cad3e,298.15,101.0,2,CC(=O)O,0.7458,OCCO,0.2542,0.0279,0.0,0.03145678532536067,0.03184671816655037
1aa9ae886c954b839a85ccac6a7e353a,298.15,101.0,2,CC(=O)O,0.2458,OCCO,0.7542,-0.0249,0.0,-0.01743558577693083,0.04588870183036051
bf0fce8625ff4edbb81c65a8b24c156e,298.15,101.0,2,CC(=O)O,0.4944,OCCO,0.5056,-0.0633,0.0,-0.09485304271575501,0.037885859913180754
0f2f0df2b3a94957b78be51dd1783c67,298.15,101.0,2,CCOCCO,0.2692,C1CCCCC1,0.7308,0.9902,0.0,1.407136446829739,0.04620960826963783
a569dbddf2d94da2b846da0b7cc23c29,298.15,101.0,2,CCOCCO,0.2692,C1CCCCC1,0.7308,0.9902,0.0,1.407136446829739,0.04620960826963783
298401b1fa604957b323d35ddcabd5e1,298.15,101.0,2,CCOCCO,0.7464,C1CCCCC1,0.2536,0.7986,0.0,1.0703985577054311,0.042779368827478174
cc7d4baf3b924a409d45c92103972ca1,298.15,101.0,2,CCOCCO,0.7464,C1CCCCC1,0.2536,0.7986,0.0,1.0703985577054311,0.042779368827478174
215b183c862c486cbee8e21fb32be997,298.15,101.0,2,CCOCCO,0.5249,C1CCCCC1,0.4751,1.069,0.0,1.5109748019404634,0.04422134190843603
98f5eb8c50844b3188ba27948ab7ddb3,298.15,101.0,2,CCOCCO,0.5249,C1CCCCC1,0.4751,1.069,0.0,1.5109748019404634,0.04422134190843603
55d1cd1060dc402cbc05d98dc695882f,291.15,101.0,2,CCCCC,0.5047,CCCOC=O,0.4953,1.005,0.0,1.4058623732432096,0.0376226948018706
0c36cd346630405aa4375f443b3cb2fa,291.15,101.0,2,CCCCC,0.7304,CCCOC=O,0.2696,0.8809999999999999,0.0,1.2694064385855484,0.03798400602156026
5cc9dda7609348ca91dc13834ab1c436,291.15,101.0,2,CCCCC,0.2335,CCCOC=O,0.7665,0.6679999999999999,0.0,0.9250062019333427,0.04020133376361297
649382bac9b24059aa8947ccf2bddddd,298.15,101.0,2,CCCOCCC,0.7503,CCC(C)(C)C,0.2497,0.111,0.0,0.37031441621350325,0.048064376707971014
c3b1b8c8f36644f3be4ed5ec42a161da,298.15,101.0,2,CCCOCCC,0.2499,CCC(C)(C)C,0.7501,0.1246,0.0,0.24885116860910728,0.03590026031470742
a21134626f244a51a3534c9abf403053,298.15,101.0,2,CCCOCCC,0.4995,CCC(C)(C)C,0.5005,0.1547,0.0,0.40623066333962754,0.0461950042586489
96744091eb294de48ad584ab309ddf2f,298.15,101.0,2,COC(C)(C)CC(C)(C)C,0.511,CO,0.489,0.518,0.0,0.929179694773623,0.040880608235249284
292c6d1db56141a386478443dd657e8a,298.15,101.0,2,COC(C)(C)CC(C)(C)C,0.701,CO,0.299,0.526,0.0,0.8877550688891063,0.04340637562735828
2ffc1148bcd14c1699cbb73aff507642,298.15,101.0,2,COC(C)(C)CC(C)(C)C,0.20600000000000002,CO,0.794,0.308,0.0,0.5483042343701641,0.032515734108976936
5c15ac51ad084652b350fe43412fb1a0,300.0,101.0,2,OC1CCCCC1,0.4614,CCCO,0.5386,0.0946,0.0,0.14627566170630857,0.058990968625502405
596b881cd9aa4fe5b1ebe0d2e1db0e7a,300.0,101.0,2,OC1CCCCC1,0.2326,CCCO,0.7674,0.0631,0.0,0.05580696502367033,0.038600263172867376
684a226e030340249fdfdf010f1fba94,300.0,101.0,2,OC1CCCCC1,0.7223,CCCO,0.2777,0.0859,0.0,-0.005456120234534012,0.05580992553478174
15c69f0f43cf4b8c9da2ba1a0056b3c6,298.15,101.0,2,C1CCCC1,0.7559999999999999,CCCCCCO,0.244,0.4379,0.0,0.6162532848703961,0.059614182801849276
f8f11c4116134806a7519f518e14e7e2,298.15,101.0,2,C1CCCC1,0.469,CCCCCCO,0.531,0.3752,0.0,0.4699253996062396,0.04157212574690534
bca91b336c784f05b058459d3ea89e57,298.15,101.0,2,C1CCCC1,0.249,CCCCCCO,0.7509999999999999,0.2025,0.0,0.2401061956523165,0.05935603269324917
cbbabfe1df924673acad597a43b5a373,298.15,101.0,2,COC(C)(C)C,0.2472,CCCO,0.7528,0.3268,0.0,0.3603731498918652,0.04039539977979942
0b25a1f97415479bbd6155cbc7954ac6,298.15,101.0,2,COC(C)(C)C,0.4982,CCCO,0.5018,0.5481,0.0,0.6174920378378843,0.037511418057204496
bc29280705de44328c3f526c440f75da,298.15,101.0,2,COC(C)(C)C,0.7491,CCCO,0.2509,0.5255,0.0,0.5873689248423695,0.04094798695183003
8f46dedd2c204f279942e375d0ad1bdd,298.15,101.3,2,C1COCCO1,0.25,CCCCCC(C)=O,0.75,0.2911,0.0,0.5251617388572782,0.04819937660263975
4a44d37f871042d3abeb9d3168225e9f,298.15,101.3,2,C1COCCO1,0.5,CCCCCC(C)=O,0.5,0.4509,0.0,0.8560445038838367,0.03953347412518939
83cbec235cae4b0ab225de6921531948,298.15,101.3,2,C1COCCO1,0.75,CCCCCC(C)=O,0.25,0.4064,0.0,0.7491192987959181,0.03861770989996172
74710940c3014fb5b8e567dc689a2c74,298.15,101.0,2,CC(=O)CC(C)C,0.2017,CCC(C)(C)O,0.7983,0.8181,0.0,0.09891835042452968,0.05951556454994801
37375cae0a194b7884c28cea93997ae0,298.15,101.0,2,CC(=O)CC(C)C,0.7009,CCC(C)(C)O,0.2991,1.2068,0.0,0.26592446850349205,0.04454124548923283
db154d2e45bb48f191a7cfd3c9b0047d,298.15,101.0,2,CC(=O)CC(C)C,0.5008,CCC(C)(C)O,0.4992,1.3674,0.0,0.13942157671844768,0.05539080584467429
caf8feb9f9844a459aed821484bc9d53,298.15,100.0,2,COC(C)=O,0.7653,CCCCC(=O)OC,0.2347,0.173,0.0,0.17648703796131393,0.036958114193466736
64be0273afbb4278a5703d8225862c83,298.15,100.0,2,COC(C)=O,0.4945,CCCCC(=O)OC,0.5055,0.238,0.0,0.1293717075037577,0.036711746139888465
f958fe9142404892b81ef2091f07169b,298.15,100.0,2,COC(C)=O,0.2661,CCCCC(=O)OC,0.7339,0.17800000000000002,0.0,0.10509248341922017,0.04335810229202085
cc6a6ad0fed04adcbc3213b4a577f739,298.15,101.0,2,CCOC(C)(C)CC,0.7003,CCC(C)(C)O,0.2997,0.9727,0.0,1.1459152724996997,0.04738120030325316
