Id,Temperature (K),Pressure (kPa),N Components,Component 1,Mole Fraction 1,Reference Density Value (g / ml),Reference Density Uncertainty (g / ml),Estimated Density Value (g / ml),Estimated Density Uncertainty (g / ml)
34a9e81284194acdb5bcc6f7269f4f5e,298.15,101.325,1,CCCCO,1.0,0.8058400000000002,0.0,0.7997225255335523,0.000287011462974891
2087232e4190476e9c61b330b6fb5221,298.15,101.325,1,CCCO,1.0,0.7996200000000002,0.0,0.7902268450990835,0.0002770122277732416
70a00988a9374ff09cc9faacbbcca2f0,298.15,101.325,1,C1CCOCC1,1.0,0.8788100000000002,0.0,0.8889815895289777,0.00022874675135865153
d93d36a8c2de4cd691c4d50711bebe2a,298.15,101.325,1,O=C1CCCC1,1.0,0.9453,0.0,0.9170561872928974,0.0002486252381211498
a5d0e82cf9fe4e44a2836c3e418f8d2f,298.15,101.325,1,CC(C)(C)O,1.0,0.7802700000000001,0.0,0.8133706643939733,0.0003939476580686842
527f41b574174211abc45da5a7b435fa,298.15,101.325,1,CC(C)CO,1.0,0.7978300000000003,0.0,0.8081688560915417,0.00031931454151127995
f8b81a57e5ad40bfa5634bc292046429,298.15,101.325,1,COC(C)(C)C,1.0,0.7352700000000002,0.0,0.7457108583176338,0.0002807978480802618
d64ce4862a9049b79ae84764173afc42,298.15,101.325,1,COC=O,1.0,0.9668300000000004,0.0,0.9824484978386835,0.0003537619834743138
d543616c137a4ec9bd633ca40cb1d8ff,298.15,101.325,1,CC(=O)O,1.0,1.0439000000000005,0.0,1.0780288849923845,0.00029731103104027704
1cbabe5a4eaa480fb7ff3100f5aa9884,298.15,101.325,1,CO,1.0,0.7865600000000001,0.0,0.7633825875373225,0.00043135257919358076
81959dc28553447aa1c60a9a1a523288,298.15,101.325,1,CC(C)OC(C)C,1.0,0.7184600000000002,0.0,0.7354370112190058,0.00024786783998552274
76f2680380c346389c3e6cc4758c7ea8,298.15,101.325,1,CC(C)O,1.0,0.7809870000000001,0.0,0.7957506098739059,0.00028475906657034623
f9cc8910a5ae43b0823a86a08fa3386d,298.15,101.325,1,CCO,1.0,0.7856450000000001,0.0,0.77988818215199,0.00036148579509403975
a5f736bbdaed44c0b37745d1cea1e7a0,298.15,101.325,1,CCCCCCC,1.0,0.6796000000000002,0.0,0.6638631575374948,0.000157559610421358
52833c5c50854ccd8fe885ac5753c65c,298.15,101.325,1,CCCCCC,1.0,0.6549610000000001,0.0,0.6325053471547645,0.0002453443549571661
7edf2b1cfad844bca83fad8f8aae4010,298.15,101.325,1,CC(C)CC(C)(C)C,1.0,0.6877900000000001,0.0,0.704570291644149,0.00020799518931836485
d29a863afff94645a3e30ee0ee675553,298.15,101.325,1,CCOC(C)=O,1.0,0.8944000000000002,0.0,0.9002040195166189,0.00023727389715449875
ee8a01b10ff540de89bc35855f9aebbc,313.15,101.325,1,CCCCOC(C)=O,1.0,0.8604800000000002,0.0,0.8656895968128024,0.0002609693461842674
08a553d925bf419f810acfd2ba8c9bc3,298.15,101.325,1,C1COCCO1,1.0,1.02787,0.0,1.0556338790633915,0.0003089879586126174
172e6a52881b47c4b888825cc5c90b87,298.15,101.325,1,CC1CCCCC1,1.0,0.7667000000000003,0.0,0.7665226752249704,0.00022720455843233063
57ab5a06f0324cd1aa4c0b08c4d2be3c,298.15,101.325,1,O=C1CCCCC1,1.0,0.9430000000000002,0.0,0.9232091026570197,0.00023925380918543522
045f4ec597794ebc920b81dfaa678e2a,298.15,101.325,1,C1CCCCC1,1.0,0.7737800000000001,0.0,0.7583016315173363,0.0003187405014826609
bfe931ddccb847e28dcd32bdf557f902,298.15,101.325,1,CCCOC(C)=O,1.0,0.8820500000000001,0.0,0.8868862621731106,0.0002965664085888128
