Id,Temperature (K),Pressure (kPa),N Components,Component 1,Mole Fraction 1,Component 2,Mole Fraction 2,Reference Density Value (g / ml),Reference Density Uncertainty (g / ml),Estimated Density Value (g / ml),Estimated Density Uncertainty (g / ml),Delta^2,Weight,Denom,Term,d Term / d [#1:1]-[#6X4] epsilon,d Term / d [#1:1]-[#6X4] rmin_half,d Term / d [#6X4:1] epsilon,d Term / d [#6X4:1] rmin_half,d Term / d [#8X2H1+0:1] epsilon,d Term / d [#8X2H1+0:1] rmin_half,d Term / d [#8X2H0+0:1] epsilon,d Term / d [#8X2H0+0:1] rmin_half,d Term / d [#6:1] epsilon,d Term / d [#6:1] rmin_half,d Term / d [#8:1] epsilon,d Term / d [#8:1] rmin_half,Environment 1,Environment 2
4b8a6f0c634145f3ab2ac48937ba961d,298.15,100.0,2,C1CCOCC1,0.5009,O=C1CCCCC1,0.4991,0.9160300000000002,0.0,0.8992281693122227,0.00026512292252540683,0.0002823015144607424,0.007874015748031496,0.04821932532357388,0.0009560205507517579,0.07898188898242436,-0.0732650022188705,0.2220877735921844,0.01626848727365096,,,0.010531330581538385,-0.0028398269724627164,0.02076724454056422,0.0015525381593872731,0.00899159894246293,-0.007272480810545316,ether,ketone
6dc4e84fb31943ddbef5babe9c3865d5,298.15,100.0,2,C1CCOCC1,0.2471,O=C1CCCCC1,0.7529,0.9305900000000004,0.0,0.90411884026192,0.00023412706571882244,0.0007007222978789656,0.007874015748031496,0.04821932532357388,0.002373012126491602,0.15790660900303036,-0.13038688768554565,0.35423970934531834,0.024745813136162465,,,0.006772275130578892,-0.004722279353919896,0.05174074646405097,0.0033409228001084926,0.02130778617465462,-0.0217332994568448,ether,ketone
8925c257d25c4c7c9027c06da28ab9ca,298.15,100.0,2,C1CCOCC1,0.7389,O=C1CCCCC1,0.2611,0.9000800000000002,0.0,0.8936394375855231,0.0002645289987309065,4.148084421477512e-05,0.007874015748031496,0.04821932532357388,0.00014047582992110342,0.029638031157056592,-0.02399473330057508,0.08299886287136445,0.0057405494303682,,,0.006024397076462778,-0.0009751322625306296,0.00402329247453325,0.0002421053454781543,0.0016817351832293795,-0.0015489929821143986,ether,ketone
e55d238554c245e6bf509d5f5658af7e,298.15,101.3,2,C1COCCO1,0.7778,O=C1CCCC1,0.2222,1.0081000000000002,0.0,1.0339427438094964,0.00021560725253850702,0.000667847407603251,0.007874015748031496,0.04821932532357388,0.0022616805568847977,-0.015603812215315037,0.03116389209197593,-0.24596539684436775,0.02349587559608765,,,-0.05385052764073682,0.011565984639476628,-0.017237432457825434,-0.0007570188200671381,-0.0036790854410664597,0.013107588864252532,ether,ketone
84c39470a147421f8225354da57407b5,298.15,101.3,2,C1COCCO1,0.2436,O=C1CCCC1,0.7564,0.9633500000000004,0.0,0.9418438181086513,0.00021420607671002068,0.00046251585954379274,0.007874015748031496,0.04821932532357388,0.0015663205619606034,0.08996009357976056,-0.07424054225992681,0.23447411283060185,0.012107932058190746,,,0.012723765141060998,-0.004081610378701744,0.04678817853825697,0.005227301310213932,0.018265447057814525,-0.01309405124707737,ether,ketone
fb3051f72cbb432b98f474e2960697ef,298.15,101.3,2,C1COCCO1,0.5063,O=C1CCCC1,0.4937,0.9849200000000002,0.0,0.9853465308520607,0.00024662086534545964,1.8192856775942052e-07,0.007874015748031496,0.04821932532357388,6.161052656025567e-07,-0.00037319189780076427,0.0012640982531524421,-0.004900599963798618,-7.275479185882906e-06,,,-0.0006056501750641824,0.00011392641369532495,-0.0007038487428307913,-5.9180780469405784e-05,-0.00021609558338251127,0.0003469571764511984,ether,ketone
4297480f90a547729d482b376a757733,298.15,101.0,2,C1CCOCC1,0.7776,CCCC(C)=O,0.2224,0.8602600000000002,0.0,0.8578571452703118,0.0002369485989172012,5.7737108519863275e-06,0.007874015748031496,0.04821932532357388,1.9552804168058992e-05,0.012541603649294953,-0.009518286532035495,0.03383431106004334,0.0023441715525733425,,,0.0026632945050243215,-0.0004304966872878785,0.0013737195322364802,3.173654003927017e-05,0.0007136868260453818,-0.00032436904868397913,ether,ketone
5e6c966e1c294130b356da1270c75916,298.15,101.0,2,C1CCOCC1,0.2361,CCCC(C)=O,0.7639,0.8183900000000002,0.0,0.7950476870259143,0.00025340334881793436,0.0005448635749801763,0.007874015748031496,0.04821932532357388,0.0018451929881855367,0.1813294597640111,-0.11616346089769454,0.2768713558608525,0.013804726203636004,,,0.0059937760276650605,-0.0020401925597289777,0.052315929557844025,0.005555446963526169,0.022850624238113123,-0.01072003015399139,ether,ketone
00d6b852845d412dba3cf7f27b7fa6c5,298.15,101.0,2,C1CCOCC1,0.5046,CCCC(C)=O,0.4954,0.8386000000000002,0.0,0.8258205627712909,0.0002481257917655263,0.0001633140158825221,0.007874015748031496,0.04821932532357388,0.0005530666589151515,0.09779845244684972,-0.0573144224626839,0.16236460476915457,0.005937651155941919,,,0.009419786527024196,0.0005059727128696809,0.01961894570474033,0.0018050870268661254,0.0060499632724904644,-0.01001073043686417,ether,ketone
17d2cd300ac54fadb6bb366b359dbae0,298.15,100.0,2,C1COCCO1,0.7682,O=C1CCCCC1,0.2318,1.0030000000000003,0.0,1.0269046865402305,0.0002567226368012387,0.0005714340385866603,0.007874015748031496,0.04821932532357388,0.0019351744723420197,-0.05088279609994017,0.032675281590749256,-0.25335707443738287,0.012873078217038723,,,-0.051122638299423546,0.008376220730445472,-0.017314780598314393,-0.0018072639583295608,-0.004143571590709819,0.011365291918611945,ether,ketone
