Id,Temperature (K),Pressure (kPa),N Components,Component 1,Mole Fraction 1,Component 2,Mole Fraction 2,Reference EnthalpyOfMixing Value (kJ / mol),Reference EnthalpyOfMixing Uncertainty (kJ / mol),Estimated EnthalpyOfMixing Value (kJ / mol),Estimated EnthalpyOfMixing Uncertainty (kJ / mol),Delta^2,Weight,Denom,Term,d Term / d [#1:1]-[#6X4] epsilon,d Term / d [#1:1]-[#6X4] rmin_half,d Term / d [#6X4:1] epsilon,d Term / d [#6X4:1] rmin_half,d Term / d [#8X2H1+0:1] epsilon,d Term / d [#8X2H1+0:1] rmin_half,d Term / d [#6:1] epsilon,d Term / d [#6:1] rmin_half,d Term / d [#8:1] epsilon,d Term / d [#8:1] rmin_half,d Term / d [#8X2H0+0:1] epsilon,d Term / d [#8X2H0+0:1] rmin_half
0219bb60f1384162ae5cf426d5c62897,298.15,100.0,2,CCO,0.5,CCOC(C)=O,0.5,1.238,0.0,1.019709190456938,0.034072303824740295,0.04765087753096538,0.03571428571428571,1.5943650773897426,0.0006694795651759774,-0.0797784937028288,0.008613723024040829,-0.07490960178117852,-0.029327497027655514,-0.03370863129305838,-0.057893869234526545,-0.008958669678605117,-0.0014686951587857538,0.0043545845011895064,0.01443042490687938,-0.003567136232295566,-0.0006818871723757367
4a8731eb6e6e49b594d414f74b12b8b5,298.15,100.0,2,CCO,0.75,CCOC(C)=O,0.25,0.8590000000000001,0.0,0.7796502167364547,0.03743907236154439,0.006296388103971623,0.03571428571428571,1.5943650773897426,8.846223592182227e-05,0.021161349438949772,0.005752120729539416,-0.010171592253974062,-0.003846071403012829,-0.006673147315980588,-0.011152441741207296,0.0006266689405206448,0.001352821188382633,0.003012575158083423,0.007041836128154449,-0.00046027988101180226,0.0004032799098683349
6815b6c324ba4a60af4f5a2810c3d161,298.15,100.0,2,CCO,0.25,CCOC(C)=O,0.75,1.048,0.0,0.767835566113213,0.03980964178298514,0.07849211001510385,0.03571428571428571,1.5943650773897426,0.0011027890021229607,0.24224872881297552,0.1217723160917688,-0.134180553340414,0.014821597607613186,-0.05371663477530585,-0.0781827580907974,-0.003948589265643573,0.007460078545949054,0.014023859952984016,0.04136226219700897,-0.0058460402161907505,0.009376047370533531
29f866d5189843bfb234ffd5615e4eb3,298.15,100.0,2,COC=O,0.5127,CO,0.4873,1.179,0.0,0.915730875765437,0.028400794248283935,0.06931063177523379,0.03571428571428571,1.5943650773897426,0.0009737921739804681,,,0.010531834083335275,0.030411323574664938,-0.002071328741878366,0.03820434191607199,0.019729610030239427,0.01535126719880357,0.037487316485323385,0.055956121629048075,0.009457263250007689,0.015267522148809935
75ed99b695464d8fa3bda7321d22c62a,298.15,100.0,2,COC=O,0.0833,CO,0.9167,0.311,0.0,0.3116667083765581,0.03251082487397997,4.445000593727084e-07,0.03571428571428571,1.5943650773897426,6.245083446283977e-09,,,8.00138238365134e-05,5.2413003972874026e-05,9.259972215228269e-05,0.00012455090859237667,-6.07164369310543e-06,1.0050391204112999e-05,-2.844150812010949e-05,-2.9435131309699373e-05,-1.356997876036007e-05,-3.19846021824085e-06
803b687287d948a7b556626c2d8adcec,298.15,100.0,2,COC=O,0.7178,CO,0.2822,1.105,0.0,0.7661929735532809,0.03159216985617333,0.11479020116966783,0.03571428571428571,1.5943650773897426,0.0016127655553791703,,,-0.022227877923108832,-0.015241115475136239,-0.052390275387079716,-0.0700955857280605,0.015047812292650797,-0.004794611066831086,0.021151574890445137,0.009993292667460414,0.018121718690376674,0.012682396884884557
d88dc02ee80a420c9b3db8f66e3fb024,298.15,101.3,2,CCOC(=O)CC(=O)OCC,0.7508,CC(C)CO,0.2492,1.9069999999999998,0.0,1.5805403200178887,0.05333000369923421,0.1065759226540224,0.03571428571428571,1.5943650773897426,0.001497357573536338,1.4593642599955985,0.2606278118354222,0.05726544550155347,0.09759531770110327,-0.04877304193218393,-0.08952294254948825,0.19776125198083738,0.09657720184016765,0.1561837501775252,0.21688540554003224,0.07597928976493304,0.09142789214920226
91900f1264324798a800be9afb32bb1c,298.15,101.3,2,CCOC(=O)CC(=O)OCC,0.2484,CC(C)CO,0.7516,2.053,0.0,1.9924058631539108,0.05831439713566779,0.0036716494201225803,0.03571428571428571,1.5943650773897426,5.158549820336322e-05,0.007740541631067737,0.024339501452054053,-0.03903726088597387,0.0004802509669185081,-0.015591092639609097,-0.025935073087398387,0.009740084550557804,0.00708020037476452,0.01674274459624706,0.03205688223566615,-0.0012320148253293648,-0.0004060012476625491
51cbf827abd44801b5a8fdaa5d6044df,298.15,101.3,2,CCOC(=O)CC(=O)OCC,0.4981,CC(C)CO,0.5019,2.542,0.0,2.4175973672854383,0.04938165690893804,0.015476015026314096,0.03571428571428571,1.5943650773897426,0.00021743305364608993,0.04761554305722806,0.002062142977485279,0.06762348393436962,0.027451354811430715,-0.03511796317421978,-0.07823334999486509,0.0732760869062137,0.040547408391322926,0.04939378502537542,0.08074141162006031,0.00953553606629933,0.0004272073235045559
1f8a23041aa24ffea27ba6badff5582e,298.2,101.3,2,CCOC(=O)CC(=O)OCC,0.7508,CC(C)O,0.2492,1.804,0.0,1.797704669439156,0.06957023309703833,3.963118687029606e-05,0.03571428571428571,1.5943650773897426,5.568054803627073e-07,-0.007891018656133945,1.4673460308377535e-05,-0.0034976205390727213,-0.002124701130284503,-0.00047412588549743665,-0.0005917649397305332,-0.0005113035986572257,-0.00042890260086181684,-0.0027676149075905477,-0.004780054047672353,0.000957098270759345,0.000756934122569566
0253bd2ba93141f7ba95f1f5d171629d,298.2,101.3,2,CCOC(=O)CC(=O)OCC,0.5003,CC(C)O,0.4997,2.369,0.0,2.3187844282114582,0.06225450386531365,0.002521603650050212,0.03571428571428571,1.5943650773897426,3.542772353110897e-05,-0.02953037423545173,-0.0018796596775717618,-0.010702349708674954,-0.010869655130087062,-0.0061609929613185375,-0.007080836792329729,0.0009318343608717761,-0.0026167901837491165,-0.005441514616161291,-0.013959532198598627,0.0036718592283408384,0.0003844410517796997
