Id,Temperature (K),Pressure (kPa),N Components,Component 1,Mole Fraction 1,Component 2,Mole Fraction 2,Reference EnthalpyOfMixing Value (kJ / mol),Reference EnthalpyOfMixing Uncertainty (kJ / mol),Estimated EnthalpyOfMixing Value (kJ / mol),Estimated EnthalpyOfMixing Uncertainty (kJ / mol),Delta^2,Weight,Denom,Term,d Term / d [#1:1]-[#6X4] epsilon,d Term / d [#1:1]-[#6X4] rmin_half,d Term / d [#6X4:1] epsilon,d Term / d [#6X4:1] rmin_half,d Term / d [#8X2H0+0:1] epsilon,d Term / d [#8X2H0+0:1] rmin_half,d Term / d [#6:1] epsilon,d Term / d [#6:1] rmin_half,d Term / d [#8:1] epsilon,d Term / d [#8:1] rmin_half,d Term / d [#8X2H1+0:1] epsilon,d Term / d [#8X2H1+0:1] rmin_half
1aa5cf2213e74a77b80c6d602b7f9c46,303.15,101.0,2,CC(C)OC(C)C,0.5,CCCCCCC,0.5,0.2564,0.0,0.5251942894630304,0.044625130607899445,0.07225037004793536,0.010638297872340425,1.5943650773897426,0.00030236859085631745,-0.1635521550760301,-0.02466371054214511,-0.013911902503888973,-0.012408296302985827,-0.0007980392788341837,-0.0002566142661201963,,,,,,
3f6978418d69450e8c68a6077522777b,303.15,101.0,2,CC(C)OC(C)C,0.221,CCCCCCC,0.779,0.1753,0.0,0.23308078855878023,0.05130868597884107,0.0033386195264744666,0.010638297872340425,1.5943650773897426,1.3972159325353076e-05,-0.05392445156247922,-0.015285331558526578,0.011330522201177907,-0.0014856816208616587,1.910069731024823e-05,-8.540329597562997e-06,,,,,,
2a832d7472e6414a8bff5a513b2a09bf,303.15,101.0,2,CC(C)OC(C)C,0.752,CCCCCCC,0.248,0.1922,0.0,0.37688989620160385,0.047669473883302754,0.0341103577589592,0.010638297872340425,1.5943650773897426,0.00014275222123206387,0.1118904535960866,0.00900782418596805,0.015324317403614264,0.004306464756893638,-0.001936593468489519,-0.002221008322892211,,,,,,
08cc065e89f04be4ae3e944a2bde0413,298.2,101.3,2,CCOC(=O)CC(=O)OCC,0.2507,CCO,0.7493,1.446,0.0,0.987156785615646,0.03616485826839007,0.21053709538656618,0.010638297872340425,1.5943650773897426,0.0008811000526749175,-0.12258253630907726,-0.017468176811871707,-0.006308957134884261,-0.011247986313824019,0.005144696552140939,-0.006970809184450851,0.004361258785330454,-0.0065593294036438024,0.016024092078438607,0.013369405483104453,0.0033748827008655796,0.01722788030035794
c0c7b2de83804f5ca92e5f545dcb2a3c,298.2,101.3,2,CCOC(=O)CC(=O)OCC,0.7465,CCO,0.2535,1.473,0.0,0.7378524627148977,0.04815909355275354,0.5404419015763511,0.010638297872340425,1.5943650773897426,0.002261755283895873,-0.4025784295351707,-0.1149742457993965,0.16128949807940612,-0.0005007932151913868,0.031986403021096524,-0.017530165338634007,0.044811424353020504,-0.017611412697740057,0.029170981998383572,-0.038499701519195614,-0.02874435441644048,-0.03583020117293408
3f865fa1de054cf8acb592fe170b21aa,298.2,101.3,2,CCOC(=O)CC(=O)OCC,0.4985,CCO,0.5015,1.848,0.0,1.0802924710263966,0.03629530790450981,0.5893748500427562,0.010638297872340425,1.5943650773897426,0.0024665402097642846,-0.09441446083950492,-0.05548083564559652,0.15143074109622473,0.028549139758233033,0.027751636594054496,-0.00038877463109115025,0.06084558108705227,0.001070131422089403,0.05000819397493741,0.004622729526091011,-0.02287348596604555,-0.04430018442976004
7675ff852d7a437a9c9df524ef489d5a,298.15,100.0,2,CCO,0.5,CC(=O)O,0.5,0.0,0.0,0.257737221046483,0.031483259532929374,0.06642847511276365,0.010638297872340425,1.5943650773897426,0.00027800389671712517,-0.032625593795225824,0.006712069935561995,-0.02025729080754814,-0.0011318489731695924,,,-0.012871030031721296,-0.00037492950833210344,-0.004727741025940035,0.003873564118891274,-0.011795098770043793,-0.007237620095064603
0dd2ebf1d9404107ba93268f332a762d,298.15,101.0,2,C1CCOCC1,0.25,O=C1CCCC1,0.75,0.11325,0.0,0.10381185704569873,0.04035394999985984,8.907854242582677e-05,0.010638297872340425,1.5943650773897426,3.7279467677413815e-07,0.0032250602688157345,9.451113485469935e-05,0.0005718741726234501,-4.647940523035811e-05,3.3223704591632594e-05,1.5772888931355995e-05,4.680051841957336e-05,-3.8250641057514663e-05,0.0001977170720149722,0.0002998795882442138,,
38b922e439834dd5ac4ddee3bafbb5e4,298.15,101.0,2,C1CCOCC1,0.5,O=C1CCCC1,0.5,0.1577,0.0,0.0834690105249507,0.040543583078373635,0.005510239798444881,0.010638297872340425,1.5943650773897426,2.306041397477643e-05,-0.011312550911703355,-0.0037369021310261403,0.0022195978419018354,-0.0017369260005739744,-0.00020235213055022687,-0.0007380387739698482,0.00016390622779775696,0.00015763393235669918,0.0007837810490358678,0.002330252080453064,,
4a18a99f168d4740a02205309ba84ed0,298.15,101.0,2,C1CCOCC1,0.75,O=C1CCCC1,0.25,0.12811,0.0,0.11646374695014572,0.034911377452413024,0.00013563521010124017,0.010638297872340425,1.5943650773897426,5.676348414769749e-07,0.009205207580597511,0.0009533525738982022,0.001196388984664363,-2.7047510264272815e-05,0.00018337372413712328,5.618093568673156e-06,6.242454553363363e-05,-2.5480711346910267e-05,6.749747103023802e-05,-4.5009426641754195e-05,,
ccbb434a062643a7b07b262fdf0e0493,298.15,101.0,2,CCCCOCCCC,0.2501,CC(C)CC(C)(C)C,0.7499,0.0999,0.0,0.32478039350237964,0.045122023143638404,0.05057119138178511,0.010638297872340425,1.5943650773897426,0.00021164099043216567,0.21928957110379763,0.047780540760034705,0.0006575243851373688,0.026330308523739302,-0.000960486211398708,0.0011823566024070369,,,,,,
2b964f3b6ef8410fb107d1180e8509b6,298.15,101.0,2,CCCCOCCCC,0.7499,CC(C)CC(C)(C)C,0.2501,0.08766,0.0,0.2810079149930118,0.05473414884652359,0.03738341623214492,0.010638297872340425,1.5943650773897426,0.00015645000683054436,0.2383828546202278,0.004478392737382203,0.08659971461629379,0.028013375178160594,-0.0017297420704568463,-0.007074557870909261,,,,,,
