,Iteration,Objective Function
0,0,0.36983862357919556
1,1,0.15452375883103
2,2,0.13819872311836714
3,3,0.1256030143532939
4,4,0.11858009754469494
5,5,0.11831966782721205
6,6,0.11675217187677084
7,7,0.11060414407265669
8,8,0.1194811474870303
9,9,0.11528596035863352
10,10,0.11622040673683821
11,11,0.12021674799853131
