Id,Temperature (K),Pressure (kPa),N Components,Component 1,Mole Fraction 1,Reference Density Value (g / ml),Reference Density Uncertainty (g / ml),Estimated Density Value (g / ml),Estimated Density Uncertainty (g / ml),Delta^2,Weight,Denom,Term,d Term / d [#1:1]-[#6X4] epsilon,d Term / d [#1:1]-[#6X4] rmin_half,d Term / d [#6X4:1] epsilon,d Term / d [#6X4:1] rmin_half,d Term / d [#8X2H1+0:1] epsilon,d Term / d [#8X2H1+0:1] rmin_half,d Term / d [#6:1] epsilon,d Term / d [#6:1] rmin_half,d Term / d [#8:1] epsilon,d Term / d [#8:1] rmin_half,d Term / d [#8X2H0+0:1] epsilon,d Term / d [#8X2H0+0:1] rmin_half
1735edba12c64586acbcf14a2f3a1176,298.15,101.325,1,CC(C)(C)O,1.0,0.7802700000000001,0.0,0.8119707934165766,0.00046767372021884696,0.00100494030324046,0.007874015748031496,0.04821932532357388,0.003403253376135134,-0.34484402222196353,0.15818236423483856,-0.41312250256052496,-0.01859325760471417,0.012806632106902775,0.10987935394005399,,,,,,
293d3dc64c474dcabe97a9530d664671,298.15,101.325,1,CCOC(C)=O,1.0,0.8944000000000002,0.0,0.8978943808070456,0.0002510761794335396,1.2210697224647608e-05,0.007874015748031496,0.04821932532357388,4.135180609310525e-05,-0.015278455585141716,0.011111682019582009,-0.02792179581834244,0.0013047319495923951,,,-0.010284545778980237,-0.0005685428290970765,-0.003158956370392285,0.0036081886795491843,-0.004703416685630436,0.0005349508521802353
6bce57dafd0a4f7db22c97be283f7072,298.15,101.325,1,CCCCCC,1.0,0.6549610000000001,0.0,0.6396145864878895,0.0002409025070964739,0.00023551240768469186,0.007874015748031496,0.04821932532357388,0.0007975681679699321,0.47315730251423255,-0.0600093660580019,0.26488408795690255,0.033308092405811555,,,,,,,,
c9baf2c4d6454369a7a204c872e6f1b0,298.15,101.325,1,C1CCOCC1,1.0,0.8788100000000002,0.0,0.8889093810930622,0.00021833381314341504,0.0001019974984628975,0.007874015748031496,0.04821932532357388,0.0003454168669341697,-0.06630156972065727,0.0269161452805962,-0.1299693734920515,-0.004389839484670312,,,,,,,-0.01413586136047658,0.0006452662701547761
7d238e2f6d6249d3ba20d952649e4c2e,298.15,101.325,1,CCCOC(C)=O,1.0,0.8820500000000001,0.0,0.8835450862239401,0.0002380227190653885,2.2352828170152036e-06,0.007874015748031496,0.04821932532357388,7.569836505804468e-06,-0.01356031110149375,0.005217172688581829,-0.015439486691085027,-9.586923253031057e-05,,,-0.004101462561193833,-0.00033559179222289226,-0.0014486424453587893,0.0010773216438272988,-0.0021236072945735878,-0.00026397547792733264
efcc795e1d64433d8e9a6c1c9c5a299f,298.15,101.325,1,CCCCOCCCC,1.0,0.7640700000000002,0.0,0.7675946960215962,0.0001983670155077662,1.2423482044654647e-05,0.007874015748031496,0.04821932532357388,4.207240676435325e-05,-0.03913381410045612,0.014521417885955394,-0.053512786499694376,-0.004743493176312486,,,,,,,-0.0030913955259872384,8.211027368118955e-05
98dfde7944bf44bea8000f1e4d6ea8e4,298.15,101.325,1,CC(C)CC(C)(C)C,1.0,0.6877900000000001,0.0,0.7056124790257444,0.00020744185478013667,0.0003176407586230954,0.007874015748031496,0.04821932532357388,0.0010756977112933172,-0.3548054591753911,0.07464161350503834,-0.2463370009629598,-0.02117632181442709,,,,,,,,
6592c1fb6333488eb660fc3dafe00290,298.15,101.325,1,CC1CCCCC1,1.0,0.7667000000000003,0.0,0.7639143592070564,0.00021825993005941905,7.759794627312872e-06,0.007874015748031496,0.04821932532357388,2.627872240606e-05,0.03738066907451388,-0.013123482918764674,0.04156923158390937,0.003706180527652035,,,,,,,,
5b239b41217b4d08847e93517e72377b,298.15,101.325,1,CCCO,1.0,0.7996200000000002,0.0,0.7959914428855129,0.00030794746636678263,1.3166426733096293e-05,0.007874015748031496,0.04821932532357388,4.45884059844738e-05,0.032243360666518756,-0.012359855737816236,0.04558383664344497,0.002835393640510648,0.004516331609820981,-0.0030388083971004186,,,,,,
87ff75ca440e4c8c8fe9335cb745f360,298.15,101.325,1,CCCCCCC,1.0,0.6796000000000002,0.0,0.6675027935910801,0.00020930988656574668,0.00014634240290001735,0.007874015748031496,0.04821932532357388,0.0004955919024595454,0.28606437431153026,-0.04830129819282319,0.18477336623929022,0.019993269258777282,,,,,,,,
