Id,Temperature (K),Pressure (kPa),N Components,Component 1,Mole Fraction 1,Component 2,Mole Fraction 2,Reference ExcessMolarVolume Value (cm ** 3 / mol),Reference ExcessMolarVolume Uncertainty (cm ** 3 / mol),Estimated ExcessMolarVolume Value (cm ** 3 / mol),Estimated ExcessMolarVolume Uncertainty (cm ** 3 / mol),Delta^2,Weight,Denom,Term,d Term / d [#1:1]-[#6X4] epsilon,d Term / d [#1:1]-[#6X4] rmin_half,d Term / d [#6:1] epsilon,d Term / d [#6:1] rmin_half,d Term / d [#6X4:1] epsilon,d Term / d [#6X4:1] rmin_half,d Term / d [#8:1] epsilon,d Term / d [#8:1] rmin_half,d Term / d [#8X2H0+0:1] epsilon,d Term / d [#8X2H0+0:1] rmin_half,d Term / d [#8X2H1+0:1] epsilon,d Term / d [#8X2H1+0:1] rmin_half
f4c8e2bf89ee42359a7d893a71860c17,298.15,101.0,2,CCOC(C)=O,0.5001,CCO,0.4999,0.14754361769544033,0.0,0.21560037529548018,0.032785738147057514,0.004631722255030581,0.03333333333333333,0.392061173213643,0.001004415910623057,1.6639853971270242,0.2696260388214458,0.07529106234241063,0.12492261380290903,0.14806491148171907,0.2402032497884361,0.19231963807409508,0.44440302500523227,-0.017495391098858847,0.0025994655388584618,0.02395101926388445,0.0202072226439555
6299627dbf614f87b5e6c08a35fced77,298.15,101.3,2,CCOC(C)=O,0.7929,CCO,0.2071,0.1290521345820288,0.0,0.1775786034999591,0.03133876092935015,0.002354818185642856,0.03333333333333333,0.392061173213643,0.0005106560199535512,0.4268514743399201,0.19100712904660497,-0.015271894328737828,0.07260749835755582,-0.3192665976375333,-0.04691946374556168,-0.04334760673862837,0.03891092860566392,-0.011108948754618143,0.08479540001794925,-0.0744449910772022,-0.11967281365913991
d3b9e184b5734c22b917c243533420e3,298.15,101.3,2,CCOC(C)=O,0.2836,CCO,0.7164,0.1532840380393452,0.0,0.17710816140172725,0.0287962070219305,0.0005675888539859979,0.03333333333333333,0.392061173213643,0.00012308494427027756,1.7434400750932522,-0.7462795671744737,0.01258947425575939,0.021624492279815714,-0.011967378225470598,-0.020195770014305895,-0.01804991721668133,-0.013910803347182608,0.0012320234710115102,-0.01293616682690167,-0.1265236099575888,-0.3908608289723883
0d43137e19fe4d629b4a99580b58e58b,298.15,100.0,2,COC=O,0.4946,CO,0.5054,-0.07981547524274646,0.0,-0.17472417802233683,0.02703093536686957,0.009007661863304626,0.03333333333333333,0.392061173213643,0.0019533638665809767,,,-0.34924162920004587,-0.1428044491418941,0.3103346163726942,0.08879077706477602,-0.05078092811237321,0.03286126200519772,-0.13458631992400838,-0.08963054944335971,0.1715480850346868,-0.01585232680889547
5bf74d7c4d374c42af5a72a080e351cd,298.15,100.0,2,COC=O,0.0833,CO,0.9167,-0.016017622078813076,0.0,-0.023238489407940988,0.03326805254249738,5.214092498486686e-05,0.03333333333333333,0.392061173213643,1.1307062851733485e-05,,,-0.018115091500489577,-0.0012077588789090065,-0.00782817929224597,0.02195985616714601,-0.0045254537883088735,-0.0015747629232703772,-0.0035751619883574513,-0.003183803858589086,-0.00018148953769611643,0.1553730380448077
b0d78020705b4b42a329b9f75c42b7ca,298.15,100.0,2,COC=O,0.7271,CO,0.2729,-0.0779704053850363,0.0,-0.11370416947294164,0.027617098736939488,0.001276901895890073,0.03333333333333333,0.392061173213643,0.00027690360300507003,,,-0.10509340972092988,-0.03785243019840126,0.1349115841770268,0.10842387044287227,-0.41716772276056896,0.05392864876204936,-0.020606704262809063,0.012307528861306028,-0.16619233585866658,0.18951111149381808
248f4303204744bba35f5325cf680ceb,298.15,101.0,2,CCOC(=O)CC(=O)OCC,0.6999,CC(C)CO,0.3001,0.3391505413382205,0.0,0.22050117944164643,0.03953373234504082,0.014077671078464197,0.03333333333333333,0.392061173213643,0.0030528248537290857,-1.5862603981106231,-0.7745762974826167,0.053677529213430844,-0.10421897477885737,0.8717243240352286,-0.07472145974758292,0.1254760395245346,-0.15987785685276526,-0.15543891890129186,-0.20282874374286333,0.049729363936400206,-0.04662359255127699
f9589fe620514e9caabc2ca0174b20ed,298.15,101.0,2,CCOC(=O)CC(=O)OCC,0.3,CC(C)CO,0.7,0.3889953391056479,0.0,0.30662662932964735,0.042150051821194044,0.006784604350163005,0.03333333333333333,0.392061173213643,0.0014712809148227162,-1.6696912023848627,1.1457715873318792,0.07467079436716208,0.03510404514594008,-2.4639573340436747,-0.45724174498016046,0.036066686120474846,0.8742820930006238,-0.5867851775224402,0.23077574761577385,0.18839503988661468,1.8823955692186904
5fc422634cd34ed7b62a6a55fd08ab24,298.15,101.0,2,CCOC(=O)CC(=O)OCC,0.5001,CC(C)CO,0.4999,0.4223704434297204,0.0,0.21929503277173654,0.038627737069065284,0.04123962241390879,0.03333333333333333,0.392061173213643,0.008943051983660825,-0.13738282395671705,12.055803811798384,0.08539675903992365,-0.2662352490708894,-14.870794122050746,-0.44612912784686637,-1.5690495259511716,-0.7751571340265042,-0.15349171803425335,-0.4774141294361272,0.08605146582171401,2.579149357386322
4b67b5b0f7ae450dabbeb794b3743567,298.15,101.0,2,CCOC(=O)CC(=O)OCC,0.7001,CC(C)O,0.2999,0.3168067282716436,0.0,0.04970130013822544,0.045235360167867,0.07134530973833661,0.03333333333333333,0.392061173213643,0.015471645384540067,1.7532820641316684,12.46325214939083,-0.8299811791631457,-0.9853082624877636,-26.114882365099795,0.14010885400531523,-0.34779902669923896,-0.27850403097651627,-5.270475732896439,-1.323768244615586,-0.22948632530694588,-0.3584677441747377
