Id,Temperature (K),Pressure (kPa),N Components,Component 1,Mole Fraction 1,Reference Density Value (g / ml),Reference Density Uncertainty (g / ml),Estimated Density Value (g / ml),Estimated Density Uncertainty (g / ml),Delta^2,Weight,Denom,Term,d Term / d [#1:1]-[#6X4] epsilon,d Term / d [#1:1]-[#6X4] rmin_half,d Term / d [#6:1] epsilon,d Term / d [#6:1] rmin_half,d Term / d [#6X4:1] epsilon,d Term / d [#6X4:1] rmin_half,d Term / d [#8:1] epsilon,d Term / d [#8:1] rmin_half,d Term / d [#8X2H0+0:1] epsilon,d Term / d [#8X2H0+0:1] rmin_half,d Term / d [#8X2H1+0:1] epsilon,d Term / d [#8X2H1+0:1] rmin_half
75585ebb5d9f43cc95b0b69c6e4b237a,298.15,101.325,1,CCCCOC(C)=O,1.0,0.8763500000000002,0.0,0.8598100244770516,0.00024241302360320546,0.0002735707902997393,0.023809523809523808,0.04821932532357388,0.002801419682356844,0.2183873828367879,-0.1992234536660638,0.12919675606098963,0.005850734665405559,0.544898592119042,0.0413481290107333,0.045153638104445434,-0.036638014907482475,0.05553496664699301,0.002868150135350868,,
97fb93dfbce14167a7a19133588d6e43,298.15,101.325,1,CC(C)O,1.0,0.7809870000000001,0.0,0.785140279907296,0.0005125106128615096,1.72497339883475e-05,0.023809523809523808,0.04821932532357388,0.00017664073074991063,-0.047644685563438885,0.0658962318842623,,,-0.17147063560946796,-0.012477935524108747,,,,,-0.0030953986827822115,0.03616838234707018
02d887c4ffb54e50b7fe7f982ab08eeb,298.15,101.325,1,CC(C)CO,1.0,0.7978300000000003,0.0,0.7936288631087985,0.0003483922144356076,1.7649551178616034e-05,0.023809523809523808,0.04821932532357388,0.00018073493885208299,0.17627865369556878,-0.04159391535776469,,,0.164321386331622,0.02067296523687945,,,,,0.00213552075089771,-0.025021528186427913
c2a74deadf3d41069034352cb0f5003d,298.15,101.325,1,CCCCO,1.0,0.8058400000000002,0.0,0.785147108653318,0.00029158298667070285,0.000428195752285594,0.023809523809523808,0.04821932532357388,0.004384810260774401,1.0116591436260065,-0.19381119298321212,,,0.8109511646796473,0.10146615458091132,,,,,0.02941076126452316,-0.08246424892544695
f8c4d23162e44ee3bf0d2ef56eba3be2,298.15,101.325,1,CCOC(=O)CC(=O)OCC,1.0,1.0496030000000005,0.0,1.0434061150459482,0.00034417677139034073,3.84013831337604e-05,0.023809523809523808,0.04821932532357388,0.0003932378541684722,-0.1285309291552922,-0.07458300837480654,0.08667779311503976,0.005889262942335227,0.18511083496669767,0.0038256476818669155,0.020986567779308844,-0.04081196737006073,0.04153785528566833,0.004992298230477197,,
311107c65a97481484defee7c3b317e9,298.15,101.325,1,CC(=O)O,1.0,1.0439000000000005,0.0,1.0714371154955644,0.0003007889860868298,0.0007582927298160268,0.023809523809523808,0.04821932532357388,0.007765069421217163,0.04327327800147457,0.21422504813047102,-0.37131937424050354,0.017648148871185022,-0.30573787688992327,0.03508584998846586,-0.14556950902110177,0.11093586800240066,,,-0.1243768275860982,0.10277451090956177
ef3648732d6e43e4946ceea6e53c4bbe,298.15,101.325,1,CO,1.0,0.7865600000000001,0.0,0.7930122091579318,0.00046377491502413634,4.163100301769711e-05,0.023809523809523808,0.04821932532357388,0.00042630980859561813,,,,,-0.16116882757417159,0.01790134153451514,,,,,-0.06464740832988437,0.04245392384244034
b66593fd22c944d3906a3bfd77ae4298,298.15,101.325,1,CCO,1.0,0.7856450000000001,0.0,0.7831258383470836,0.0003566535077207573,6.346175433525225e-06,0.023809523809523808,0.04821932532357388,6.498610742648422e-05,0.06811794308507776,-0.021670602657375252,,,0.09081094562021629,0.005556406416406376,,,,,0.004805295972202009,-0.02623506551270682
005ce160a6ac41e58c3b3e6f967f0b42,298.15,101.325,1,CC(C)(C)O,1.0,0.7802700000000001,0.0,0.7974721319738809,0.0006969100620326903,0.0002959133444468109,0.023809523809523808,0.04821932532357388,0.0030302119115021846,-0.5613752649448795,0.29087955717052316,,,-0.7727938112124224,-0.07843119620487086,,,,,0.05284407871113853,0.2561573426333944
07839facaf5b4eeea4274ad95b6ff45d,298.15,101.325,1,COC=O,1.0,0.9668300000000004,0.0,0.986667186494272,0.0004749240463442326,0.00039351396800851055,0.023809523809523808,0.04821932532357388,0.004029661843845006,,,-0.26682437019445365,0.09132974636873346,-0.4019347633983633,-0.03483633079926736,-0.20801456456751655,0.007887007377139273,-0.17491061173452552,0.03371790504045861,,
cddaabd70d644003a38cd01e47a4ed80,298.15,101.325,1,CCOC(C)=O,1.0,0.8944000000000002,0.0,0.8880941198218734,0.00025326653388568467,3.9764124820892894e-05,0.023809523809523808,0.04821932532357388,0.000407192601969282,0.002381590530654222,-0.0707926654008907,0.06517897306346485,0.0018787002497963902,0.1624575613907779,-0.003366851203085627,0.013196644358427817,-0.03316750100106295,0.027439263809165452,-0.0044726046529208925,,
1170fb2d9dff466780cf0db7c2ae946c,298.15,101.325,1,CCCOC(C)=O,1.0,0.8820500000000001,0.0,0.8691347175532534,0.00023997944637443592,0.00016680452067924258,0.023809523809523808,0.04821932532357388,0.0017081116987122098,0.12778320192779014,-0.1565700557975512,0.1217390002334573,0.005989582984942394,0.40861275598515795,0.02102945137905513,0.02997233203959165,-0.04829988539230036,0.05064928264660792,-0.0031509786729547722,,
