Id,Temperature (K),Pressure (kPa),N Components,Component 1,Mole Fraction 1,Component 2,Mole Fraction 2,Reference Density Value (g / ml),Reference Density Uncertainty (g / ml),Estimated Density Value (g / ml),Estimated Density Uncertainty (g / ml),Delta^2,Weight,Denom,Term,d Term / d [#1:1]-[#6X4] epsilon,d Term / d [#1:1]-[#6X4] rmin_half,d Term / d [#6X4:1] epsilon,d Term / d [#6X4:1] rmin_half,d Term / d [#8X2H1+0:1] epsilon,d Term / d [#8X2H1+0:1] rmin_half,d Term / d [#8X2H0+0:1] epsilon,d Term / d [#8X2H0+0:1] rmin_half,d Term / d [#6:1] epsilon,d Term / d [#6:1] rmin_half,d Term / d [#8:1] epsilon,d Term / d [#8:1] rmin_half,Environment 1,Environment 2
7e6cb51c834448c8887a05bbfc2b649b,303.15,101.3,2,CC(C)(C)O,0.4973,CCCCOC(C)=O,0.5027,0.8266077003431636,0.0,0.8395037182060922,0.00021579433139799428,0.0001663072767209735,0.010101010101010102,0.04821932532357388,0.000722493257391165,-0.16571781175019695,0.06053155421654929,-0.16941994451783982,-0.0010120710138353606,-0.001213645993672042,0.013250472619993176,-0.009282371690426911,0.0009650440199992733,-0.017690596938858577,0.001227117805692036,-0.003222859556833342,0.011370072369491948,alcohol,ester
4b9e480efdd949168af7266ef60f9164,303.15,101.3,2,CC(C)(C)O,0.7538,CCCCOC(C)=O,0.2462,0.8010966665339349,0.0,0.8227693063984515,0.00029973469342243857,0.00046970331869703493,0.010101010101010102,0.04821932532357388,0.002040544992521448,-0.21387727764941858,0.11869279573833015,-0.30992321536367934,-0.014302319126280811,0.0010760647409311184,0.038887764512492054,-0.010143730731612354,-0.0020799487076614003,-0.01831843195696979,-0.0015990867681795712,-0.009137451549389851,-0.0007089886308653715,alcohol,ester
4dbbfbd69ae648b48f7d958f037fab2f,303.15,101.3,2,CC(C)(C)O,0.2394,CCCCOC(C)=O,0.7606,0.8504597383810222,0.0,0.8554607347682214,0.0002986747237733481,2.500996486477942e-05,0.010101010101010102,0.04821932532357388,0.0001086514753813792,-0.03329667860352448,0.027059008699737656,-0.07068424328634923,-0.0015217022148142105,-0.0005429791246106022,0.0025893368824948114,-0.005237504672375773,0.00040530860628735425,-0.011370385275179121,-0.0007304698941309571,-0.0024753778770916918,0.005455831083916968,alcohol,ester
76e56e66d12e49bfb3a4f9748a5fbc5f,298.15,101.0,2,CCOC(=O)CC(=O)OCC,0.7998,CCCCO,0.2002,1.0158560000000003,0.0,1.0174640764341019,0.00021542508628473645,2.585909817912745e-06,0.010101010101010102,0.04821932532357388,1.123403884965399e-05,0.005023078646888288,0.006908717099146137,-0.015703857202321488,0.001648673693755461,-0.00030878783096421837,-1.1473486688474471e-05,-0.0029374019467112945,-0.00023906893883606902,-0.004994102677293866,4.250589657706718e-05,-0.0010464177841408814,0.0034943062493142025,ester,alcohol
123cfb5de3104e47a8dd9631afc18791,298.15,101.0,2,CCOC(=O)CC(=O)OCC,0.5,CCCCO,0.5,0.954786,0.0,0.9558197265629462,0.0002761422203651857,1.0685906069405687e-06,0.010101010101010102,0.04821932532357388,4.6423074422739805e-06,-0.007787963912193936,0.0035835529054648206,-0.011755623266638617,0.00021068321732208058,-0.0006686818885564201,-0.000311890672064483,-0.0012181738051423524,4.114955970761419e-05,-0.0020769175885644205,3.528320100371424e-05,-0.0008147037743819898,0.000974446222341512,ester,alcohol
0703f2f32fe347e5bb7f3d429e077382,298.15,101.0,2,CCOC(=O)CC(=O)OCC,0.2002,CCCCO,0.7998,0.8748860000000002,0.0,0.8749874376506088,0.00026527230445023536,1.0289596961004592e-08,0.010101010101010102,0.04821932532357388,4.4701377908263796e-08,-0.001314891298920385,0.00032165935304738486,-0.0012620641565248643,-3.9985355458976555e-05,-2.2981105011588657e-05,0.00014824208336938443,-5.5820380740071846e-05,-2.385577200554069e-06,-0.00015190602981438744,-3.000162849253268e-05,-4.324144649981082e-05,4.008817303506176e-05,ester,alcohol
bf1d16beed9a4abf83e92e18ee3453f2,299.15,101.3,2,CC(C)(C)O,0.2618,COC=O,0.7382,0.8891964273308677,0.0,0.9273828403800621,0.00031685451571141415,0.0014582021415636887,0.010101010101010102,0.04821932532357388,0.006334907503540744,-0.11840765149969124,0.0997844890326545,-0.45919122287240544,-0.01842867732892149,-0.02587231308339176,0.0010677382050871525,-0.09254262017990746,0.01542365449742486,-0.12696382209983753,0.04799579105011393,-0.1414270308496976,-0.06632665557835939,alcohol,ester
e6abadd5f6a64147a4882dd0c6f75530,299.15,101.3,2,CC(C)(C)O,0.5024,COC=O,0.4976,0.8409570497216361,0.0,0.8787980958799516,0.0003544518717080685,0.0014319447743557656,0.010101010101010102,0.04821932532357388,0.006220836903993877,-0.3147533476654176,0.10107183763327574,-0.4148786527016744,-0.03601506545164981,-0.009745588053777754,0.030267814278542398,-0.045528297356001696,0.007128182502544166,-0.07479386704320233,0.01750956295007203,-0.07223579202748932,-0.029388301735973992,alcohol,ester
98b612b5aa8a47f6907ac50dda9626d7,299.15,101.3,2,CC(C)(C)O,0.7581,COC=O,0.2419,0.8035019431958534,0.0,0.8396885404824419,0.0002548288438340001,0.0013094698231817315,0.010101010101010102,0.04821932532357388,0.005688765619037334,-0.15980011606182065,0.17758955163124465,-0.44030436800657813,-0.007570131216973622,0.002229670536287302,0.0742862642034107,-0.01832642228035332,0.0047389966986591875,-0.029959233999962476,0.006518247497117991,-0.018399134015129208,0.0035256875897296254,alcohol,ester
7a160f8d3bce4164b45817907b6dc563,298.15,101.0,2,CCOC(=O)CC(=O)OCC,0.7978,CO,0.2022,1.0336070000000002,0.0,1.0346515787200992,0.00026579991112172624,1.0911447024836621e-06,0.010101010101010102,0.04821932532357388,4.740289817295254e-06,0.0028850548571027466,0.004245516983577113,-0.010418882326352644,0.0012243798152465537,1.9677808043166295e-05,0.0006938458845501127,-0.0018679856556757,0.00029215564584254594,-0.0037498511819661637,-8.680122316909656e-05,-0.0007747281503216802,0.002410589266884364,ester,alcohol
