Id,Temperature (K),Pressure (kPa),N Components,Component 1,Mole Fraction 1,Component 2,Mole Fraction 2,Reference EnthalpyOfMixing Value (kJ / mol),Reference EnthalpyOfMixing Uncertainty (kJ / mol),Estimated EnthalpyOfMixing Value (kJ / mol),Estimated EnthalpyOfMixing Uncertainty (kJ / mol)
5c17705da03645ecb045d3d0a5a5f15d,303.15,101.0,2,CC(C)OC(C)C,0.2516,CCO,0.7484,0.201984,0.0,0.17931013350735636,0.03694325552709296
22516581e21a48288e9be33d0b31998d,303.15,101.0,2,CC(C)OC(C)C,0.4894,CCO,0.5106,0.400777,0.0,0.4661456278190341,0.04349547191082468
1e3ae85201ec4fb6b2880c3880de9019,303.15,101.0,2,CC(C)OC(C)C,0.7871,CCO,0.2129,0.4411390000000001,0.0,0.44856959292087506,0.03866241726513068
0f14f9894ae348679137429a0c7d3157,313.15,101.0,2,CCCCCO,0.2491,CCCCCCC,0.7509,0.7825,0.0,0.9436577219919542,0.052186984832065235
f44a9fa11d8948319b56120e21fa4753,313.15,101.0,2,CCCCCO,0.7483,CCCCCCC,0.2517,0.4441,0.0,0.5181555057448861,0.05531282146244506
80239928cd5842e28be4d6598c95b967,313.15,101.0,2,CCCCCO,0.4984,CCCCCCC,0.5016,0.7403,0.0,0.8108783845010379,0.06095899490230984
2ad706702e0b4ffcb3e54699014025ff,291.15,101.0,2,CCCOC(C)=O,0.4984,CCCCCC,0.5016,1.109,0.0,1.262105489496399,0.04415415995263757
0907ec85329046798b11b049abeabb27,291.15,101.0,2,CCCOC(C)=O,0.2307,CCCCCC,0.7693,0.7509999999999999,0.0,1.030757982537125,0.04416218773242752
f1635d3f7aa14f809836f68562f5cb75,291.15,101.0,2,CCCOC(C)=O,0.7361,CCCCCC,0.2639,0.8170000000000001,0.0,0.9650493987927504,0.042936854096358355
39fc7a62747a4cdbb40096b17f3d5cf7,291.15,101.0,2,CCCCOC=O,0.256,CCCCCCC,0.7440000000000001,0.888,0.0,1.2902801433685767,0.0456566893297355
760cd25f58aa415ab5d8f79a4348e170,318.15,101.0,2,CCCCOC=O,0.488,CCCCCCC,0.512,1.242,0.0,1.5600937807927977,0.04558061321932718
d59e1636542347ecace887dd36dfeee6,318.15,101.0,2,CCCCOC=O,0.747,CCCCCCC,0.253,0.856,0.0,1.0685818022005975,0.046785839886900375
e2f4e39b4bd9427a936dfeb1a21041ca,298.15,101.325,2,C1CCOC1,0.25,CCCCCC,0.75,0.57375,0.0,0.9524979664934676,0.04729137911626738
ad9f13240c534068b141386309b92198,298.15,101.325,2,C1CCOC1,0.75,CCCCCC,0.25,0.58102,0.0,0.9892714448814957,0.03904889631783019
4b2c28ae1b974e9c9e7fa5f640b28126,298.15,101.325,2,C1CCOC1,0.5005,CCCCCC,0.4995,0.7507199999999999,0.0,1.2860077216291899,0.04185953139904761
7eb74829580d4d45a03620ab55b1b128,298.15,99.0,2,CCCCCC,0.7515,C1CCCCC1,0.2485,0.14,0.0,0.19390454424829784,0.04058450110285395
6bf8ecff13d54817b54656490b16ed4d,298.15,101.0,2,CCCCCC,0.5168,C1CCCCC1,0.4832,0.2144,0.0,0.36568560190720234,0.04520685460508458
fbf92f7a99004540aa4e3a5b35ec322b,298.15,99.0,2,CCCCCC,0.2298,C1CCCCC1,0.7702,0.182,0.0,0.3126250796210144,0.043227280827324646
27a8499310ed48a2a50cf5186adb4cb2,298.15,101.0,2,CCCCCC,0.5003,COC(C)(C)C,0.4997,0.3741,0.0,0.6216013943754888,0.04344471864086356
8172d17d271d4a08b9372c876d63c576,298.15,101.0,2,CCCCCC,0.25,COC(C)(C)C,0.75,0.28085,0.0,0.45161349945354345,0.0406836854595155
d6ad69adf16345dcbf7bbcd4ea07cb9a,298.15,101.0,2,CCCCCC,0.7509,COC(C)(C)C,0.2491,0.27546,0.0,0.4558029168378397,0.05377277641356376
cf99c0a2d7214b7ca1b84435b2bed5c9,298.15,101.325,2,CCO,0.2426,CCCCCC,0.7574,0.5503,0.0,0.8561829653377515,0.046517447804148175
1fa8c801cfcd4a12ad417f6e5e7068e9,298.15,101.325,2,CCO,0.7125,CCCCCC,0.2875,0.4453,0.0,0.729773001708903,0.03809249847408407
eb0be2704b69413fa69f493006e9931b,298.15,101.325,2,CCO,0.49,CCCCCC,0.51,0.5637,0.0,0.9579988282641025,0.0415644626410134
a16d41b0e2df4b57b59c7d2dd6a5600f,298.15,100.0,2,COC(C)=O,0.774,CCCC(=O)OC,0.226,0.102,0.0,0.04392914840899742,0.037183404772451134
27c071be1c414b3c8807d55f2b63ee62,298.15,100.0,2,COC(C)=O,0.5178,CCCC(=O)OC,0.4822,0.151,0.0,0.03940432118448456,0.03078269265706113
00ac6b821d59446196c999d50faa90bd,298.15,100.0,2,COC(C)=O,0.2331,CCCC(=O)OC,0.7669,0.1,0.0,0.07393120074056725,0.0391546814356034
8a748e87950f431fad183c8dd7d2e940,318.15,101.32,2,CCCCOC=O,0.2415,CCCCCC,0.7585,0.9076,0.0,1.2124192811495647,0.04567065349145999
4874707a05dd4e828c630180b455ed9b,318.15,101.32,2,CCCCOC=O,0.5104,CCCCCC,0.4896,1.1515,0.0,1.4007306236081831,0.04192068892703032
7c7c00b3241c46889fb054360a6d0ac6,291.15,101.32,2,CCCCOC=O,0.7406,CCCCCC,0.2594,0.738,0.0,0.9841444931910672,0.050287305955452485
e1d56ded301b4f92a6d9680915944072,298.15,101.3,2,CCC(C)(C)O,0.4599,CCCO,0.5401,-0.8588,0.0,-0.5671017505578888,0.04453561718688244
4c853de37e2542d89e4f808d06e80d80,298.15,101.3,2,CCC(C)(C)O,0.2802,CCCO,0.7198,-0.6561,0.0,-0.563797658830961,0.04121067889267766
b921b07b3e154b0a9d3babc913592de6,298.15,101.3,2,CCC(C)(C)O,0.7292,CCCO,0.2708,-0.6715,0.0,-0.6719632070455059,0.07093002426562457
615176146b524b5590f26999dcdf944b,298.15,101.3,2,OCCO,0.2587,CCO,0.7413,0.35141,0.0,0.4699448509882669,0.03377118069157796
9c416cd630de4f0285a2f74b76a4f428,298.15,101.3,2,OCCO,0.7581,CCO,0.2419,0.26367,0.0,0.3990276441522127,0.044011888489215605
e01b6e3dfbb84b53b56e344eaf17eac0,298.15,101.3,2,OCCO,0.5112,CCO,0.4888,0.39557,0.0,0.5648687742795904,0.03791857680771783
6cd71b18711a43a88e227bd63c14da28,291.15,101.0,2,CCCCC,0.7679,CCCCOC=O,0.2321,0.779,0.0,1.139474346259206,0.04291038438022835
fb8ca67a9beb4d69926f3afed755e407,298.15,101.0,2,CCCCC,0.24600000000000002,CCCCOC=O,0.754,0.632,0.0,0.7939260745791188,0.048120109239612456
6ec1f2ddc5e545b2b29c0773b1f8077f,298.15,101.0,2,CCCCC,0.4905,CCCCOC=O,0.5095,0.959,0.0,1.3378875568203483,0.040381978388834165
e93df977261649eca52a98df6d556b9f,313.15,101.0,2,CC(=O)O,0.5003,CCCOC(C)=O,0.4997,0.0139,0.0,-0.8734309001579774,0.03630486756795044
7f4816619b364b3abb0ab05aae5ce765,313.15,101.0,2,CC(=O)O,0.7004,CCCOC(C)=O,0.2996,-0.016,0.0,-0.6647853101034258,0.03295158974286999
c539367291c24e7ca1651aa99f7fecc3,313.15,101.0,2,CC(=O)O,0.2008,CCCOC(C)=O,0.7992,0.0406,0.0,-0.4960650588358906,0.04559922295376335
750501eece474cbd9313979290a2fd3b,298.15,101.3,2,CC(=O)CC(C)C,0.2495,CO,0.7505,0.5279,0.0,0.08026214660656805,0.02945303041718158
ce0f91ae2cac4c2da979bd68aa8be4b6,298.15,101.3,2,CC(=O)CC(C)C,0.5037,CO,0.4963,0.875,0.0,0.1471699907274271,0.031073532957451366
71a24033885244bc8115bef4a92c61e7,298.15,101.3,2,CC(=O)CC(C)C,0.7070000000000001,CO,0.293,0.8161,0.0,0.14881688438722307,0.04375453188182378
66262a98d11749e9879992e4a599de59,298.15,101.0,2,CCCCCO,0.7514,CCCCCC,0.2486,0.2356,0.0,0.2775248309777396,0.05495312623247604
aa11ce9db3e845de99406bf6393eae28,298.15,101.0,2,CCCCCO,0.2524,CCCCCC,0.7476,0.5269,0.0,0.7320879210616908,0.05872099737881881
f0da26afd8f34a51bd03d2551e8f1f0e,298.15,101.0,2,CCCCCO,0.5035,CCCCCC,0.4965,0.4776,0.0,0.6153763571698647,0.05133630579916571
760b1405a83f427996d184d767b20639,298.15,101.3,2,OCCO,0.2511,CCCO,0.7489,0.5280600000000001,0.0,0.7142731626913665,0.037589568068777716
6e6bca2a982249508cd39a43b90ac4a7,298.15,101.3,2,OCCO,0.7574,CCCO,0.2426,0.42618,0.0,0.514648232974757,0.048316936086704086
53a0e81b49d3418e87a21f1c614a79a1,298.15,101.3,2,OCCO,0.5229,CCCO,0.4771,0.60422,0.0,0.7468361240095334,0.04437618570468259
80de377b54f840979c3b3187b42e89b6,303.15,101.0,2,CC(C)OC(C)C,0.772,CCCCO,0.228,0.3792,0.0,0.46354859599781584,0.04746352443823062
9639e888d4014cd7bff1d63a1edfdccd,303.15,101.0,2,CC(C)OC(C)C,0.27,CCCCO,0.73,0.1907,0.0,0.23221774946562945,0.045208441656775004
5000c59cb4f248b9bd94c7dfa3861e15,303.15,101.0,2,CC(C)OC(C)C,0.5,CCCCO,0.5,0.3266,0.0,0.30843950899608075,0.04664598147969602
9166aa5357684d5791b647d213a6aab0,318.15,101.325,2,CC(C)(C)O,0.7408,CCCOC(C)=O,0.2592,1.2791,0.0,0.9157499578262502,0.04620552597421283
f5cc0f62791543ca978e2412f44f41e7,318.15,101.325,2,CC(C)(C)O,0.5043,CCCOC(C)=O,0.4957,1.8156,0.0,1.1617407096840466,0.050350962674748326
d55de5f907c3438baad24f543b17cb5d,318.15,101.325,2,CC(C)(C)O,0.2244,CCCOC(C)=O,0.7756,1.3037,0.0,0.8647142589261265,0.05242298571298174
a68e3453646b428a8950109b47ec9013,298.15,101.3,2,CCCC(C)C,0.4826,COC(C)(C)C,0.5174,0.30321,0.0,0.6198294847259973,0.034684098918666514
5df3f99990ce4d19b3e48d1aaeed6e91,298.15,101.3,2,CCCC(C)C,0.2372,COC(C)(C)C,0.7628,0.22667,0.0,0.5036969859687943,0.04502627633839199
b42adde37fb24479af17488a2cdc0a03,298.15,101.3,2,CCCC(C)C,0.7367,COC(C)(C)C,0.2633,0.21886,0.0,0.42226612846657474,0.03594240021453489
476864083565432698df768e9d7ab818,298.15,101.0,2,C1CCOC1,0.75,CCC(C)(C)C,0.25,0.525,0.0,0.9156562031654829,0.03847852027951186
d186a69631d443efaeb511c78a53a952,298.15,101.0,2,C1CCOC1,0.5001,CCC(C)(C)C,0.4999,0.685,0.0,1.1596995379725854,0.039244364086240296
df99d1044f964d40b5e31a7c4cd9a4d5,298.15,101.0,2,C1CCOC1,0.2505,CCC(C)(C)C,0.7495,0.5077,0.0,0.9201589707332687,0.044334742290181105
82f54f8b8758465fa2047f013412d185,299.15,101.325,2,CC(C)(C)O,0.7507,CCCOC(=O)CC,0.2493,1.25,0.0,1.2647796789646826,0.04541332221810917
47fdb210792f46418deced9e54daef3c,318.15,101.325,2,CC(C)(C)O,0.4963,CCCOC(=O)CC,0.5037,1.7235,0.0,1.3179949250291045,0.04550480630219819
ae13e53792f64a29a3d1ecdc65ebae6a,299.15,101.325,2,CC(C)(C)O,0.2795,CCCOC(=O)CC,0.7205,1.4369999999999998,0.0,1.2288980653590826,0.04685535928819078
6ac91d8fcf334df3968ea08c5371e20c,298.15,101.0,2,CCOC(C)=O,0.7368,CCCCCC,0.2632,1.065,0.0,1.320330027292428,0.040221661949713605
a2495e77a58c43cda54d33d670bc48f7,298.15,101.0,2,CCOC(C)=O,0.495,CCCCCC,0.505,1.364,0.0,1.7060919425570873,0.04440129100828864
03705d6c91084484a53d694dafbc5dff,298.15,101.0,2,CCOC(C)=O,0.2621,CCCCCC,0.7379,1.094,0.0,1.3735737195476645,0.049394967190835595
56b966d2e72a4c53839408615eae6d49,298.15,101.0,2,C1CCCC1,0.728,CCCCCO,0.272,0.4827,0.0,0.6161755444511954,0.041732447469957905
26993dac294d457face4e0005c7f54ef,298.15,101.0,2,C1CCCC1,0.223,CCCCCO,0.777,0.1885,0.0,0.231247927558222,0.04987500462707683
0ed388c6d724492ba678ea25bca95259,298.15,101.0,2,C1CCCC1,0.535,CCCCCO,0.465,0.4381,0.0,0.5135223869696262,0.06441540880318106
6528a3242eaf48e68e852b98bb0ebfd4,298.15,101.0,2,CCCCCCO,0.506,CCCCCC(=O)O,0.494,0.624,0.0,0.2867897494942362,0.052634322728388874
6c6446fbff7742be9be67f4f409b76ef,298.15,101.0,2,CCCCCCO,0.256,CCCCCC(=O)O,0.7440000000000001,0.58,0.0,0.18185429051762547,0.05260928816070647
99ef7d6cd10448dbab48399fcb8905f7,298.15,101.0,2,CCCCCCO,0.738,CCCCCC(=O)O,0.262,0.4,0.0,0.23990176450697476,0.056269678572182145
d2c08712ff464f99b613c717a05c6c8d,308.15,101.0,2,CCOCCO,0.4996,CCCCCC,0.5004,1.1864,0.0,1.4710329764807,0.06363825335554782
3e53be75136d4e05b696797c2bd9f811,308.15,101.0,2,CCOCCO,0.4996,CCCCCC,0.5004,1.1864,0.0,1.4710329764807,0.06363825335554782
03d2ba0b168c417ca5210f2e2b30b211,298.15,101.0,2,CCOCCO,0.7591,CCCCCC,0.2409,0.7976,0.0,1.1393943804073103,0.04708182317580091
20b94aaa55164f778f26bffc0e3db288,298.15,101.0,2,CCOCCO,0.7591,CCCCCC,0.2409,0.7976,0.0,1.1393943804073103,0.04708182317580091
3f575559b569438ab504a221b2c1d786,308.15,101.0,2,CCOCCO,0.2309,CCCCCC,0.7691,1.0344,0.0,1.3306101345176131,0.04712043856493169
c2004c177d0641258446defd48dcff7f,308.15,101.0,2,CCOCCO,0.2309,CCCCCC,0.7691,1.0344,0.0,1.3306101345176131,0.04712043856493169
31619a3e883747338e9f42141b5cad3e,298.15,101.0,2,CC(=O)O,0.7458,OCCO,0.2542,0.0279,0.0,-0.14026208468240497,0.03464479086670055
1aa9ae886c954b839a85ccac6a7e353a,298.15,101.0,2,CC(=O)O,0.2458,OCCO,0.7542,-0.0249,0.0,-0.08259405416069487,0.04224316286248453
bf0fce8625ff4edbb81c65a8b24c156e,298.15,101.0,2,CC(=O)O,0.4944,OCCO,0.5056,-0.0633,0.0,-0.1707534861722948,0.032359255689677596
0f2f0df2b3a94957b78be51dd1783c67,298.15,101.0,2,CCOCCO,0.2692,C1CCCCC1,0.7308,0.9902,0.0,1.3770988008609066,0.041767714987497574
a569dbddf2d94da2b846da0b7cc23c29,298.15,101.0,2,CCOCCO,0.2692,C1CCCCC1,0.7308,0.9902,0.0,1.3770988008609066,0.041767714987497574
298401b1fa604957b323d35ddcabd5e1,298.15,101.0,2,CCOCCO,0.7464,C1CCCCC1,0.2536,0.7986,0.0,1.1162411215643857,0.045298888138313356
cc7d4baf3b924a409d45c92103972ca1,298.15,101.0,2,CCOCCO,0.7464,C1CCCCC1,0.2536,0.7986,0.0,1.1162411215643857,0.045298888138313356
215b183c862c486cbee8e21fb32be997,298.15,101.0,2,CCOCCO,0.5249,C1CCCCC1,0.4751,1.069,0.0,1.3455658211352386,0.042195895480431664
98f5eb8c50844b3188ba27948ab7ddb3,298.15,101.0,2,CCOCCO,0.5249,C1CCCCC1,0.4751,1.069,0.0,1.3455658211352386,0.042195895480431664
55d1cd1060dc402cbc05d98dc695882f,291.15,101.0,2,CCCCC,0.5047,CCCOC=O,0.4953,1.005,0.0,1.4224315661057574,0.04091553589168477
0c36cd346630405aa4375f443b3cb2fa,291.15,101.0,2,CCCCC,0.7304,CCCOC=O,0.2696,0.8809999999999999,0.0,1.3162767324566857,0.03790389601168866
5cc9dda7609348ca91dc13834ab1c436,291.15,101.0,2,CCCCC,0.2335,CCCOC=O,0.7665,0.6679999999999999,0.0,0.9799347773358988,0.04057081263367108
649382bac9b24059aa8947ccf2bddddd,298.15,101.0,2,CCCOCCC,0.7503,CCC(C)(C)C,0.2497,0.111,0.0,0.1472677689045554,0.044700492272502466
c3b1b8c8f36644f3be4ed5ec42a161da,298.15,101.0,2,CCCOCCC,0.2499,CCC(C)(C)C,0.7501,0.1246,0.0,0.2980469202424416,0.04269119271275657
a21134626f244a51a3534c9abf403053,298.15,101.0,2,CCCOCCC,0.4995,CCC(C)(C)C,0.5005,0.1547,0.0,0.37367744504976486,0.04005024368972629
96744091eb294de48ad584ab309ddf2f,298.15,101.0,2,COC(C)(C)CC(C)(C)C,0.511,CO,0.489,0.518,0.0,0.6697034116545382,0.043388342470533026
292c6d1db56141a386478443dd657e8a,298.15,101.0,2,COC(C)(C)CC(C)(C)C,0.701,CO,0.299,0.526,0.0,0.6602078962831825,0.05211942179503726
2ffc1148bcd14c1699cbb73aff507642,298.15,101.0,2,COC(C)(C)CC(C)(C)C,0.20600000000000002,CO,0.794,0.308,0.0,0.4385278403499697,0.03623536606775187
5c15ac51ad084652b350fe43412fb1a0,300.0,101.0,2,OC1CCCCC1,0.4614,CCCO,0.5386,0.0946,0.0,0.21688129648817878,0.04263173175046202
596b881cd9aa4fe5b1ebe0d2e1db0e7a,300.0,101.0,2,OC1CCCCC1,0.2326,CCCO,0.7674,0.0631,0.0,0.056501954844389246,0.039813289198602775
684a226e030340249fdfdf010f1fba94,300.0,101.0,2,OC1CCCCC1,0.7223,CCCO,0.2777,0.0859,0.0,0.1465385812978255,0.04487270930469565
15c69f0f43cf4b8c9da2ba1a0056b3c6,298.15,101.0,2,C1CCCC1,0.7559999999999999,CCCCCCO,0.244,0.4379,0.0,0.49591403239774934,0.04085571753004763
f8f11c4116134806a7519f518e14e7e2,298.15,101.0,2,C1CCCC1,0.469,CCCCCCO,0.531,0.3752,0.0,0.4542043895957022,0.04265535056724117
bca91b336c784f05b058459d3ea89e57,298.15,101.0,2,C1CCCC1,0.249,CCCCCCO,0.7509999999999999,0.2025,0.0,0.21238784875053796,0.04963466785350514
cbbabfe1df924673acad597a43b5a373,298.15,101.0,2,COC(C)(C)C,0.2472,CCCO,0.7528,0.3268,0.0,0.38400433552092217,0.04353654358540745
0b25a1f97415479bbd6155cbc7954ac6,298.15,101.0,2,COC(C)(C)C,0.4982,CCCO,0.5018,0.5481,0.0,0.4485294379490359,0.03534906072021362
bc29280705de44328c3f526c440f75da,298.15,101.0,2,COC(C)(C)C,0.7491,CCCO,0.2509,0.5255,0.0,0.605021363224143,0.03750000880268796
8f46dedd2c204f279942e375d0ad1bdd,298.15,101.3,2,C1COCCO1,0.25,CCCCCC(C)=O,0.75,0.2911,0.0,0.5100188955871516,0.04770303800871725
4a44d37f871042d3abeb9d3168225e9f,298.15,101.3,2,C1COCCO1,0.5,CCCCCC(C)=O,0.5,0.4509,0.0,0.8886198870176116,0.0440695419526535
83cbec235cae4b0ab225de6921531948,298.15,101.3,2,C1COCCO1,0.75,CCCCCC(C)=O,0.25,0.4064,0.0,0.8249653199786309,0.036891239740037364
74710940c3014fb5b8e567dc689a2c74,298.15,101.0,2,CC(=O)CC(C)C,0.2017,CCC(C)(C)O,0.7983,0.8181,0.0,-0.043010811475691746,0.0714163291988444
37375cae0a194b7884c28cea93997ae0,298.15,101.0,2,CC(=O)CC(C)C,0.7009,CCC(C)(C)O,0.2991,1.2068,0.0,0.5335113280743897,0.049405515186763276
db154d2e45bb48f191a7cfd3c9b0047d,298.15,101.0,2,CC(=O)CC(C)C,0.5008,CCC(C)(C)O,0.4992,1.3674,0.0,0.6044990076763028,0.05556420646983689
caf8feb9f9844a459aed821484bc9d53,298.15,100.0,2,COC(C)=O,0.7653,CCCCC(=O)OC,0.2347,0.173,0.0,0.06621190778593089,0.040277378944261165
64be0273afbb4278a5703d8225862c83,298.15,100.0,2,COC(C)=O,0.4945,CCCCC(=O)OC,0.5055,0.238,0.0,0.19396373356337904,0.04213347104663892
f958fe9142404892b81ef2091f07169b,298.15,100.0,2,COC(C)=O,0.2661,CCCCC(=O)OC,0.7339,0.17800000000000002,0.0,0.12001899699397711,0.0467079294297013
cc6a6ad0fed04adcbc3213b4a577f739,298.15,101.0,2,CCOC(C)(C)CC,0.7003,CCC(C)(C)O,0.2997,0.9727,0.0,0.977253604801156,0.06064595965336467
