Id,Temperature (K),Pressure (kPa),N Components,Component 1,Mole Fraction 1,Component 2,Mole Fraction 2,Reference ExcessMolarVolume Value (cm ** 3 / mol),Reference ExcessMolarVolume Uncertainty (cm ** 3 / mol),Estimated ExcessMolarVolume Value (cm ** 3 / mol),Estimated ExcessMolarVolume Uncertainty (cm ** 3 / mol)
ba6a749d0c2f4939b6ed3cad0d49e0ae,298.15,101.0,2,CCCCO,0.7447,CCOC(C)=O,0.2553,0.2234967389871585,0.0,0.15872307685398834,0.04094362075097157
91407b69586e4027bb802ff722ed22b1,298.15,101.0,2,CCCCO,0.4963,CCOC(C)=O,0.5037,0.2869639181418435,0.0,0.21591020673778794,0.039036943234289655
92b076e6c0c44b439f0694f570c6ad29,298.15,101.0,2,CCCCO,0.2525,CCOC(C)=O,0.7475,0.18903739415884505,0.0,0.16345284086156442,0.036320138958500274
886f153b808d48ea9adbba5b19e9b75e,298.15,101.3,2,CCCCCO,0.7708,CCOCC,0.2292,-1.2165249074509248,0.0,-0.4281125471944023,0.04039041224511337
c25df803586c459a8beb3a1028eb6d6f,298.15,101.3,2,CCCCCO,0.2648,CCOCC,0.7352,-1.628909026628321,0.0,-0.5561014854259699,0.05086968395162455
6ed732d9554e4c3780e082f5e27044f3,298.15,101.3,2,CCCCCO,0.4567,CCOCC,0.5433,-1.938515594697634,0.0,-0.6922952446949395,0.047377220111414375
4922c42f740a4105916f4729ffc01a48,298.15,100.0,2,COC(C)=O,0.2606,CCCC(=O)OC,0.7394,0.07574235631921056,0.0,0.05484934193497296,0.04261695024985012
74cc637e1bdd4d8fb9766a6fbccc6e59,298.15,100.0,2,COC(C)=O,0.4544,CCCC(=O)OC,0.5456,0.10391545955037174,0.0,0.01012655997918485,0.033635011520039754
7b3cd91db0fb42c39b5174071aec5ad2,298.15,100.0,2,COC(C)=O,0.7464,CCCC(=O)OC,0.2536,0.09894594011771927,0.0,0.07573258256783928,0.034020658565091975
a7e8a21224464e55b2e0500297a83e6d,298.15,101.0,2,C1CCCCC1,0.7608,CCCCCC,0.2392,-0.010857411288657914,0.0,0.2726827763450501,0.052877370843163796
d6f40dd0af7d43d0966dfb7992034410,298.15,101.0,2,C1CCCCC1,0.4793,CCCCCC,0.5207,-0.7142145480370203,0.0,0.2739845127106368,0.055425009675943056
40ab79f2bd934776b37952225add1dd5,298.15,101.0,2,CCCCCC,0.2457,C1CCCCC1,0.7543,0.16440663986452364,0.0,0.36400755549835945,0.049070861070619844
d55ff1fe546247528564f5f032e61ac6,298.0,101.3,2,CC(=O)OCCC(C)C,0.7499,C=CC(=O)OCC,0.2501,0.04825826535025257,0.0,0.04379864177603249,0.04186945082462882
62dc22a32dac43d6828f878c71695676,298.0,101.3,2,CC(=O)OCCC(C)C,0.2501,C=CC(=O)OCC,0.7499,0.04792052010303394,0.0,0.038349000933191456,0.03854666434430294
