,Iteration,Objective Function
0,0,0.7684834668845643
1,1,0.12922927020420982
2,2,0.06899430359849296
3,3,0.05895506171260538
4,4,0.0637982589959476
5,5,0.06017191601272631
6,6,0.05979299021441846
7,7,0.06270489811568886
8,8,0.06587126206263506
9,9,0.06045138208879611
10,10,0.06202294223959098
11,11,0.06711010346556591
