Study,Property,Statistic,Value,Std,Lower 95% CI,Upper 95% CI
rho_pure_h_vap,Pure Density,Slope,1.0586274280388983,0.02619299327883361,1.00025225661502,1.1017830968358486
rho_pure_h_vap,Pure Density,Intercept,-0.058560981051078986,0.02406239464611594,-0.09879362591061547,-0.004652267788012421
rho_pure_h_vap,Pure Density,R,0.9825538787250766,0.003944609110045213,0.9737669901277808,0.9888550345229186
rho_pure_h_vap,Pure Density,R^2,0.9654121245976925,0.007739372787510333,0.9482221510625175,0.9778342793013225
rho_pure_h_vap,Pure Density,p,2.401371724138753e-54,1.1527187821186494e-44,3.207077670610085e-61,5.0371116562900836e-48
rho_pure_h_vap,Pure Density,RMSE,0.0235766129989485,0.0015616320949797984,0.02040791714117768,0.026623595501470757
rho_pure_h_vap,Pure Density,MSE,-0.0022624055825943724,0.002735410267030133,-0.007695461348960844,0.0030706764674154957
rho_pure_h_vap,Pure Density,MUE,0.019047892491243668,0.0015763949214380618,0.01602496647525603,0.022106034678295958
rho_pure_h_vap,Pure Density,Tau,0.8917700112739573,0.01863719198829687,0.8364869986734372,0.9083009234668841
h_mix_rho_x,Pure Enthalpy Of Vaporization,Slope,0.9228902463901686,0.08724938707645537,0.8321693157344436,1.1724053357898956
h_mix_rho_x,Pure Enthalpy Of Vaporization,Intercept,10.940316906977671,3.812735201167432,0.17294480338745188,15.49761207375061
h_mix_rho_x,Pure Enthalpy Of Vaporization,R,0.9088872277126492,0.02433891706531459,0.8533544834690246,0.9480954976950631
h_mix_rho_x,Pure Enthalpy Of Vaporization,R^2,0.826075992699185,0.043702460678179775,0.7282138744566858,0.8988850727496493
h_mix_rho_x,Pure Enthalpy Of Vaporization,p,3.064497024012323e-15,8.594346356614832e-10,1.7877973107109148e-19,1.1247392135972657e-11
h_mix_rho_x,Pure Enthalpy Of Vaporization,RMSE,9.464746708061123,0.8816788883947139,7.732789607673595,11.266809390985639
h_mix_rho_x,Pure Enthalpy Of Vaporization,MSE,7.146910112722082,1.0289337973896493,5.14851292271809,9.263199460186101
h_mix_rho_x,Pure Enthalpy Of Vaporization,MUE,8.204690525242137,0.7867511603831367,6.736961504204801,9.911225285427545
h_mix_rho_x,Pure Enthalpy Of Vaporization,Tau,0.847953216374269,0.058440577365938114,0.6947125179709105,0.9244067979359004
h_mix_rho_x_rho_pure,Pure Enthalpy Of Vaporization,Slope,0.8916882598372203,0.09460874497032261,0.791907995269373,1.161171253994879
h_mix_rho_x_rho_pure,Pure Enthalpy Of Vaporization,Intercept,13.882818012430725,4.109434828700278,2.5933631167942366,18.700404874353644
h_mix_rho_x_rho_pure,Pure Enthalpy Of Vaporization,R,0.9062168992311187,0.023094550601255058,0.8573429387561149,0.9483424706209969
h_mix_rho_x_rho_pure,Pure Enthalpy Of Vaporization,R^2,0.8212290684520636,0.04160498265910868,0.7350369146349713,0.8993534415835363
h_mix_rho_x_rho_pure,Pure Enthalpy Of Vaporization,p,5.039995367970433e-15,5.236577943461175e-10,1.6881036678115705e-19,6.731912560029947e-12
h_mix_rho_x_rho_pure,Pure Enthalpy Of Vaporization,RMSE,10.563475384371872,0.8415868139993347,8.846960407017685,12.109974739492838
h_mix_rho_x_rho_pure,Pure Enthalpy Of Vaporization,MSE,8.55443253852423,1.0231591585503457,6.527466827443428,10.528462359211124
h_mix_rho_x_rho_pure,Pure Enthalpy Of Vaporization,MUE,9.332811797349114,0.8106461921104706,7.788185290579441,10.902628944632625
h_mix_rho_x_rho_pure,Pure Enthalpy Of Vaporization,Tau,0.8245614035087718,0.06325756421711409,0.660672140547167,0.9111703130439521
h_mix_rho_x_rho_pure_h_vap,Pure Enthalpy Of Vaporization,Slope,0.9495767202807762,0.07935698289124708,0.858405701436383,1.175822444890793
h_mix_rho_x_rho_pure_h_vap,Pure Enthalpy Of Vaporization,Intercept,7.2536587291344645,3.4718511235192366,-2.4365483350872807,11.870359887624858
h_mix_rho_x_rho_pure_h_vap,Pure Enthalpy Of Vaporization,R,0.9154473013629985,0.027093714795946546,0.8509317889636756,0.9567251104053438
h_mix_rho_x_rho_pure_h_vap,Pure Enthalpy Of Vaporization,R^2,0.8380437615727965,0.04883090992275862,0.7240849094689213,0.9153229368801173
h_mix_rho_x_rho_pure_h_vap,Pure Enthalpy Of Vaporization,p,8.435587360764594e-16,9.157545072900849e-10,7.060590007559522e-21,1.42457452085871e-11
h_mix_rho_x_rho_pure_h_vap,Pure Enthalpy Of Vaporization,RMSE,7.715253454291029,0.8510247485964864,5.9378527126862615,9.236426600551772
h_mix_rho_x_rho_pure_h_vap,Pure Enthalpy Of Vaporization,MSE,4.773090410327571,1.0041764767076955,2.7715858086458915,6.702781686716485
h_mix_rho_x_rho_pure_h_vap,Pure Enthalpy Of Vaporization,MUE,6.289469494222845,0.7305926671099372,4.839501886780124,7.720251171512515
h_mix_rho_x_rho_pure_h_vap,Pure Enthalpy Of Vaporization,Tau,0.847953216374269,0.054267404321860675,0.700447103342852,0.9160832858299554
h_mix_v_excess,Pure Enthalpy Of Vaporization,Slope,0.8097596013667198,0.1077447388562535,0.6932794397690901,1.1258851304054658
h_mix_v_excess,Pure Enthalpy Of Vaporization,Intercept,18.70923670180236,4.777344188401038,5.056118544224368,24.769816818890845
h_mix_v_excess,Pure Enthalpy Of Vaporization,R,0.8702449161910492,0.02581770079251449,0.8191532100746652,0.9232224315132442
h_mix_v_excess,Pure Enthalpy Of Vaporization,R^2,0.7573262141563661,0.04496304771221056,0.6710119815756287,0.852339658049227
h_mix_v_excess,Pure Enthalpy Of Vaporization,p,1.2821863829209375e-12,1.0328997452091866e-09,1.7406982456164367e-16,3.415971818483107e-10
h_mix_v_excess,Pure Enthalpy Of Vaporization,RMSE,11.773561867189423,0.8326900013678041,10.057940869013947,13.309704182827033
h_mix_v_excess,Pure Enthalpy Of Vaporization,MSE,9.350378879886469,1.158514430461023,6.925126794649171,11.56832454272077
h_mix_v_excess,Pure Enthalpy Of Vaporization,MUE,10.521467598056057,0.8541519820033682,8.798945429316838,12.155770276084047
h_mix_v_excess,Pure Enthalpy Of Vaporization,Tau,0.8011695906432749,0.0648328401776091,0.6303602005167629,0.8899013735100407
openff-1.0.0,Pure Enthalpy Of Vaporization,Slope,0.8334830479841706,0.11265306502753177,0.7111273601630932,1.155576712089372
openff-1.0.0,Pure Enthalpy Of Vaporization,Intercept,18.144563281516,4.9647003433353785,4.00476307383272,24.210676834426565
openff-1.0.0,Pure Enthalpy Of Vaporization,R,0.8593796628799579,0.027504799679087876,0.808418875102113,0.913811734214199
openff-1.0.0,Pure Enthalpy Of Vaporization,R^2,0.7385334049716702,0.04728616471140391,0.6535410776213657,0.8350518855875619
openff-1.0.0,Pure Enthalpy Of Vaporization,p,4.967283413093e-12,2.3495427596655577e-09,1.2016604488105638e-15,8.490872479937418e-10
openff-1.0.0,Pure Enthalpy Of Vaporization,RMSE,12.48731311520316,0.9810650952190361,10.595478651560027,14.378067228046424
openff-1.0.0,Pure Enthalpy Of Vaporization,MSE,9.952778097870413,1.253627714161073,7.420354696950461,12.307149403485214
openff-1.0.0,Pure Enthalpy Of Vaporization,MUE,10.954379109167972,0.9900761563414651,9.144585506373833,12.93398801206868
openff-1.0.0,Pure Enthalpy Of Vaporization,Tau,0.7894736842105262,0.0678066753477602,0.6252766495113975,0.8957559878094489
rho_pure_h_vap,Pure Enthalpy Of Vaporization,Slope,1.003410657647943,0.06933689845539454,0.9202565281529116,1.1944015612573204
rho_pure_h_vap,Pure Enthalpy Of Vaporization,Intercept,3.4734516816031444,3.217667924935703,-4.944405715765782,8.089778142259874
rho_pure_h_vap,Pure Enthalpy Of Vaporization,R,0.9431138347133773,0.01767741135607101,0.9024065386100772,0.9698396021983519
rho_pure_h_vap,Pure Enthalpy Of Vaporization,R^2,0.8894637052277715,0.03308401750199816,0.8143375609262208,0.9405888539922573
rho_pure_h_vap,Pure Enthalpy Of Vaporization,p,8.470086937685062e-19,5.970378229537887e-14,1.167684415580478e-23,1.0192120909857562e-14
rho_pure_h_vap,Pure Enthalpy Of Vaporization,RMSE,6.266103665014188,0.8166778648090982,4.569602087698466,7.835347362019671
rho_pure_h_vap,Pure Enthalpy Of Vaporization,MSE,3.6412386513301143,0.8534689595861572,1.9995974422526748,5.394862497757537
rho_pure_h_vap,Pure Enthalpy Of Vaporization,MUE,4.5455876168115905,0.7189388355776766,3.1882406572364945,6.057053404197438
rho_pure_h_vap,Pure Enthalpy Of Vaporization,Tau,0.8596491228070176,0.04372719674827937,0.7347540945757244,0.9039617818678077
h_mix_rho_x,Binary Density,Slope,1.1095297154763823,0.013238626629631309,1.081927526980264,1.1337083378264927
h_mix_rho_x,Binary Density,Intercept,-0.09975113269283509,0.011611304564454094,-0.12099628068089074,-0.07549473605825496
h_mix_rho_x,Binary Density,R,0.9947693511934538,0.0010913376821349143,0.9925611124523986,0.9967623618564058
h_mix_rho_x,Binary Density,R^2,0.989566062073845,0.002170949057499933,0.9851775619527432,0.9935352060135604
h_mix_rho_x,Binary Density,p,9.031607958905557e-119,2.391263636975471e-103,5.13313482763012e-131,9.798251296942084e-110
h_mix_rho_x,Binary Density,RMSE,0.017089088676848097,0.0010965076548733138,0.014998131317526349,0.019214175562301754
h_mix_rho_x,Binary Density,MSE,-0.00019049428293801406,0.001604279153180297,-0.0031740505023349313,0.0030394573379982515
h_mix_rho_x,Binary Density,MUE,0.01421935725763505,0.0008584678376288453,0.01264055339686162,0.01592521207227847
h_mix_rho_x,Binary Density,Tau,0.8983193277310924,0.020982080219248286,0.8494367396124863,0.9296847877737336
h_mix_rho_x_rho_pure,Binary Density,Slope,1.0863236016208686,0.013794884555467023,1.0559307400428466,1.1092478094504932
h_mix_rho_x_rho_pure,Binary Density,Intercept,-0.07808669668584478,0.012067329793190966,-0.09839518034964045,-0.05146217361984051
h_mix_rho_x_rho_pure,Binary Density,R,0.994819518834053,0.0011432989597176934,0.992386632515454,0.9968259912520236
h_mix_rho_x_rho_pure,Binary Density,R^2,0.9896658750532167,0.0022743165421881682,0.9848312283953627,0.9936620568355795
h_mix_rho_x_rho_pure,Binary Density,p,5.122071710997456e-119,1.101412539892805e-105,1.55227961381246e-131,3.870729319489471e-109
h_mix_rho_x_rho_pure,Binary Density,RMSE,0.015209305082910742,0.0010605754362351442,0.013151973523446043,0.017282305412630063
h_mix_rho_x_rho_pure,Binary Density,MSE,0.0003799810539371007,0.0014230554270008157,-0.0023643719212227492,0.0032638463751916646
h_mix_rho_x_rho_pure,Binary Density,MUE,0.012465114898077162,0.0008055866673958162,0.01096948172775688,0.014096125553753218
h_mix_rho_x_rho_pure,Binary Density,Tau,0.9050420168067226,0.019641585133065197,0.8552223895988482,0.9335658179683893
h_mix_rho_x_rho_pure_h_vap,Binary Density,Slope,1.1164910484809656,0.012728820480564616,1.0871145124349317,1.1379701623178906
h_mix_rho_x_rho_pure_h_vap,Binary Density,Intercept,-0.10438558356731376,0.011234498925369409,-0.1235985461356287,-0.0782173631517662
h_mix_rho_x_rho_pure_h_vap,Binary Density,R,0.9947321532794337,0.001084289102903585,0.9924467753909978,0.9965756299110513
h_mix_rho_x_rho_pure_h_vap,Binary Density,R^2,0.9894920567679387,0.002156649927394424,0.9849506019839896,0.9931629861326087
h_mix_rho_x_rho_pure_h_vap,Binary Density,p,1.370502171751385e-118,3.677864076604337e-104,1.5167375912405612e-129,2.312456828674398e-109
h_mix_rho_x_rho_pure_h_vap,Binary Density,RMSE,0.01776696394223658,0.0011397503416396245,0.015535800405739984,0.019944470421920255
h_mix_rho_x_rho_pure_h_vap,Binary Density,MSE,0.0015027875049550157,0.0016160495136311411,-0.0015378757332583954,0.004830159935796536
h_mix_rho_x_rho_pure_h_vap,Binary Density,MUE,0.014736654233922652,0.0008972971861328621,0.013009055248089658,0.016472565489982213
h_mix_rho_x_rho_pure_h_vap,Binary Density,Tau,0.8955182072829131,0.020829896361734913,0.8470224543437122,0.9264569407092315
h_mix_v_excess,Binary Density,Slope,1.005762389598292,0.008158762283149976,0.991502537034401,1.0241126801568603
h_mix_v_excess,Binary Density,Intercept,0.005273052843169368,0.007440314337910547,-0.011163996790653163,0.018552136476905345
h_mix_v_excess,Binary Density,R,0.9957513334865645,0.0007655426190545653,0.9940954647280695,0.9970963314275507
h_mix_v_excess,Binary Density,R^2,0.9915207181402714,0.001524312841309213,0.9882257929929166,0.9942010941462801
h_mix_v_excess,Binary Density,p,4.3659861460944885e-124,2.53810264142233e-112,1.0210889400334025e-133,1.1489198515381547e-115
h_mix_v_excess,Binary Density,RMSE,0.014560270942416324,0.00098297222307178,0.01260310088845341,0.01642193038106653
h_mix_v_excess,Binary Density,MSE,0.010510966451154584,0.0009292476487776016,0.008773163855735637,0.01239852727355732
h_mix_v_excess,Binary Density,MUE,0.011288825865728547,0.0008556877672456468,0.009650683942645929,0.01305936153339621
h_mix_v_excess,Binary Density,Tau,0.9201680672268907,0.01770904372429243,0.8753497841321318,0.9453326100293384
openff-1.0.0,Binary Density,Slope,1.0283804570745398,0.009437990624967973,1.0123462883110559,1.0503528530030743
openff-1.0.0,Binary Density,Intercept,-0.007609319771503031,0.008484071470761044,-0.02688159122667022,0.00748544396119144
openff-1.0.0,Binary Density,R,0.9949132297777864,0.0008773865861392708,0.9929271504131792,0.9963585618218855
openff-1.0.0,Binary Density,R^2,0.9898523347868664,0.0017454508470599592,0.9859043260276363,0.9927303837157762
openff-1.0.0,Binary Density,p,1.749276120312481e-119,3.213973580504538e-109,5.005458386926461e-128,4.684301561351679e-111
openff-1.0.0,Binary Density,RMSE,0.02160950533766726,0.0011185801509004001,0.019435929856949325,0.023732967982799096
openff-1.0.0,Binary Density,MSE,0.018188030403437735,0.0010715962063073087,0.016189575337032115,0.020293027453626346
openff-1.0.0,Binary Density,MUE,0.01822648258083765,0.0010655998932830655,0.0162405672913951,0.020307303130615382
openff-1.0.0,Binary Density,Tau,0.9140056022408962,0.018300876826302277,0.8701728535085158,0.9417063942000058
rho_pure_h_vap,Binary Density,Slope,1.066940718400362,0.01618911703904065,1.0305967501429691,1.093186853559006
rho_pure_h_vap,Binary Density,Intercept,-0.05743762847505751,0.014288906983249404,-0.0814719347118601,-0.025260651527248768
rho_pure_h_vap,Binary Density,R,0.9898687472879681,0.0017739635678370733,0.9860655401114463,0.9930239542809324
rho_pure_h_vap,Binary Density,R^2,0.9798401368574513,0.0035107694000482696,0.9723252493952783,0.9860965737757392
rho_pure_h_vap,Binary Density,p,6.826437243013943e-102,9.063442140896198e-91,2.4124243343728754e-111,9.013514844647597e-94
rho_pure_h_vap,Binary Density,RMSE,0.018380223277553058,0.0010569650060820984,0.016380567109329468,0.020499327691357237
rho_pure_h_vap,Binary Density,MSE,0.0034103398645870114,0.0016507929875794578,0.00024851693647959434,0.006675877912237778
rho_pure_h_vap,Binary Density,MUE,0.014837660419220761,0.0009845636810551148,0.012986979483557386,0.01680879453276051
rho_pure_h_vap,Binary Density,Tau,0.8932773109243698,0.016885957098934246,0.8532528169579813,0.918779818033119
h_mix_rho_x,Binary Excess Molar Volume,Slope,0.3596202532651934,0.14330753134639168,0.17812271855041786,0.7373594753731715
h_mix_rho_x,Binary Excess Molar Volume,Intercept,-0.058032835891837414,0.024467846236775666,-0.10524522552179358,-0.01114725902587261
h_mix_rho_x,Binary Excess Molar Volume,R,0.4515821659043754,0.07464447641943901,0.30782428732995093,0.6011348725984956
h_mix_rho_x,Binary Excess Molar Volume,R^2,0.20392645256288683,0.06831228020540685,0.09475579187019219,0.3613631350540096
h_mix_rho_x,Binary Excess Molar Volume,p,3.2155727560673266e-07,0.009057316819670539,7.86403795025148e-13,0.0007689298168634897
h_mix_rho_x,Binary Excess Molar Volume,RMSE,0.355746936742491,0.05345392818534104,0.25615927269964767,0.464181170336877
h_mix_rho_x,Binary Excess Molar Volume,MSE,-0.07637854566478951,0.03184799795643072,-0.14112216909694741,-0.01958006538205956
h_mix_rho_x,Binary Excess Molar Volume,MUE,0.20576647329512976,0.027093531013992714,0.16287815815762122,0.268315665757663
h_mix_rho_x,Binary Excess Molar Volume,Tau,0.3793103448275862,0.0645067993138179,0.24214357594492633,0.4946027497619049
h_mix_rho_x_rho_pure,Binary Excess Molar Volume,Slope,0.3322816675335198,0.13348713809350904,0.1671767481677792,0.686578356896369
h_mix_rho_x_rho_pure,Binary Excess Molar Volume,Intercept,-0.06508393709096058,0.023301585874504895,-0.10990158073723524,-0.018210673876620453
h_mix_rho_x_rho_pure,Binary Excess Molar Volume,R,0.4509173360909381,0.07731766910031604,0.2924097252276713,0.6126457145204947
h_mix_rho_x_rho_pure,Binary Excess Molar Volume,R^2,0.20332644398734803,0.07163916296094251,0.08550344740772221,0.37533477152032746
h_mix_rho_x_rho_pure,Binary Excess Molar Volume,p,3.36252987853348e-07,0.0020445578926493752,2.582140363279038e-13,0.001435079548697749
h_mix_rho_x_rho_pure,Binary Excess Molar Volume,RMSE,0.3507140730141419,0.05528293365998618,0.2409489097553957,0.4601638607790826
h_mix_rho_x_rho_pure,Binary Excess Molar Volume,MSE,-0.08421284739764842,0.03191855606035514,-0.14732738122331993,-0.022552380745460975
h_mix_rho_x_rho_pure,Binary Excess Molar Volume,MUE,0.19423330031509642,0.02724566483850402,0.14958828380175493,0.2550232455265755
h_mix_rho_x_rho_pure,Binary Excess Molar Volume,Tau,0.4506336575302092,0.06021303547531117,0.3091205285120857,0.5447594877879988
h_mix_rho_x_rho_pure_h_vap,Binary Excess Molar Volume,Slope,0.4355835357748775,0.1564898301139334,0.22824822706560435,0.8348126362911844
h_mix_rho_x_rho_pure_h_vap,Binary Excess Molar Volume,Intercept,-0.10226533484511925,0.0305195296501912,-0.1623867538536827,-0.042743925960119104
h_mix_rho_x_rho_pure_h_vap,Binary Excess Molar Volume,R,0.46098621960038116,0.06814989793013661,0.32101463533935676,0.593797716304386
h_mix_rho_x_rho_pure_h_vap,Binary Excess Molar Volume,R^2,0.21250829466145085,0.06277958749583858,0.1030503961020602,0.3525957278883041
h_mix_rho_x_rho_pure_h_vap,Binary Excess Molar Volume,p,1.6915390864441456e-07,0.0054114595788666295,2.0772272135762472e-12,0.00045452966546914573
h_mix_rho_x_rho_pure_h_vap,Binary Excess Molar Volume,RMSE,0.385784591195179,0.04821759801457478,0.2930880302222831,0.4851957209556325
h_mix_rho_x_rho_pure_h_vap,Binary Excess Molar Volume,MSE,-0.11843483535875426,0.03465348190500181,-0.18802702196881135,-0.05307258073264018
h_mix_rho_x_rho_pure_h_vap,Binary Excess Molar Volume,MUE,0.23243683317299893,0.02853844500682139,0.18619442974168207,0.2979273588142846
h_mix_rho_x_rho_pure_h_vap,Binary Excess Molar Volume,Tau,0.3530798703212496,0.07022629859599315,0.19714689800416066,0.471488200568396
h_mix_v_excess,Binary Excess Molar Volume,Slope,0.3181051232956445,0.11056244890729265,0.19206177787276008,0.6395546799313093
h_mix_v_excess,Binary Excess Molar Volume,Intercept,-0.012112478355020467,0.015704766281479935,-0.04268982210902987,0.019059627632156136
h_mix_v_excess,Binary Excess Molar Volume,R,0.5681228235342671,0.07000461489478714,0.4489523518649611,0.7344720940711036
h_mix_v_excess,Binary Excess Molar Volume,R^2,0.322763542620548,0.08307116747041267,0.20155821424507983,0.539449256969192
h_mix_v_excess,Binary Excess Molar Volume,p,2.378489773105616e-11,1.2945480651772588e-06,5.864915466684953e-21,3.8895334152529404e-07
h_mix_v_excess,Binary Excess Molar Volume,RMSE,0.300613485113213,0.06187988120897593,0.16999855209754403,0.4133813593103841
h_mix_v_excess,Binary Excess Molar Volume,MSE,-0.031647520753639045,0.027314389011571898,-0.08750589624771851,0.01807918914095093
h_mix_v_excess,Binary Excess Molar Volume,MUE,0.13784508348962915,0.024696756483508976,0.09953679863269403,0.1960846232079624
h_mix_v_excess,Binary Excess Molar Volume,Tau,0.5411140583554376,0.057719369631831476,0.3933699162257374,0.6221384158373238
openff-1.0.0,Binary Excess Molar Volume,Slope,0.32839983970037484,0.1056604710956003,0.21126145584541556,0.6315196904000401
openff-1.0.0,Binary Excess Molar Volume,Intercept,-0.004308795069257002,0.01598329500099835,-0.035431988644628945,0.027925747947146452
openff-1.0.0,Binary Excess Molar Volume,R,0.572696762608618,0.05826423093036945,0.4814737654489876,0.7160193322889961
openff-1.0.0,Binary Excess Molar Volume,R^2,0.3279815819023918,0.07001629380042361,0.23181698681562674,0.5126836842115797
openff-1.0.0,Binary Excess Molar Volume,p,1.5129908455734385e-11,5.76774310246006e-07,1.1876760752111692e-19,3.95208062618729e-08
openff-1.0.0,Binary Excess Molar Volume,RMSE,0.2987041304536353,0.05892377374868206,0.17919949001717952,0.41117483401805016
openff-1.0.0,Binary Excess Molar Volume,MSE,-0.023548912651281968,0.028078904671250172,-0.08109269179790134,0.027940688862607855
openff-1.0.0,Binary Excess Molar Volume,MUE,0.14557213333673394,0.024204148813888292,0.10804804827601723,0.2039647110892314
openff-1.0.0,Binary Excess Molar Volume,Tau,0.5478927203065134,0.052442623970693485,0.41345081253983557,0.6191562310223437
rho_pure_h_vap,Binary Excess Molar Volume,Slope,0.5414598597711097,0.1733625099356249,0.32092737705453783,1.009870177499131
rho_pure_h_vap,Binary Excess Molar Volume,Intercept,-0.04605156034529735,0.024344380157012346,-0.0922066961683214,0.0024918108253491125
rho_pure_h_vap,Binary Excess Molar Volume,R,0.6147740394131782,0.07517527170037379,0.48484174359749854,0.7913342224322367
rho_pure_h_vap,Binary Excess Molar Volume,R^2,0.377947119536396,0.09577845064001575,0.23507151633466253,0.6262098515924327
rho_pure_h_vap,Binary Excess Molar Volume,p,1.6637569335158198e-13,1.6570571686333666e-06,2.7404113367702536e-26,3.072688911771986e-08
rho_pure_h_vap,Binary Excess Molar Volume,RMSE,0.3080811323870533,0.05328189094494757,0.2068235340198495,0.4115899488670428
rho_pure_h_vap,Binary Excess Molar Volume,MSE,-0.05918789761202176,0.028158783596712984,-0.11634874847613286,-0.008383336963639191
rho_pure_h_vap,Binary Excess Molar Volume,MUE,0.16909150485481875,0.02348100966628606,0.1324346229582619,0.22555454998282207
rho_pure_h_vap,Binary Excess Molar Volume,Tau,0.5531977600943118,0.058732084980566764,0.404621160337836,0.6334162699666775
