Id,Temperature (K),Pressure (kPa),N Components,Component 1,Mole Fraction 1,Reference Density Value (g / ml),Reference Density Uncertainty (g / ml),Estimated Density Value (g / ml),Estimated Density Uncertainty (g / ml),Delta^2,Weight,Denom,Term,d Term / d [#1:1]-[#6X4] epsilon,d Term / d [#1:1]-[#6X4] rmin_half,d Term / d [#6:1] epsilon,d Term / d [#6:1] rmin_half,d Term / d [#6X4:1] epsilon,d Term / d [#6X4:1] rmin_half,d Term / d [#8:1] epsilon,d Term / d [#8:1] rmin_half,d Term / d [#8X2H0+0:1] epsilon,d Term / d [#8X2H0+0:1] rmin_half,d Term / d [#8X2H1+0:1] epsilon,d Term / d [#8X2H1+0:1] rmin_half
75585ebb5d9f43cc95b0b69c6e4b237a,298.15,101.325,1,CCCCOC(C)=O,1.0,0.8763500000000002,0.0,0.8979881894860903,0.00018233727638656763,0.0004682112442359396,0.023809523809523808,0.04821932532357388,0.004794576912492104,-0.1566073614938314,0.27265635933074583,-0.11187025586666527,-0.005630359311439433,-0.5618551849927073,-0.041922342893233905,-0.04678223490878901,0.018568998219350128,-0.049876314009282115,0.00889969154310937,,
97fb93dfbce14167a7a19133588d6e43,298.15,101.325,1,CC(C)O,1.0,0.7809870000000001,0.0,0.8035721175597024,0.0003286790721721262,0.000510087535185572,0.023809523809523808,0.04821932532357388,0.005223398518636046,-0.5239856421390241,0.2896346375633026,,,-0.6964299017463327,-0.046097858233369544,,,,,0.011508529560179873,0.21634738823161567
02d887c4ffb54e50b7fe7f982ab08eeb,298.15,101.325,1,CC(C)CO,1.0,0.7978300000000003,0.0,0.8141481504048164,0.00032105850717012836,0.0002662820326341999,0.023809523809523808,0.04821932532357388,0.0027267813440978532,-0.5230940702458339,0.17596348204271356,,,-0.5480118296320677,-0.0553019619313781,,,,,-0.011108546563670512,0.09599603689718358
c2a74deadf3d41069034352cb0f5003d,298.15,101.325,1,CCCCO,1.0,0.8058400000000002,0.0,0.807081174084233,0.0003023955452714104,1.5405131073709893e-06,0.023809523809523808,0.04821932532357388,1.5775162747416696e-05,-0.034532398747816793,0.011626122670010957,,,-0.03807390986703294,-0.003864892983205858,,,,,0.0014791361174113038,0.011161693863368785
f8c4d23162e44ee3bf0d2ef56eba3be2,298.15,101.325,1,CCOC(=O)CC(=O)OCC,1.0,1.0496030000000005,0.0,1.0860002232876929,0.0003408897803554926,0.0013247578630541342,0.023809523809523808,0.04821932532357388,0.013565785834995929,0.28759229490385424,0.4687255402866925,-0.37550530603346693,-0.006775591206054659,-0.8990591554050914,0.042911945611779474,-0.09169619049493057,0.2114787241328624,-0.17756642756510296,0.045668064212320544,,
311107c65a97481484defee7c3b317e9,298.15,101.325,1,CC(=O)O,1.0,1.0439000000000005,0.0,1.1023212574141663,0.0003081244836843249,0.0034130433178522243,0.023809523809523808,0.04821932532357388,0.03495024712576868,0.10897478203015756,0.5664937426110715,-0.6593600730845364,0.023062040752079904,-0.6009656723518146,0.1008489252126789,-0.16827865478578685,0.34952949209037193,,,-0.06983471619924884,0.58148593220778
ef3648732d6e43e4946ceea6e53c4bbe,298.15,101.325,1,CO,1.0,0.7865600000000001,0.0,0.7820275087165601,0.0003987720502471389,2.0543477234459768e-05,0.023809523809523808,0.04821932532357388,0.00021036932124811062,,,,,0.0914603649158407,-0.010518318277287013,,,,,0.034726617438919416,-0.033901789218298894
b66593fd22c944d3906a3bfd77ae4298,298.15,101.325,1,CCO,1.0,0.7856450000000001,0.0,0.7935878196084912,0.0003414367319449805,6.30883833330304e-05,0.023809523809523808,0.04821932532357388,0.000646037680424807,-0.24775499116267227,0.0653145904915964,,,-0.2556195757752704,-0.014059064545970166,,,,,-0.025885703548471875,0.05945320109140503
005ce160a6ac41e58c3b3e6f967f0b42,298.15,101.325,1,CC(C)(C)O,1.0,0.7802700000000001,0.0,0.8153787056988333,0.0003469568905980323,0.0012326212158472812,0.023809523809523808,0.04821932532357388,0.012622288114830542,-0.6881276920498017,0.5736565679468755,,,-1.1462077130387909,-0.10114922398719624,,,,,-0.0036343978402576076,0.2266108358022829
07839facaf5b4eeea4274ad95b6ff45d,298.15,101.325,1,COC=O,1.0,0.9668300000000004,0.0,1.0455956467444518,0.0003591506113560426,0.006204027107071709,0.023809523809523808,0.04821932532357388,0.06353048009468956,,,-1.0389448141088478,0.19623467496545632,-1.1154152415593637,0.14044682721744153,-0.45553598542408075,0.384722128328899,-0.6586113727042929,0.09576642278021232,,
cddaabd70d644003a38cd01e47a4ed80,298.15,101.325,1,CCOC(C)=O,1.0,0.8944000000000002,0.0,0.9269062534449168,0.000263357783816155,0.0010566565130251551,0.023809523809523808,0.04821932532357388,0.010820374316409767,-0.536508547733184,0.3693696957984348,-0.2891116896282447,-0.017827979513962772,-0.8232931277574379,-0.013202182726226967,-0.09405810501966486,0.09919006057646207,-0.13760720034106544,0.011390536474793636,,
1170fb2d9dff466780cf0db7c2ae946c,298.15,101.325,1,CCCOC(C)=O,1.0,0.8820500000000001,0.0,0.9080167504637962,0.00021255527669988622,0.0006742721296490519,0.023809523809523808,0.04821932532357388,0.006904681648190275,-0.8516753072420801,0.2805908625681308,-0.21375985726065677,-0.02394148611903172,-0.7399081619720971,-0.02100110192182151,-0.05638617873530907,0.07369955190113164,-0.10609737827800698,-0.012257946714087574,,
