Id,Temperature (K),Pressure (kPa),N Components,Component 1,Mole Fraction 1,Component 2,Mole Fraction 2,Reference Density Value (g / ml),Reference Density Uncertainty (g / ml),Estimated Density Value (g / ml),Estimated Density Uncertainty (g / ml),Delta^2,Weight,Denom,Term,d Term / d [#1:1]-[#6X4] epsilon,d Term / d [#1:1]-[#6X4] rmin_half,d Term / d [#6:1] epsilon,d Term / d [#6:1] rmin_half,d Term / d [#6X4:1] epsilon,d Term / d [#6X4:1] rmin_half,d Term / d [#8:1] epsilon,d Term / d [#8:1] rmin_half,d Term / d [#8X2H0+0:1] epsilon,d Term / d [#8X2H0+0:1] rmin_half,d Term / d [#8X2H1+0:1] epsilon,d Term / d [#8X2H1+0:1] rmin_half
d3f4632f13024f369f5a3659bf4bf209,298.15,101.0,2,CCOC(C)=O,0.5001,CCO,0.4999,0.8520400000000001,0.0,0.84896165964239,0.00028067486245200946,9.476179357291208e-06,0.023809523809523808,0.04821932532357388,9.703797447078732e-05,0.06519848734801947,-0.02596251729242679,0.016954523422927678,0.0002618307032440523,0.07589057026730206,0.0028538679954554394,0.003028264208489911,-0.009813320031641214,0.008351397966929798,5.236838755384547e-05,0.005201228840445483,-0.004236625675682428
c411fef1a75a461da323ed6d85732898,298.15,101.3,2,CCOC(C)=O,0.7929,CCO,0.2071,0.8785100000000002,0.0,0.8751558155534441,0.00025558208015561795,1.1250553301518903e-05,0.023809523809523808,0.04821932532357388,0.00011520791902435011,0.06709711139963638,-0.038328693260211204,0.02943189128746874,0.0004358065570432065,0.0916423259179607,0.00023278607249147934,0.007625287441822466,-0.012457535135914768,0.01431737204115656,-0.00048824327999348025,0.0009673272622933476,-0.004846633488328067
2d405379dd184c1482d2f2886a9442c0,298.15,101.3,2,CCOC(C)=O,0.2836,CCO,0.7164,0.8272700000000002,0.0,0.824907564153995,0.0003492374494044015,5.581103126490073e-06,0.023809523809523808,0.04821932532357388,5.715161377675601e-05,0.0932012118563965,-0.017229995131974003,0.011430775255343847,0.0014242313432875939,0.07139397903354437,0.004760712485503739,0.003416893567525273,-0.002614818213326318,0.004753462182577812,0.0001518291017643446,0.003467802771129363,-0.012223429081971236
37d4555b84be409b90fe461483c80afc,298.15,100.0,2,COC=O,0.4946,CO,0.5054,0.8956100000000002,0.0,0.9102815860005183,0.00043721762321790187,0.0002152554357705987,0.023809523809523808,0.04821932532357388,0.0022042587728074033,,,-0.12036018416459783,0.037899893079053615,-0.27302264752600847,0.03865090805006382,-0.06649469707152363,0.03574929834108294,-0.07971017833922624,0.014574451817874761,-0.023020223491201832,0.10284074167058097
cf6aeb50271b4d5b8eaed85e02347194,298.15,100.0,2,COC=O,0.0833,CO,0.9167,0.8088000000000002,0.0,0.8163273547791441,0.00044499185231984214,5.666106997110055e-05,0.023809523809523808,0.04821932532357388,0.0005802207043614725,,,-0.013361684385418297,0.0024930594508331054,-0.18183553609357844,0.01499824911584701,-0.005692838916591166,0.004424925504995449,-0.006450052943201953,0.0023472063920947843,-0.050555986408808005,0.06863024729985782
5f66e57aaecc4cb6b949d4f6b1063214,298.15,100.0,2,COC=O,0.7271,CO,0.2729,0.9321000000000004,0.0,0.9485862035989671,0.0003774470552887957,0.0002717949091065821,0.023809523809523808,0.04821932532357388,0.0027832343032723776,,,-0.16588213005864333,0.05426331660556679,-0.3023091180679589,-0.010357107431832647,-0.11892216247177513,0.013814759062855515,-0.11099502476484062,0.014618992089423162,-0.031413441849667656,0.012832940771189348
7c03380049384f30a298945bb04129ab,298.15,101.0,2,CCOC(=O)CC(=O)OCC,0.6999,CC(C)CO,0.3001,0.9950010000000002,0.0,0.9903188951658266,0.00019090923361931637,2.1922105678192164e-05,0.023809523809523808,0.04821932532357388,0.000224486752618241,0.04875078177087631,-0.04299369569707981,0.03192105114963778,-0.001835422512420423,0.11629016184399914,0.005537711243367281,0.009293716998534991,-0.018311376572043493,0.017537804635274438,-0.0015341607041910047,-0.00016219003839897485,-0.008459121856293971
4ebb87dcc7fb4f1d917d610ec750534f,298.15,101.0,2,CCOC(=O)CC(=O)OCC,0.3,CC(C)CO,0.7,0.8987460000000002,0.0,0.8977215677901607,0.00022467834219235008,1.0494613525566386e-06,0.023809523809523808,0.04821932532357388,1.074669443219357e-05,0.018473089449992944,-0.01051066603213141,0.004710215214520606,0.0005139767512173555,0.029779428733227975,0.0022757727415754145,0.0015764605783926118,-0.00119974314354404,0.002153913385389047,0.0001958010825584555,0.0015183446581284944,-0.002100486338197868
eb5d4aebf7284884a4cecd15514d03d5,298.15,101.0,2,CCOC(=O)CC(=O)OCC,0.5001,CC(C)CO,0.4999,0.9511160000000002,0.0,0.9490362181941623,0.00025629279928036995,4.325492359894353e-06,0.023809523809523808,0.04821932532357388,4.429390805800418e-05,0.023349884742046037,-0.02233208802109792,0.012474862607664124,0.00026439493369037126,0.05605460023764465,0.002579567763044541,0.0035949468792292956,-0.005298339287381787,0.0063130625028052535,0.0003857093525107597,0.0013558390684218417,-0.0033092879984089247
98d2cc7c7cb140ce8b4c508da55b85c9,298.15,101.0,2,CCOC(=O)CC(=O)OCC,0.7001,CC(C)O,0.2999,0.9994170000000002,0.0,0.9959375419754991,0.0002356319406482091,1.2106628144265197e-05,0.023809523809523808,0.04821932532357388,0.00012397429686539222,0.003253483055062184,-0.03654821083380469,0.025686796172866774,-0.00036241347405854054,0.07806100685082293,-0.0007456108794159659,0.009233589122665085,-0.010374859450025364,0.010588411767182771,-0.004453749027813436,0.0019064800439218448,-0.0011893582983747797
74967cdda79c417b8ab64f869bcfafd4,298.15,101.0,2,CCOC(=O)CC(=O)OCC,0.4999,CC(C)O,0.5001,0.9563730000000004,0.0,0.9565857834184609,0.0002555628436466612,4.5276783171752496e-08,0.023809523809523808,0.04821932532357388,4.636433275357301e-07,-0.004179435399182848,0.001944282135000385,-0.0013542107773196884,-7.921851506788527e-05,-0.005301516177410041,-0.00023689590721201944,-0.00015689072371834927,0.0008768226409960295,-0.0007093496315252313,-4.172381603894098e-05,-2.178298482421461e-05,0.0005602426110154886
83c71ad91eb2428fb41bdf0090581913,298.15,101.0,2,CCOC(=O)CC(=O)OCC,0.2,CC(C)O,0.8,0.8674040000000002,0.0,0.8723916953564379,0.0002275935055825389,2.4877104968630463e-05,0.023809523809523808,0.04821932532357388,0.0002547465371680255,-0.09739407960653505,0.05908364440668331,-0.015246348229781277,0.00015449062993635107,-0.1479906541820576,-0.008352587144184147,-0.0036754081611940033,0.007547089783755215,-0.008012291610242568,0.0013008099803422488,-0.004373341621728488,0.020973935893811538
e9352488fdff41d48249242a23255c44,299.15,101.3,2,CC(C)(C)O,0.2618,COC=O,0.7382,0.8891964273308677,0.0,0.9111282181752199,0.00032541717357230143,0.0004810034496404137,0.023809523809523808,0.04821932532357388,0.004925571657806766,-0.316896226646906,0.1166635544587342,-0.15475492231562676,0.06451863822624175,-0.522679838862825,-0.04351802944460622,-0.1291878469692495,-0.0020800237058561178,-0.10798980977019476,0.02460780083308192,-0.011380837678537403,0.04193452730855698
