Id,Temperature (K),Pressure (kPa),N Components,Component 1,Mole Fraction 1,Component 2,Mole Fraction 2,Reference Density Value (g / ml),Reference Density Uncertainty (g / ml),Estimated Density Value (g / ml),Estimated Density Uncertainty (g / ml),Delta^2,Weight,Denom,Term,d Term / d [#1:1]-[#6X4] epsilon,d Term / d [#1:1]-[#6X4] rmin_half,d Term / d [#6X4:1] epsilon,d Term / d [#6X4:1] rmin_half,d Term / d [#8X2H1+0:1] epsilon,d Term / d [#8X2H1+0:1] rmin_half,d Term / d [#8X2H0+0:1] epsilon,d Term / d [#8X2H0+0:1] rmin_half,d Term / d [#6:1] epsilon,d Term / d [#6:1] rmin_half,d Term / d [#8:1] epsilon,d Term / d [#8:1] rmin_half
c265f8e529d64dccbd8692f91fc16ef9,298.15,101.0,2,CCCO,0.1002,CC(C)CC(C)(C)C,0.8998,0.6921900000000002,0.0,0.7089219608488488,0.00020531044874473012,0.000279958513847404,0.007874015748031496,0.04821932532357388,0.0009480859254591718,-0.38875861239312115,0.07915710769339206,-0.2613359023484386,-0.028766462923641652,0.0008804172764380695,0.004798060104461044,,,,,,
74d5c6511c384f3895c2b9c77071cd50,298.15,100.0,2,C1CCOCC1,0.2378,C1CCCCC1,0.7622,0.7952000000000002,0.0,0.7826898181246976,0.0002501032831099391,0.0001565046505531501,0.007874015748031496,0.04821932532357388,0.0005300065871160629,0.21472815509135063,-0.05758355795820707,0.20901905986275135,0.023038113673187276,,,0.005596017210694467,0.0015898899302548245,,,,
5330cce2645d46cbaa85dd8a34f5c0e6,298.15,100.0,2,C1CCOCC1,0.4982,C1CCCCC1,0.5018,0.8211500000000002,0.0,0.815094356113928,0.00027836334118853896,3.667082287492313e-05,0.007874015748031496,0.04821932532357388,0.00012418658237938512,0.1001806650738329,-0.022267116754890907,0.1008941528017165,0.01348713721129484,,,0.004514526513010618,-0.00018153844418152565,,,,
912330eaca1847e3b56d680cdf0b2b56,298.15,100.0,2,C1CCOCC1,0.7341,C1CCCCC1,0.2659,0.8470300000000002,0.0,0.8472455970943223,0.00025299707437350435,4.648210708016396e-08,0.007874015748031496,0.04821932532357388,1.57412721273446e-07,-0.002901466881678158,0.0007744806935526126,-0.003620603052977749,-0.0004013760210748741,,,-0.0002491456733226195,1.7439006440849658e-05,,,,
709251ebba6f418c8dfb717f2cf81b8f,298.15,101.0,2,CCCCO,0.4961,CC1CCCCC1,0.5039,0.7808600000000002,0.0,0.7757613822761406,0.00020709510763663568,2.5995902694055926e-05,0.007874015748031496,0.04821932532357388,8.803572045419021e-05,0.0721185668982203,-0.02267033826271836,0.07389128252063307,0.007750418355181294,0.0009526401495436361,-0.0036593227588464883,,,,,,
24604fe94ddb4127939b0d5357276577,298.15,101.0,2,CCCCO,0.7959,CC1CCCCC1,0.2041,0.7956200000000002,0.0,0.7903293163827585,0.00022767225331222859,2.7991333137749937e-05,0.007874015748031496,0.04821932532357388,9.47932913988989e-05,0.06445134386097642,-0.01850952424979023,0.06584570886703818,0.005991447107084578,-0.003155455636881017,-0.015741173398079636,,,,,,
d5729c1605954d4fa3cc4c187dcb795b,298.15,101.0,2,CCCCO,0.2037,CC1CCCCC1,0.7963,0.7701400000000002,0.0,0.7658123504593781,0.00023445618836003725,1.872855054644612e-05,0.007874015748031496,0.04821932532357388,6.342466579535638e-05,0.08830019263554875,-0.02093219620127239,0.07318386824909201,0.008035490848726515,-0.0007373988177459362,-0.0038175461012863615,,,,,,
4297480f90a547729d482b376a757733,298.15,101.0,2,C1CCOCC1,0.7776,CCCC(C)=O,0.2224,0.8602600000000002,0.0,0.8578571452703118,0.0002369485989172012,5.7737108519863275e-06,0.007874015748031496,0.04821932532357388,1.9552804168058992e-05,0.012541603649294953,-0.009518286532035495,0.03383431106004334,0.0023441715525733425,,,0.0026632945050243215,-0.0004304966872878785,0.0013737195322364802,3.173654003927017e-05,0.0007136868260453818,-0.00032436904868397913
5e6c966e1c294130b356da1270c75916,298.15,101.0,2,C1CCOCC1,0.2361,CCCC(C)=O,0.7639,0.8183900000000002,0.0,0.7950476870259143,0.00025340334881793436,0.0005448635749801763,0.007874015748031496,0.04821932532357388,0.0018451929881855367,0.1813294597640111,-0.11616346089769454,0.2768713558608525,0.013804726203636004,,,0.0059937760276650605,-0.0020401925597289777,0.052315929557844025,0.005555446963526169,0.022850624238113123,-0.01072003015399139
00d6b852845d412dba3cf7f27b7fa6c5,298.15,101.0,2,C1CCOCC1,0.5046,CCCC(C)=O,0.4954,0.8386000000000002,0.0,0.8258205627712909,0.0002481257917655263,0.0001633140158825221,0.007874015748031496,0.04821932532357388,0.0005530666589151515,0.09779845244684972,-0.0573144224626839,0.16236460476915457,0.005937651155941919,,,0.009419786527024196,0.0005059727128696809,0.01961894570474033,0.0018050870268661254,0.0060499632724904644,-0.01001073043686417
17d2cd300ac54fadb6bb366b359dbae0,298.15,100.0,2,C1COCCO1,0.7682,O=C1CCCCC1,0.2318,1.0030000000000003,0.0,1.0269046865402305,0.0002567226368012387,0.0005714340385866603,0.007874015748031496,0.04821932532357388,0.0019351744723420197,-0.05088279609994017,0.032675281590749256,-0.25335707443738287,0.012873078217038723,,,-0.051122638299423546,0.008376220730445472,-0.017314780598314393,-0.0018072639583295608,-0.004143571590709819,0.011365291918611945
c5869ccbc2704cd48cd7d69d87bf8d65,298.15,100.0,2,C1COCCO1,0.4875,O=C1CCCCC1,0.5125,0.9775400000000002,0.0,0.9771071403657194,0.00023249270496595144,1.8736746298966178e-07,0.007874015748031496,0.04821932532357388,6.345242089916099e-07,0.0017846465682437188,-0.0010649912618958888,0.004474699410237576,3.7202696515401426e-06,,,0.0005077957434546825,-0.00011391344676829465,0.0005079046264246909,1.3954667968859165e-05,0.00023345791160600223,-0.00020272967032263853
df090324fa7c4ebca417ccaf1ccb5d80,298.15,100.0,2,C1COCCO1,0.2523,O=C1CCCCC1,0.7477,0.9594500000000002,0.0,0.9422000633279399,0.0002241703570498591,0.0002975603151900914,0.007874015748031496,0.04821932532357388,0.0010076948292442032,0.06729141028353179,-0.0670637987979809,0.19684032525456546,0.010897528807596073,,,0.011257936654089624,-0.0008926641615657766,0.031190930131472953,0.0016832496649717334,0.00914824376087297,-0.019881204114026885
