,Iteration,Objective Function
0,0,0.46816518882407737
1,1,0.20275918240646318
2,2,0.18815970934916793
3,3,0.1657099613614615
4,4,0.1594531545493031
5,5,0.16838854767890718
6,6,0.16829501551486223
7,7,0.16292750049711466
8,8,0.16366477421819578
9,9,0.16766180405507133
10,10,0.16795336970006006
11,11,0.16441300832632666
