Id,Temperature (K),Pressure (kPa),N Components,Component 1,Mole Fraction 1,Reference EnthalpyOfVaporization Value (kJ / mol),Reference EnthalpyOfVaporization Uncertainty (kJ / mol),Estimated EnthalpyOfVaporization Value (kJ / mol),Estimated EnthalpyOfVaporization Uncertainty (kJ / mol),Delta^2,Weight,Denom,Term,d Term / d [#1:1]-[#6X4] epsilon,d Term / d [#1:1]-[#6X4] rmin_half,d Term / d [#6:1] epsilon,d Term / d [#6:1] rmin_half,d Term / d [#6X4:1] epsilon,d Term / d [#6X4:1] rmin_half,d Term / d [#8:1] epsilon,d Term / d [#8:1] rmin_half,d Term / d [#8X2H1+0:1] epsilon,d Term / d [#8X2H1+0:1] rmin_half,d Term / d [#8X2H0+0:1] epsilon,d Term / d [#8X2H0+0:1] rmin_half
29b64efb08fe4b85ba92b53cfd95994e,298.15,101.325,1,CC(=O)O,1.0,51.6,0.0,57.171629475675864,0.1348879266478341,31.04305501422009,0.08333333333333333,25.6831695776047,0.003921804765709341,-0.35583853274070165,0.01867902606829746,-0.11800527713069191,-0.014796982299378252,-0.10397598139752542,-0.011631465176275101,-0.032263929332605176,0.03828465999150832,-0.02992121404799477,0.052259169795694095,,
8128bd8d41ed4acfa1fffe6b1fe6c4e3,298.15,101.325,1,CO,1.0,37.83,0.0,32.79057105318845,0.12505759117048174,25.39584410996214,0.08333333333333333,25.6831695776047,0.0032083679397545686,,,,,0.09176297391403944,0.007204275020620069,,,0.0030376688107025445,-0.08871623737276096,,
613efbee4e5046d58f86d85ea00b8c34,298.15,101.325,1,CCO,1.0,42.46,0.0,39.42928376763115,0.1265952783107741,9.185240881144056,0.08333333333333333,25.6831695776047,0.001160411610434536,0.1939104699807344,-0.005564174023103049,,,0.10727868568677003,0.016856365135715236,,,-0.0018061966859045384,-0.05693249608585997,,
bc51d58275ed41e9a32cc4809fd121b0,298.15,101.325,1,CC(C)O,1.0,45.48,0.0,45.15336930784962,0.20995239311972255,0.10668760905463245,0.08333333333333333,25.6831695776047,1.3478311765415158e-05,0.04095147920434907,-0.0010261176820575294,,,0.01672983170293291,0.0032492239569143944,,,-5.830342115802418e-05,-0.006183055662056447,,
b8203b23864c496c90ff7346a05c825a,298.15,101.325,1,CCCCO,1.0,52.42,0.0,50.83543761880582,0.24735739837904686,2.5108379398957763,0.08333333333333333,25.6831695776047,0.0003172051266892512,0.2099337273581688,-0.005493923177696467,,,0.09914110934215783,0.01943299155639203,,,-0.0017171593828701295,-0.03240834701090297,,
37127229370348e08f63564af58ba2bd,298.15,101.325,1,CC(C)CO,1.0,50.89,0.0,49.480680552092124,0.25020818569918213,1.9861813062513607,0.08333333333333333,25.6831695776047,0.0002509229619588421,0.16789483587133017,-0.009558366650305237,,,0.08903162203962744,0.016223945344238884,,,-0.0013030451232893226,-0.028492568521462685,,
20064c60953441a187cfff23332e4bf4,298.15,101.325,1,CC(C)(C)O,1.0,46.75,0.0,49.90568900112269,0.237238979204146,9.95837307180671,0.08333333333333333,25.6831695776047,0.0012580847778620066,-0.5664184854465938,0.007564244635065287,,,-0.194267208488695,-0.039239568446062044,,,0.015469501555832968,0.09473179467923153,,
f8cd0f404aad475eb1e523862be7338b,298.15,101.325,1,CCOC(C)=O,1.0,35.62,0.0,44.94040922805328,0.23279085478954903,86.87002817838072,0.08333333333333333,25.6831695776047,0.010974670191165704,-1.203671085980047,0.049975076711776416,-0.18376302441826503,-0.03228451641118875,-0.499607773717982,-0.07891306537733274,-0.07490049062480326,0.005648325050996345,,,-0.08366112756630209,-0.01663458631694413
92275cfe16774c7bb29be244db8be34a,298.15,101.325,1,CCCOC(C)=O,1.0,39.83,0.0,49.61942685732053,0.2847751159522067,95.83287819482861,0.08333333333333333,25.6831695776047,0.012106986192047116,-1.5721455778377127,0.0752118595742437,-0.17860347723885586,-0.02313284021330218,-0.6818187528390546,-0.12269012162618988,-0.08512496969519805,-0.008091662421195302,,,-0.08923296907200348,-0.018491083560020685
b571eb42d5ea460a8041b5a6278d99af,313.15,101.325,1,CCCCOC(C)=O,1.0,42.96,0.0,53.56999290076737,0.3132321529973566,112.57194935433392,0.08333333333333333,25.6831695776047,0.014221706183904366,-2.299961614745642,0.07392705451317647,-0.2173980065488197,-0.033155952034727286,-0.9405920846429593,-0.19241017707871538,-0.09499130010685077,0.0023157424743788695,,,-0.11378865852897053,-0.03772666876538107
b0cc2bb7c5bd4959be0fb7c6cd722f2d,293.25,101.325,1,COC=O,1.0,28.7187400224,0.0,38.98953678569749,0.12883739381439777,105.4892661529622,0.08333333333333333,25.6831695776047,0.013326919871138914,,,-0.2005699538772234,-0.0014178393479551271,-0.19210070636712626,-0.01634384329008572,-0.08319382627477205,0.03328721206356611,,,-0.11697222422315749,-0.024341196433636584
369bcdaf8853439590812b0124307c2e,298.15,101.325,1,CCOC(=O)CC(=O)OCC,1.0,61.7,0.0,79.69554245608279,0.22559920682727685,323.83954828867815,0.08333333333333333,25.6831695776047,0.04091206497627005,-2.8383421650586382,0.19877842837112433,-0.6582770046706685,-0.09143111319511647,-1.6273848699046987,-0.2367777279636157,-0.27855893170361773,0.08640301211421826,,,-0.3454930514440547,-0.09823824315702483
