Id,Temperature (K),Pressure (kPa),N Components,Component 1,Mole Fraction 1,Component 2,Mole Fraction 2,Reference EnthalpyOfMixing Value (kJ / mol),Reference EnthalpyOfMixing Uncertainty (kJ / mol),Estimated EnthalpyOfMixing Value (kJ / mol),Estimated EnthalpyOfMixing Uncertainty (kJ / mol),Environment 1,Environment 2
a16d41b0e2df4b57b59c7d2dd6a5600f,298.15,100.0,2,COC(C)=O,0.774,CCCC(=O)OC,0.226,0.102,0.0,0.04392914840899742,0.037183404772451134,ester,ester
27c071be1c414b3c8807d55f2b63ee62,298.15,100.0,2,COC(C)=O,0.5178,CCCC(=O)OC,0.4822,0.151,0.0,0.03940432118448456,0.03078269265706113,ester,ester
00ac6b821d59446196c999d50faa90bd,298.15,100.0,2,COC(C)=O,0.2331,CCCC(=O)OC,0.7669,0.1,0.0,0.07393120074056725,0.0391546814356034,ester,ester
e93df977261649eca52a98df6d556b9f,313.15,101.0,2,CC(=O)O,0.5003,CCCOC(C)=O,0.4997,0.0139,0.0,-0.8734309001579774,0.03630486756795044,ester,ester
7f4816619b364b3abb0ab05aae5ce765,313.15,101.0,2,CC(=O)O,0.7004,CCCOC(C)=O,0.2996,-0.016,0.0,-0.6647853101034258,0.03295158974286999,ester,ester
c539367291c24e7ca1651aa99f7fecc3,313.15,101.0,2,CC(=O)O,0.2008,CCCOC(C)=O,0.7992,0.0406,0.0,-0.4960650588358906,0.04559922295376335,ester,ester
caf8feb9f9844a459aed821484bc9d53,298.15,100.0,2,COC(C)=O,0.7653,CCCCC(=O)OC,0.2347,0.173,0.0,0.06621190778593089,0.040277378944261165,ester,ester
64be0273afbb4278a5703d8225862c83,298.15,100.0,2,COC(C)=O,0.4945,CCCCC(=O)OC,0.5055,0.238,0.0,0.19396373356337904,0.04213347104663892,ester,ester
f958fe9142404892b81ef2091f07169b,298.15,100.0,2,COC(C)=O,0.2661,CCCCC(=O)OC,0.7339,0.17800000000000002,0.0,0.12001899699397711,0.0467079294297013,ester,ester
338ccb1211da4e86bc58a45d1ea8ea48,298.15,100.0,2,CCCCC(=O)OC,0.5232,COC=O,0.4768,0.409,0.0,0.4196787612256969,0.0397720890286959,ester,ester
20f418e42b7c4c65abc85ef87ec48335,298.15,100.0,2,CCCCC(=O)OC,0.2533,COC=O,0.7467,0.379,0.0,0.29585107343897477,0.03525775103209182,ester,ester
56168aaf8275482eb158d5cbcc2cc3b2,298.15,100.0,2,CCCCC(=O)OC,0.7968,COC=O,0.2032,0.219,0.0,0.16954071859201747,0.04568606275287692,ester,ester
7ff467c88e1c4bc096e397b545494f31,298.15,101.0,2,CCOC(C)=O,0.7988,CCCCOC(C)=O,0.2012,0.0524,0.0,0.09020084343496748,0.04223656135578009,ester,ester
08a524ede2784dcca3f5a4820a2c6f6f,298.15,101.0,2,CCOC(C)=O,0.2993,CCCCOC(C)=O,0.7007,0.0594,0.0,0.07677484705913074,0.04466732239564949,ester,ester
dc4e1fcbf32b42328e33711a3730da06,298.15,101.0,2,CCOC(C)=O,0.4982,CCCCOC(C)=O,0.5018,0.076,0.0,0.09149395062631793,0.04200607084700048,ester,ester
bc3e21db073c48599407d6b78c92aa29,298.15,100.0,2,CC(=O)O,0.5,CCOC(C)=O,0.5,0.0,0.0,-1.0318817457530827,0.02976267799965495,ester,ester
