Study,Property,Statistic,Value,Std,Lower 95% CI,Upper 95% CI,Iteration
h_mix_rho_x_rho_pure,Pure Density,R^2,0.977844437968256,0.01134906982532871,0.94993916049275,0.9935508730812098,2
h_mix_rho_x_rho_pure,Pure Density,p,1.3260586662619288e-09,3.720058603928097e-07,2.779528569645715e-12,8.094696090103143e-08,2
h_mix_rho_x_rho_pure,Pure Density,RMSE,0.0168229767502244,0.0035318527842448802,0.00922881169449192,0.02343775935011244,2
h_mix_rho_x_rho_pure,Pure Density,MSE,0.0024607380535593693,0.004867186734259375,-0.006593418357497743,0.013014903863073524,2
h_mix_rho_x_rho_pure,Pure Density,MUE,0.013097626160787293,0.003070420096216698,0.007516281590850327,0.019802802930580704,2
h_mix_rho_x_rho_pure,Pure Density,Tau,0.7272727272727272,0.16392300444288835,0.3044777960704994,0.9374368665610919,2
h_mix_rho_x_rho_pure,Pure Density,Slope,1.0489242827936318,0.06281552476930623,0.9262682853380463,1.142789994984299,3
h_mix_rho_x_rho_pure,Pure Density,Intercept,-0.0409408836479257,0.05233010561353656,-0.12456311051038627,0.061690478586984066,3
h_mix_rho_x_rho_pure,Pure Density,R,0.9906153450789903,0.0237153836790008,0.9769707022571937,0.9969201104383858,3
h_mix_rho_x_rho_pure,Pure Density,R^2,0.981318761905967,0.02441105065970075,0.9544717530689143,0.9938497065964833,3
h_mix_rho_x_rho_pure,Pure Density,p,5.643351416170645e-10,0.020100511944710322,2.1835171526986375e-12,5.069949705063835e-08,3
h_mix_rho_x_rho_pure,Pure Density,RMSE,0.014854236846020918,0.0027822469647033193,0.009114041364564073,0.019809551113799836,3
h_mix_rho_x_rho_pure,Pure Density,MSE,0.0016650930294404658,0.004229411663018928,-0.006429948654131684,0.010127302096815885,3
h_mix_rho_x_rho_pure,Pure Density,MUE,0.011959866821084067,0.0025558604142819122,0.007236253789714625,0.0172549831877524,3
h_mix_rho_x_rho_pure,Pure Density,Tau,0.6969696969696969,0.17026310280269535,0.2680100840691232,0.9298547766256363,3
h_mix_rho_x_rho_pure,Pure Density,Slope,1.0249828896023976,0.05244315326601617,0.8880032474293604,1.1074643643400899,4
h_mix_rho_x_rho_pure,Pure Density,Intercept,-0.020097371742601622,0.043992853232692426,-0.09323449247882232,0.0941952278380771,4
h_mix_rho_x_rho_pure,Pure Density,R,0.9924735317251991,0.004926883452584645,0.9806647273492338,0.997663439752907,4
h_mix_rho_x_rho_pure,Pure Density,R^2,0.9850037111750899,0.009650172517437246,0.9617033074669471,0.9953323390196024,4
h_mix_rho_x_rho_pure,Pure Density,p,1.878239963177291e-10,5.192572509941062e-07,5.55762466955815e-13,2.0711379870358224e-08,4
h_mix_rho_x_rho_pure,Pure Density,RMSE,0.012565696190376032,0.0020783853062558994,0.008133857723860367,0.016283340215212116,4
h_mix_rho_x_rho_pure,Pure Density,MSE,0.0016591129916317486,0.0036208976081882746,-0.005191200007447013,0.009161520177749988,4
h_mix_rho_x_rho_pure,Pure Density,MUE,0.010171664824162402,0.0022046242365855503,0.00610499863203758,0.014657108813571323,4
h_mix_rho_x_rho_pure,Pure Density,Tau,0.7272727272727272,0.1628346678047034,0.2994447585743575,0.9374368665610919,4
h_mix_rho_x_rho_pure,Pure Density,Slope,1.0336711780612349,0.053807829931495826,0.9055455466631758,1.1237794662972322,5
h_mix_rho_x_rho_pure,Pure Density,Intercept,-0.02765065294067437,0.045026677249143124,-0.1068257398087864,0.07504709625165207,5
h_mix_rho_x_rho_pure,Pure Density,R,0.9920034634244578,0.004531744963774909,0.979681042531266,0.9974212616873828,5
h_mix_rho_x_rho_pure,Pure Density,R^2,0.9840708714461195,0.00892201251828559,0.9597749450951482,0.9948491732660505,5
h_mix_rho_x_rho_pure,Pure Density,p,2.540757900325445e-10,1.9008498614842984e-07,9.162820491837654e-13,2.637929073206141e-08,5
h_mix_rho_x_rho_pure,Pure Density,RMSE,0.013222656130864308,0.0022559091021134075,0.008518950141242442,0.017268543018460702,5
h_mix_rho_x_rho_pure,Pure Density,MSE,0.0016720748594999113,0.003902494707235739,-0.005686709303547273,0.00963766016575098,5
h_mix_rho_x_rho_pure,Pure Density,MUE,0.010859236724583415,0.00222732170832356,0.006781080603490179,0.015277101597070639,5
h_mix_rho_x_rho_pure,Pure Density,Tau,0.7575757575757575,0.14192616500790445,0.3879049103011415,0.9298547766256363,5
h_mix_rho_x_rho_pure,Pure Density,Slope,1.0315459599246155,0.05388269385293496,0.8947084635954774,1.1183467873747333,6
h_mix_rho_x_rho_pure,Pure Density,Intercept,-0.026196078005923495,0.04518957163731371,-0.10349437849596743,0.08665292813449232,6
h_mix_rho_x_rho_pure,Pure Density,R,0.9916519900192416,0.005216102598207234,0.9790177288731741,0.9970010092718085,6
h_mix_rho_x_rho_pure,Pure Density,R^2,0.9833736693091222,0.010196027555513427,0.9584757134479878,0.9940110124890047,6
h_mix_rho_x_rho_pure,Pure Density,p,3.1485692062707385e-10,2.1247614302023587e-06,1.945209627871441e-12,3.249032533380854e-08,6
h_mix_rho_x_rho_pure,Pure Density,RMSE,0.013374245280884541,0.002111276282866248,0.008872870203013057,0.017150888262956753,6
h_mix_rho_x_rho_pure,Pure Density,MSE,0.0012758920683776005,0.0038132551861852627,-0.005720785072095919,0.008917747590175237,6
h_mix_rho_x_rho_pure,Pure Density,MUE,0.011163491444876753,0.002139732744000176,0.0070934327842894955,0.015289262619518407,6
h_mix_rho_x_rho_pure,Pure Density,Tau,0.7272727272727272,0.15845579238641375,0.3309652594769214,0.9374368665610919,6
h_mix_rho_x_rho_pure,Pure Density,Slope,1.029506260142214,0.05077685909469263,0.898649151362651,1.1060663590776447,7
h_mix_rho_x_rho_pure,Pure Density,Intercept,-0.02500312285567552,0.04240428845469493,-0.09163092752272228,0.08094779659583173,7
h_mix_rho_x_rho_pure,Pure Density,R,0.992586887063136,0.004238806653933833,0.9811723908846088,0.9974067884174407,7
h_mix_rho_x_rho_pure,Pure Density,R^2,0.9852287283696868,0.008360441228876428,0.9626992606342196,0.9948203015811933,7
h_mix_rho_x_rho_pure,Pure Density,p,1.741326727642525e-10,6.667794644676517e-08,9.296130898233689e-13,1.844766190819392e-08,7
h_mix_rho_x_rho_pure,Pure Density,RMSE,0.012528019204658463,0.0019242688695741193,0.00834145344261819,0.016248741200491853,7
h_mix_rho_x_rho_pure,Pure Density,MSE,0.0006925636147474268,0.00365439248176626,-0.006369145328264057,0.008001664483140028,7
h_mix_rho_x_rho_pure,Pure Density,MUE,0.010503510874923822,0.001998191505926045,0.00678785817731629,0.014655110602747573,7
h_mix_rho_x_rho_pure,Pure Density,Tau,0.7575757575757575,0.1455052622019602,0.3813850356982369,0.9374368665610919,7
h_mix_rho_x_rho_pure,Pure Density,Slope,1.0253373388839773,0.057429019889717096,0.871259148348378,1.1063255701952144,8
h_mix_rho_x_rho_pure,Pure Density,Intercept,-0.020817164143115185,0.04762712714431408,-0.09261346721539576,0.10307404491683447,8
h_mix_rho_x_rho_pure,Pure Density,R,0.9924693938283788,0.019631585035752557,0.9802663622525093,0.9974547831327056,8
h_mix_rho_x_rho_pure,Pure Density,R^2,0.9849954976860698,0.023961157740676614,0.9609221409637678,0.9949160443943128,8
h_mix_rho_x_rho_pure,Pure Density,p,1.8833957049097004e-10,0.014434271771637667,8.385093179732481e-13,2.375431892669202e-08,8
h_mix_rho_x_rho_pure,Pure Density,RMSE,0.01253213605889749,0.0018673874882731444,0.008428943094464647,0.015770679358946865,8
h_mix_rho_x_rho_pure,Pure Density,MSE,0.001247994667915327,0.0035857296366550925,-0.00554610819197493,0.008516827464831594,8
h_mix_rho_x_rho_pure,Pure Density,MUE,0.010474826425131275,0.001956590242724733,0.006731845682072117,0.014344749874819707,8
h_mix_rho_x_rho_pure,Pure Density,Tau,0.7575757575757575,0.14337487182047,0.3829708431025352,0.9374368665610919,8
h_mix_rho_x_rho_pure,Pure Density,Slope,1.0305059767182634,0.04895924438561563,0.9186964760814833,1.114044672592749,9
h_mix_rho_x_rho_pure,Pure Density,Intercept,-0.026311425579021108,0.041316574894924143,-0.09968928785234021,0.06611476555929763,9
h_mix_rho_x_rho_pure,Pure Density,R,0.9932184946215921,0.0041728539982891465,0.9826661740338027,0.997743700411201,9
h_mix_rho_x_rho_pure,Pure Density,R^2,0.9864829780583815,0.008217191912957163,0.9656328095902319,0.9954924917102363,9
h_mix_rho_x_rho_pure,Pure Density,p,1.1167761944023464e-10,1.3966005389539294e-07,4.651408418671098e-13,1.2208267280430748e-08,9
h_mix_rho_x_rho_pure,Pure Density,RMSE,0.012024615941727438,0.001948477276082291,0.00792912410678281,0.015561224185192625,9
h_mix_rho_x_rho_pure,Pure Density,MSE,0.0002548694867857415,0.0034913586000882902,-0.006461202824777422,0.007243005591675428,9
h_mix_rho_x_rho_pure,Pure Density,MUE,0.01009128622018221,0.00199491251269449,0.00633829789495588,0.014234606459673912,9
h_mix_rho_x_rho_pure,Pure Density,Tau,0.7575757575757575,0.1456652892055586,0.36857838471692034,0.9298547766256363,9
h_mix_rho_x_rho_pure,Pure Density,Slope,1.0212356521633188,0.04523850580388699,0.9225113068087651,1.0905530756465411,10
h_mix_rho_x_rho_pure,Pure Density,Intercept,-0.01825073675104283,0.038005375668121566,-0.07943982763576918,0.06349675724868675,10
h_mix_rho_x_rho_pure,Pure Density,R,0.9939384276568006,0.004191431033432868,0.9828650381068775,0.9980833579967925,10
h_mix_rho_x_rho_pure,Pure Density,R^2,0.9879135979728731,0.008242025117236002,0.9660236831328338,0.9961703895101535,10
h_mix_rho_x_rho_pure,Pure Density,p,6.379467674165083e-11,3.1186299050958e-07,2.1044533009911824e-13,1.140812313617669e-08,10
h_mix_rho_x_rho_pure,Pure Density,RMSE,0.011107754207310833,0.0015894532040752923,0.007693754618018696,0.013964629034973943,10
h_mix_rho_x_rho_pure,Pure Density,MSE,0.0002424459618325936,0.0032662055637487928,-0.006114323027935927,0.006949102404617806,10
h_mix_rho_x_rho_pure,Pure Density,MUE,0.009334460927699517,0.001741685319800201,0.005896673270943713,0.012754350636916148,10
h_mix_rho_x_rho_pure,Pure Density,Tau,0.7575757575757575,0.1457969464110115,0.3751832396884334,0.9374368665610919,10
h_mix_rho_x_rho_pure,Pure Density,Slope,1.019956085164665,0.047436504267771754,0.9139866945272165,1.0929455272210666,11
h_mix_rho_x_rho_pure,Pure Density,Intercept,-0.016765956175954222,0.03974142315752001,-0.08079360967642402,0.06969338059871355,11
h_mix_rho_x_rho_pure,Pure Density,R,0.993320147042718,0.004868614297183003,0.982447773799182,0.9977690726796181,11
h_mix_rho_x_rho_pure,Pure Density,R^2,0.9866849145209668,0.009518649012478684,0.9652036282429687,0.9955431223959451,11
h_mix_rho_x_rho_pure,Pure Density,p,1.0357236073698977e-10,8.120086896566595e-07,4.4482365548308463e-13,1.310782430632455e-08,11
h_mix_rho_x_rho_pure,Pure Density,RMSE,0.011625416007720003,0.0015859602201697492,0.00811969771502565,0.014599675984621256,11
h_mix_rho_x_rho_pure,Pure Density,MSE,0.000612908685155733,0.003408321780772116,-0.006027781865228547,0.0073696286625793694,11
h_mix_rho_x_rho_pure,Pure Density,MUE,0.009862012819337998,0.0017314106894040988,0.006386080014876033,0.013297917669841564,11
h_mix_rho_x_rho_pure,Pure Density,Tau,0.7575757575757575,0.14155139840903205,0.39400626128204935,0.9298547766256363,11
h_mix_rho_x_rho_pure_h_vap,Pure Density,Slope,1.1657917404691065,0.06309445083930339,1.0699889516752688,1.3253385812921559,0
h_mix_rho_x_rho_pure_h_vap,Pure Density,Intercept,-0.11668406881663673,0.053126710196960886,-0.24933897013805406,-0.034363035376201334,0
h_mix_rho_x_rho_pure_h_vap,Pure Density,R,0.990448149052993,0.006292875076691739,0.9786963467759205,0.9979077926230094,0
h_mix_rho_x_rho_pure_h_vap,Pure Density,R^2,0.9809875359625,0.012265816808979126,0.9578465391925329,0.9958199625777272,0
h_mix_rho_x_rho_pure_h_vap,Pure Density,p,6.162568798862557e-10,2.590784863116174e-06,3.214267488134568e-13,3.471438294985668e-08,0
h_mix_rho_x_rho_pure_h_vap,Pure Density,RMSE,0.03563136648636765,0.007048565990745878,0.02086755341755461,0.048353218067605626,0
h_mix_rho_x_rho_pure_h_vap,Pure Density,MSE,0.027696566409478967,0.006435844987634925,0.01530570131983732,0.04044920732258823,0
h_mix_rho_x_rho_pure_h_vap,Pure Density,MUE,0.028451981623385636,0.006157445569161664,0.01677169761575137,0.041146834032015606,0
h_mix_rho_x_rho_pure_h_vap,Pure Density,Tau,0.6969696969696969,0.17244257470941915,0.2631806779839076,0.9134333882114982,0
h_mix_rho_x_rho_pure_h_vap,Pure Density,Slope,1.0839271225680822,0.07243196285523479,0.9101408167234372,1.203424865255495,1
h_mix_rho_x_rho_pure_h_vap,Pure Density,Intercept,-0.0737472371460477,0.05982509630126976,-0.17355487901737743,0.06856958251462697,1
h_mix_rho_x_rho_pure_h_vap,Pure Density,R,0.9876348663313027,0.006489356892369113,0.9720633932508495,0.9967395503072564,1
h_mix_rho_x_rho_pure_h_vap,Pure Density,R^2,0.9754226291932502,0.012736368208286402,0.9449072404983556,0.9934897311467117,1
h_mix_rho_x_rho_pure_h_vap,Pure Density,p,2.2298380404287804e-09,4.287376818569432e-07,2.8899763681260896e-12,1.3059425669610654e-07,1
h_mix_rho_x_rho_pure_h_vap,Pure Density,RMSE,0.018508093462199268,0.003954060477563528,0.0097886548701271,0.02532979678452742,1
h_mix_rho_x_rho_pure_h_vap,Pure Density,MSE,-0.0006588478523859668,0.005361441694229237,-0.010335081380378594,0.010405893880344177,1
h_mix_rho_x_rho_pure_h_vap,Pure Density,MUE,0.014277097124656218,0.0034281869961391696,0.00799018480625461,0.021299248197252846,1
h_mix_rho_x_rho_pure_h_vap,Pure Density,Tau,0.7878787878787877,0.13404890116281684,0.43267897336334127,0.9374368665610919,1
h_mix_rho_x_rho_pure_h_vap,Pure Density,Slope,1.0493619731338009,0.06225850687200623,0.8947980979996327,1.146381034784449,2
h_mix_rho_x_rho_pure_h_vap,Pure Density,Intercept,-0.04317028614063145,0.05178296653063597,-0.12879413656138206,0.08018346482377559,2
h_mix_rho_x_rho_pure_h_vap,Pure Density,R,0.9907237706153617,0.01444508720550068,0.9778709943599381,0.9972223020256025,2
h_mix_rho_x_rho_pure_h_vap,Pure Density,R^2,0.9815335896623197,0.021149838213031538,0.956231681610494,0.9944523196572419,2
h_mix_rho_x_rho_pure_h_vap,Pure Density,p,5.325761489521427e-10,0.004789962675210636,1.418369587490536e-12,4.040272728268864e-08,2
h_mix_rho_x_rho_pure_h_vap,Pure Density,RMSE,0.014703109163379424,0.002450825901037385,0.009585131704719849,0.019078104132832775,2
h_mix_rho_x_rho_pure_h_vap,Pure Density,MSE,-0.00018314445970639878,0.004175198242502998,-0.007987345644107108,0.008529082952257202,2
h_mix_rho_x_rho_pure_h_vap,Pure Density,MUE,0.012083296545351813,0.0024203402249202205,0.0075958280078680844,0.01703426492604528,2
h_mix_rho_x_rho_pure_h_vap,Pure Density,Tau,0.7575757575757575,0.14769690773445274,0.3751832396884334,0.9374368665610919,2
h_mix_rho_x_rho_pure_h_vap,Pure Density,Slope,1.0503485378450075,0.06023596284173684,0.8963369666699387,1.144610709047846,3
h_mix_rho_x_rho_pure_h_vap,Pure Density,Intercept,-0.04291676358834129,0.050215355873818646,-0.12463072089191896,0.08329118261321877,3
h_mix_rho_x_rho_pure_h_vap,Pure Density,R,0.990377602844353,0.006023293853610815,0.9757781751669723,0.9968802653657667,3
h_mix_rho_x_rho_pure_h_vap,Pure Density,R^2,0.9808477962157272,0.011720303257506275,0.9521430471321864,0.9937702634757214,3
h_mix_rho_x_rho_pure_h_vap,Pure Density,p,6.392772311913699e-10,4.8699873972609885e-06,2.3563767085350485e-12,6.346598802244e-08,3
h_mix_rho_x_rho_pure_h_vap,Pure Density,RMSE,0.015021001761012301,0.0026845494849790422,0.009302310837245165,0.019882831567825138,3
h_mix_rho_x_rho_pure_h_vap,Pure Density,MSE,0.0009295333152302687,0.00425859353108821,-0.0072725744700457284,0.009589495639029638,3
h_mix_rho_x_rho_pure_h_vap,Pure Density,MUE,0.012268105709234553,0.0025159880988696566,0.007664889312082775,0.017365720844607163,3
h_mix_rho_x_rho_pure_h_vap,Pure Density,Tau,0.7272727272727272,0.16889168059596155,0.27242750174728897,0.929320377284585,3
h_mix_rho_x_rho_pure_h_vap,Pure Density,Slope,1.0375405162330475,0.060684769504801964,0.8580820571518476,1.1272433627697251,4
h_mix_rho_x_rho_pure_h_vap,Pure Density,Intercept,-0.03223710318724593,0.050644371263485054,-0.11073216846624556,0.11369107003161472,4
h_mix_rho_x_rho_pure_h_vap,Pure Density,R,0.9910412031093495,0.005598296371882177,0.977471222529598,0.9969163622992125,4
h_mix_rho_x_rho_pure_h_vap,Pure Density,R^2,0.9821626662604269,0.01095241706225777,0.9554499908735068,0.9938422334198949,4
h_mix_rho_x_rho_pure_h_vap,Pure Density,p,4.4771674179081303e-10,8.248342310543016e-07,2.2879178333596025e-12,4.4275818312577684e-08,4
h_mix_rho_x_rho_pure_h_vap,Pure Density,RMSE,0.013995502071791888,0.0021398782675501435,0.009532673862394953,0.017727036088185846,4
h_mix_rho_x_rho_pure_h_vap,Pure Density,MSE,0.0004552587187663937,0.004108645775732621,-0.007264146187593634,0.008514033751916977,4
h_mix_rho_x_rho_pure_h_vap,Pure Density,MUE,0.01180012044941812,0.0021394995980624546,0.007871685811447657,0.01598204900584878,4
h_mix_rho_x_rho_pure_h_vap,Pure Density,Tau,0.6969696969696969,0.17036857909731956,0.28216010538144914,0.9374368665610919,4
h_mix_rho_x_rho_pure_h_vap,Pure Density,Slope,1.0316591623851947,0.057945701113168595,0.8705394839424909,1.1182597779960626,5
h_mix_rho_x_rho_pure_h_vap,Pure Density,Intercept,-0.02748747873982693,0.04861257613418533,-0.10517019620184465,0.10281995714044634,5
h_mix_rho_x_rho_pure_h_vap,Pure Density,R,0.9914607387742421,0.006563717699964591,0.9761640979746975,0.9973949813877797,5
h_mix_rho_x_rho_pure_h_vap,Pure Density,R^2,0.9829943965307659,0.012745505109323936,0.9528963461747548,0.9947967488975294,5
h_mix_rho_x_rho_pure_h_vap,Pure Density,p,3.5250157623472325e-10,3.940513825064889e-06,9.70641829717406e-13,6.009328254700218e-08,5
h_mix_rho_x_rho_pure_h_vap,Pure Density,RMSE,0.013462967432107358,0.0020010538865770904,0.009063712351032897,0.016958642278794088,5
h_mix_rho_x_rho_pure_h_vap,Pure Density,MSE,8.307431044957125e-05,0.0038605888863265238,-0.007471779428647259,0.0077477396476913945,5
h_mix_rho_x_rho_pure_h_vap,Pure Density,MUE,0.01134223481185248,0.0021240369294670894,0.007291839265304467,0.01565530048079432,5
h_mix_rho_x_rho_pure_h_vap,Pure Density,Tau,0.7272727272727272,0.1660229999447147,0.26792425767179356,0.9298547766256363,5
h_mix_rho_x_rho_pure_h_vap,Pure Density,Slope,1.025696607579783,0.062413298786783214,0.8579280162288683,1.1087620263917748,6
h_mix_rho_x_rho_pure_h_vap,Pure Density,Intercept,-0.022597401662815653,0.05197733453837654,-0.09728895939336213,0.11536474645100692,6
h_mix_rho_x_rho_pure_h_vap,Pure Density,R,0.9915670733823154,0.027859105037312953,0.9758415710256392,0.9970216438736235,6
h_mix_rho_x_rho_pure_h_vap,Pure Density,R^2,0.9832052610159701,0.024298020935688298,0.9522667717417876,0.9940521583524624,6
h_mix_rho_x_rho_pure_h_vap,Pure Density,p,3.3115276804796633e-10,0.010924887321696556,1.885687113710156e-12,6.374407207206678e-08,6
h_mix_rho_x_rho_pure_h_vap,Pure Density,RMSE,0.013190004799912617,0.0017448970206789189,0.009457075699350692,0.016378487662173,6
h_mix_rho_x_rho_pure_h_vap,Pure Density,MSE,-0.00021937176200385414,0.003928733459098762,-0.007630929324058261,0.007821801627053093,6
h_mix_rho_x_rho_pure_h_vap,Pure Density,MUE,0.011499633792725006,0.0018308010147422393,0.007932911476817664,0.015034811916376706,6
h_mix_rho_x_rho_pure_h_vap,Pure Density,Tau,0.6969696969696969,0.17588930508765532,0.26792425767179356,0.9298547766256363,6
h_mix_rho_x_rho_pure_h_vap,Pure Density,Slope,1.0370318411240178,0.05399948988392532,0.9069320708638299,1.1187916342263005,7
h_mix_rho_x_rho_pure_h_vap,Pure Density,Intercept,-0.03230169152773077,0.04528239226760202,-0.10407581457996784,0.07985482347942685,7
h_mix_rho_x_rho_pure_h_vap,Pure Density,R,0.992037688147538,0.005409698969509364,0.9777640985718207,0.9971954228679708,7
h_mix_rho_x_rho_pure_h_vap,Pure Density,R^2,0.9841387747051119,0.010593725139786823,0.9560226324559651,0.9943987113888311,7
h_mix_rho_x_rho_pure_h_vap,Pure Density,p,2.486992117157585e-10,6.882226283581545e-07,1.4402692018234557e-12,4.261787233618466e-08,7
h_mix_rho_x_rho_pure_h_vap,Pure Density,RMSE,0.013214059121376997,0.0020234933171998956,0.008791280897330854,0.016784524783741275,7
h_mix_rho_x_rho_pure_h_vap,Pure Density,MSE,-5.2312095740432905e-05,0.003800860581697531,-0.006985842752254029,0.007513390571583983,7
h_mix_rho_x_rho_pure_h_vap,Pure Density,MUE,0.011244377666376834,0.0019980743602285933,0.007377784914590513,0.015204675752540938,7
h_mix_rho_x_rho_pure_h_vap,Pure Density,Tau,0.7272727272727272,0.16422977389114343,0.3044777960704994,0.9298547766256363,7
h_mix_rho_x_rho_pure_h_vap,Pure Density,Slope,1.0401992213332976,0.05720177225037006,0.918784052248538,1.1334891374705862,8
h_mix_rho_x_rho_pure_h_vap,Pure Density,Intercept,-0.03479913286140246,0.04833908384451263,-0.11655430657450694,0.06722580076479612,8
h_mix_rho_x_rho_pure_h_vap,Pure Density,R,0.991020949147766,0.005668927594226449,0.9771163317810785,0.9967989623924205,8
h_mix_rho_x_rho_pure_h_vap,Pure Density,R^2,0.9821225216497389,0.011097692090215973,0.9547563258333106,0.9936081714266062,8
h_mix_rho_x_rho_pure_h_vap,Pure Density,p,4.527853084830866e-10,6.652423652564902e-07,2.6659371786338636e-12,4.84675479643482e-08,8
h_mix_rho_x_rho_pure_h_vap,Pure Density,RMSE,0.014106621482245993,0.0023656818765949348,0.009339883317550614,0.018548406213582013,8
h_mix_rho_x_rho_pure_h_vap,Pure Density,MSE,0.00020857678248203948,0.003992324689103869,-0.0069267883079927595,0.00843233195189022,8
h_mix_rho_x_rho_pure_h_vap,Pure Density,MUE,0.011925713443696084,0.00221525164110174,0.007786354109476913,0.016588794284584086,8
h_mix_rho_x_rho_pure_h_vap,Pure Density,Tau,0.6666666666666666,0.18193702295614342,0.22627786434233255,0.9066928292470474,8
h_mix_rho_x_rho_pure_h_vap,Pure Density,Slope,1.0458238140657432,0.06707375380894996,0.8835723987702071,1.1379734660146335,9
h_mix_rho_x_rho_pure_h_vap,Pure Density,Intercept,-0.0396132601239898,0.055759701283389196,-0.12145235936075749,0.09196406616450592,9
h_mix_rho_x_rho_pure_h_vap,Pure Density,R,0.9909996715380549,0.030740015384053545,0.9736029862052448,0.9969910509476478,9
h_mix_rho_x_rho_pure_h_vap,Pure Density,R^2,0.9820803489885327,0.025248640882819372,0.9479027747477701,0.9939911556696953,9
h_mix_rho_x_rho_pure_h_vap,Pure Density,p,4.581593059510286e-10,0.006543527743170918,1.9882919907907048e-12,1.0269423569500426e-07,9
h_mix_rho_x_rho_pure_h_vap,Pure Density,RMSE,0.01435256164818145,0.002480789940246708,0.009262876851810146,0.018967607503262252,9
h_mix_rho_x_rho_pure_h_vap,Pure Density,MSE,0.00029265656748903024,0.00413699615206304,-0.007409172908382879,0.00871661491848282,9
h_mix_rho_x_rho_pure_h_vap,Pure Density,MUE,0.011923163521846516,0.0023309500283845105,0.007568796958323215,0.01698268375942132,9
h_mix_rho_x_rho_pure_h_vap,Pure Density,Tau,0.6969696969696969,0.18211903241389835,0.20488325586666567,0.9211323729436766,9
h_mix_rho_x_rho_pure_h_vap,Pure Density,Slope,1.038150306476481,0.05481816264480425,0.8962343950913876,1.125355755033048,10
h_mix_rho_x_rho_pure_h_vap,Pure Density,Intercept,-0.033024453970889156,0.046223208984717254,-0.10996968974325028,0.08388789318392664,10
h_mix_rho_x_rho_pure_h_vap,Pure Density,R,0.9915805487775831,0.00595502961899126,0.9761024918868393,0.9969937120948096,10
h_mix_rho_x_rho_pure_h_vap,Pure Density,R^2,0.9832319847140528,0.011630323488468099,0.9527760746676972,0.9939964619565881,10
h_mix_rho_x_rho_pure_h_vap,Pure Density,p,3.2852278444207124e-10,8.206406059829466e-07,2.0928926012189276e-12,6.20927528934873e-08,10
h_mix_rho_x_rho_pure_h_vap,Pure Density,RMSE,0.013609224518189975,0.002065539143608045,0.009049248579801153,0.01731596321285841,10
h_mix_rho_x_rho_pure_h_vap,Pure Density,MSE,0.0001989470716477204,0.0038384122527303525,-0.007176932206491747,0.008092844773930416,10
