Study,Property,Statistic,Value,Std,Lower 95% CI,Upper 95% CI,Environment,Iteration
h_mix_rho_x_rho_pure,Pure Density,Tau,0.06666666666666665,0.3794299201970914,-0.8563488385776752,0.7745966692414834,alcohol,5
h_mix_rho_x_rho_pure,Pure Density,Slope,-0.009713353137652123,0.7852825175054009,-0.940872987289087,0.6439074857983016,alcohol,6
h_mix_rho_x_rho_pure,Pure Density,Intercept,0.7984821670853133,0.6153599434519479,0.2890727113464874,1.5360609559032588,alcohol,6
h_mix_rho_x_rho_pure,Pure Density,R,-0.018901559072700757,0.44510337405936073,-0.9746000547885078,0.8354860814413556,alcohol,6
h_mix_rho_x_rho_pure,Pure Density,R^2,0.0003572689353787963,0.2522899904654564,0.00040678925505977165,0.9888603833824391,alcohol,6
h_mix_rho_x_rho_pure,Pure Density,p,0.9716510378608924,0.2962779127425,4.8554056998967716e-05,0.9702046325316087,alcohol,6
h_mix_rho_x_rho_pure,Pure Density,RMSE,0.010600988850434959,0.0026011427357396,0.004180933938686152,0.014666156566656569,alcohol,6
h_mix_rho_x_rho_pure,Pure Density,MSE,0.0012912610893676864,0.0042931235279919915,-0.007597516721378705,0.009038651962084199,alcohol,6
h_mix_rho_x_rho_pure,Pure Density,MUE,0.008392530764065839,0.002571582451979719,0.0034954904968567866,0.01340205337378351,alcohol,6
h_mix_rho_x_rho_pure,Pure Density,Tau,-0.06666666666666665,0.3954247518247496,-0.8563488385776752,0.7453559924999299,alcohol,6
h_mix_rho_x_rho_pure,Pure Density,Slope,0.0655107911348128,0.4714804528614,-0.4962414759931198,0.6395892443669984,alcohol,7
h_mix_rho_x_rho_pure,Pure Density,Intercept,0.73842952579491,0.36897293321470837,0.28601553925609713,1.178236178920631,alcohol,7
h_mix_rho_x_rho_pure,Pure Density,R,0.1517085394249511,0.43497876011587866,-0.8463976469519832,0.8998320308018191,alcohol,7
h_mix_rho_x_rho_pure,Pure Density,R^2,0.023015480934451944,0.2551399162323076,0.00024933980752200847,0.9397420654810827,alcohol,7
h_mix_rho_x_rho_pure,Pure Density,p,0.7741830133609375,0.30367549533338584,0.0015604974476661905,0.9775035265617196,alcohol,7
h_mix_rho_x_rho_pure,Pure Density,RMSE,0.009562307100758744,0.0025570486027383654,0.003719513992860252,0.013870578062266,alcohol,7
h_mix_rho_x_rho_pure,Pure Density,MSE,0.0006297366332495188,0.003917028315339383,-0.007383073732815178,0.007967546098359202,alcohol,7
h_mix_rho_x_rho_pure,Pure Density,MUE,0.0075196046290442005,0.002443982364914294,0.0030613154671376153,0.01276257748003031,alcohol,7
h_mix_rho_x_rho_pure,Pure Density,Tau,0.06666666666666665,0.36548218100355256,-0.7302967433402214,0.7877263614433762,alcohol,7
h_mix_rho_x_rho_pure,Pure Density,Slope,0.046001982158857,,-0.628027333468326,0.6207108779706962,alcohol,8
h_mix_rho_x_rho_pure,Pure Density,Intercept,0.7547677141559642,,0.3051337777167419,1.3205772738061357,alcohol,8
h_mix_rho_x_rho_pure,Pure Density,R,0.10716359947164075,0.4403361042217652,-0.7372388809279166,0.9114854069065793,alcohol,8
h_mix_rho_x_rho_pure,Pure Density,R^2,0.011484037051718242,0.24090642611083704,0.00047380123428071867,0.9178601551768056,alcohol,8
h_mix_rho_x_rho_pure,Pure Density,p,0.8398699361660027,0.2969428629199707,0.0027294017374666787,0.9676891441643163,alcohol,8
h_mix_rho_x_rho_pure,Pure Density,RMSE,0.009831957001632901,0.002318296589312155,0.004760136389566071,0.013780870621451991,alcohol,8
h_mix_rho_x_rho_pure,Pure Density,MSE,0.0015652911139891386,0.004044227683340993,-0.006470806590910538,0.008836822683209511,alcohol,8
h_mix_rho_x_rho_pure,Pure Density,MUE,0.007670454565939362,0.0024563030043083765,0.003159653953467808,0.01263881601859799,alcohol,8
h_mix_rho_x_rho_pure,Pure Density,Tau,0.06666666666666665,,-0.7006490497453707,0.7745966692414834,alcohol,8
h_mix_rho_x_rho_pure,Pure Density,Slope,0.023946449559111505,0.7011591896619456,-0.8009445914934986,0.68000732021972,alcohol,9
h_mix_rho_x_rho_pure,Pure Density,Intercept,0.7702739203661757,0.5488485517116317,0.2531218415724653,1.4159708292527213,alcohol,9
h_mix_rho_x_rho_pure,Pure Density,R,0.05173692714699933,0.4447799282997361,-0.8051138531407998,0.9072593583382956,alcohol,9
h_mix_rho_x_rho_pure,Pure Density,R^2,0.0026767096306139163,0.24940960422637642,0.0004298285747839285,0.9766382347162502,alcohol,9
h_mix_rho_x_rho_pure,Pure Density,p,0.9224638516450774,0.29441083739276747,0.000253886754567805,0.969203500723209,alcohol,9
h_mix_rho_x_rho_pure,Pure Density,RMSE,0.010036096328781732,0.002821306320984654,0.0035585019473584633,0.0146999784173966,alcohol,9
h_mix_rho_x_rho_pure,Pure Density,MSE,-0.0003418308850155853,0.004063291488769535,-0.008387545074186264,0.006773493916925018,alcohol,9
h_mix_rho_x_rho_pure,Pure Density,MUE,0.00786977314254598,0.0024856650483062724,0.0033661684239770415,0.013041586430505403,alcohol,9
h_mix_rho_x_rho_pure,Pure Density,Tau,0.06666666666666665,0.378289479559706,-0.7745966692414834,0.7745966692414834,alcohol,9
h_mix_rho_x_rho_pure,Pure Density,Slope,0.10191127879998815,0.526136475221543,-1.0158498560700764,0.7440502743707981,alcohol,10
h_mix_rho_x_rho_pure,Pure Density,Intercept,0.7095214443383441,0.4127900393419263,0.20373275718561634,1.5848565621649127,alcohol,10
h_mix_rho_x_rho_pure,Pure Density,R,0.21318551524397478,0.44159935725086746,-0.762843098304516,0.9678975496694371,alcohol,10
h_mix_rho_x_rho_pure,Pure Density,R^2,0.045448063909839,0.2657842524249894,0.0001928520969522443,0.9813952580592853,alcohol,10
h_mix_rho_x_rho_pure,Pure Density,p,0.685066161594768,0.29973429120016404,0.00017230893553626998,0.9803553480982368,alcohol,10
h_mix_rho_x_rho_pure,Pure Density,RMSE,0.009412818686001368,0.0027778897049721258,0.002733673142293961,0.013645134367478386,alcohol,10
h_mix_rho_x_rho_pure,Pure Density,MSE,0.0004606409990682477,0.0038260743194154833,-0.007985485228340047,0.007462630569195476,alcohol,10
h_mix_rho_x_rho_pure,Pure Density,MUE,0.007076021419988902,0.002548742862909791,0.0023336636244463325,0.012269488508578397,alcohol,10
h_mix_rho_x_rho_pure,Pure Density,Tau,0.06666666666666665,0.37741498426049774,-0.7745966692414834,0.7877263614433762,alcohol,10
h_mix_rho_x_rho_pure,Pure Density,Slope,0.07416046730075995,0.4863315167868303,-0.5576670987788666,0.6749068605162583,alcohol,11
h_mix_rho_x_rho_pure,Pure Density,Intercept,0.7319757136116316,0.38229623443203403,0.25887243544511807,1.2432001896195795,alcohol,11
h_mix_rho_x_rho_pure,Pure Density,R,0.16823586289216236,0.4335420255115912,-0.6991051876599997,0.9412306714976814,alcohol,11
h_mix_rho_x_rho_pure,Pure Density,R^2,0.028303305563070452,0.26024575790538146,0.00012578706662616434,0.9437849844282579,alcohol,11
h_mix_rho_x_rho_pure,Pure Density,p,0.7500270211788083,0.30786602271348945,0.0012276044139871416,0.9845695116750022,alcohol,11
h_mix_rho_x_rho_pure,Pure Density,RMSE,0.009551748737223495,0.002481336673047094,0.003663620752218496,0.013568035116107564,alcohol,11
h_mix_rho_x_rho_pure,Pure Density,MSE,0.0010050340758621101,0.0038910567354731138,-0.006911340104139667,0.008278104429415864,alcohol,11
h_mix_rho_x_rho_pure,Pure Density,MUE,0.007441887315178826,0.0024112371896357503,0.0027632034895772963,0.012129139893784576,alcohol,11
h_mix_rho_x_rho_pure,Pure Density,Tau,0.06666666666666665,0.37180419926474795,-0.6024640760767093,0.7877263614433762,alcohol,11
h_mix_rho_x_rho_pure,Pure Density,Slope,1.150294836350495,0.25529117482734126,0.9622468781119414,1.6369878961115316,ester,0
h_mix_rho_x_rho_pure,Pure Density,Intercept,-0.10072362266230783,0.2535156279970433,-0.5366573853212103,0.09292965263435349,ester,0
h_mix_rho_x_rho_pure,Pure Density,R,0.9798277720869994,0.09019981037562533,0.941220449281241,0.9999920092095465,ester,0
h_mix_rho_x_rho_pure,Pure Density,R^2,0.9600624629529729,0.033377994199038793,0.8864672192531938,0.9999840184829456,ester,0
h_mix_rho_x_rho_pure,Pure Density,p,0.0006062739392852859,0.0017134936238323605,9.792163380828531e-11,0.005031679450938854,ester,0
h_mix_rho_x_rho_pure,Pure Density,RMSE,0.047033830056980294,0.009104182986676581,0.02831945479003571,0.0634283369036303,ester,0
h_mix_rho_x_rho_pure,Pure Density,MSE,0.04238544221829423,0.008316439907352527,0.027800890962658826,0.05966525035997496,ester,0
h_mix_rho_x_rho_pure,Pure Density,MUE,0.04238544221829423,0.008316439907352527,0.027800890962658826,0.05966525035997496,ester,0
h_mix_rho_x_rho_pure,Pure Density,Tau,0.8666666666666666,0.1982854171152055,0.3580574370197165,0.9660917830792959,ester,0
h_mix_rho_x_rho_pure,Pure Density,Slope,1.1772732369873238,0.3710875832133396,0.9911394448412186,1.5223975847439633,ester,1
h_mix_rho_x_rho_pure,Pure Density,Intercept,-0.16216401218522158,0.38131563853088024,-0.47116023771916027,0.01336515062509347,ester,1
h_mix_rho_x_rho_pure,Pure Density,R,0.983781914754092,0.10053689271423566,0.9574510039379068,0.9999877928420254,ester,1
h_mix_rho_x_rho_pure,Pure Density,R^2,0.9678268557972276,0.031118973067768795,0.9177038237343269,0.9999755858330656,ester,1
h_mix_rho_x_rho_pure,Pure Density,p,0.00039240654217649444,0.002913143373308106,2.2791276243275957e-10,0.0026156769604670418,ester,1
h_mix_rho_x_rho_pure,Pure Density,RMSE,0.02142318227679683,0.005741701706164062,0.007607568133016485,0.03001489437463695,ester,1
h_mix_rho_x_rho_pure,Pure Density,MSE,0.006633584522961644,0.008403762405996166,-0.008596301759703384,0.022685320671671987,ester,1
h_mix_rho_x_rho_pure,Pure Density,MUE,0.01656568253434837,0.005678203606653402,0.006110124825688808,0.02789899597556439,ester,1
h_mix_rho_x_rho_pure,Pure Density,Tau,0.8666666666666666,0.19979933897125074,0.29814239699997197,0.9660917830792959,ester,1
h_mix_rho_x_rho_pure,Pure Density,Slope,1.1748294242512523,,0.996019828186833,1.521486004127321,ester,2
h_mix_rho_x_rho_pure,Pure Density,Intercept,-0.16193656553432112,,-0.47266482251046427,0.016031108600849442,ester,2
h_mix_rho_x_rho_pure,Pure Density,R,0.982091893307071,0.05331326478213787,0.9528796405938723,0.999992699936808,ester,2
h_mix_rho_x_rho_pure,Pure Density,R^2,0.9645044868994674,0.04295543742721647,0.908202216942302,0.9999853999269068,ester,2
h_mix_rho_x_rho_pure,Pure Density,p,0.0004781788605249616,0.022744560774813335,8.270873366046119e-11,0.0032781810727897207,ester,2
h_mix_rho_x_rho_pure,Pure Density,RMSE,0.021358322556650013,0.004842098340894557,0.010209159037478184,0.029386504037052303,ester,2
h_mix_rho_x_rho_pure,Pure Density,MSE,0.004534059975817073,0.008199620343340607,-0.010840418928159679,0.020484786084863593,ester,2
h_mix_rho_x_rho_pure,Pure Density,MUE,0.017840352511530544,0.004685233583946454,0.009179135868827034,0.027227041662065726,ester,2
h_mix_rho_x_rho_pure,Pure Density,Tau,0.8666666666666666,,0.29814239699997197,0.9660917830792959,ester,2
h_mix_rho_x_rho_pure,Pure Density,Slope,1.1520646867512996,0.32532753678979026,0.9850174259747094,1.4171230977268738,ester,3
h_mix_rho_x_rho_pure,Pure Density,Intercept,-0.1419530890182692,0.3340064979946335,-0.37964409670704924,0.01844583564854929,ester,3
h_mix_rho_x_rho_pure,Pure Density,R,0.9867834612973093,0.08990973219360078,0.9655344671699622,0.9999738965397391,ester,3
h_mix_rho_x_rho_pure,Pure Density,R^2,0.9737415994898984,0.02609812678162114,0.9332892402033901,0.9999506343049822,ester,3
h_mix_rho_x_rho_pure,Pure Density,p,0.0002608610309461158,0.0023455653225939316,1.0220770630606524e-09,0.0017124283813325567,ester,3
h_mix_rho_x_rho_pure,Pure Density,RMSE,0.017986574674056614,0.00402909963355829,0.009391778009254,0.025049734424955183,ester,3
h_mix_rho_x_rho_pure,Pure Density,MSE,0.0028412076506494723,0.007454837225138171,-0.010546381878977237,0.01877984301888928,ester,3
h_mix_rho_x_rho_pure,Pure Density,MUE,0.015321069177087384,0.003867461859316661,0.00838855453402613,0.023350445935159985,ester,3
h_mix_rho_x_rho_pure,Pure Density,Tau,0.8666666666666666,0.20215506208316422,0.29814239699997197,0.9660917830792959,ester,3
h_mix_rho_x_rho_pure,Pure Density,Slope,1.109192469115216,0.24333150747775334,0.971986353482559,1.366520370570754,ester,4
h_mix_rho_x_rho_pure,Pure Density,Intercept,-0.10253331388506781,0.24749747127520774,-0.33245694487884936,0.03357065732835074,ester,4
h_mix_rho_x_rho_pure,Pure Density,R,0.9890124711415157,0.07786856205889911,0.9729078032894225,0.9999332850478235,ester,4
h_mix_rho_x_rho_pure,Pure Density,R^2,0.9781456680734474,0.021717840652520238,0.9468250753470965,0.9998665745465319,ester,4
h_mix_rho_x_rho_pure,Pure Density,p,0.00018042544657095847,0.0015622947633032029,6.764372454921906e-09,0.001082042616521659,ester,4
h_mix_rho_x_rho_pure,Pure Density,RMSE,0.014597477346427806,0.002773807472985395,0.008398338944744174,0.019214499799748527,ester,4
h_mix_rho_x_rho_pure,Pure Density,MSE,0.0014385358905356453,0.005926429669706656,-0.00940146142600092,0.012708664201077932,ester,4
h_mix_rho_x_rho_pure,Pure Density,MUE,0.012940390083732248,0.0028057876834866884,0.007694838264730737,0.01845057645667612,ester,4
h_mix_rho_x_rho_pure,Pure Density,Tau,0.8666666666666666,0.19294965379183093,0.3580574370197165,0.9660917830792959,ester,4
h_mix_rho_x_rho_pure,Pure Density,Slope,1.1233159447450676,0.16993856579487726,0.9764782795332518,1.4076415822284805,ester,5
h_mix_rho_x_rho_pure,Pure Density,Intercept,-0.11543553577304444,0.1676876815792106,-0.37040534141125614,0.028505610323933617,ester,5
h_mix_rho_x_rho_pure,Pure Density,R,0.9881617290545789,0.0459118161895312,0.969155257221849,0.9999735286839687,ester,5
h_mix_rho_x_rho_pure,Pure Density,R^2,0.9764636027681349,0.021992251806889004,0.9393140620133897,0.999947058068668,ester,5
h_mix_rho_x_rho_pure,Pure Density,p,0.00020938745324353963,0.0013835476343831083,1.0528036447295584e-09,0.0014124244198585319,ester,5
h_mix_rho_x_rho_pure,Pure Density,RMSE,0.015754614679050333,0.0031394713114337378,0.008656417436841903,0.020708227938331675,ester,5
h_mix_rho_x_rho_pure,Pure Density,MSE,0.001984529785159191,0.006385426747306753,-0.009629006530451586,0.014014264148678198,ester,5
h_mix_rho_x_rho_pure,Pure Density,MUE,0.013815595076875742,0.0031222948494249304,0.00784887150462595,0.019948006324563856,ester,5
h_mix_rho_x_rho_pure,Pure Density,Tau,0.8666666666666666,0.18794845039058278,0.3580574370197165,0.9660917830792959,ester,5
h_mix_rho_x_rho_pure,Pure Density,Slope,1.1267377384274162,,0.9757027618449513,1.3830484503077185,ester,6
h_mix_rho_x_rho_pure,Pure Density,Intercept,-0.11941773624511887,,-0.3494015621481916,0.026439661223509603,ester,6
h_mix_rho_x_rho_pure,Pure Density,R,0.988593078452829,0.0675914306877878,0.9715655902011486,0.9999504584609563,ester,6
h_mix_rho_x_rho_pure,Pure Density,R^2,0.9773162747648412,0.030587630057856616,0.9443296158956193,0.999904394069567,ester,6
h_mix_rho_x_rho_pure,Pure Density,p,0.00019443466666917766,0.022392169248496508,3.681485339738219e-09,0.0011873745472519926,ester,6
h_mix_rho_x_rho_pure,Pure Density,RMSE,0.01566396849650428,0.0029442605659087987,0.009304979516000853,0.021017316977357554,ester,6
h_mix_rho_x_rho_pure,Pure Density,MSE,0.0012605230473875146,0.006536117042634372,-0.010517859486367409,0.013937993763667833,ester,6
h_mix_rho_x_rho_pure,Pure Density,MUE,0.013934452125687669,0.00292089127466488,0.00847842550360528,0.019892670743836143,ester,6
h_mix_rho_x_rho_pure,Pure Density,Tau,0.8666666666666666,,0.3580574370197165,0.9660917830792959,ester,6
h_mix_rho_x_rho_pure,Pure Density,Slope,1.116037536160844,,0.9671380922404847,1.3786279100740457,ester,7
h_mix_rho_x_rho_pure,Pure Density,Intercept,-0.10973425558362304,,-0.34485402574722357,0.04306143328641032,ester,7
h_mix_rho_x_rho_pure,Pure Density,R,0.9889544224513787,0.1298759068802677,0.9711805035416897,0.9999311638772516,ester,7
h_mix_rho_x_rho_pure,Pure Density,R^2,0.97803084968614,0.037293601698977726,0.9455661366235238,0.999863266278859,ester,7
h_mix_rho_x_rho_pure,Pure Density,p,0.00018233336842583424,0.03162316429986352,7.107454605609284e-09,0.0011336227429421897,ester,7
h_mix_rho_x_rho_pure,Pure Density,RMSE,0.01491525438252266,0.0025570787318700628,0.009218067228334757,0.01923630281550841,ester,7
h_mix_rho_x_rho_pure,Pure Density,MSE,0.0007553905962453348,0.006182783835233413,-0.010566190450626326,0.012609317863526,ester,7
h_mix_rho_x_rho_pure,Pure Density,MUE,0.013487417120803443,0.0026118213902089865,0.008472763924266028,0.018657698443987365,ester,7
h_mix_rho_x_rho_pure,Pure Density,Tau,0.8666666666666666,,0.29814239699997197,0.9660917830792959,ester,7
h_mix_rho_x_rho_pure,Pure Density,Slope,1.1133629112846033,0.2926524728926175,0.963535242602867,1.3818628670650597,ester,8
h_mix_rho_x_rho_pure,Pure Density,Intercept,-0.10701220001751499,0.29979411403356276,-0.3482329331384779,0.034556218492269086,ester,8
h_mix_rho_x_rho_pure,Pure Density,R,0.9890503741172006,0.0999537333057668,0.971206430921449,0.9999436362194872,ester,8
h_mix_rho_x_rho_pure,Pure Density,R^2,0.9782206425413745,0.020182002357350334,0.9447571374379897,0.9998872756158502,ester,8
h_mix_rho_x_rho_pure,Pure Density,p,0.0001791850615564868,0.001150592816343164,4.872799322362665e-09,0.0011756388651924026,ester,8
h_mix_rho_x_rho_pure,Pure Density,RMSE,0.0147458973926811,0.0025637195637469067,0.009092177002390837,0.019129926719622867,ester,8
h_mix_rho_x_rho_pure,Pure Density,MSE,0.0009306982218415157,0.00605365253792691,-0.01032121438353765,0.012630290558635182,ester,8
h_mix_rho_x_rho_pure,Pure Density,MUE,0.013279198284323187,0.002630746629061262,0.008244730590955762,0.018506272462335643,ester,8
h_mix_rho_x_rho_pure,Pure Density,Tau,0.8666666666666666,0.19779145068690349,0.3580574370197165,0.9660917830792959,ester,8
h_mix_rho_x_rho_pure,Pure Density,Slope,1.103973648693914,0.16385405903749664,0.9724022642125862,1.353284520695671,ester,9
h_mix_rho_x_rho_pure,Pure Density,Intercept,-0.09815097738868073,0.1602390716449347,-0.3222982997890932,0.03216332687083712,ester,9
h_mix_rho_x_rho_pure,Pure Density,R,0.990196464939995,0.05074711445507391,0.9760834618917714,0.9999313619941809,ester,9
h_mix_rho_x_rho_pure,Pure Density,R^2,0.9804890391796628,0.029393424886538812,0.9528869590954079,0.9998627286995376,ester,9
h_mix_rho_x_rho_pure,Pure Density,p,0.00014369284406465303,0.022383904115309404,7.250630718354045e-09,0.0008511610532167628,ester,9
h_mix_rho_x_rho_pure,Pure Density,RMSE,0.013728056948144742,0.0023784641099956045,0.008363494515131078,0.017709154455814127,ester,9
h_mix_rho_x_rho_pure,Pure Density,MSE,0.0008515698585870682,0.0055815455326472235,-0.009512795400316743,0.011798896177284282,ester,9
h_mix_rho_x_rho_pure,Pure Density,MUE,0.012312799297818441,0.0024880782698306807,0.007522565266896468,0.017065683494346135,ester,9
h_mix_rho_x_rho_pure,Pure Density,Tau,0.8666666666666666,,0.3580574370197165,0.9660917830792959,ester,9
h_mix_rho_x_rho_pure,Pure Density,Slope,1.0951483907582442,0.1496579226083069,0.9750921530484317,1.319492558637242,ester,10
h_mix_rho_x_rho_pure,Pure Density,Intercept,-0.09057498426503974,0.14741986390759765,-0.29187144176389,0.027701089213243213,ester,10
h_mix_rho_x_rho_pure,Pure Density,R,0.9915671856393128,0.04532623519099897,0.9787824066961796,0.9999633536901772,ester,10
h_mix_rho_x_rho_pure,Pure Density,R^2,0.9832054836366674,0.0163937460829966,0.9580869861574816,0.9999267087233064,ester,10
h_mix_rho_x_rho_pure,Pure Density,p,0.00010636869840566011,0.0008288414446269997,2.2222890199702045e-09,0.0006705034638621889,ester,10
h_mix_rho_x_rho_pure,Pure Density,RMSE,0.012576297207227829,0.0019048833983330037,0.008505328790785145,0.01590216424677127,ester,10
