Id,Temperature (K),Pressure (kPa),N Components,Component 1,Mole Fraction 1,Component 2,Mole Fraction 2,Reference ExcessMolarVolume Value (cm ** 3 / mol),Reference ExcessMolarVolume Uncertainty (cm ** 3 / mol),Estimated ExcessMolarVolume Value (cm ** 3 / mol),Estimated ExcessMolarVolume Uncertainty (cm ** 3 / mol),Delta^2,Weight,Denom,Term,d Term / d [#1:1]-[#6X4] epsilon,d Term / d [#1:1]-[#6X4] rmin_half,d Term / d [#6:1] epsilon,d Term / d [#6:1] rmin_half,d Term / d [#6X4:1] epsilon,d Term / d [#6X4:1] rmin_half,d Term / d [#8:1] epsilon,d Term / d [#8:1] rmin_half,d Term / d [#8X2H0+0:1] epsilon,d Term / d [#8X2H0+0:1] rmin_half,d Term / d [#8X2H1+0:1] epsilon,d Term / d [#8X2H1+0:1] rmin_half
f4c8e2bf89ee42359a7d893a71860c17,298.15,101.0,2,CCOC(C)=O,0.5001,CCO,0.4999,0.14754361769544033,0.0,0.19276845877620116,0.035024961694736276,0.0020452862507800724,0.03333333333333333,0.392061173213643,0.00044353221953904066,-0.0593156476415872,-0.06276198804582114,0.02899672618842333,0.02073438342208427,0.11769702645676697,0.041575700724992615,-0.011088573311822593,-0.020217204602730857,0.0013424007239761673,0.014483104191050778,-0.002751741894164985,-0.03350661493870463
6299627dbf614f87b5e6c08a35fced77,298.15,101.3,2,CCOC(C)=O,0.7929,CCO,0.2071,0.1290521345820288,0.0,0.07074414499378025,0.03520460321577468,0.0033998216498233014,0.03333333333333333,0.392061173213643,0.000737271099244855,-0.3248714515318177,0.03626472235321084,0.0227233908900323,0.01307347127692348,-0.07688853859932013,0.035255742081333204,0.13308340410755087,0.23910160190090557,-0.05640519897808165,-0.07464455625299946,0.0547560373822127,0.09972953432958537
d3b9e184b5734c22b917c243533420e3,298.15,101.3,2,CCOC(C)=O,0.2836,CCO,0.7164,0.1532840380393452,0.0,0.16881176738034773,0.029524006797408724,0.0002411103784874306,0.03333333333333333,0.392061173213643,5.228618795224447e-05,0.6429982904450656,-0.5299560190280421,0.003059905553931237,0.012516323274122977,-0.00866612924334243,-0.027195821118586302,-0.008412334043378473,-0.01680093614986315,0.002354327762787118,-0.02034671084039264,-0.017519091335897477,-0.15186546090686362
0d43137e19fe4d629b4a99580b58e58b,298.15,100.0,2,COC=O,0.4946,CO,0.5054,-0.07981547524274646,0.0,-0.19375688812233702,0.02617923841137003,0.012982645568997326,0.03333333333333333,0.392061173213643,0.002815362202972757,,,-0.3050198161969939,-0.14045755914022984,0.1748282709334361,0.010496893295214246,-0.010539335634336355,0.020539621820266946,-0.12102419339297185,-0.07086652602902603,0.1246720652761977,0.029273725933915043
5bf74d7c4d374c42af5a72a080e351cd,298.15,100.0,2,COC=O,0.0833,CO,0.9167,-0.016017622078813076,0.0,-0.10663408325635552,0.030176181890468518,0.008211343036341058,0.03333333333333333,0.392061173213643,0.0017806774973017775,,,-0.26512887460480555,-0.004384480904750394,-0.039996078452992204,0.48482953407335627,0.01309836208001969,0.1579047736171055,-0.0292009499165806,-0.011391606038302722,-0.02811842701126083,2.0864750912582024
b0d78020705b4b42a329b9f75c42b7ca,298.15,100.0,2,COC=O,0.7271,CO,0.2729,-0.0779704053850363,0.0,-0.14883974977459902,0.023338349800367936,0.005022463974206444,0.03333333333333333,0.392061173213643,0.0010891505251086685,,,0.01240413152572367,0.018244655195245475,0.18876563630101323,0.10776497293383229,-0.5753983344867706,0.0499610531479269,0.032441722643112514,0.06379970275332471,-0.19310916712157983,0.5253264311074297
248f4303204744bba35f5325cf680ceb,298.15,101.0,2,CCOC(=O)CC(=O)OCC,0.6999,CC(C)CO,0.3001,0.3391505413382205,0.0,0.13679645578358476,0.03228451069851883,0.04094717594065283,0.03333333333333333,0.392061173213643,0.008879633264970415,1.5279016255855105,0.48123704052875627,-0.7144074357481269,0.1844121868021708,-0.5182373844198429,0.4380489240218443,-0.3804132285117879,0.4430332048922431,-0.09997646564542742,0.7387890543340689,-0.1165533943767446,-0.333839406313653
f9589fe620514e9caabc2ca0174b20ed,298.15,101.0,2,CCOC(=O)CC(=O)OCC,0.3,CC(C)CO,0.7,0.3889953391056479,0.0,0.31163069884802064,0.040039274473216015,0.005985287562192077,0.03333333333333333,0.392061173213643,0.0012979444202619438,1.4289120972664562,1.0609889843516689,-0.19831716368795357,0.00693392921215935,-2.229820362168015,-0.6727549682892295,-0.2789714305392043,0.3600703919902122,-0.6428677203151311,-0.06327184157286657,-0.23625483399485975,0.7841850449591788
5fc422634cd34ed7b62a6a55fd08ab24,298.15,101.0,2,CCOC(=O)CC(=O)OCC,0.5001,CC(C)CO,0.4999,0.4223704434297204,0.0,0.2396811034239802,0.03424933281750235,0.03337539495173295,0.03333333333333333,0.392061173213643,0.007237648517555095,-0.691161903989418,8.97615008014902,-0.43202918053003286,0.0017275870955131742,-13.526716440351219,0.11465253007147223,-0.7747407913699771,0.14942487151719314,-0.1740325400604731,0.16377907585911522,-0.04247334073670266,1.9383456699444557
4b67b5b0f7ae450dabbeb794b3743567,298.15,101.0,2,CCOC(=O)CC(=O)OCC,0.7001,CC(C)O,0.2999,0.3168067282716436,0.0,0.1336771935870124,0.03735540567777667,0.03353642647380953,0.03333333333333333,0.392061173213643,0.007272569139729685,-4.0051897946664035,6.762862359548721,-0.29142459303772805,-0.10289788265410939,-15.584149581573596,-0.2695526638140445,-0.43205115060708205,0.26359769418135787,-3.099570334241249,0.4474049177028036,-0.15301178070818355,-0.3196808126472961
