Id,Temperature (K),Pressure (kPa),N Components,Component 1,Mole Fraction 1,Reference EnthalpyOfVaporization Value (kJ / mol),Reference EnthalpyOfVaporization Uncertainty (kJ / mol),Estimated EnthalpyOfVaporization Value (kJ / mol),Estimated EnthalpyOfVaporization Uncertainty (kJ / mol),Delta^2,Weight,Denom,Term,d Term / d [#1:1]-[#6X4] epsilon,d Term / d [#1:1]-[#6X4] rmin_half,d Term / d [#6:1] epsilon,d Term / d [#6:1] rmin_half,d Term / d [#6X4:1] epsilon,d Term / d [#6X4:1] rmin_half,d Term / d [#8:1] epsilon,d Term / d [#8:1] rmin_half,d Term / d [#8X2H1+0:1] epsilon,d Term / d [#8X2H1+0:1] rmin_half,d Term / d [#8X2H0+0:1] epsilon,d Term / d [#8X2H0+0:1] rmin_half
29b64efb08fe4b85ba92b53cfd95994e,298.15,101.325,1,CC(=O)O,1.0,51.6,0.0,62.72982501918613,0.1772417003924066,123.87300495770151,0.08333333333333333,25.6831695776047,0.01564941791210029,-0.7382843925808934,0.050874875901628897,-0.2795716595493027,-0.01942950480865378,-0.20751382122394074,-0.017581623335927905,-0.09868815770163185,0.056342922361716605,-0.06564521675184407,0.09938365745072596,,
8128bd8d41ed4acfa1fffe6b1fe6c4e3,298.15,101.325,1,CO,1.0,37.83,0.0,32.70114562959174,0.11584532859933343,26.305147152855863,0.08333333333333333,25.6831695776047,0.0033232441658689453,,,,,0.09491663088391993,0.008083627704547482,,,-0.006600307435209926,-0.10711167243317196,,
613efbee4e5046d58f86d85ea00b8c34,298.15,101.325,1,CCO,1.0,42.46,0.0,37.06887283769671,0.1725717743882464,29.06425208012434,0.08333333333333333,25.6831695776047,0.0036718139457407057,0.45008349254105123,-0.007232314319176983,,,0.18344431088986177,0.03134223760318586,,,-0.006166455469712623,-0.10417713084601207,,
bc51d58275ed41e9a32cc4809fd121b0,298.15,101.325,1,CC(C)O,1.0,45.48,0.0,41.00467431135504,0.14978021533799804,20.028540019445465,0.08333333333333333,25.6831695776047,0.0025302929644804763,0.57348926269531,-0.01894270854880865,,,0.204820547643013,0.038847973660768295,,,-0.0023016960740717195,-0.07954125542023036,,
b8203b23864c496c90ff7346a05c825a,298.15,101.325,1,CCCCO,1.0,52.42,0.0,45.79501023187466,0.2442341814323389,43.89048942776543,0.08333333333333333,25.6831695776047,0.005544877285057069,1.0470789867509975,-0.02747373563888806,,,0.4083540997433365,0.08473051177309675,,,-0.008901448136202686,-0.13413838365218728,,
37127229370348e08f63564af58ba2bd,298.15,101.325,1,CC(C)CO,1.0,50.89,0.0,44.43149827006549,0.24630908779040642,41.71224459556707,0.08333333333333333,25.6831695776047,0.005269690098748115,1.0279342336494064,-0.02702694586564874,,,0.40393712842613533,0.08332997773932155,,,-0.012105544930656947,-0.14588367657958676,,
20064c60953441a187cfff23332e4bf4,298.15,101.325,1,CC(C)(C)O,1.0,46.75,0.0,44.011598731694654,0.25628645838543185,7.498841506256325,0.08333333333333333,25.6831695776047,0.0009473614095991359,0.42354929315435075,-0.026911769096916904,,,0.1663645219693146,0.028825633799561545,,,-0.00881758484388366,-0.0711533222047915,,
f8cd0f404aad475eb1e523862be7338b,298.15,101.325,1,CCOC(C)=O,1.0,35.62,0.0,39.992004478015026,0.25964568646779734,19.114423155783467,0.08333333333333333,25.6831695776047,0.002414808587357069,-0.5953093586383642,0.030981703224654697,-0.10113757611359381,-0.013099392099512717,-0.2344969607056682,-0.03921141386036911,-0.04365726417570476,-0.004222977529521927,,,-0.041640421023639136,-0.008876494251122078
92275cfe16774c7bb29be244db8be34a,298.15,101.325,1,CCCOC(C)=O,1.0,39.83,0.0,42.96103405111619,0.28732920596684236,9.80337422924905,0.08333333333333333,25.6831695776047,0.0012385030968984669,-0.5878295314344409,0.022896223650677117,-0.06508141013195978,-0.00675243478764127,-0.20166329414550835,-0.033151509008104,-0.025208391672135937,0.00597597865573443,,,-0.027053012598828356,-0.00511503657981978
b571eb42d5ea460a8041b5a6278d99af,313.15,101.325,1,CCCCOC(C)=O,1.0,42.96,0.0,45.77745259157588,0.3424402858161834,7.938039105777638,0.08333333333333333,25.6831695776047,0.0010028471611819544,-0.555607103404284,0.026015307130708487,-0.05689365472920012,-0.006471248789782866,-0.21375834336899951,-0.0420750525439149,-0.02369754599967525,0.003213890238380843,,,-0.023388333267285538,-0.005247839460009535
b0cc2bb7c5bd4959be0fb7c6cd722f2d,293.25,101.325,1,COC=O,1.0,28.7187400224,0.0,36.77962754346952,0.16765352606854472,64.97790762733439,0.08333333333333333,25.6831695776047,0.008208942956225457,,,-0.17389795115222287,0.006102189512597447,-0.16823127451112152,-0.02963025757054479,-0.09511118258564563,-0.0013552418924269857,,,-0.09194737628549378,-0.0189566509179776
369bcdaf8853439590812b0124307c2e,298.15,101.325,1,CCOC(=O)CC(=O)OCC,1.0,61.7,0.0,71.51146173628157,0.24279364820962404,96.2647814025174,0.08333333333333333,25.6831695776047,0.012161550411240849,-1.831512315164424,0.07944054140366259,-0.37362886268387085,-0.046196316088750036,-0.8092504143238224,-0.13688475880248704,-0.16078927897725126,0.03358948318181256,,,-0.18978790886677582,-0.08085009604155106
