Study,Property,Statistic,Value,Std,Lower 95% CI,Upper 95% CI
h_mix_rho_x_rho_pure,Binary Enthalpy Of Mixing,Tau,0.6469158310543908,0.031016107102118228,0.5793858310328558,0.6975263201465115
h_mix_rho_x_rho_pure_h_vap,Binary Enthalpy Of Mixing,Slope,0.7129357622717818,0.07170241218364326,0.5753375169750438,0.8540292859628656
h_mix_rho_x_rho_pure_h_vap,Binary Enthalpy Of Mixing,Intercept,0.20469531016754394,0.051088644856848976,0.10856083556434287,0.3040117297767786
h_mix_rho_x_rho_pure_h_vap,Binary Enthalpy Of Mixing,R,0.7572552258444186,0.042929107080631225,0.6620439655643588,0.8308657063217689
h_mix_rho_x_rho_pure_h_vap,Binary Enthalpy Of Mixing,R^2,0.5734354770686815,0.06425532188098827,0.43830221234018196,0.690337821941572
h_mix_rho_x_rho_pure_h_vap,Binary Enthalpy Of Mixing,p,4.572146496964575e-44,5.953798520938891e-23,6.172640443986575e-60,2.355707708646955e-30
h_mix_rho_x_rho_pure_h_vap,Binary Enthalpy Of Mixing,RMSE,0.38297148614328314,0.039414799262682106,0.31358927848563434,0.4678929415172228
h_mix_rho_x_rho_pure_h_vap,Binary Enthalpy Of Mixing,MSE,0.04314119861042674,0.0246018756223865,-0.005619867382383294,0.0920509517999589
h_mix_rho_x_rho_pure_h_vap,Binary Enthalpy Of Mixing,MUE,0.27308667229340233,0.01807634478722717,0.24247241013104204,0.31240011195689577
h_mix_rho_x_rho_pure_h_vap,Binary Enthalpy Of Mixing,Tau,0.6352932239440899,0.029281875312176308,0.571158440014065,0.683805551136076
openff-1.0.0,Binary Enthalpy Of Mixing,Slope,0.42899281367957587,0.08261681018037438,0.2711253009102899,0.598124740875426
openff-1.0.0,Binary Enthalpy Of Mixing,Intercept,0.23268526490078092,0.05247291077384479,0.13439306692023428,0.33219589155444856
openff-1.0.0,Binary Enthalpy Of Mixing,R,0.3955451540708141,0.06350716883322068,0.26682885739994083,0.5166031107067753
