Study,Property,Statistic,Value,Std,Lower 95% CI,Upper 95% CI,Environment
h_mix_rho_x,Binary Density,RMSE,0.019257695313400464,0.0014783508644733688,0.015471450689803897,0.021437027481520377,ether < ketone
h_mix_rho_x,Binary Density,MSE,-0.01907263521873977,0.0015271728047387733,-0.021436396352905878,-0.01546333855298839,ether < ketone
h_mix_rho_x,Binary Density,MUE,0.01907263521873977,0.0015271728047387733,0.015470803672200217,0.021436795825749606,ether < ketone
h_mix_rho_x,Binary Density,Tau,1.0,,0.816496580927726,,ether < ketone
h_mix_rho_x,Binary Density,Slope,1.0754169143509626,0.035710685633125176,1.030328114671633,1.1587733768694675,alkane > ester
h_mix_rho_x,Binary Density,Intercept,-0.06427571588488346,0.02499138115740782,-0.12240391181629229,-0.03280564492008675,alkane > ester
h_mix_rho_x,Binary Density,R,0.996314729760814,0.0026760756468563298,0.9893666882649123,0.9995794104076263,alkane > ester
h_mix_rho_x,Binary Density,R^2,0.9926430407383638,0.005321656462309,0.97884644384828,0.9991589977108578,alkane > ester
h_mix_rho_x,Binary Density,p,8.034031451967685e-10,2.7085356568644854e-08,1.4011278116195074e-13,5.5618645640993565e-08,alkane > ester
h_mix_rho_x,Binary Density,RMSE,0.011502882491637263,0.0006050098146792077,0.010345715911571482,0.012702810943674654,alkane > ester
h_mix_rho_x,Binary Density,MSE,-0.011349229426221786,0.0005950047731990047,-0.01254032027380555,-0.010235440648316297,alkane > ester
h_mix_rho_x,Binary Density,MUE,0.011349229426221786,0.0005950047731990047,0.01023779713845857,0.01254132507404505,alkane > ester
h_mix_rho_x,Binary Density,Tau,0.911111111111111,0.08426309825654085,0.6599663291074443,0.9660917830792959,alkane > ester
h_mix_rho_x,Binary Density,Slope,0.9591421480927715,0.11261302733371419,0.7873028339344097,1.228982291177379,alkane ~ ester
h_mix_rho_x,Binary Density,Intercept,0.025980617507674886,0.08598300574250572,-0.17976324509028418,0.15753906128079753,alkane ~ ester
h_mix_rho_x,Binary Density,R,0.9653531476917405,0.041239141886259476,0.9302805189262392,0.9918957614725528,alkane ~ ester
h_mix_rho_x,Binary Density,R^2,0.9319066997583514,0.06726674863098764,0.8654218438936729,0.9838572016272152,alkane ~ ester
h_mix_rho_x,Binary Density,p,6.045904982763584e-06,0.011447650523178726,1.9066504108367872e-08,9.864444170555917e-05,alkane ~ ester
h_mix_rho_x,Binary Density,RMSE,0.005795718328015575,0.0009020121023500745,0.003948784849419672,0.007420396927082255,alkane ~ ester
h_mix_rho_x,Binary Density,MSE,-0.0050461815050438785,0.0008805452060114508,-0.006808370817684373,-0.0034704014743141,alkane ~ ester
h_mix_rho_x,Binary Density,MUE,0.0050461815050438785,0.0008805452060114508,0.0034736671008821275,0.006809814301860062,alkane ~ ester
h_mix_rho_x,Binary Density,Tau,0.7333333333333333,0.1506316305535247,0.3299831645537222,0.9079593845004517,alkane ~ ester
h_mix_rho_x,Binary Density,Slope,0.8937368436286602,0.16141111337127004,0.6108455649487132,1.1236232767365824,alkane < ester
h_mix_rho_x,Binary Density,Intercept,0.08817179109144457,0.13223285025690096,-0.09952204743020121,0.319532612828944,alkane < ester
h_mix_rho_x,Binary Density,R,0.9338582908894597,0.10537500107573368,0.7640854514504379,0.9814898121872501,alkane < ester
h_mix_rho_x,Binary Density,R^2,0.8720913074629827,0.10836448748948652,0.599382870758071,0.9633222514273634,alkane < ester
h_mix_rho_x,Binary Density,p,7.726551711383774e-05,0.046358524189085246,5.165517725851808e-07,0.009305663996484867,alkane < ester
h_mix_rho_x,Binary Density,RMSE,0.004621282122686681,0.00041287299306927444,0.0038050584690131777,0.005392492315843587,alkane < ester
h_mix_rho_x,Binary Density,MSE,0.001425882387672306,0.0013738598894886163,-0.0012955807578050593,0.004084464242188867,alkane < ester
h_mix_rho_x,Binary Density,MUE,0.004426590475219705,0.00042540463540396636,0.0036127901993390998,0.005264661736951881,alkane < ester
h_mix_rho_x,Binary Density,Tau,0.6,0.24225734046368613,0.02328100985898594,0.9309493362512627,alkane < ester
h_mix_rho_x,Binary Density,Slope,1.1158379898586013,0.009228383317633154,1.095266089845587,1.130722079392319,alcohol_alcohol
h_mix_rho_x,Binary Density,Intercept,-0.09104627926346065,0.00806926895066652,-0.10441085370570702,-0.07309053219896955,alcohol_alcohol
h_mix_rho_x,Binary Density,R,0.9973347951983541,0.0010061386642799465,0.9950766555022533,0.99903731176684,alcohol_alcohol
h_mix_rho_x,Binary Density,R^2,0.9946766937133429,0.002006375131063673,0.9901775503255501,0.9980755503023142,alcohol_alcohol
h_mix_rho_x,Binary Density,p,2.291432332900518e-65,2.5679207850836327e-56,1.3672541484303491e-77,7.173237292454273e-58,alcohol_alcohol
h_mix_rho_x,Binary Density,RMSE,0.02162584958598193,0.001581211192530235,0.018540787856537073,0.024670032194095623,alcohol_alcohol
h_mix_rho_x,Binary Density,MSE,0.01659997408821278,0.0018166247114540402,0.013182775887631731,0.02028149579233619,alcohol_alcohol
h_mix_rho_x,Binary Density,MUE,0.016886706756221573,0.001767210529392963,0.013573352595525152,0.020483228700302857,alcohol_alcohol
h_mix_rho_x,Binary Density,Tau,0.9609517998779742,0.015184057334521526,0.9129933585495525,0.9731112153086607,alcohol_alcohol
h_mix_rho_x,Binary Density,Slope,1.118206637790251,0.09644995062881309,0.8651889599371158,1.152355824468711,alcohol > ester
h_mix_rho_x,Binary Density,Intercept,-0.09482825602458889,0.08092338586575552,-0.1278015467673559,0.12091936257610747,alcohol > ester
h_mix_rho_x,Binary Density,R,0.9952908372701184,0.036221530988103316,0.9354568244538625,0.9995058975000597,alcohol > ester
h_mix_rho_x,Binary Density,R^2,0.9906038507538533,0.05975407615223792,0.8750794704173045,0.9990120391373998,alcohol > ester
h_mix_rho_x,Binary Density,p,1.67627373409219e-12,0.0031176847815426,7.674407252418099e-18,2.753477362391492e-06,alcohol > ester
h_mix_rho_x,Binary Density,RMSE,0.015905429881461375,0.004098326967917573,0.0061652467747699636,0.022500583368600842,alcohol > ester
h_mix_rho_x,Binary Density,MSE,0.00862155603211008,0.0037583425304976857,0.0021777615779173466,0.016395653866882916,alcohol > ester
h_mix_rho_x,Binary Density,MUE,0.009214619297186845,0.0036349553498623843,0.0028849215696034134,0.016944238538648723,alcohol > ester
h_mix_rho_x,Binary Density,Tau,0.9210526315789472,0.08210023312644238,0.64959835435292,0.9607689228305228,alcohol > ester
h_mix_rho_x,Binary Density,Slope,1.0768883894738173,0.04691633157306302,0.9492078632488202,1.134422581275262,alcohol ~ ester
h_mix_rho_x,Binary Density,Intercept,-0.0622422422172868,0.04091325488893482,-0.11483521823348108,0.04747683706240524,alcohol ~ ester
h_mix_rho_x,Binary Density,R,0.9929016482937627,0.006448426035128829,0.980055459129002,0.9984726170481102,alcohol ~ ester
h_mix_rho_x,Binary Density,R^2,0.9858536831844709,0.012466173595579519,0.9605087029685591,0.9969475669949021,alcohol ~ ester
h_mix_rho_x,Binary Density,p,1.5941931856294826e-11,1.6842391418540963e-06,3.716392444968213e-15,4.816229372266444e-09,alcohol ~ ester
h_mix_rho_x,Binary Density,RMSE,0.011419288575201072,0.0026485134542472027,0.005748059504282356,0.01580387980278518,alcohol ~ ester
h_mix_rho_x,Binary Density,MSE,0.006128392325706116,0.0027256530733782936,0.0012165683296451264,0.01181776431893253,alcohol ~ ester
h_mix_rho_x,Binary Density,MUE,0.00694655838773645,0.002558237422842628,0.0024660734005554907,0.012175741681114186,alcohol ~ ester
h_mix_rho_x,Binary Density,Tau,0.8947368421052629,0.0701192552759413,0.6865437954763621,0.9607689228305228,alcohol ~ ester
h_mix_rho_x,Binary Density,Slope,1.0095543550377437,0.04898151071059669,0.9680941192487001,1.1630335917629626,alcohol < ester
h_mix_rho_x,Binary Density,Intercept,-0.004571865024466715,0.04309516549770483,-0.13900700995088122,0.033737011869867994,alcohol < ester
h_mix_rho_x,Binary Density,R,0.9928655147840263,0.004640128725948549,0.9838194720992424,0.9988370868845612,alcohol < ester
h_mix_rho_x,Binary Density,R^2,0.9857819304473495,0.009155113509212366,0.967900753681632,0.9976755261360364,alcohol < ester
h_mix_rho_x,Binary Density,p,1.639227369602e-11,1.3171175056744627e-07,7.783815642029045e-16,1.4585763598469464e-09,alcohol < ester
h_mix_rho_x,Binary Density,RMSE,0.008583563385670291,0.0025309808210166903,0.0035011888738331887,0.013039729911592768,alcohol < ester
h_mix_rho_x,Binary Density,MSE,0.0040878569550620945,0.002120971516780527,0.0004446643031356454,0.008733646925155188,alcohol < ester
h_mix_rho_x,Binary Density,MUE,0.005418818155667582,0.0018476622357301029,0.002309725193056961,0.009505082764860156,alcohol < ester
h_mix_rho_x,Binary Density,Tau,0.9210526315789472,0.06502181422550003,0.7205766921228921,0.9607689228305228,alcohol < ester
h_mix_rho_x,Binary Density,Slope,1.0567292964140058,,0.995736917871485,,ketone_ketone
h_mix_rho_x,Binary Density,Intercept,-0.09356153808663181,,-0.19763498495790477,,ketone_ketone
h_mix_rho_x,Binary Density,R,0.9992379521732035,0.3165282857917641,0.0,0.999999953512937,ketone_ketone
h_mix_rho_x,Binary Density,R^2,0.9984764850632974,0.3164641280963767,0.0,0.9999999070258762,ketone_ketone
h_mix_rho_x,Binary Density,p,0.024855002922308276,0.3140326840711068,0.00019817243573464266,1.0,ketone_ketone
h_mix_rho_x,Binary Density,RMSE,0.04348100699326721,0.001235563868083678,0.04049087352423603,0.04510653344102276,ketone_ketone
h_mix_rho_x,Binary Density,MSE,-0.04342985884557501,0.0012489730070125587,-0.045104287065593184,-0.04049047181783708,ketone_ketone
h_mix_rho_x,Binary Density,MUE,0.04342985884557501,0.0012489730070125587,0.040490777077563656,0.04510633481477274,ketone_ketone
h_mix_rho_x,Binary Density,Tau,1.0,,0.816496580927726,,ketone_ketone
h_mix_rho_x,Binary Density,Slope,1.1196030679275792,0.08314900169207154,0.9240598573809541,1.2465836991230783,ester > ether
h_mix_rho_x,Binary Density,Intercept,-0.1021230920655154,0.07629195250621566,-0.21854987965538464,0.07689309644458697,ester > ether
h_mix_rho_x,Binary Density,R,0.9842601391691943,0.009075680557734526,0.9644394646616194,0.997423057416147,ester > ether
h_mix_rho_x,Binary Density,R^2,0.9687680215573617,0.01775467329252072,0.9301434809967911,0.9948527554653744,ester > ether
h_mix_rho_x,Binary Density,p,4.406584165243658e-08,3.4864894645474974e-06,1.3558538981668047e-11,1.7232689424261754e-06,ester > ether
h_mix_rho_x,Binary Density,RMSE,0.010437817981029591,0.002441229124114913,0.005495756711141174,0.014833784602500327,ester > ether
h_mix_rho_x,Binary Density,MSE,0.007559988678088724,0.002238315798926521,0.0036151080587285152,0.012231253789834716,ester > ether
h_mix_rho_x,Binary Density,MUE,0.007679149371972379,0.002198248441559265,0.003869428172748662,0.012261492029889898,ester > ether
h_mix_rho_x,Binary Density,Tau,0.9259259259259258,0.07222323673668278,0.7006490497453707,0.9629500128629352,ester > ether
h_mix_rho_x,Binary Density,Slope,1.1810154255600087,0.035291829423350664,1.12333201623998,1.2490700326627555,ester ~ ether
h_mix_rho_x,Binary Density,Intercept,-0.1571275215334902,0.03285889378742353,-0.22071288227134056,-0.10199942106828241,ester ~ ether
h_mix_rho_x,Binary Density,R,0.9962406929539517,0.004341236596120913,0.9884662634495823,0.9990244372859383,ester ~ ether
h_mix_rho_x,Binary Density,R^2,0.9924955182973698,0.008490818519840517,0.9770655539779791,0.9980498262944856,ester ~ ether
h_mix_rho_x,Binary Density,p,7.129520392451748e-11,2.2180118093965983e-06,1.6593729928958027e-13,1.1134898548435107e-08,ester ~ ether
h_mix_rho_x,Binary Density,RMSE,0.015415537127365726,0.0027774299696643003,0.009600484589538865,0.02023277521311953,ester ~ ether
h_mix_rho_x,Binary Density,MSE,0.011580500683216054,0.0030501626370091047,0.005916658043561249,0.017612868768157586,ester ~ ether
h_mix_rho_x,Binary Density,MUE,0.011580500683216054,0.0030493509029984973,0.005916658043561249,0.017642376769742077,ester ~ ether
h_mix_rho_x,Binary Density,Tau,0.9629629629629629,0.060637389769439866,0.7246315678266502,0.9723448696087955,ester ~ ether
h_mix_rho_x,Binary Density,Slope,1.2027702144970882,0.025245448453030655,1.1705142417540333,1.2699549741271008,ester < ether
h_mix_rho_x,Binary Density,Intercept,-0.17512343868971547,0.023391082640262184,-0.236633548806355,-0.14395293769662565,ester < ether
h_mix_rho_x,Binary Density,R,0.9983868223186559,0.0007040443810550466,0.9971179010972069,0.9995090911741076,ester < ether
h_mix_rho_x,Binary Density,R^2,0.9967762469795435,0.0014042150304239744,0.9942441086884992,0.9990184233396905,ester < ether
h_mix_rho_x,Binary Density,p,1.5884773064794378e-12,2.0391804473952753e-10,7.599242631637667e-15,2.2740894452767082e-11,ester < ether
h_mix_rho_x,Binary Density,RMSE,0.022730104664372214,0.0037928083914654277,0.01421169469079116,0.02904340318329576,ester < ether
h_mix_rho_x,Binary Density,MSE,0.017036547828974558,0.004475629801159159,0.008431141762613533,0.025940697593274057,ester < ether
h_mix_rho_x,Binary Density,MUE,0.017036547828974558,0.004475629801159159,0.008431141762613533,0.025940697593274057,ester < ether
h_mix_rho_x,Binary Density,Tau,0.9999999999999999,0.038831797471570145,0.828302688169126,0.9723448696087955,ester < ether
h_mix_rho_x,Binary Density,Slope,1.0972418281277758,0.0131771587888175,1.0761950367346855,1.1264927885254448,ether_ether
h_mix_rho_x,Binary Density,Intercept,-0.06835260967081624,0.012748007412372829,-0.09711795974224646,-0.048953586449141606,ether_ether
h_mix_rho_x,Binary Density,R,0.9994500134574104,0.000322080939750352,0.9986894342281338,0.9998621176353489,ether_ether
h_mix_rho_x,Binary Density,R^2,0.9989003294000177,0.0006435445530696185,0.99738058603891,0.9997242542822443,ether_ether
h_mix_rho_x,Binary Density,p,1.2736168404400081e-20,5.718202623895466e-17,1.6383614056828687e-24,3.650167354270598e-18,ether_ether
h_mix_rho_x,Binary Density,RMSE,0.024628514101756562,0.001985478999537194,0.020625144535933147,0.028580502875650896,ether_ether
h_mix_rho_x,Binary Density,MSE,0.02338284159412732,0.001992542359734968,0.019567529328407492,0.027509922227097604,ether_ether
h_mix_rho_x,Binary Density,MUE,0.02338284159412732,0.001992542359734968,0.019567529328407492,0.027509922227097604,ether_ether
h_mix_rho_x,Binary Density,Tau,1.0,0.01882836721284921,0.8890872794479688,0.966091783079296,ether_ether
h_mix_rho_x,Binary Density,Slope,1.0130477728752794,0.09050801515593483,0.955606823717258,1.1123067713196657,alcohol > ketone
h_mix_rho_x,Binary Density,Intercept,-0.018127523775756882,0.07300288599283253,-0.09968976086771153,0.03489085319449481,alcohol > ketone
h_mix_rho_x,Binary Density,R,0.9960704964505644,0.10531899439539144,0.6339793933256265,0.9990980014071006,alcohol > ketone
h_mix_rho_x,Binary Density,R^2,0.9921564338992739,0.13697154541562234,0.4019298711615294,0.9981968164156628,alcohol > ketone
h_mix_rho_x,Binary Density,p,7.329807840035476e-12,0.06151983975778898,4.918479042023039e-15,0.028017433873789292,alcohol > ketone
h_mix_rho_x,Binary Density,RMSE,0.011414843008706132,0.0011521544725892846,0.009053371324127167,0.013595633219077032,alcohol > ketone
h_mix_rho_x,Binary Density,MSE,-0.0069152865803405,0.0025960869329740895,-0.011748656206388356,-0.001466848566490958,alcohol > ketone
h_mix_rho_x,Binary Density,MUE,0.010387398191729865,0.0013874327542567353,0.007489203236416553,0.013030890221157573,alcohol > ketone
h_mix_rho_x,Binary Density,Tau,0.5692307692307693,0.18510371643342582,0.11032175315897381,0.83753151271601,alcohol > ketone
h_mix_rho_x,Binary Density,Slope,0.9857662105775665,0.254527097562502,0.9434362886961342,1.0860567451569323,alcohol ~ ketone
h_mix_rho_x,Binary Density,Intercept,-0.005550175413879477,0.20394010527964912,-0.08899355741887338,0.035916347084387734,alcohol ~ ketone
h_mix_rho_x,Binary Density,R,0.9964889026971928,0.13303923542381474,0.6995939651922284,0.9995165095809365,alcohol ~ ketone
h_mix_rho_x,Binary Density,R^2,0.9929901331986554,0.13165483881436899,0.4894317161333849,0.9990332529248583,alcohol ~ ketone
h_mix_rho_x,Binary Density,p,8.415959698967618e-09,0.062263932589709185,8.398763736267576e-12,0.05415572555253481,alcohol ~ ketone
h_mix_rho_x,Binary Density,RMSE,0.019321580873759445,0.0018858636922543298,0.015295130338824644,0.022575207058821285,alcohol ~ ketone
h_mix_rho_x,Binary Density,MSE,-0.017795172332245812,0.0024165812992887926,-0.02221665899708827,-0.012809999609923054,alcohol ~ ketone
h_mix_rho_x,Binary Density,MUE,0.017795172332245812,0.0024165771844670385,0.012915162589497407,0.022224187850120123,alcohol ~ ketone
h_mix_rho_x,Binary Density,Tau,0.6571428571428571,0.21877530182955102,0.029934217004462485,0.9128709291752769,alcohol ~ ketone
h_mix_rho_x,Binary Density,Slope,0.9917562409165676,0.3218161119678499,0.7922140799333942,1.0244854725203685,alcohol < ketone
h_mix_rho_x,Binary Density,Intercept,-0.021618592651496238,0.25776267097303773,-0.05231322345769518,0.1471594425294166,alcohol < ketone
h_mix_rho_x,Binary Density,R,0.9934936347617411,0.17240382814698874,0.6345800536051666,0.9997831248478124,alcohol < ketone
h_mix_rho_x,Binary Density,R^2,0.9870296023120959,0.15526796706245932,0.433185252689814,0.9995662967304564,alcohol < ketone
h_mix_rho_x,Binary Density,p,9.08296097634931e-11,0.08852267910370921,3.9867781357315416e-18,0.026651379899121877,alcohol < ketone
h_mix_rho_x,Binary Density,RMSE,0.02939636691695203,0.0015173656199802211,0.026063495839428755,0.03188982050819851,alcohol < ketone
h_mix_rho_x,Binary Density,MSE,-0.028481309124677594,0.002100218231139733,-0.03175156514402074,-0.023912307241596913,alcohol < ketone
h_mix_rho_x,Binary Density,MUE,0.028481309124677594,0.002100218231139733,0.02392781295982217,0.03176360224409824,alcohol < ketone
h_mix_rho_x,Binary Density,Tau,0.6615384615384616,0.1955216090604226,0.19069251784911845,0.9216805029374059,alcohol < ketone
h_mix_rho_x,Binary Density,Slope,1.1390687714493704,0.00845727277706689,1.1250826296886136,1.1576728607698064,alcohol > ether
h_mix_rho_x,Binary Density,Intercept,-0.11026118904390181,0.008195920707211016,-0.1270575476731488,-0.09569930622791889,alcohol > ether
h_mix_rho_x,Binary Density,R,0.9995990811367963,0.0003782270777221458,0.9987411048650164,0.9998719939647661,alcohol > ether
h_mix_rho_x,Binary Density,R^2,0.9991983230095275,0.0007551092460051327,0.9974837945469938,0.9997440043150773,alcohol > ether
h_mix_rho_x,Binary Density,p,1.632194440611533e-21,2.2566144566880355e-15,9.82310857013492e-25,2.7933401488887538e-18,alcohol > ether
h_mix_rho_x,Binary Density,RMSE,0.023603534508027834,0.0039133402832057145,0.01520002926852019,0.030113370762407863,alcohol > ether
h_mix_rho_x,Binary Density,MSE,0.017114707915759694,0.00424076482979827,0.008852622832026369,0.025418135164379407,alcohol > ether
h_mix_rho_x,Binary Density,MUE,0.01791460986931331,0.004009470740654025,0.010158603132347458,0.025675189004102948,alcohol > ether
h_mix_rho_x,Binary Density,Tau,1.0,0.018611135895055503,0.8997354108424374,0.9710083124552246,alcohol > ether
h_mix_rho_x,Binary Density,Slope,1.143337151830329,0.025275844677737205,1.1042033236457218,1.1918058336496617,alcohol ~ ether
h_mix_rho_x,Binary Density,Intercept,-0.11278130805934183,0.022592131793462374,-0.15285860853526778,-0.07477804929323617,alcohol ~ ether
h_mix_rho_x,Binary Density,R,0.9982117371939391,0.006715012751854549,0.9932007212691921,0.9997618950362431,alcohol ~ ether
h_mix_rho_x,Binary Density,R^2,0.9964266722717416,0.012509070227488895,0.9864476727296435,0.99952384676646,alcohol ~ ether
h_mix_rho_x,Binary Density,p,2.5248942740943485e-12,4.697953842598832e-05,3.038502556448659e-16,1.0263995168497633e-09,alcohol ~ ether
h_mix_rho_x,Binary Density,RMSE,0.017944855511782706,0.0025686052023262233,0.01269332997736897,0.022628613163490324,alcohol ~ ether
h_mix_rho_x,Binary Density,MSE,0.013779285631910877,0.00344015317384031,0.0072821299062066506,0.020576952727911522,alcohol ~ ether
h_mix_rho_x,Binary Density,MUE,0.015061312748756439,0.0029471933593183883,0.009425516118888684,0.020993451231492835,alcohol ~ ether
h_mix_rho_x,Binary Density,Tau,0.9230769230769231,0.09137163136289571,0.6106955069568589,0.9534625892455922,alcohol ~ ether
h_mix_rho_x,Binary Density,Slope,1.1058287261925779,0.0346732346715815,1.0528862529933016,1.1974370307225266,alcohol < ether
h_mix_rho_x,Binary Density,Intercept,-0.0788641988355907,0.031587214822939615,-0.1613229284983303,-0.02938419872397746,alcohol < ether
h_mix_rho_x,Binary Density,R,0.9965348406263181,0.0024996943240816623,0.9906234287793667,0.9996205502160334,alcohol < ether
h_mix_rho_x,Binary Density,R^2,0.9930816885821213,0.004970477953810235,0.981334777646589,0.9992412444142053,alcohol < ether
h_mix_rho_x,Binary Density,p,4.9432530375749906e-11,7.099673038995431e-09,2.4388362773148945e-15,4.4225330436387935e-09,alcohol < ether
h_mix_rho_x,Binary Density,RMSE,0.01625493087092576,0.0017984994201277111,0.012369776099780686,0.01932740470027841,alcohol < ether
h_mix_rho_x,Binary Density,MSE,0.013659634071330074,0.002680935965439482,0.0082144795037268,0.018705421801717134,alcohol < ether
h_mix_rho_x,Binary Density,MUE,0.014119167237027047,0.00244500008324729,0.009282660605352573,0.018761217704348153,alcohol < ether
h_mix_rho_x,Binary Density,Tau,0.8846153846153847,0.1056582531426466,0.5339390499775316,0.9341987329938276,alcohol < ether
h_mix_rho_x,Binary Density,Slope,1.0284482856933432,0.019284416794914903,0.993558883132996,1.0673390347554264,alkane_alkane
h_mix_rho_x,Binary Density,Intercept,-0.03669569169921738,0.012981806824433641,-0.06254611750805128,-0.01294087162134816,alkane_alkane
h_mix_rho_x,Binary Density,R,0.9952577932255012,0.0014320403139482293,0.9918615741161265,0.9975913054641229,alkane_alkane
h_mix_rho_x,Binary Density,R^2,0.9905380749760946,0.002848268749632186,0.9837893822081203,0.9951884127376129,alkane_alkane
h_mix_rho_x,Binary Density,p,7.584525322846964e-28,1.0976920477389335e-22,1.213105072823599e-31,8.88223357588068e-25,alkane_alkane
h_mix_rho_x,Binary Density,RMSE,0.017384718069261507,0.0006873611967460014,0.015974492937365272,0.01869322710434735,alkane_alkane
h_mix_rho_x,Binary Density,MSE,-0.016918453645307106,0.0007407591479638284,-0.018328861492382765,-0.015432853149757666,alkane_alkane
h_mix_rho_x,Binary Density,MUE,0.016918453645307106,0.0007407591479638284,0.015434825713494736,0.01833294148467487,alkane_alkane
h_mix_rho_x,Binary Density,Tau,0.9682539682539683,0.02675132773092006,0.8857345096087895,0.9839989676081822,alkane_alkane
h_mix_rho_x,Binary Density,Slope,0.9901357962851639,0.04121946743226279,0.8778838821751348,1.0435119794249712,alkane > ether
h_mix_rho_x,Binary Density,Intercept,0.000969066393083251,0.032733502730407635,-0.04076593684896357,0.0902070826900635,alkane > ether
h_mix_rho_x,Binary Density,R,0.992371913516229,0.006730731767779497,0.981411153481338,0.9991012664266231,alkane > ether
h_mix_rho_x,Binary Density,R^2,0.9848020147358619,0.012969720361532499,0.9631678521775704,0.9982033405752821,alkane > ether
h_mix_rho_x,Binary Density,p,2.0081639875572478e-10,1.7070425974118887e-05,4.687951744765258e-15,1.724849254329964e-08,alkane > ether
h_mix_rho_x,Binary Density,RMSE,0.009354513729929495,0.000909657599733238,0.007422706942414636,0.011031701199168728,alkane > ether
h_mix_rho_x,Binary Density,MSE,-0.006508266669641873,0.0018654207542355278,-0.009642973950481073,-0.0025118803526576563,alkane > ether
h_mix_rho_x,Binary Density,MUE,0.008628834073185479,0.0010547072951006561,0.0064449882355947785,0.010659053628397983,alkane > ether
h_mix_rho_x,Binary Density,Tau,0.75,0.16399185453267945,0.335012605086404,0.9534625892455921,alkane > ether
h_mix_rho_x,Binary Density,Slope,1.0438996966633094,0.0364245473272507,0.9537617179244962,1.1016946328188644,alkane ~ ether
h_mix_rho_x,Binary Density,Intercept,-0.032730175310629384,0.029624607327117365,-0.07970601517795273,0.04228529245485091,alkane ~ ether
h_mix_rho_x,Binary Density,R,0.9955707804118034,0.003002599472681867,0.9885663285745263,0.9984654705525016,alkane ~ ether
h_mix_rho_x,Binary Density,R^2,0.9911611788097672,0.0059369515372534555,0.9772633859913183,0.9969332958856284,alkane ~ ether
h_mix_rho_x,Binary Density,p,1.332532894153229e-11,5.796694863407115e-08,6.735455717043679e-14,1.5206353514323205e-09,alkane ~ ether
h_mix_rho_x,Binary Density,RMSE,0.006979331495088317,0.0012096704236887032,0.004334048329371844,0.009099860990147373,alkane ~ ether
h_mix_rho_x,Binary Density,MSE,0.0023201251817890713,0.001908894605939762,-0.001432402174841918,0.006341431002166942,alkane ~ ether
h_mix_rho_x,Binary Density,MUE,0.005409050601357083,0.0012837052065485784,0.0030334970771907868,0.008020228337731361,alkane ~ ether
h_mix_rho_x,Binary Density,Tau,1.0,0.023802924133952283,0.8790490729915325,0.9770084209183942,alkane ~ ether
h_mix_rho_x,Binary Density,Slope,1.0992905077554014,0.03338902297972132,1.0422602775850045,1.1657981991720703,alkane < ether
