Id,Temperature (K),Pressure (kPa),N Components,Component 1,Mole Fraction 1,Component 2,Mole Fraction 2,Reference EnthalpyOfMixing Value (kJ / mol),Reference EnthalpyOfMixing Uncertainty (kJ / mol),Estimated EnthalpyOfMixing Value (kJ / mol),Estimated EnthalpyOfMixing Uncertainty (kJ / mol)
aabdc2d2b76f41ea90d1973817674483,313.15,101.0,2,CCCO,0.2497,CCCCCCC,0.7503,0.855,0.0,1.3362691289868565,0.05036082571407782
e25d65a9d159414b8acf6d3ab0538aa9,298.15,101.0,2,CCCO,0.7501,CCCCCCC,0.2499,0.391,0.0,0.6850901240785205,0.03822720688828909
ebc9e336e1e54253a598165867a2d9f2,298.15,101.0,2,CCCO,0.5003,CCCCCCC,0.4997,0.614,0.0,0.9942696682319081,0.043150392359000915
e3f2a6a1b7b041e6a0ddc1927ae6b893,298.15,101.3,2,CC(=O)CC(C)C,0.8004,CCCO,0.1996,0.9423,0.0,-0.19001048929267483,0.037923210741910095
be37c11bc0e64e7da891340b52210ff7,298.15,101.3,2,CC(=O)CC(C)C,0.4948,CCCO,0.5052,1.297,0.0,-0.3276523818578241,0.03758029986981449
9336bdf788964712a9043f31ed851dd4,298.15,101.3,2,CC(=O)CC(C)C,0.2384,CCCO,0.7616,0.9203,0.0,-0.2477842590218735,0.04109480476040002
3350449791eb4b16b424dde4335d5359,298.15,101.0,2,CCOC(C)(C)C,0.2509,CCCCCCC,0.7491,0.1879,0.0,0.44692133149723645,0.05193168745833804
2f9e31269f7b4aa490d2c856696a60a0,298.15,101.0,2,CCOC(C)(C)C,0.5014,CCCCCCC,0.4986,0.2751,0.0,0.54675853258194,0.04835949828050789
9560a10355f24167847f5e54c3a80098,298.15,101.0,2,CCOC(C)(C)C,0.7512,CCCCCCC,0.2488,0.2095,0.0,0.31952200443443246,0.04112397311500329
a0a7c443cad846aa822ac62208d685d1,318.15,101.0,2,CCCOC=O,0.742,CCCCCCC,0.258,1.095,0.0,1.3785623519910217,0.043265494198359074
378b89752b8341a1b70f54743dcab598,318.15,101.0,2,CCCOC=O,0.252,CCCCCCC,0.748,1.156,0.0,1.605420511440272,0.04078328706055009
79b24c3d8eb0424e8aa5e38830542dcf,318.15,101.0,2,CCCOC=O,0.493,CCCCCCC,0.507,1.469,0.0,1.7730662039507052,0.04754195489487016
81a27e5111c14bcc8e0c55ba91ea779c,318.15,101.3,2,CC(C)(C)O,0.5148,CCCCOC=O,0.4852,1.9204,0.0,0.5508738453115853,0.0455133553921865
f7c0f62c79bd47b49a6443cf2a3f6ab3,299.15,101.3,2,CC(C)(C)O,0.2217,CCCCOC=O,0.7783,1.3466,0.0,0.6384358539006172,0.046013758321099094
73903e734da44ad8adca242105180322,318.15,101.3,2,CC(C)(C)O,0.7303,CCCCOC=O,0.2697,1.501,0.0,0.5269163074132379,0.04926848913767224
519267bfffc74145977de2fc45690da8,313.15,101.0,2,CCCCCO,0.7521,C1CCCCC1,0.2479,0.4121,0.0,0.6589414595397756,0.04954622287310655
f7bc00fa87384b29abde87f6070c75d3,298.15,101.0,2,CCCCCO,0.5,C1CCCCC1,0.5,0.5985,0.0,0.8902258892556176,0.04105721581076829
9b9efbc24388463ab3920c6a48295159,298.15,101.0,2,CCCCCO,0.2522,C1CCCCC1,0.7478,0.622,0.0,1.0428866275395876,0.05839819712132863
cc6602e6224a4c509ef92e0342720fb6,298.15,101.0,2,C1CCCCC1,0.7486,CCOC(C)(C)C,0.2514,0.217,0.0,0.2756015807976837,0.036099145237830546
7c88992fde88430e98b150585cf40096,298.15,101.0,2,C1CCCCC1,0.2493,CCOC(C)(C)C,0.7507,0.2691,0.0,0.19211309665175946,0.045799528594182216
12219206d2ce4c3dac012d3cf4079153,298.15,101.0,2,C1CCCCC1,0.4988,CCOC(C)(C)C,0.5012,0.3185,0.0,0.3479117345341649,0.042088619886654126
ce9f78c4f90f428cbe7b1bf4bbb91742,299.15,101.0,2,CC(C)(C)O,0.2561,CCCOC=O,0.7439,1.5442,0.0,0.7471220699293752,0.0399040147773364
4b32474055094c6bb307355587ee137b,299.15,101.0,2,CC(C)(C)O,0.7493,CCCOC=O,0.2507,1.5596,0.0,0.7186743024628583,0.051351024430037064
d33f6f8b611c409bb1ca91452659ae0b,299.15,101.0,2,CC(C)(C)O,0.4937,CCCOC=O,0.5063,2.0159,0.0,0.9030819616014591,0.04215782412182881
3cf7ad16cc3b4ac0abd8dc61c672539e,313.15,101.0,2,CCCCO,0.2501,C1CCCCC1,0.7499,0.7869,0.0,1.095993088435236,0.05101524916718903
ea12bd80085a42a7b9493d379caddf59,298.15,101.0,2,C1CCCCC1,0.5003,CCCCO,0.4997,0.5873,0.0,0.866563606584478,0.04504705473466175
bb0b29b2e155493baec45f2b15dfc572,298.15,101.0,2,C1CCCCC1,0.7501,CCCCO,0.2499,0.6047,0.0,1.0280802983403845,0.04247379088730368
e87de0e8470c442abb99515ac3653dbc,300.0,101.0,2,OC1CCCCC1,0.3025,CCCCO,0.6975,0.0895,0.0,0.17364997275737437,0.05703486565908139
11fcf6bddca64e188454910755d52b08,300.0,101.0,2,OC1CCCCC1,0.7842,CCCCO,0.2158,0.0922,0.0,0.05634295636387776,0.05419464251456643
2281e8c072074f89ab14cf0b4d974b39,300.0,101.0,2,OC1CCCCC1,0.4484,CCCCO,0.5516,0.1133,0.0,0.40420712376583623,0.051522278238152516
6c7b20929b414bbc9e5a029cb06ded54,298.15,101.0,2,C1CCOCC1,0.5,CCCCCC(C)=O,0.5,0.05773,0.0,0.27221857934908655,0.043803785887729374
2e87256adba34284a227775fbc551952,298.15,101.0,2,C1CCOCC1,0.25,CCCCCC(C)=O,0.75,0.03429,0.0,0.1838797865954973,0.046715675284861195
f8a9799922fc47929d3c732dffa2bd99,298.15,101.0,2,C1CCOCC1,0.75,CCCCCC(C)=O,0.25,0.05587,0.0,0.2444873079080594,0.042998409526758034
e60c60180aa4496bb7c3c231170c33d2,313.15,101.0,2,CCCO,0.4995,CC(=O)O,0.5005,0.393,0.0,0.2832435940392273,0.03563021836248006
b518df723a1446968e66f3956749dca9,313.15,101.0,2,CCCO,0.7991,CC(=O)O,0.2009,0.237,0.0,0.1916800627941022,0.039371459158447
00e7527005ff4d4684f6a590a3140fb9,313.15,101.0,2,CCCO,0.2951,CC(=O)O,0.7049,0.389,0.0,0.22491021487225282,0.034627322923495504
f33ae733109145e4a46aecab97ce0aa0,298.15,101.3,2,CCC(C)(C)O,0.7306,CCO,0.2694,-0.7709,0.0,-0.3284739743336367,0.06656639259908752
8f808b9e21474d06a1d6839536f7d934,298.15,101.3,2,CCC(C)(C)O,0.2807,CCO,0.7193,-0.7056,0.0,-0.3555226957859201,0.040530368771249194
9cf1b493616c46abb72f73b315fdac96,298.15,101.3,2,CCC(C)(C)O,0.4607,CCO,0.5393,-0.95,0.0,-0.37075076432962106,0.051683139896168385
6e6e474d0ad74866b749d78b33d74b2d,298.15,101.0,2,CCCCCCC,0.4996,CCCOC(C)=O,0.5004,1.144,0.0,1.5011990235561967,0.04219600006602806
1a4164be878d480c9ff227bfc017d81b,318.15,101.3,2,CCCOC(C)=O,0.7526,CCCCCCC,0.2474,0.8282,0.0,1.0535907932052098,0.04786975201123438
9f69c80ff33247019563c7137158ff45,298.15,101.0,2,CCCCCCC,0.2505,CCCOC(C)=O,0.7495,0.8456,0.0,1.205374834939228,0.04446717628934368
5c17705da03645ecb045d3d0a5a5f15d,303.15,101.0,2,CC(C)OC(C)C,0.2516,CCO,0.7484,0.201984,0.0,0.055527208018187224,0.03648822646494352
22516581e21a48288e9be33d0b31998d,303.15,101.0,2,CC(C)OC(C)C,0.4894,CCO,0.5106,0.400777,0.0,0.08857131760972425,0.03722008254727478
1e3ae85201ec4fb6b2880c3880de9019,303.15,101.0,2,CC(C)OC(C)C,0.7871,CCO,0.2129,0.4411390000000001,0.0,0.17179884786525512,0.04958630598103615
0f14f9894ae348679137429a0c7d3157,313.15,101.0,2,CCCCCO,0.2491,CCCCCCC,0.7509,0.7825,0.0,1.1834978712983428,0.052933578887039576
f44a9fa11d8948319b56120e21fa4753,313.15,101.0,2,CCCCCO,0.7483,CCCCCCC,0.2517,0.4441,0.0,0.5907200272226163,0.046655329369324906
80239928cd5842e28be4d6598c95b967,313.15,101.0,2,CCCCCO,0.4984,CCCCCCC,0.5016,0.7403,0.0,1.0436100887644386,0.0603783643110992
2ad706702e0b4ffcb3e54699014025ff,291.15,101.0,2,CCCOC(C)=O,0.4984,CCCCCC,0.5016,1.109,0.0,1.4480266589854267,0.04321380358327554
0907ec85329046798b11b049abeabb27,291.15,101.0,2,CCCOC(C)=O,0.2307,CCCCCC,0.7693,0.7509999999999999,0.0,1.1521061483503132,0.044906118783190056
f1635d3f7aa14f809836f68562f5cb75,291.15,101.0,2,CCCOC(C)=O,0.7361,CCCCCC,0.2639,0.8170000000000001,0.0,1.0534548263821115,0.042407161262868524
39fc7a62747a4cdbb40096b17f3d5cf7,291.15,101.0,2,CCCCOC=O,0.256,CCCCCCC,0.7440000000000001,0.888,0.0,1.2711055650703997,0.048486448882286065
760cd25f58aa415ab5d8f79a4348e170,318.15,101.0,2,CCCCOC=O,0.488,CCCCCCC,0.512,1.242,0.0,1.588900548503048,0.04575783727634659
d59e1636542347ecace887dd36dfeee6,318.15,101.0,2,CCCCOC=O,0.747,CCCCCCC,0.253,0.856,0.0,1.1238454767628099,0.04650137342387913
e2f4e39b4bd9427a936dfeb1a21041ca,298.15,101.325,2,C1CCOC1,0.25,CCCCCC,0.75,0.57375,0.0,0.9696457932121945,0.04624364787105443
ad9f13240c534068b141386309b92198,298.15,101.325,2,C1CCOC1,0.75,CCCCCC,0.25,0.58102,0.0,1.069910694836409,0.03876460427216687
