Study,Property,Statistic,Value,Std,Lower 95% CI,Upper 95% CI,Environment,Iteration
h_mix_rho_x,Binary Density,MUE,0.011663482416757964,0.002872443272269773,0.006489743437303416,0.017484481108532655,alkane ~ ether,0
h_mix_rho_x,Binary Density,Tau,0.9047619047619049,0.1464444962075077,0.5143444998736397,0.9759000729485333,alkane ~ ether,0
h_mix_rho_x,Binary Density,Slope,0.9266812579593714,0.03974543565440192,0.8302381962479085,0.9788356558888576,alkane < ether,0
h_mix_rho_x,Binary Density,Intercept,0.07277229376514005,0.030464241202313863,0.03021940468294204,0.14579846531985075,alkane < ether,0
h_mix_rho_x,Binary Density,R,0.9972832116288014,0.0046741775459434075,0.9909557645247618,0.9999502590368315,alkane < ether,0
h_mix_rho_x,Binary Density,R^2,0.9945738041966566,0.009094714436557837,0.9819933272448551,0.9999005205478265,alkane < ether,0
h_mix_rho_x,Binary Density,p,7.37837950134347e-07,0.00016152570103964624,3.4579449078060256e-11,1.5030498624218709e-05,alkane < ether,0
h_mix_rho_x,Binary Density,RMSE,0.01759083995858861,0.002146884559089309,0.013633617216708445,0.02171936179019843,alkane < ether,0
h_mix_rho_x,Binary Density,MSE,0.016846722473936402,0.0019313441806614506,0.01342382849228271,0.02083061661906146,alkane < ether,0
h_mix_rho_x,Binary Density,MUE,0.016846722473936402,0.0019313441806614506,0.01342382849228271,0.02083061661906146,alkane < ether,0
h_mix_rho_x,Binary Density,Tau,1.0,0.04211516434687986,0.816496580927726,0.9759000729485333,alkane < ether,0
h_mix_rho_x,Binary Density,Slope,0.8880569766187393,0.19614601499918996,0.588684025627232,1.4653105587683186,alkane > ether,1
h_mix_rho_x,Binary Density,Intercept,0.07745012719960709,0.13939845534871684,-0.32601404956687097,0.2913368233868212,alkane > ether,1
h_mix_rho_x,Binary Density,R,0.9469435038818516,0.139419693731425,0.4732134308021278,0.9985682196033006,alkane > ether,1
h_mix_rho_x,Binary Density,R^2,0.8967019995440382,0.20130198748389774,0.2239309510915202,0.9971384892017054,alkane > ether,1
h_mix_rho_x,Binary Density,p,0.001210161117148699,0.08459455709714377,1.6594050496940043e-07,0.28741719359728113,alkane > ether,1
h_mix_rho_x,Binary Density,RMSE,0.011505942491640579,0.00142899405004068,0.008496200589890514,0.014032806268846816,alkane > ether,1
h_mix_rho_x,Binary Density,MSE,-0.0027200590967241573,0.0042729097060406306,-0.01034237843570399,0.006298112620028028,alkane > ether,1
h_mix_rho_x,Binary Density,MUE,0.010825347459315895,0.0014900367804613476,0.007849545305984204,0.013525786192513243,alkane > ether,1
h_mix_rho_x,Binary Density,Tau,0.7142857142857143,0.21076322771347597,0.2057377999494559,0.9511897312113418,alkane > ether,1
h_mix_rho_x,Binary Density,Slope,0.8840014244312775,0.25382398696807956,0.45447130920216144,0.9770228200798046,alkane ~ ether,1
h_mix_rho_x,Binary Density,Intercept,0.0863890498402815,0.18497543079379192,0.01521049125949836,0.40060159906036824,alkane ~ ether,1
h_mix_rho_x,Binary Density,R,0.9811279472476594,0.061472847464177104,0.8744426538430902,0.9990443942951648,alkane ~ ether,1
h_mix_rho_x,Binary Density,R^2,0.962612048870406,0.07670510306919787,0.7652704390800741,0.9980897017725927,alkane ~ ether,1
h_mix_rho_x,Binary Density,p,9.30243765370141e-05,0.009777050700955258,5.4516384592209054e-08,0.010016221023132798,alkane ~ ether,1
h_mix_rho_x,Binary Density,RMSE,0.008270703158038347,0.002123875236523758,0.004281280589291234,0.012092272860189848,alkane ~ ether,1
h_mix_rho_x,Binary Density,MSE,0.0008816019235550833,0.0030172895494557624,-0.004414797170864714,0.007006233477613485,alkane ~ ether,1
h_mix_rho_x,Binary Density,MUE,0.006471416881978054,0.001920047637906229,0.0030919259732529974,0.01051512263972944,alkane ~ ether,1
h_mix_rho_x,Binary Density,Tau,0.9047619047619049,0.14119262788172404,0.5143444998736397,0.9759000729485333,alkane ~ ether,1
h_mix_rho_x,Binary Density,Slope,0.9087756405513583,0.03956375592060929,0.8134128198592886,0.9548970790042725,alkane < ether,1
h_mix_rho_x,Binary Density,Intercept,0.07463667907732296,0.03039637885726559,0.03756148533212389,0.14641723214290658,alkane < ether,1
h_mix_rho_x,Binary Density,R,0.9968312455868905,0.006004750454257245,0.9881747909681431,0.9999709381201528,alkane < ether,1
h_mix_rho_x,Binary Density,R^2,0.9936725321783116,0.01160394080305237,0.9764894175049333,0.9999418770848985,alkane < ether,1
h_mix_rho_x,Binary Density,p,1.0837713340641802e-06,0.00027118575031933207,9.092282776926581e-12,2.9206826198193977e-05,alkane < ether,1
h_mix_rho_x,Binary Density,RMSE,0.0077541125918252594,0.002482009639046016,0.002961384767621383,0.01190121257643621,alkane < ether,1
h_mix_rho_x,Binary Density,MSE,0.005053182745479977,0.0021810306993874365,0.0012129856105368272,0.009515404829920813,alkane < ether,1
h_mix_rho_x,Binary Density,MUE,0.00551928917221237,0.002019806793323771,0.0020920079153564164,0.00978257223407202,alkane < ether,1
h_mix_rho_x,Binary Density,Tau,1.0,0.041776434831260055,0.816496580927726,0.9759000729485333,alkane < ether,1
h_mix_rho_x,Binary Density,Slope,0.8937714371993968,0.29004096805210683,0.6125726807604227,1.6082383695202849,alkane > ether,2
h_mix_rho_x,Binary Density,Intercept,0.07358724222755109,0.205139005389786,-0.4192390214618954,0.27747713043750605,alkane > ether,2
h_mix_rho_x,Binary Density,R,0.9453910591114442,0.14386196596187184,0.5114639912414215,0.9979626039711177,alkane > ether,2
h_mix_rho_x,Binary Density,R^2,0.8937642546478581,0.1992196871069925,0.2620696685319535,0.9959293589248139,alkane > ether,2
h_mix_rho_x,Binary Density,p,0.0012995357260880771,0.07999052756487916,3.685236778030556e-07,0.24067478179369903,alkane > ether,2
h_mix_rho_x,Binary Density,RMSE,0.011603497593970582,0.0013796995698301612,0.008802669220581427,0.01405218426585626,alkane > ether,2
h_mix_rho_x,Binary Density,MSE,-0.0024904213237579853,0.0042112649933322,-0.010034884673916953,0.0068496642728769685,alkane > ether,2
h_mix_rho_x,Binary Density,MUE,0.010891564793142936,0.001520119034464703,0.00791530844159359,0.01382212548082191,alkane > ether,2
h_mix_rho_x,Binary Density,Tau,0.7142857142857143,0.2071014846393937,0.2182178902359924,0.9258200997725516,alkane > ether,2
h_mix_rho_x,Binary Density,Slope,0.8931070854515095,0.14628715533836367,0.47324246862686176,0.9844422984714605,alkane ~ ether,2
h_mix_rho_x,Binary Density,Intercept,0.07999516855851818,0.10686468105370668,0.009888622944107861,0.3871922749337774,alkane ~ ether,2
h_mix_rho_x,Binary Density,R,0.9828015242557949,0.03786455688425916,0.8779831755149154,0.9993501978319105,alkane ~ ether,2
h_mix_rho_x,Binary Density,R^2,0.9658988360795139,0.06915448905537115,0.7708544564872548,0.9987008179066786,alkane ~ ether,2
h_mix_rho_x,Binary Density,p,7.381856361461563e-05,0.0070342427970002085,2.129946324091212e-08,0.00989638599922405,alkane ~ ether,2
h_mix_rho_x,Binary Density,RMSE,0.00790894159259352,0.0022928605823580067,0.0036286737932616497,0.01186650664086437,alkane ~ ether,2
h_mix_rho_x,Binary Density,MSE,0.0011998878526175507,0.0029969092414267556,-0.003866408555193712,0.007713242623809934,alkane ~ ether,2
h_mix_rho_x,Binary Density,MUE,0.005985185761840468,0.0019719496622984042,0.00252115016063378,0.010160252986819884,alkane ~ ether,2
h_mix_rho_x,Binary Density,Tau,0.9047619047619049,0.1410495412525986,0.50709255283711,0.9759000729485333,alkane ~ ether,2
h_mix_rho_x,Binary Density,Slope,0.9191308107785289,0.0404941758726993,0.8198501705304999,0.9671904352793452,alkane < ether,2
h_mix_rho_x,Binary Density,Intercept,0.06712606964334344,0.03096354420888009,0.028932997781832448,0.1422549612023093,alkane < ether,2
h_mix_rho_x,Binary Density,R,0.9969771882325965,0.005654993785457588,0.989701736066444,0.999955501069543,alkane < ether,2
h_mix_rho_x,Binary Density,R^2,0.9939635138561742,0.010892417027261953,0.9795095263729331,0.9999110041192408,alkane < ether,2
h_mix_rho_x,Binary Density,p,9.633363698423453e-07,0.00029557537394280073,2.6020711505916585e-11,2.2890367322662083e-05,alkane < ether,2
h_mix_rho_x,Binary Density,RMSE,0.007702757813687388,0.0023894236349144174,0.003214476769138572,0.011731898511701535,alkane < ether,2
h_mix_rho_x,Binary Density,MSE,0.005441219614669114,0.002073700065394272,0.0019055681266847266,0.009807119215560624,alkane < ether,2
h_mix_rho_x,Binary Density,MUE,0.005812784456068317,0.0019233151575743911,0.0026749408033644056,0.009927244209346178,alkane < ether,2
h_mix_rho_x,Binary Density,Tau,1.0,0.041903497987739596,0.816496580927726,0.9759000729485333,alkane < ether,2
h_mix_rho_x,Binary Density,Slope,0.8967957978340096,0.21862485540311474,0.5626294094746428,1.5418853393200096,alkane > ether,3
h_mix_rho_x,Binary Density,Intercept,0.07115986948118591,0.15483105101372707,-0.37625574308160514,0.31212723410147436,alkane > ether,3
h_mix_rho_x,Binary Density,R,0.950678287337298,0.1481225735945356,0.4863430673826822,0.9988076496396705,alkane > ether,3
h_mix_rho_x,Binary Density,R^2,0.9037892060145781,0.20144960467066572,0.2409574515454812,0.9976167209787228,alkane > ether,3
h_mix_rho_x,Binary Density,p,0.0010103608632132108,0.0822102182271084,9.694942455255323e-08,0.26843331456879377,alkane > ether,3
h_mix_rho_x,Binary Density,RMSE,0.011133590582465222,0.0012957394464530765,0.008401892433145592,0.013505066038180745,alkane > ether,3
h_mix_rho_x,Binary Density,MSE,-0.00275183903174265,0.004112031011369724,-0.009935546968983957,0.006051178992664196,alkane > ether,3
h_mix_rho_x,Binary Density,MUE,0.010565065125487747,0.0013296740565544305,0.007897435828125425,0.013118562391746469,alkane > ether,3
h_mix_rho_x,Binary Density,Tau,0.7142857142857143,0.21225008916881744,0.2057377999494559,0.9511897312113418,alkane > ether,3
h_mix_rho_x,Binary Density,Slope,0.8942781072660958,0.12783120558419808,0.49878820766122384,0.9869926906270103,alkane ~ ether,3
h_mix_rho_x,Binary Density,Intercept,0.0783711124991121,0.09394700455876147,0.007533172635184937,0.36793368821997824,alkane ~ ether,3
h_mix_rho_x,Binary Density,R,0.9834271644623369,0.03888437661812321,0.8904973155943416,0.9995254816976806,alkane ~ ether,3
h_mix_rho_x,Binary Density,R^2,0.9671289878024323,0.06863687199527757,0.7929854690807285,0.9990511885629805,alkane ~ ether,3
h_mix_rho_x,Binary Density,p,6.730993167567165e-05,0.012283780630478313,9.740922608593776e-09,0.007477269691721435,alkane ~ ether,3
h_mix_rho_x,Binary Density,RMSE,0.00770767996395961,0.0019121976197597212,0.0040907319365493045,0.011101552512085548,alkane ~ ether,3
h_mix_rho_x,Binary Density,MSE,0.00043904141737411654,0.002946008147260683,-0.004711925628432668,0.006660637416815869,alkane ~ ether,3
h_mix_rho_x,Binary Density,MUE,0.006291515875359778,0.0016935514843699274,0.0032824151765581083,0.009753619462738958,alkane ~ ether,3
h_mix_rho_x,Binary Density,Tau,0.9047619047619049,0.1409172117025242,0.5143444998736397,0.9759000729485333,alkane ~ ether,3
h_mix_rho_x,Binary Density,Slope,0.9259418391650919,0.03634722346105987,0.8381486339036779,0.9683357643662821,alkane < ether,3
h_mix_rho_x,Binary Density,Intercept,0.061409860230462465,0.027829794522154817,0.027579067767604326,0.1285112384607069,alkane < ether,3
h_mix_rho_x,Binary Density,R,0.9975475413852561,0.004274876097338916,0.9908106485140573,0.9999753877188307,alkane < ether,3
h_mix_rho_x,Binary Density,R^2,0.9951010973237693,0.008355689441338975,0.9817057412088468,0.9999507760434257,alkane < ether,3
h_mix_rho_x,Binary Density,p,5.713302724029897e-07,0.00011674075616539322,5.827798570400316e-12,1.547448177013868e-05,alkane < ether,3
h_mix_rho_x,Binary Density,RMSE,0.006994983635285734,0.0021329675967453315,0.0028534192561342517,0.010685946345511305,alkane < ether,3
h_mix_rho_x,Binary Density,MSE,0.004920280101373528,0.0018197525541061267,0.0017199569239178456,0.008754972411406119,alkane < ether,3
h_mix_rho_x,Binary Density,MUE,0.005228353713325783,0.0017015544702047786,0.002352905829814067,0.00891760785929869,alkane < ether,3
h_mix_rho_x,Binary Density,Tau,1.0,0.041636889390060446,0.816496580927726,0.9759000729485333,alkane < ether,3
h_mix_rho_x,Binary Density,Slope,0.9156235063456465,0.2185076495148544,0.5734217162359913,1.4895837521327653,alkane > ether,4
h_mix_rho_x,Binary Density,Intercept,0.0577988369518494,0.15460179075541847,-0.34032332354597916,0.30398933584690635,alkane > ether,4
h_mix_rho_x,Binary Density,R,0.9531692667963125,0.1526838126725465,0.49017143198159613,0.998809252910417,alkane > ether,4
h_mix_rho_x,Binary Density,R^2,0.90853165116502,0.2009562782160761,0.24390139464838684,0.9976459648090862,alkane > ether,4
h_mix_rho_x,Binary Density,p,0.0008887870983751078,0.07882008471084895,9.391296861352348e-08,0.26324717251760554,alkane > ether,4
h_mix_rho_x,Binary Density,RMSE,0.010842691611903451,0.001257397821090228,0.008304848129055952,0.013232378967545276,alkane > ether,4
h_mix_rho_x,Binary Density,MSE,-0.0026290397570185747,0.003981873963876857,-0.009825152089272085,0.005648356471110568,alkane > ether,4
h_mix_rho_x,Binary Density,MUE,0.01029439581764743,0.0013109991906176547,0.007823021099275749,0.012839323852441511,alkane > ether,4
h_mix_rho_x,Binary Density,Tau,0.7142857142857143,0.21775335839447585,0.10286889997472795,0.9511897312113418,alkane > ether,4
h_mix_rho_x,Binary Density,Slope,0.9037614829529351,0.137113698302203,0.49570227162322694,1.0002313568680352,alkane ~ ether,4
h_mix_rho_x,Binary Density,Intercept,0.0715684363438639,0.10066651967093077,-0.00015907653919144948,0.3701411168524159,alkane ~ ether,4
h_mix_rho_x,Binary Density,R,0.983489362234629,0.04314151900726073,0.8748544903898664,0.9993261867073011,alkane ~ ether,4
h_mix_rho_x,Binary Density,R^2,0.9672513256286773,0.07630307444071587,0.7653703793553128,0.9986528274389557,alkane ~ ether,4
h_mix_rho_x,Binary Density,p,6.668240799287448e-05,0.011200536610041608,2.2755654449398724e-08,0.010234137154664468,alkane ~ ether,4
h_mix_rho_x,Binary Density,RMSE,0.007575075163061691,0.0019624235161790236,0.00382422582533742,0.011115559175249595,alkane ~ ether,4
h_mix_rho_x,Binary Density,MSE,0.0006269619021401297,0.0028668762974789048,-0.004532229884442843,0.006654955933462817,alkane ~ ether,4
h_mix_rho_x,Binary Density,MUE,0.006097222013592022,0.0016801587981197818,0.0030999526940271543,0.009723850087823647,alkane ~ ether,4
h_mix_rho_x,Binary Density,Tau,0.9047619047619049,0.14396955741391032,0.50709255283711,0.9759000729485333,alkane ~ ether,4
h_mix_rho_x,Binary Density,Slope,0.9316234822132283,0.05039040255637621,0.8452836074581255,0.9756789609993924,alkane < ether,4
h_mix_rho_x,Binary Density,Intercept,0.05719719839938098,0.03708911270199463,0.02189682807668447,0.12300108604953075,alkane < ether,4
h_mix_rho_x,Binary Density,R,0.9975225188460359,0.004514460459517931,0.9919681051447157,0.9999482047111531,alkane < ether,4
h_mix_rho_x,Binary Density,R^2,0.9950511756049402,0.00873171006886478,0.9840007216243977,0.9998964121050581,alkane < ether,4
h_mix_rho_x,Binary Density,p,5.860073859729387e-07,0.00022726918725473092,3.747269659940176e-11,1.13371060496724e-05,alkane < ether,4
h_mix_rho_x,Binary Density,RMSE,0.006951195657549172,0.002153200455809569,0.0028314484157362057,0.010600381500551202,alkane < ether,4
h_mix_rho_x,Binary Density,MSE,0.005041423304258116,0.0017972550383830999,0.0019271499040416046,0.008771689108213212,alkane < ether,4
h_mix_rho_x,Binary Density,MUE,0.005211031453743385,0.0017239290001268223,0.002309883664332744,0.00884718075786455,alkane < ether,4
h_mix_rho_x,Binary Density,Tau,1.0,0.0415633370244815,0.816496580927726,0.9759000729485333,alkane < ether,4
h_mix_rho_x,Binary Density,Slope,0.9197685606117397,0.2004735863974951,0.6770615935145079,1.489411325178649,alkane > ether,5
h_mix_rho_x,Binary Density,Intercept,0.054522073110012226,0.1419707913196367,-0.3396362408268262,0.22710522138149086,alkane > ether,5
h_mix_rho_x,Binary Density,R,0.9544378794555708,0.13192381571027514,0.5562903968134835,0.9983883113258265,alkane > ether,5
h_mix_rho_x,Binary Density,R^2,0.9109516657396467,0.18982226660034301,0.3094590055869029,0.9967792201920355,alkane > ether,5
h_mix_rho_x,Binary Density,p,0.0008303860541560819,0.0743887832266659,2.0183095058825272e-07,0.19489961323724045,alkane > ether,5
h_mix_rho_x,Binary Density,RMSE,0.010788417370245561,0.0011713515348384578,0.00825529671696786,0.012958107512199215,alkane > ether,5
h_mix_rho_x,Binary Density,MSE,-0.0029372418905543158,0.003772556210162922,-0.009945128944828827,0.004708757318361211,alkane > ether,5
h_mix_rho_x,Binary Density,MUE,0.010275954997498607,0.0012667591885695414,0.007613738664496407,0.012746213379470683,alkane > ether,5
h_mix_rho_x,Binary Density,Tau,0.8095238095238096,0.21738476373399926,0.15877683720748895,0.9511897312113418,alkane > ether,5
h_mix_rho_x,Binary Density,Slope,0.909534663967307,0.1332103661017583,0.4986907584034384,1.0003783168802927,alkane ~ ether,5
h_mix_rho_x,Binary Density,Intercept,0.06681187474336792,0.09790410029971397,-0.003349589763905647,0.36705511876276165,alkane ~ ether,5
h_mix_rho_x,Binary Density,R,0.9832490566028698,0.042790859920748325,0.8762306910348511,0.9994641223004912,alkane ~ ether,5
h_mix_rho_x,Binary Density,R^2,0.9667787073104334,0.07544420397625669,0.7677802239114127,0.9989285317658912,alkane ~ ether,5
h_mix_rho_x,Binary Density,p,6.912634601409791e-05,0.012415754497718926,1.32410313701243e-08,0.009710717507664468,alkane ~ ether,5
h_mix_rho_x,Binary Density,RMSE,0.0075188572430626545,0.0017510277117231186,0.004242517001062363,0.010701462901034214,alkane ~ ether,5
h_mix_rho_x,Binary Density,MSE,0.00012605579120475837,0.002845908410690069,-0.004832048170343185,0.00614077371732602,alkane ~ ether,5
h_mix_rho_x,Binary Density,MUE,0.006349939294617214,0.0014948807571867374,0.0037580436926108384,0.00948486341656396,alkane ~ ether,5
h_mix_rho_x,Binary Density,Tau,0.9047619047619049,0.14337057110581614,0.3944053188733077,0.9759000729485333,alkane ~ ether,5
h_mix_rho_x,Binary Density,Slope,0.9412826339538886,0.046747978359029094,0.850874165140552,0.9877001761111026,alkane < ether,5
h_mix_rho_x,Binary Density,Intercept,0.04902034679952849,0.03496950515201927,0.011964478176505255,0.11859012324067708,alkane < ether,5
h_mix_rho_x,Binary Density,R,0.997437824053492,0.0056981908357064855,0.9902258721861237,0.9999428636539947,alkane < ether,5
h_mix_rho_x,Binary Density,R^2,0.994882212852565,0.010994069683802602,0.9805472779467693,0.9998857305725514,alkane < ether,5
h_mix_rho_x,Binary Density,p,6.373527200164234e-07,0.0002579913363658139,5.112255714347621e-11,1.8083465895572775e-05,alkane < ether,5
h_mix_rho_x,Binary Density,RMSE,0.006188953214660402,0.0022136977088910085,0.0022056709374038614,0.009865561968962148,alkane < ether,5
h_mix_rho_x,Binary Density,MSE,0.004232313761211549,0.0017220056158679194,0.0015307544847696284,0.008161614798300338,alkane < ether,5
h_mix_rho_x,Binary Density,MUE,0.004437137558106279,0.0016464668380167518,0.0019385322276192576,0.008168715753926732,alkane < ether,5
h_mix_rho_x,Binary Density,Tau,1.0,0.04247170484725453,0.816496580927726,0.9759000729485333,alkane < ether,5
h_mix_rho_x,Binary Density,Slope,0.9077521789693632,0.1856011871560955,0.6314867721719932,1.4597916920807592,alkane > ether,6
h_mix_rho_x,Binary Density,Intercept,0.06397647909602755,0.1318118204858666,-0.32165170504444063,0.26594504928434154,alkane > ether,6
h_mix_rho_x,Binary Density,R,0.953615824368489,0.12016483316519681,0.556219118376787,0.9984228642766965,alkane > ether,6
h_mix_rho_x,Binary Density,R^2,0.9093831404859929,0.18442547908180562,0.3093797076478501,0.9968482159104827,alkane > ether,6
h_mix_rho_x,Binary Density,p,0.0008679616315281105,0.06326511685907546,2.0411950045414044e-07,0.19522616109942814,alkane > ether,6
h_mix_rho_x,Binary Density,RMSE,0.01067340298473807,0.0013712464994713636,0.007865310269613944,0.013203826443223349,alkane > ether,6
h_mix_rho_x,Binary Density,MSE,-0.0020886027114268408,0.003886760779381136,-0.008989362060740318,0.006183391705644382,alkane > ether,6
h_mix_rho_x,Binary Density,MUE,0.009982301815211632,0.0014655455480072817,0.007073720064632297,0.012738791420154058,alkane > ether,6
h_mix_rho_x,Binary Density,Tau,0.8095238095238096,0.20181829732267412,0.2646280620124816,0.9511897312113418,alkane > ether,6
h_mix_rho_x,Binary Density,Slope,0.9000994818110982,0.23765571093857848,0.48864175794354714,0.9858506684589735,alkane ~ ether,6
h_mix_rho_x,Binary Density,Intercept,0.07449100096191541,0.1734732760425942,0.007754756980565158,0.3755066477472892,alkane ~ ether,6
h_mix_rho_x,Binary Density,R,0.9832856149555097,0.05792067995322971,0.8827188717938109,0.9993827411043743,alkane ~ ether,6
h_mix_rho_x,Binary Density,R^2,0.9668506005784349,0.06785115033851721,0.7801824038734166,0.9987658632172929,alkane ~ ether,6
h_mix_rho_x,Binary Density,p,6.875115272027025e-05,0.008465876827513631,1.89050472438014e-08,0.008485501228667128,alkane ~ ether,6
h_mix_rho_x,Binary Density,RMSE,0.007681851075817334,0.0020302949421837115,0.0037684253799696245,0.011361680332983438,alkane ~ ether,6
h_mix_rho_x,Binary Density,MSE,0.0008501108560649007,0.002840991807868752,-0.004149531712021307,0.00701874943406073,alkane ~ ether,6
h_mix_rho_x,Binary Density,MUE,0.006063290528373145,0.0017787097338955952,0.002906710648870714,0.009951363212457074,alkane ~ ether,6
h_mix_rho_x,Binary Density,Tau,0.9047619047619049,0.13963620158029424,0.5143444998736397,0.9759000729485333,alkane ~ ether,6
h_mix_rho_x,Binary Density,Slope,0.935477383102372,0.0381975627181842,0.8406841259619139,0.9825391707503713,alkane < ether,6
h_mix_rho_x,Binary Density,Intercept,0.05400774749574366,0.02934041576069442,0.016607901185627494,0.12746315822936238,alkane < ether,6
h_mix_rho_x,Binary Density,R,0.9972570289258755,0.0070391646356490305,0.9901383952786933,0.9999232447968671,alkane < ether,6
h_mix_rho_x,Binary Density,R^2,0.9945215817420645,0.013426436895169359,0.9803740418050659,0.9998464954850954,alkane < ether,6
h_mix_rho_x,Binary Density,p,7.557330879725759e-07,0.0004946604743270989,1.0484206670186004e-10,1.8460837568588124e-05,alkane < ether,6
h_mix_rho_x,Binary Density,RMSE,0.006770693926754815,0.0022520381041802565,0.0026134540920181182,0.010584320122477862,alkane < ether,6
h_mix_rho_x,Binary Density,MSE,0.004791624704060503,0.0018013965294931301,0.00180156524468335,0.008715627216602764,alkane < ether,6
h_mix_rho_x,Binary Density,MUE,0.004914128093341067,0.0017523867192619919,0.0020932853155017916,0.008781827811954737,alkane < ether,6
h_mix_rho_x,Binary Density,Tau,1.0,0.04187125927456378,0.816496580927726,0.9759000729485333,alkane < ether,6
h_mix_rho_x,Binary Density,Slope,0.9090084505917521,0.23280382173421102,0.6187313609040765,1.5265589550779892,alkane > ether,7
h_mix_rho_x,Binary Density,Intercept,0.06244039701488158,0.1643616902795437,-0.36773909405554106,0.2735971270166524,alkane > ether,7
h_mix_rho_x,Binary Density,R,0.9539070378047968,0.15292625264479187,0.50498673804429,0.9983643523073007,alkane > ether,7
h_mix_rho_x,Binary Density,R^2,0.909938636773522,0.19662857841576215,0.2705740478278502,0.9968005163647384,alkane > ether,7
h_mix_rho_x,Binary Density,p,0.0008545378584895291,0.08533479812738338,2.0763358429595002e-07,0.2476988104688638,alkane > ether,7
h_mix_rho_x,Binary Density,RMSE,0.01078474902342277,0.0012521855086185707,0.008171144220421889,0.013146373779356653,alkane > ether,7
h_mix_rho_x,Binary Density,MSE,-0.0027249812919564504,0.003873062578077666,-0.009805955892018301,0.005117487474789779,alkane > ether,7
h_mix_rho_x,Binary Density,MUE,0.010210080273749303,0.0013487857474233677,0.00751567952833795,0.012871438300463762,alkane > ether,7
h_mix_rho_x,Binary Density,Tau,0.8095238095238096,0.22159145212565556,0.2182178902359924,0.9511897312113418,alkane > ether,7
h_mix_rho_x,Binary Density,Slope,0.8968002948790881,0.1310823635642561,0.4843018382359486,0.9836638222874611,alkane ~ ether,7
h_mix_rho_x,Binary Density,Intercept,0.07648595539006653,0.09641922765777575,0.009187135972021032,0.3781002320722345,alkane ~ ether,7
h_mix_rho_x,Binary Density,R,0.9834140432492817,0.04328467636344745,0.8765815702040667,0.9994844483611521,alkane ~ ether,7
h_mix_rho_x,Binary Density,R^2,0.9671031804599002,0.07495291059367964,0.7683952492214271,0.9989691625157966,alkane ~ ether,7
h_mix_rho_x,Binary Density,p,6.744276227867541e-05,0.015307679222415823,1.1910794740795018e-08,0.009656825930509707,alkane ~ ether,7
h_mix_rho_x,Binary Density,RMSE,0.007670987399085247,0.0019444684983310413,0.004080431545060779,0.01114058264415064,alkane ~ ether,7
h_mix_rho_x,Binary Density,MSE,0.0004130952934355836,0.002898812118300586,-0.004619296383431297,0.006742583548950362,alkane ~ ether,7
h_mix_rho_x,Binary Density,MUE,0.00626584968942856,0.0017224820052347584,0.0032728811093266324,0.009928910702191833,alkane ~ ether,7
h_mix_rho_x,Binary Density,Tau,0.9047619047619049,0.14026370742811847,0.5143444998736397,0.9759000729485333,alkane ~ ether,7
h_mix_rho_x,Binary Density,Slope,0.9296697448591003,0.045221510420768364,0.8380121202293902,0.9776057059399599,alkane < ether,7
h_mix_rho_x,Binary Density,Intercept,0.05806895201430884,0.03391838177853997,0.019555906558915703,0.12659413733899882,alkane < ether,7
