Id,Temperature (K),Pressure (kPa),N Components,Component 1,Mole Fraction 1,Reference Density Value (g / ml),Reference Density Uncertainty (g / ml),Estimated Density Value (g / ml),Estimated Density Uncertainty (g / ml),Environment 1
bc09e191cba74567a3c40832ec158241,298.15,101.325,1,CCC(C)(C)O,1.0,0.8042100000000002,0.0,0.7967899222912005,0.00036754292566831636,alcohol
c070a35519e94a759b1144dbb5b2c9f9,298.15,101.325,1,CCC(C)(C)O,1.0,0.8042100000000002,0.0,0.7967899222912005,0.00036754292566831636,alcohol
c332f7ee4a6742688a6b713442908fd6,298.15,101.325,1,OCCO,1.0,1.1098800000000004,0.0,1.1520774814251025,0.0003816317998956328,alcohol
2378b095b5d54af9b29840f1acf98337,298.15,101.325,1,OCCO,1.0,1.1098800000000004,0.0,1.1520774814251025,0.0003816317998956328,alcohol
6b280aa30426453980a08d19c6a3ca5a,298.15,101.325,1,COCCO,1.0,0.9601000000000004,0.0,0.993017113820377,0.0003400854074903993,alcohol
b3a10cba9c7d4253b82bfe2083cdd6e2,298.15,101.325,1,COCCO,1.0,0.9601000000000004,0.0,0.993017113820377,0.0003400854074903993,alcohol
01152e926b654961be648011c7418d27,298.15,101.325,1,CCCO,1.0,0.7996200000000002,0.0,0.7806479041455218,0.00035353804132849925,alcohol
ed5a56997e314486ab8ed36415cfa3d4,298.15,101.325,1,CCCO,1.0,0.7996200000000002,0.0,0.7806479041455218,0.00035353804132849925,alcohol
9c479eb2beb84f2cb587e9be76ec1e0e,298.15,101.325,1,COC(=O)[C@@H](C)CO,1.0,1.0696,0.0,1.071778241334293,0.00039875988107525604,alcohol
718eb7740e6c4fb988a29a0bfe34fdbf,298.15,101.325,1,COC(=O)[C@@H](C)CO,1.0,1.0696,0.0,1.071778241334293,0.00039875988107525604,alcohol
c99be95d6028442c99abf3c90f131d13,298.15,101.325,1,COC(=O)[C@@H](C)CO,1.0,1.0696,0.0,1.071778241334293,0.00039875988107525604,alcohol
fc77720a29104bb99b69a121b3351409,298.15,101.325,1,CCCCCCO,1.0,0.8152800000000001,0.0,0.7939392638325395,0.00031316463972101834,alcohol
3b0d16b048bd4d1ba3f71ea47b53f5b1,298.15,101.325,1,CCCCCCO,1.0,0.8152800000000001,0.0,0.7939392638325395,0.00031316463972101834,alcohol
245af9c6c1c64d35bc0ec0caf7d5a0ae,298.15,101.325,1,OCCCO,1.0,1.0499000000000005,0.0,1.0766688718207948,0.0002809767035232358,alcohol
54f65801a167422a9cdc5af000b84f2c,298.15,101.325,1,OCCCO,1.0,1.0499000000000005,0.0,1.0766688718207948,0.0002809767035232358,alcohol
0bce03156be24aada13b3518d3682b56,298.15,101.325,1,OC1CCCCC1,1.0,0.9450770000000004,0.0,0.9246150470685545,0.0002805061249224086,alcohol
7d2ea617866248ebaed5774afec92665,298.15,101.325,1,OC1CCCCC1,1.0,0.9450770000000004,0.0,0.9246150470685545,0.0002805061249224086,alcohol
425935329a914b8d8d6a74cb29554bb4,298.15,101.325,1,CC(C)CCO,1.0,0.8044600000000002,0.0,0.7957583911755124,0.00035513025378343524,alcohol
fe481c7daff54e8d8dee65fa8ccb7b49,298.15,101.325,1,CC(C)CCO,1.0,0.8044600000000002,0.0,0.7957583911755124,0.00035513025378343524,alcohol
8cd3a0812fcd4709bf8ae062c1bf845d,298.15,101.325,1,OCCCCO,1.0,1.0130400000000002,0.0,1.0293503965231716,0.00038270404607415197,alcohol
47494fe603174074848cba3cc3b41803,298.15,101.325,1,OCCCCO,1.0,1.0130400000000002,0.0,1.0293503965231716,0.00038270404607415197,alcohol
a67626f42acd4cc1a8a07c70d74c191a,298.15,101.325,1,COC(=O)[C@H](C)CO,1.0,1.0675000000000003,0.0,1.0709928515813247,0.00028997056681971564,alcohol
87242b9ac23646aeb129efd67f596d9b,298.15,101.325,1,COC(=O)[C@H](C)CO,1.0,1.0675000000000003,0.0,1.0709928515813247,0.00028997056681971564,alcohol
c72a8e7359214c0090832da56ff64dd8,298.15,101.325,1,COC(=O)[C@H](C)CO,1.0,1.0675000000000003,0.0,1.0709928515813247,0.00028997056681971564,alcohol
79a1232a20394a8fba4d75cbae0b1b04,298.15,101.325,1,CCCCCO,1.0,0.8110400000000002,0.0,0.7888055786632417,0.0002712461301889787,alcohol
a4458ccf96964739858ec7caefe00e2e,298.15,101.325,1,CCCCCO,1.0,0.8110400000000002,0.0,0.7888055786632417,0.0002712461301889787,alcohol
40e095a40afa456188182751ae9fc5cd,298.15,101.325,1,OCC(O)CO,1.0,1.2585200000000003,0.0,1.3018165877241206,0.00037756126100567904,alcohol
33d6c424f7c84facb55cc500f972940a,298.15,101.325,1,OCC(O)CO,1.0,1.2585200000000003,0.0,1.3018165877241206,0.00037756126100567904,alcohol
