Id,Temperature (K),Pressure (kPa),N Components,Component 1,Mole Fraction 1,Reference Density Value (g / ml),Reference Density Uncertainty (g / ml),Estimated Density Value (g / ml),Estimated Density Uncertainty (g / ml)
850ee950e05e423b96f5e662a46770b0,298.15,101.325,1,CCOC(=O)CC,1.0,0.8840200000000001,0.0,0.8674505142772209,0.0003002441839480391
86817a6743f64232a8cc18ca6c7d8564,298.15,101.325,1,CCOC(=O)CC,1.0,0.8840200000000001,0.0,0.8674505142772209,0.0003002441839480391
efaa7c69b4b74e93b73544d921a61508,298.15,101.325,1,CC(=O)OCC(C)C,1.0,0.8661200000000002,0.0,0.8616659716087668,0.00023307634101989738
7fd8a511dc49492d8c73d830a95080f7,298.15,101.325,1,CC(=O)OCC(C)C,1.0,0.8661200000000002,0.0,0.8616659716087668,0.00023307634101989738
bc09e191cba74567a3c40832ec158241,298.15,101.325,1,CCC(C)(C)O,1.0,0.8042100000000002,0.0,0.8006634535084379,0.00043304389547233613
c070a35519e94a759b1144dbb5b2c9f9,298.15,101.325,1,CCC(C)(C)O,1.0,0.8042100000000002,0.0,0.8006634535084379,0.00043304389547233613
c332f7ee4a6742688a6b713442908fd6,298.15,101.325,1,OCCO,1.0,1.1098800000000004,0.0,1.1475016723357108,0.0005427173293147516
2378b095b5d54af9b29840f1acf98337,298.15,101.325,1,OCCO,1.0,1.1098800000000004,0.0,1.1475016723357108,0.0005427173293147516
6b280aa30426453980a08d19c6a3ca5a,298.15,101.325,1,COCCO,1.0,0.9601000000000004,0.0,0.9910398342387678,0.0002732349312790681
b3a10cba9c7d4253b82bfe2083cdd6e2,298.15,101.325,1,COCCO,1.0,0.9601000000000004,0.0,0.9910398342387678,0.0002732349312790681
01152e926b654961be648011c7418d27,298.15,101.325,1,CCCO,1.0,0.7996200000000002,0.0,0.7839965541817305,0.00030794974031855154
ed5a56997e314486ab8ed36415cfa3d4,298.15,101.325,1,CCCO,1.0,0.7996200000000002,0.0,0.7839965541817305,0.00030794974031855154
9c479eb2beb84f2cb587e9be76ec1e0e,298.15,101.325,1,COC(=O)[C@@H](C)CO,1.0,1.0696,0.0,1.0682800314378516,0.000253290673093323
718eb7740e6c4fb988a29a0bfe34fdbf,298.15,101.325,1,COC(=O)[C@@H](C)CO,1.0,1.0696,0.0,1.0682800314378516,0.000253290673093323
c99be95d6028442c99abf3c90f131d13,298.15,101.325,1,COC(=O)[C@@H](C)CO,1.0,1.0696,0.0,1.0682800314378516,0.000253290673093323
ac8d7737a16b4edbb765dcb0056841e9,298.15,101.325,1,CCC(=O)OC,1.0,0.9101800000000002,0.0,0.8975259353555566,0.00016001357415518734
419b807ca4cf472093cdf040262225c2,298.15,101.325,1,CCC(=O)OC,1.0,0.9101800000000002,0.0,0.8975259353555566,0.00016001357415518734
58324f6540d3468dae47d366b34c8d4b,298.15,101.325,1,O=CO,1.0,1.2112900000000002,0.0,1.2043966587446855,0.00031455250996661853
5db5381a899545b58870436b57a71edf,298.15,101.325,1,O=CO,1.0,1.2112900000000002,0.0,1.2043966587446855,0.00031455250996661853
0313221625874bfe88df5a379e286e75,298.15,101.325,1,CCCOC=O,1.0,0.8998600000000002,0.0,0.8929987439629273,0.0002431695524175262
7cbf3fe9c86b4df1ab68c3c768794956,298.15,101.325,1,CCCOC=O,1.0,0.8998600000000002,0.0,0.8929987439629273,0.0002431695524175262
fc77720a29104bb99b69a121b3351409,298.15,101.325,1,CCCCCCO,1.0,0.8152800000000001,0.0,0.7987247486349718,0.0003070190846606675
3b0d16b048bd4d1ba3f71ea47b53f5b1,298.15,101.325,1,CCCCCCO,1.0,0.8152800000000001,0.0,0.7987247486349718,0.0003070190846606675
245af9c6c1c64d35bc0ec0caf7d5a0ae,298.15,101.325,1,OCCCO,1.0,1.0499000000000005,0.0,1.073183497209005,0.00037036197672888515
54f65801a167422a9cdc5af000b84f2c,298.15,101.325,1,OCCCO,1.0,1.0499000000000005,0.0,1.073183497209005,0.00037036197672888515
2ed445c883354497959eb2b26b8751aa,298.15,101.325,1,CCCCCC(=O)O,1.0,0.9220600000000002,0.0,0.9255680579064831,0.0004665669776693122
64228b5f8eed447b9abfffbcc8b884c4,298.15,101.325,1,CCCCCC(=O)O,1.0,0.9220600000000002,0.0,0.9255680579064831,0.0004665669776693122
3873480e9fbf42a1ae0e11b2b8e55a48,298.2,101.325,1,CCOC(=O)CCC(=O)OCC,1.0,1.03534,0.0,1.0198817800455067,0.00018374790773083733
7ed6717ab318453ead16134fbb552e29,298.2,101.325,1,CCOC(=O)CCC(=O)OCC,1.0,1.03534,0.0,1.0198817800455067,0.00018374790773083733
10b91061667d4852baa2bf2feb865941,298.15,101.325,1,CCCCC(=O)OC,1.0,0.8845900000000002,0.0,0.8715854407594483,0.000198056707852694
8776ab08bf0b4a6e8b41b9954a3c10f8,298.15,101.325,1,CCCCC(=O)OC,1.0,0.8845900000000002,0.0,0.8715854407594483,0.000198056707852694
a08f8dea01504ac884eeea66ec87dbc4,298.15,101.325,1,CCCCC(=O)O,1.0,0.9339000000000002,0.0,0.9424632587612,0.0002451875657682346
84a4554580554e5f9332723b06b1ebfc,298.15,101.325,1,CCCCC(=O)O,1.0,0.9339000000000002,0.0,0.9424632587612,0.0002451875657682346
66cdbc1186ef4fbe80096b6cebf82c4c,298.15,101.325,1,CC(=O)OCCC(C)C,1.0,0.8679100000000002,0.0,0.8590855632364478,0.00026272872254416593
86a7dc9c93684e0c9e878b08ec4ab44b,298.15,101.325,1,CC(=O)OCCC(C)C,1.0,0.8679100000000002,0.0,0.8590855632364478,0.00026272872254416593
5536a9e17ba142b4855917c4903d5890,298.2,101.325,1,COC(=O)CC(C)=O,1.0,1.0711790000000003,0.0,1.040913518168473,0.0002410245484822881
b5e3158aa87645e682a40ad76913eae5,298.2,101.325,1,COC(=O)CC(C)=O,1.0,1.0711790000000003,0.0,1.040913518168473,0.0002410245484822881
0bce03156be24aada13b3518d3682b56,298.15,101.325,1,OC1CCCCC1,1.0,0.9450770000000004,0.0,0.9267572303637063,0.00038023912211273425
7d2ea617866248ebaed5774afec92665,298.15,101.325,1,OC1CCCCC1,1.0,0.9450770000000004,0.0,0.9267572303637063,0.00038023912211273425
d84d7243c4f94ade8d356b1922ddfdc7,298.15,101.325,1,CCOC=O,1.0,0.91417,0.0,0.9190250195410546,0.00034908815593533274
c1ae11730c844210a94810d42de0b0ac,298.15,101.325,1,CCOC=O,1.0,0.91417,0.0,0.9190250195410546,0.00034908815593533274
27702ec4229e423ba91387f9eed3639d,298.15,101.325,1,CCCC(=O)O,1.0,0.9531700000000002,0.0,0.9566914051862034,0.0003226422777681959
892e3dc152d541ad985e11fcf4cf292e,298.15,101.325,1,CCCC(=O)O,1.0,0.9531700000000002,0.0,0.9566914051862034,0.0003226422777681959
2ee685b2577a496881db8ba6ad8fb514,298.15,101.325,1,CCCC(=O)OC,1.0,0.8924200000000002,0.0,0.8807843941868762,0.00021066759623012562
f86462eefe024103bdedc517a9e1c01d,298.15,101.325,1,CCCC(=O)OC,1.0,0.8924200000000002,0.0,0.8807843941868762,0.00021066759623012562
425935329a914b8d8d6a74cb29554bb4,298.15,101.325,1,CC(C)CCO,1.0,0.8044600000000002,0.0,0.799784482379423,0.0002270863038216177
fe481c7daff54e8d8dee65fa8ccb7b49,298.15,101.325,1,CC(C)CCO,1.0,0.8044600000000002,0.0,0.799784482379423,0.0002270863038216177
4b77c74379d0470b8709a99e1e40b65b,298.15,101.325,1,O=C1CCCO1,1.0,1.1242790000000005,0.0,1.083654853111995,0.00023814369285789333
53a8da90285f47a7bfb4f63a5b072d73,298.15,101.325,1,O=C1CCCO1,1.0,1.1242790000000005,0.0,1.083654853111995,0.00023814369285789333
ac19d30dade444bf81d23824b5e9aa54,298.15,101.325,1,CCCC(=O)OCC,1.0,0.8735400000000002,0.0,0.8580961352475085,0.00019843995482671928
eae80f09cbcf4e12a2479bb88b20afbe,298.15,101.325,1,CCCC(=O)OCC,1.0,0.8735400000000002,0.0,0.8580961352475085,0.00019843995482671928
4e62840b92074731b38d60501a233a47,298.15,101.325,1,CCOC(=O)C(=O)OCC,1.0,1.0729000000000004,0.0,1.0673294195813663,0.0002256002321549169
5a0588a69bff4cc6bdba436805c9998e,298.15,101.325,1,CCOC(=O)C(=O)OCC,1.0,1.0729000000000004,0.0,1.0673294195813663,0.0002256002321549169
003e1b5702184d63aa883ca317b07a11,298.15,101.325,1,CCCCCC(=O)OCC,1.0,0.8662900000000001,0.0,0.8486340544531631,0.00017927768785637818
9eee0e25a9e24b1e913f71caf39f5132,298.15,101.325,1,CCCCCC(=O)OCC,1.0,0.8662900000000001,0.0,0.8486340544531631,0.00017927768785637818
e8598267ed2d4a16a3fe9142487c2d4b,298.15,101.325,1,CCOC(=O)CC(C)=O,1.0,1.0234500000000002,0.0,0.9932531340309777,0.00021477753641951344
8f48faf04add4f069bec2fd507bfa56b,298.15,101.325,1,CCOC(=O)CC(C)=O,1.0,1.0234500000000002,0.0,0.9932531340309777,0.00021477753641951344
8cd3a0812fcd4709bf8ae062c1bf845d,298.15,101.325,1,OCCCCO,1.0,1.0130400000000002,0.0,1.0269065591312614,0.00041432807163230436
47494fe603174074848cba3cc3b41803,298.15,101.325,1,OCCCCO,1.0,1.0130400000000002,0.0,1.0269065591312614,0.00041432807163230436
a67626f42acd4cc1a8a07c70d74c191a,298.15,101.325,1,COC(=O)[C@H](C)CO,1.0,1.0675000000000003,0.0,1.069034995400893,0.0005397246444317354
87242b9ac23646aeb129efd67f596d9b,298.15,101.325,1,COC(=O)[C@H](C)CO,1.0,1.0675000000000003,0.0,1.069034995400893,0.0005397246444317354
c72a8e7359214c0090832da56ff64dd8,298.15,101.325,1,COC(=O)[C@H](C)CO,1.0,1.0675000000000003,0.0,1.069034995400893,0.0005397246444317354
769ae1f9fd8e4a31ada07103c8203171,298.15,101.325,1,CCCCOC=O,1.0,0.8884700000000002,0.0,0.8797384977821145,0.0002847472304984436
66e15e3387fc47c09f37e763952fbe48,298.15,101.325,1,CCCCOC=O,1.0,0.8884700000000002,0.0,0.8797384977821145,0.0002847472304984436
c70d9e06fd5f4980b9c5dc822221a031,298.15,101.325,1,CCC(=O)O,1.0,0.9878470000000004,0.0,0.9948477836636515,0.00024162594235247994
deb2ae4adfb946a5abf814eff5f86598,298.15,101.325,1,CCC(=O)O,1.0,0.9878470000000004,0.0,0.9948477836636515,0.00024162594235247994
79a1232a20394a8fba4d75cbae0b1b04,298.15,101.325,1,CCCCCO,1.0,0.8110400000000002,0.0,0.7932419617136544,0.0003030078585443994
a4458ccf96964739858ec7caefe00e2e,298.15,101.325,1,CCCCCO,1.0,0.8110400000000002,0.0,0.7932419617136544,0.0003030078585443994
3a290d6bf01c4860ab987a7b93f884b5,298.15,101.325,1,COC(C)=O,1.0,0.9273,0.0,0.9261531513562304,0.00024207815532085127
9a9cf70274ec4620a11cf3365d6d4348,298.15,101.325,1,COC(C)=O,1.0,0.9273,0.0,0.9261531513562304,0.00024207815532085127
c066c973c2e74902b8db7fc73993e863,298.15,101.325,1,CC(C)C(=O)O,1.0,0.9431900000000004,0.0,0.9625300686437496,0.0002425436473688093
6a4326c5283142c58c66e80217b8c78c,298.15,101.325,1,CC(C)C(=O)O,1.0,0.9431900000000004,0.0,0.9625300686437496,0.0002425436473688093
40e095a40afa456188182751ae9fc5cd,298.15,101.325,1,OCC(O)CO,1.0,1.2585200000000003,0.0,1.2955451964215863,0.00022005982934791854
33d6c424f7c84facb55cc500f972940a,298.15,101.325,1,OCC(O)CO,1.0,1.2585200000000003,0.0,1.2955451964215863,0.00022005982934791854
