Id,Temperature (K),Pressure (kPa),N Components,Component 1,Mole Fraction 1,Component 2,Mole Fraction 2,Reference EnthalpyOfMixing Value (kJ / mol),Reference EnthalpyOfMixing Uncertainty (kJ / mol),Estimated EnthalpyOfMixing Value (kJ / mol),Estimated EnthalpyOfMixing Uncertainty (kJ / mol)
7f3ec727838f45b59cf328a6527ee5a6,298.2,101.3,2,CCOC(=O)C(=O)OCC,0.7487,CCCO,0.2513,1.6219999999999999,0.0,1.5962066920546363,0.05751031891302971
fe6cfcaeaac040c78ba9e911ce8b1b44,298.15,100.0,2,COC(C)=O,0.4945,CCCCC(=O)OC,0.5055,0.23800000000000002,0.0,0.219105113029606,0.039135562871838815
707ecba052994562b70d10f47ad49401,298.15,100.0,2,COC(C)=O,0.2661,CCCCC(=O)OC,0.7339,0.17800000000000002,0.0,0.18651083638207666,0.0453304413083408
1c4efb9bdcd7442b98400c5ca70c14f9,298.15,100.0,2,COC(C)=O,0.7653,CCCCC(=O)OC,0.2347,0.17300000000000001,0.0,0.1523342937818608,0.03802294081490674
4d91fb70425e4571b62d92680d595e54,298.15,101.3,2,CCC(C)(C)O,0.7306,CCO,0.2694,-0.7709,0.0,-0.7155387242130118,0.06672182361533238
b8347b368f17494095f6c1d3616b2a68,298.15,101.3,2,CCC(C)(C)O,0.4607,CCO,0.5393,-0.95,0.0,-0.7191089991299684,0.06564939767512423
a5c3f36a2d1547978286ac2074cf03d6,298.15,101.3,2,CCC(C)(C)O,0.2807,CCO,0.7193,-0.7056,0.0,-0.6056612665475853,0.046953830436256665
2eb460a5f6b646f49fe6c8e1cc06ba9d,300.0,101.0,2,OC1CCCCC1,0.2454,CC(C)O,0.7546,0.1491,0.0,0.2149846080984652,0.051105613225968016
a304e1259a9b4f51bc3013afd41f2dd8,300.0,101.0,2,OC1CCCCC1,0.7173,CC(C)O,0.2827,0.1694,0.0,0.13450462784389217,0.04767298416314449
fa647da6889a4f24875a145dea6c6787,300.0,101.0,2,OC1CCCCC1,0.5462,CC(C)O,0.4538,0.1949,0.0,0.08261163983641318,0.05492292368721856
2dcb0847fc6840e48ffbf9b527b1d873,298.15,101.3,2,OCCO,0.7581,CCO,0.2419,0.26366999999999996,0.0,0.3260840822083644,0.044956099028515904
5412b086acde486bb04ad7f4bb6b3cc7,298.15,101.3,2,OCCO,0.2587,CCO,0.7413,0.35141,0.0,0.491575608939959,0.032509389226044766
dbeff73f1653478b8148d38f778a1b95,298.15,101.3,2,OCCO,0.5112,CCO,0.4888,0.39557,0.0,0.5479494440356429,0.0319880404224144
4ae0a3cc12db4edc9f70939651917635,298.15,101.3,2,CCC(C)(C)O,0.7319,CO,0.2681,-1.0696,0.0,-0.8090169111941545,0.07388159978527466
54ea65c149d2468998c6f3266622da25,298.15,101.3,2,CCC(C)(C)O,0.2731,CO,0.7269,-0.8036,0.0,-0.4467176757552589,0.03791991780565447
354e22079eb942f48bf5c78ec4312877,298.15,101.3,2,CCC(C)(C)O,0.4608,CO,0.5392,-1.2,0.0,-0.7604792176696069,0.0518298916224714
189e1ac29a5b452d94d88c259701e8e0,298.15,100.0,2,COC(C)=O,0.5178,CCCC(=O)OC,0.4822,0.151,0.0,0.06410882847414001,0.039602650320279195
02192ccefea242b39363d0548779c5e9,298.15,100.0,2,COC(C)=O,0.774,CCCC(=O)OC,0.226,0.102,0.0,0.09280455185247405,0.03604906010451948
68d4fb49ffdd49779cf6320765cb060e,298.15,100.0,2,COC(C)=O,0.3042,CCCC(=O)OC,0.6958,0.122,0.0,0.032843080200535724,0.041354322906727234
f818f65207a14a91a7bfe191a9843323,298.15,101.3,2,CCC(C)(C)O,0.7292,CCCO,0.2708,-0.6715,0.0,-0.8328759207176493,0.06696192304732433
0ef31c38889d4d9588027e03271ea0b5,298.15,101.3,2,CCC(C)(C)O,0.4599,CCCO,0.5401,-0.8588,0.0,-0.8800776928379053,0.05478957893366001
4611c492c6db48c2afd79b4a580ec135,298.15,101.3,2,CCC(C)(C)O,0.2802,CCCO,0.7198,-0.6561,0.0,-0.5828767287922192,0.05041188594621379
199d6cdc2f8a4649adb20d14e4e578b5,298.15,101.3,2,OCCO,0.2555,CC(C)O,0.7445,0.5350600000000001,0.0,0.6106697428007841,0.0431249609767556
58bb45ff483942f1bb54ec791159752e,298.15,101.3,2,OCCO,0.7617,CC(C)O,0.2383,0.39786,0.0,0.46782595369994695,0.04153763000314052
b0cf33d59509406491db0b57e98bec20,298.15,101.3,2,OCCO,0.4776,CC(C)O,0.5224,0.60107,0.0,0.71185593425222,0.03406157265164326
4944369e55ba4a7fab5ccc69a2c7db15,300.0,101.0,2,OC1CCCCC1,0.3025,CCCCO,0.6975,0.0895,0.0,0.07452736527375947,0.049739245782510044
8ba6f9436c1b4438b1a1217c888d3aff,300.0,101.0,2,OC1CCCCC1,0.7842,CCCCO,0.2158,0.0922,0.0,0.07537087208586968,0.048475328119717366
4260d31730c546d3ad302d36950b8b49,300.0,101.0,2,OC1CCCCC1,0.4484,CCCCO,0.5516,0.1133,0.0,0.21073325366177897,0.042364359287312615
1fc6460599044489806401eb1a95ef1a,300.0,101.0,2,OC1CCCCC1,0.7266,CO,0.2734,0.1332,0.0,0.15405989948347099,0.048518099915871464
cc11ec8d5ae64c9698e13dff1bc65f58,300.0,101.0,2,OC1CCCCC1,0.4871,CO,0.5129,0.2149,0.0,0.4290507450219039,0.03469458381266633
951b1ea673d94ac58550d7a84976eef9,300.0,101.0,2,OC1CCCCC1,0.2234,CO,0.7766,0.196,0.0,0.2730721462504988,0.03161237381665845
fede111dda8f4828a5c73bad40dcac63,298.15,101.3,2,OCCO,0.7574,CCCO,0.2426,0.42618,0.0,0.5469636255799912,0.04806413045582721
149d5a9d4caf41bb8473a50407d743e9,298.15,101.3,2,OCCO,0.5229,CCCO,0.4771,0.60422,0.0,0.7339502527230373,0.040414607330987805
0ccfa0246e184d4890764efbf01561f3,298.15,101.3,2,OCCO,0.2511,CCCO,0.7489,0.5280600000000001,0.0,0.5615889332622572,0.04539519148654608
4661852202a84579bccbfeda737a22a4,298.15,100.0,2,CCOC(=O)CC(C)=O,0.7007,CCCO,0.2993,1.6319,0.0,1.484054893756678,0.04450628386935134
661c15e26ccd4e58a199a6dbe2ac1e31,298.15,100.0,2,CCOC(=O)CC(C)=O,0.4997,CCCO,0.5003,1.881,0.0,1.8240777286684562,0.03675910507519786
e07841a1ca734fc599e07569cc8dcc1c,298.15,100.0,2,CCOC(=O)CC(C)=O,0.1998,CCCO,0.8002,1.3555,0.0,1.2888217622119278,0.04592258736777746
357afedcf3584df781437ac4abc5d671,300.0,101.0,2,OC1CCCCC1,0.7119,CCO,0.2881,0.1454,0.0,-0.03982770556115156,0.046795643005480815
36ef02aeafba45f4ba84609b07122457,300.0,101.0,2,OC1CCCCC1,0.2501,CCO,0.7499,0.1468,0.0,0.21268970342822613,0.048331741398953784
e4409534cfe74d9b9f540cb8cebefa4c,300.0,101.0,2,OC1CCCCC1,0.5436,CCO,0.4564,0.1772,0.0,0.2182430700187119,0.045570043854722
d3606a24a2f4414e92e9294b340919b1,298.15,100.0,2,CC(=O)O,0.5,CCOC(C)=O,0.5,0.0,0.0,-0.9619181498233331,0.036281259822738804
2d09e8d8901a4bb69cefe88c4fc389aa,298.15,101.3,2,CCOC(=O)CC(C)=O,0.1996,CCCCCO,0.8004,1.3840000000000001,0.0,1.6656834977648112,0.05213505139728776
7ddd9dd0918a406aae23ff513f9e9fd6,298.15,101.3,2,CCOC(=O)CC(C)=O,0.7995,CCCCCO,0.2005,1.431,0.0,1.3144208518081086,0.05036157540637379
5766a4e1fb844232ba3e753c61348cad,298.15,101.3,2,CCOC(=O)CC(C)=O,0.5003,CCCCCO,0.4997,1.945,0.0,2.0793531383462778,0.04797692674714401
7694c14079e9469a97e273188a64c59f,298.15,101.3,2,OCCO,0.7527,CCCCO,0.2473,0.55438,0.0,0.6734586964312541,0.03702468350813439
4d2775ae17094aeb8dcfb85a80c6c8d2,298.15,101.3,2,OCCO,0.225,CCCCO,0.775,0.6030800000000001,0.0,0.7045013927055095,0.05905169264583731
8b44508ead144870981b75104e338e0a,298.15,101.3,2,OCCO,0.5224,CCCCO,0.4776,0.73252,0.0,0.8780409933746611,0.03841252620837219
0a5fe805f4b2486480e9f1cbe96cf861,298.15,101.3,2,CCOC(=O)CC(=O)OCC,0.2496,CCOC(C)=O,0.7504,-0.006,0.0,-0.08869479887031417,0.04626950025369846
e56dcc0f66384ce589d4588581416bda,298.15,101.3,2,CCOC(=O)CC(=O)OCC,0.5003,CCOC(C)=O,0.4997,-0.005,0.0,-0.1921525093066947,0.05069766465168785
c8d761a86a244f40b80dd4ac77c1ace6,298.15,101.3,2,CCOC(=O)CC(=O)OCC,0.7514,CCOC(C)=O,0.2486,-0.003,0.0,-0.10954225133730233,0.058576299501894386
2ea302dc525b437096caedb8542e8e48,298.15,101.0,2,CCOC(C)=O,0.7988,CCCCOC(C)=O,0.2012,0.0524,0.0,0.08027927748970676,0.03914865137490738
b07e106aa6834fbc84bbbaca562fc87d,298.15,101.0,2,CCOC(C)=O,0.4982,CCCCOC(C)=O,0.5018,0.076,0.0,0.06738727676470546,0.041177107390383785
c5b1555baacf45d3b91c68d4a8db3d14,298.15,101.0,2,CCOC(C)=O,0.2993,CCCCOC(C)=O,0.7007,0.0594,0.0,0.10800475903356599,0.049414896948658804
86ef0eb5b4d24984b078de194674ba24,300.0,101.0,2,OC1CCCCC1,0.7223,CCCO,0.2777,0.0859,0.0,0.09712225648513595,0.04540044747081804
d3fef85e58de4377a6e9db527c25a61d,300.0,101.0,2,OC1CCCCC1,0.2326,CCCO,0.7674,0.0631,0.0,0.16035248837403415,0.050886245164914544
189d0c62f85b4f5e89cfa4b55c9be412,300.0,101.0,2,OC1CCCCC1,0.4614,CCCO,0.5386,0.0946,0.0,0.12921709266634096,0.037396335268879116
f2af9e16348e44d98eaef0d621156f31,298.15,101.3,2,CCC(C)(C)O,0.7278,CCCCCO,0.2722,-0.5306,0.0,-0.7738843701265106,0.07650190268189899
3a8c0127a6134a6a85ed6ba55cbb247c,298.15,101.3,2,CCC(C)(C)O,0.4566,CCCCCO,0.5434,-0.6845,0.0,-0.6100213470979767,0.0621723218546678
882ec8869f6947269edb104d9e79873b,298.15,101.3,2,CCC(C)(C)O,0.27,CCCCCO,0.73,-0.5687,0.0,-0.6146804149204783,0.04690548198385691
19f87a210c854534ac8035319b9a9bff,298.2,101.3,2,COC(=O)CC(C)=O,0.5008,CCCO,0.4992,2.053,0.0,2.1002366675855626,0.04099801860600091
dab8fa4643a545dbb99af5a0ddef313f,298.2,101.3,2,COC(=O)CC(C)=O,0.2993,CCCO,0.7007,1.7990000000000002,0.0,1.9193793328336355,0.03673014356215574
d3dbe0bf49944866a8fbe91b2a2f8dce,298.2,101.3,2,COC(=O)CC(C)=O,0.7,CCCO,0.3,1.788,0.0,1.7279943787401066,0.040922708672076966
