Id,Temperature (K),Pressure (kPa),N Components,Component 1,Mole Fraction 1,Component 2,Mole Fraction 2,Reference EnthalpyOfMixing Value (kJ / mol),Reference EnthalpyOfMixing Uncertainty (kJ / mol),Estimated EnthalpyOfMixing Value (kJ / mol),Estimated EnthalpyOfMixing Uncertainty (kJ / mol),Delta^2,Weight,Denom,Term,d Term / d [#1:1]-[#6X4] epsilon,d Term / d [#1:1]-[#6X4] rmin_half,d Term / d [#6X4:1] epsilon,d Term / d [#6X4:1] rmin_half,d Term / d [#8X2H1+0:1] epsilon,d Term / d [#8X2H1+0:1] rmin_half,d Term / d [#6:1] epsilon,d Term / d [#6:1] rmin_half,d Term / d [#8:1] epsilon,d Term / d [#8:1] rmin_half,d Term / d [#8X2H0+0:1] epsilon,d Term / d [#8X2H0+0:1] rmin_half
0219bb60f1384162ae5cf426d5c62897,298.15,100.0,2,CCO,0.5,CCOC(C)=O,0.5,1.238,0.0,1.0192959314551011,0.04085072923031364,0.04783146959809183,0.03571428571428571,1.5943650773897426,0.0006720168258695603,0.04132398861441003,0.01989231055472069,-0.03863280627978837,-0.0024989011951188525,-0.039879614035662016,-0.05932997871444037,0.0010505955046816989,-0.0004594780152693843,0.011110717224288651,0.02215987619083717,0.005291885796012697,0.006088286889414066
4a8731eb6e6e49b594d414f74b12b8b5,298.15,100.0,2,CCO,0.75,CCOC(C)=O,0.25,0.8590000000000001,0.0,0.7412206215304415,0.03749678732948375,0.013871981992675511,0.03571428571428571,1.5943650773897426,0.0001948969033476946,-0.03638194445371409,-0.0010299878406168131,-0.016023243038322647,-0.00865541002749538,0.0007657138540159429,0.0020623230650382122,0.0021117901555906186,-0.001108879007284186,0.011365829868731123,0.01939959740059543,0.0022999871428782204,-0.0007271042958800975
6815b6c324ba4a60af4f5a2810c3d161,298.15,100.0,2,CCO,0.25,CCOC(C)=O,0.75,1.048,0.0,0.8054439189609823,0.04165681306412028,0.05883345244900653,0.03571428571428571,1.5943650773897426,0.0008265911606300794,0.24588331406552819,0.0336679357504373,0.01550433974622975,0.017602693540114206,-0.01461631818589303,-0.018124734185214115,0.016599429213112395,0.005763604526342529,0.07166380217577312,0.129162005173222,0.010432845637793817,0.003928089873070277
29f866d5189843bfb234ffd5615e4eb3,298.15,100.0,2,COC=O,0.5127,CO,0.4873,1.179,0.0,0.8747286405423402,0.028511004479425523,0.09258106018621243,0.03571428571428571,1.5943650773897426,0.0013007342388756382,,,-0.0061800843170192995,-0.005343133033582963,-0.03702462295480289,-0.038359258413901004,0.0023460487111437722,-0.016157856220783324,0.017172543129113055,-0.0001430280165775537,0.02881529895958585,0.018168538528662195
75ed99b695464d8fa3bda7321d22c62a,298.15,100.0,2,COC=O,0.0833,CO,0.9167,0.311,0.0,0.2941851757276037,0.02851539725132872,0.00028273831531156705,0.03571428571428571,1.5943650773897426,3.972382759800593e-06,,,0.0016693461724933622,-0.0001743844481687515,0.0006891167001032408,9.876872449659062e-05,0.0005592350083943684,-3.699846844847865e-05,0.0009748489783291836,0.0011450360939931354,0.0004280900140153338,0.0001449833242968783
803b687287d948a7b556626c2d8adcec,298.15,100.0,2,COC=O,0.7178,CO,0.2822,1.105,0.0,0.7242258702188664,0.0321340080961539,0.14498893791057954,0.03571428571428571,1.5943650773897426,0.0020370481329462114,,,-0.14131206062945173,-0.05080586914606975,-0.03832298654190433,-0.01546841617671972,-0.00571009706734675,0.01666169240337563,-0.04112849500738258,-0.03489393831275947,0.01672065682197828,0.0525134099241743
d88dc02ee80a420c9b3db8f66e3fb024,298.15,101.3,2,CCOC(=O)CC(=O)OCC,0.7508,CC(C)CO,0.2492,1.9069999999999998,0.0,1.5604353995199745,0.07225332617646892,0.1201070223058796,0.03571428571428571,1.5943650773897426,0.0016874651891912945,-0.3256448410451313,-0.033034819753010966,-0.086243526483175,-0.030469725173780472,-0.0025288704623402784,0.025117290292631506,0.030086487758189128,0.005247865908739231,0.009277279205343176,0.012063932053000439,-0.08382358022478274,-0.1395999273547492
91900f1264324798a800be9afb32bb1c,298.15,101.3,2,CCOC(=O)CC(=O)OCC,0.2484,CC(C)CO,0.7516,2.053,0.0,2.077866104902208,0.042350268930879294,0.000618323173007617,0.03571428571428571,1.5943650773897426,8.687242511627755e-06,-0.03950926849015794,-0.012258546507851858,0.010309619929096661,-0.003452390141761177,-0.0007136415996415282,-0.004819022623747047,-0.004430174936475383,-0.0011317859997757053,-0.0024679157403459267,-0.00171768694890849,0.00010288459265280961,0.0014272906794490995
51cbf827abd44801b5a8fdaa5d6044df,298.15,101.3,2,CCOC(=O)CC(=O)OCC,0.4981,CC(C)CO,0.5019,2.542,0.0,2.4416637077530225,0.05087216555307169,0.01006737154187083,0.03571428571428571,1.5943650773897426,0.00014144334525501335,-0.08546639598048175,-0.020631721107773254,0.023357622520187735,0.005080020526605918,-0.012303863608487196,-0.016466224636668362,0.023812104640373297,0.008707513528986098,0.024032307125705005,0.030193839597920994,-0.013204417153977811,-0.029515648753468154
1f8a23041aa24ffea27ba6badff5582e,298.2,101.3,2,CCOC(=O)CC(=O)OCC,0.7508,CC(C)O,0.2492,1.804,0.0,1.578974440323151,0.07304866079174983,0.05063650250787918,0.03571428571428571,1.5943650773897426,0.0007114266397083171,0.47267788844042014,0.060432582865215564,0.07185017898502799,0.01905928587480325,-0.05003641634063972,-0.09175408401315949,-0.01651892808655664,-0.021995737044088224,0.026129602210742824,0.04357445858283088,0.007593408995755586,-0.006949853083439565
