Id,Temperature (K),Pressure (kPa),N Components,Component 1,Mole Fraction 1,Component 2,Mole Fraction 2,Reference EnthalpyOfMixing Value (kJ / mol),Reference EnthalpyOfMixing Uncertainty (kJ / mol),Estimated EnthalpyOfMixing Value (kJ / mol),Estimated EnthalpyOfMixing Uncertainty (kJ / mol)
aabdc2d2b76f41ea90d1973817674483,313.15,101.0,2,CCCO,0.2497,CCCCCCC,0.7503,0.855,0.0,0.991316875550794,0.06426229429691298
e25d65a9d159414b8acf6d3ab0538aa9,298.15,101.0,2,CCCO,0.7501,CCCCCCC,0.2499,0.391,0.0,0.4454267042732454,0.040756388930645086
ebc9e336e1e54253a598165867a2d9f2,298.15,101.0,2,CCCO,0.5003,CCCCCCC,0.4997,0.614,0.0,0.6829040468976757,0.04156672447487506
e3f2a6a1b7b041e6a0ddc1927ae6b893,298.15,101.3,2,CC(=O)CC(C)C,0.8004,CCCO,0.1996,0.9423,0.0,0.5933464805271669,0.043358573073353904
be37c11bc0e64e7da891340b52210ff7,298.15,101.3,2,CC(=O)CC(C)C,0.4948,CCCO,0.5052,1.297,0.0,0.8738719149392153,0.04140017215800129
9336bdf788964712a9043f31ed851dd4,298.15,101.3,2,CC(=O)CC(C)C,0.2384,CCCO,0.7616,0.9203,0.0,0.5421698898451339,0.0372486595202708
3350449791eb4b16b424dde4335d5359,298.15,101.0,2,CCOC(C)(C)C,0.2509,CCCCCCC,0.7491,0.1879,0.0,0.4162867798601866,0.04706606820240789
2f9e31269f7b4aa490d2c856696a60a0,298.15,101.0,2,CCOC(C)(C)C,0.5014,CCCCCCC,0.4986,0.2751,0.0,0.5515784292084049,0.0443778620736675
9560a10355f24167847f5e54c3a80098,298.15,101.0,2,CCOC(C)(C)C,0.7512,CCCCCCC,0.2488,0.2095,0.0,0.4710435176918679,0.03970544113255938
a0a7c443cad846aa822ac62208d685d1,318.15,101.0,2,CCCOC=O,0.742,CCCCCCC,0.258,1.095,0.0,1.3567883211941734,0.042849254813591926
378b89752b8341a1b70f54743dcab598,318.15,101.0,2,CCCOC=O,0.252,CCCCCCC,0.748,1.156,0.0,1.4587646309562246,0.06137832816448267
79b24c3d8eb0424e8aa5e38830542dcf,318.15,101.0,2,CCCOC=O,0.493,CCCCCCC,0.507,1.469,0.0,1.707099874422866,0.04900951463074517
81a27e5111c14bcc8e0c55ba91ea779c,318.15,101.3,2,CC(C)(C)O,0.5148,CCCCOC=O,0.4852,1.9204,0.0,1.565282286758375,0.04438286816556805
f7c0f62c79bd47b49a6443cf2a3f6ab3,299.15,101.3,2,CC(C)(C)O,0.2217,CCCCOC=O,0.7783,1.3466,0.0,1.1093241677885075,0.045910577367365576
73903e734da44ad8adca242105180322,318.15,101.3,2,CC(C)(C)O,0.7303,CCCCOC=O,0.2697,1.501,0.0,1.2928194780480684,0.053222719414825405
519267bfffc74145977de2fc45690da8,313.15,101.0,2,CCCCCO,0.7521,C1CCCCC1,0.2479,0.4121,0.0,0.4735307516506708,0.047938909801034706
f7bc00fa87384b29abde87f6070c75d3,298.15,101.0,2,CCCCCO,0.5,C1CCCCC1,0.5,0.5985,0.0,0.8263801291371209,0.0562108195905513
9b9efbc24388463ab3920c6a48295159,298.15,101.0,2,CCCCCO,0.2522,C1CCCCC1,0.7478,0.622,0.0,0.6967005880019741,0.042954403786869585
cc6602e6224a4c509ef92e0342720fb6,298.15,101.0,2,C1CCCCC1,0.7486,CCOC(C)(C)C,0.2514,0.217,0.0,0.27705637528103466,0.03669749283493811
7c88992fde88430e98b150585cf40096,298.15,101.0,2,C1CCCCC1,0.2493,CCOC(C)(C)C,0.7507,0.2691,0.0,0.23517955254323297,0.0462503998443087
12219206d2ce4c3dac012d3cf4079153,298.15,101.0,2,C1CCCCC1,0.4988,CCOC(C)(C)C,0.5012,0.3185,0.0,0.3218355449449035,0.0453498687612433
ce9f78c4f90f428cbe7b1bf4bbb91742,299.15,101.0,2,CC(C)(C)O,0.2561,CCCOC=O,0.7439,1.5442,0.0,1.4006909780075816,0.048879953265252435
4b32474055094c6bb307355587ee137b,299.15,101.0,2,CC(C)(C)O,0.7493,CCCOC=O,0.2507,1.5596,0.0,1.5555552537600477,0.05376505207830234
d33f6f8b611c409bb1ca91452659ae0b,299.15,101.0,2,CC(C)(C)O,0.4937,CCCOC=O,0.5063,2.0159,0.0,1.7855751833129405,0.04027688141018635
3cf7ad16cc3b4ac0abd8dc61c672539e,313.15,101.0,2,CCCCO,0.2501,C1CCCCC1,0.7499,0.7869,0.0,0.9146522959940455,0.05372741410933741
ea12bd80085a42a7b9493d379caddf59,298.15,101.0,2,C1CCCCC1,0.5003,CCCCO,0.4997,0.5873,0.0,0.5532676179879843,0.04266435375291109
bb0b29b2e155493baec45f2b15dfc572,298.15,101.0,2,C1CCCCC1,0.7501,CCCCO,0.2499,0.6047,0.0,0.6503438150708121,0.04524962158439593
e87de0e8470c442abb99515ac3653dbc,300.0,101.0,2,OC1CCCCC1,0.3025,CCCCO,0.6975,0.0895,0.0,0.1107275644324659,0.04803227813805145
11fcf6bddca64e188454910755d52b08,300.0,101.0,2,OC1CCCCC1,0.7842,CCCCO,0.2158,0.0922,0.0,-0.07088620303128579,0.06253185534305683
2281e8c072074f89ab14cf0b4d974b39,300.0,101.0,2,OC1CCCCC1,0.4484,CCCCO,0.5516,0.1133,0.0,-0.11621799749404715,0.06348040587927563
6c7b20929b414bbc9e5a029cb06ded54,298.15,101.0,2,C1CCOCC1,0.5,CCCCCC(C)=O,0.5,0.05773,0.0,0.3188468932292068,0.04193706606011449
2e87256adba34284a227775fbc551952,298.15,101.0,2,C1CCOCC1,0.25,CCCCCC(C)=O,0.75,0.03429,0.0,0.22779272904274706,0.04618610988489369
