Id,Temperature (K),Pressure (kPa),N Components,Component 1,Mole Fraction 1,Reference Density Value (g / ml),Reference Density Uncertainty (g / ml),Estimated Density Value (g / ml),Estimated Density Uncertainty (g / ml)
34a9e81284194acdb5bcc6f7269f4f5e,298.15,101.325,1,CCCCO,1.0,0.8058400000000002,0.0,0.8054824406500305,0.00023533630619214455
2087232e4190476e9c61b330b6fb5221,298.15,101.325,1,CCCO,1.0,0.7996200000000002,0.0,0.798569933411733,0.00032198183244989183
70a00988a9374ff09cc9faacbbcca2f0,298.15,101.325,1,C1CCOCC1,1.0,0.8788100000000002,0.0,0.8878583710703324,0.0002511703027987981
d93d36a8c2de4cd691c4d50711bebe2a,298.15,101.325,1,O=C1CCCC1,1.0,0.9453,0.0,0.9044526561848273,0.000238121899265217
a5d0e82cf9fe4e44a2836c3e418f8d2f,298.15,101.325,1,CC(C)(C)O,1.0,0.7802700000000001,0.0,0.8135185041122334,0.000252986264499891
527f41b574174211abc45da5a7b435fa,298.15,101.325,1,CC(C)CO,1.0,0.7978300000000003,0.0,0.8123697085858196,0.00027284436432606216
f8b81a57e5ad40bfa5634bc292046429,298.15,101.325,1,COC(C)(C)C,1.0,0.7352700000000002,0.0,0.746450662383815,0.00023603757604840638
d64ce4862a9049b79ae84764173afc42,298.15,101.325,1,COC=O,1.0,0.9668300000000004,0.0,0.9990310170783313,0.0005426464712834215
d543616c137a4ec9bd633ca40cb1d8ff,298.15,101.325,1,CC(=O)O,1.0,1.0439000000000005,0.0,1.0829701926271467,0.00031258303160330473
1cbabe5a4eaa480fb7ff3100f5aa9884,298.15,101.325,1,CO,1.0,0.7865600000000001,0.0,0.7877503790430835,0.0004307960714467175
81959dc28553447aa1c60a9a1a523288,298.15,101.325,1,CC(C)OC(C)C,1.0,0.7184600000000002,0.0,0.7331759699688537,0.00022617798195050833
76f2680380c346389c3e6cc4758c7ea8,298.15,101.325,1,CC(C)O,1.0,0.7809870000000001,0.0,0.8026102363484534,0.000337059739906921
f9cc8910a5ae43b0823a86a08fa3386d,298.15,101.325,1,CCO,1.0,0.7856450000000001,0.0,0.7934464000312176,0.00035475085325565995
a5f736bbdaed44c0b37745d1cea1e7a0,298.15,101.325,1,CCCCCCC,1.0,0.6796000000000002,0.0,0.6654813071439596,0.000205775435816153
52833c5c50854ccd8fe885ac5753c65c,298.15,101.325,1,CCCCCC,1.0,0.6549610000000001,0.0,0.6377412811975414,0.0002529787935201465
7edf2b1cfad844bca83fad8f8aae4010,298.15,101.325,1,CC(C)CC(C)(C)C,1.0,0.6877900000000001,0.0,0.702911448144221,0.00021670184554590147
d29a863afff94645a3e30ee0ee675553,298.15,101.325,1,CCOC(C)=O,1.0,0.8944000000000002,0.0,0.897107360946072,0.00025443012958939763
ee8a01b10ff540de89bc35855f9aebbc,313.15,101.325,1,CCCCOC(C)=O,1.0,0.8604800000000002,0.0,0.8604159314429679,0.0001856198254427359
08a553d925bf419f810acfd2ba8c9bc3,298.15,101.325,1,C1COCCO1,1.0,1.02787,0.0,1.0731027610953827,0.00023961329792882434
172e6a52881b47c4b888825cc5c90b87,298.15,101.325,1,CC1CCCCC1,1.0,0.7667000000000003,0.0,0.7609932602359138,0.00022618455413714593
57ab5a06f0324cd1aa4c0b08c4d2be3c,298.15,101.325,1,O=C1CCCCC1,1.0,0.9430000000000002,0.0,0.9099939137877356,0.00027240961700834734
045f4ec597794ebc920b81dfaa678e2a,298.15,101.325,1,C1CCCCC1,1.0,0.7737800000000001,0.0,0.7553595307249877,0.00023861261846912753
bfe931ddccb847e28dcd32bdf557f902,298.15,101.325,1,CCCOC(C)=O,1.0,0.8820500000000001,0.0,0.8823152423794711,0.000200282161743275
a98802def82c4a4e92b6795e6b46b212,298.15,101.325,1,CCCC(C)=O,1.0,0.8019900000000002,0.0,0.7685508765519069,0.0002365170578390631
