Id,Temperature (K),Pressure (kPa),N Components,Component 1,Mole Fraction 1,Component 2,Mole Fraction 2,Reference ExcessMolarVolume Value (cm ** 3 / mol),Reference ExcessMolarVolume Uncertainty (cm ** 3 / mol),Estimated ExcessMolarVolume Value (cm ** 3 / mol),Estimated ExcessMolarVolume Uncertainty (cm ** 3 / mol)
ba6a749d0c2f4939b6ed3cad0d49e0ae,298.15,101.0,2,CCCCO,0.7447,CCOC(C)=O,0.2553,0.2234967389871585,0.0,0.23959029202073476,0.038353172409189035
91407b69586e4027bb802ff722ed22b1,298.15,101.0,2,CCCCO,0.4963,CCOC(C)=O,0.5037,0.2869639181418435,0.0,0.3621040182058623,0.04549015007646127
92b076e6c0c44b439f0694f570c6ad29,298.15,101.0,2,CCCCO,0.2525,CCOC(C)=O,0.7475,0.18903739415884505,0.0,0.2700826993697741,0.03871163951884928
886f153b808d48ea9adbba5b19e9b75e,298.15,101.3,2,CCCCCO,0.7708,CCOCC,0.2292,-1.2165249074509248,0.0,-0.3643161791248288,0.04978576565407538
c25df803586c459a8beb3a1028eb6d6f,298.15,101.3,2,CCCCCO,0.2648,CCOCC,0.7352,-1.628909026628321,0.0,-0.44066679217919835,0.049648348059166826
6ed732d9554e4c3780e082f5e27044f3,298.15,101.3,2,CCCCCO,0.4567,CCOCC,0.5433,-1.938515594697634,0.0,-0.444729553971363,0.04032396734229955
4922c42f740a4105916f4729ffc01a48,298.15,100.0,2,COC(C)=O,0.2606,CCCC(=O)OC,0.7394,0.07574235631921056,0.0,-0.013527470801149757,0.03456450022314961
74cc637e1bdd4d8fb9766a6fbccc6e59,298.15,100.0,2,COC(C)=O,0.4544,CCCC(=O)OC,0.5456,0.10391545955037174,0.0,-0.01940791140558255,0.03226692390144357
7b3cd91db0fb42c39b5174071aec5ad2,298.15,100.0,2,COC(C)=O,0.7464,CCCC(=O)OC,0.2536,0.09894594011771927,0.0,-0.02310951767010129,0.03196704539692845
a7e8a21224464e55b2e0500297a83e6d,298.15,101.0,2,C1CCCCC1,0.7608,CCCCCC,0.2392,-0.010857411288657914,0.0,0.3478408970990487,0.04769864822443601
d6f40dd0af7d43d0966dfb7992034410,298.15,101.0,2,C1CCCCC1,0.4793,CCCCCC,0.5207,-0.7142145480370203,0.0,0.34566799622628863,0.05224155810205694
40ab79f2bd934776b37952225add1dd5,298.15,101.0,2,CCCCCC,0.2457,C1CCCCC1,0.7543,0.16440663986452364,0.0,0.4039643655358267,0.0471240188999934
d55ff1fe546247528564f5f032e61ac6,298.0,101.3,2,CC(=O)OCCC(C)C,0.7499,C=CC(=O)OCC,0.2501,0.04825826535025257,0.0,0.10818690132134488,0.04710353873374161
62dc22a32dac43d6828f878c71695676,298.0,101.3,2,CC(=O)OCCC(C)C,0.2501,C=CC(=O)OCC,0.7499,0.04792052010303394,0.0,0.13069153034963205,0.04267708436244021
0752af5eb78b44499393bbd8076ab2ae,298.0,101.3,2,CC(=O)OCCC(C)C,0.501,C=CC(=O)OCC,0.499,0.0657422357382842,0.0,0.06525475276738632,0.0393306364116546
2e0fc58c77c44fb5ae1da3f032491b9e,298.15,101.0,2,CCO,0.701,CCCO,0.299,-0.0027480299131532604,0.0,0.004994310290746115,0.03465115787003613
8c73a66dc94341ebae9e924dee0c21a4,298.15,101.0,2,CCO,0.5,CCCO,0.5,-0.002405682507159668,0.0,0.06319922081251617,0.035636228936730505
0bc6aaa364b44d8fb23444c245f95ef5,298.15,101.0,2,CCO,0.2,CCCO,0.8,0.03204484850932944,0.0,-0.0075118801326765515,0.03318559999557116
b78b793d9f9048dea7c7754aa0f3cd57,293.15,101.0,2,CCCCCCO,0.7138,CCCCC(=O)OC,0.2862,0.17326165294784346,0.0,0.2425006635783658,0.04257866568133985
78f03512d4bb4c78941cdaf0f6157737,293.15,101.0,2,CCCCCCO,0.2154,CCCCC(=O)OC,0.7846,0.1515473811217305,0.0,0.20921226371230023,0.03927706822508766
dd1b5ed11147483ab24de02f603386f6,293.15,101.0,2,CCCCCCO,0.4913,CCCCC(=O)OC,0.5087,0.214207181380246,0.0,0.3632000640565201,0.03883718407661979
e1af246b445d43849d049273d571ed6c,291.15,101.0,2,CCCOC(C)=O,0.7697,CCCCC,0.2303,0.01086029502000585,0.0,-0.3253848512750053,0.03856195383949388
062dce9ea415415ca72109c327620444,291.15,101.0,2,CCCOC(C)=O,0.2734,CCCCC,0.7266,0.1927969442912456,0.0,-0.25051040273190095,0.05248128378134544
21079834c8f24610a1adc05564d55b81,298.15,101.0,2,CCCOC(C)=O,0.4881,CCCCC,0.5119,0.09804040619675193,0.0,-0.4556641791055286,0.04890710950519905
8b460136518c4e039d92313dc4bf17b8,298.15,101.0,2,CCOC(C)=O,0.251,CCCCCO,0.7490000000000001,0.2629707635716869,0.0,0.2902142616164201,0.04173864938674701
ba3ae31cadfa4bc39a4306ac310f0a77,298.15,101.0,2,CCOC(C)=O,0.7490000000000001,CCCCCO,0.251,0.2916355155318477,0.0,0.32027823609048417,0.03718968628182805
6ab6964380954e83abd8e377b449257b,298.15,101.0,2,CCOC(C)=O,0.5,CCCCCO,0.5,0.3434680149857812,0.0,0.41852352153878797,0.036199873643495646
4e46a7c8e5ef44baa72fda9c25eb87b9,318.15,101.0,2,CCCCOC=O,0.752,CCCCCCC,0.248,0.5209426425147186,0.0,0.0836837510275945,0.04545273564121864
99047019f9194897988aa6becf5e9341,308.15,101.0,2,CCCCOC=O,0.2514,CCCCCCC,0.7486,0.6336596776826013,0.0,0.3827416612439411,0.05857384056231147
dac6b284255c47c0b1e877ed79bf2a24,298.15,101.0,2,CCCCOC=O,0.5012,CCCCCCC,0.4988,0.7065657359560191,0.0,0.1704742466267036,0.04367235665316118
1a722cefc65d44d99c2ab37528b4e7cc,293.15,101.0,2,CCO,0.7946,CCCCOC(C)=O,0.2054,1.5323973414238203,0.0,0.1439057422359462,0.03083809312868554
9d53aa69eb194cd492f83e1cc11d0d8c,313.15,101.0,2,CCO,0.2947,CCCCOC(C)=O,0.7053,1.679452327608331,0.0,0.20316327881913193,0.04148130592523514
